,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
59,60,60,Retief Goosen,75,85.19,27,23
60,61,61,Dean Wilson,54,85.0,20,17
61,T62,T62,Michael Connell,89,84.62,39,33
62,T62,T62,Paul Goydos,78,84.62,39,33
63,64,64,Brendon de Jonge,114,84.48,58,49
64,65,65,Webb Simpson,98,84.44,45,38
65,66,66,Chris Riley,73,84.38,32,27
66,T67,T67,Mark Calcavecchia,50,84.21,19,16
67,T67,T67,Joe Durant,67,84.21,38,32
68,69,69,Kevin Sutherland,86,84.09,44,37
69,T70,T70,Andrew McLardy,52,84.0,25,21
70,T70,T70,Roland Thatcher,72,84.0,25,21
71,T72,T72,Derek Lamely,81,83.87,31,26
72,T72,T72,Charles Warren,64,83.87,31,26
73,74,74,Stewart Cink,84,83.72,43,36
74,T75,T75,Luke Donald,71,83.33,36,30
75,T75,T75,David Duval,71,83.33,30,25
76,T75,T75,Sergio Garcia,58,83.33,18,15
77,T75,T75,Bill Lunde,79,83.33,30,25
78,T75,T75,Ian Poulter,55,83.33,18,15
79,T80,T80,Greg Chalmers,93,82.98,47,39
80,T80,T80,Nathan Green,86,82.98,47,39
81,82,82,Tom Pernice Jr.,74,82.93,41,34
82,83,83,Robert Garrigus,71,82.86,35,29
83,84,84,Briny Baird,87,82.76,29,24
84,85,85,Graham DeLaet,88,82.69,52,43
85,86,86,Cameron Percy,73,82.5,40,33
86,T87,T87,Alex Cejka,81,82.35,34,28
87,T87,T87,Tim Petrovic,105,82.35,51,42
88,T87,T87,Steve Stricker,73,82.35,34,28
89,90,90,Mathew Goggin,85,82.22,45,37
90,91,91,Matt Kuchar,97,82.0,50,41
91,T92,T92,Freddie Jacobson,83,81.82,44,36
92,T92,T92,Jerry Kelly,99,81.82,44,36
93,T92,T92,John Merrick,109,81.82,55,45
94,T92,T92,James Nitties,92,81.82,44,36
95,T92,T92,Kenny Perry,69,81.82,33,27
96,T92,T92,Chris Tidland,77,81.82,44,36
97,98,98,Brett Quigley,96,81.63,49,40
98,99,99,Bill Haas,87,81.54,65,53
99,100,100,James Driscoll,78,81.4,43,35
100,101,101,Chad Collins,87,81.25,32,26
101,T102,T102,Bob Estes,79,80.95,42,34
102,T102,T102,Andres Romero,73,80.95,42,34
103,T102,T102,Paul Stankowski,62,80.95,42,34
104,105,105,Alex Prugh,88,80.77,52,42
105,T106,T106,K.J. Choi,82,80.65,31,25
106,T106,T106,Shaun Micheel,70,80.65,31,25
107,108,108,Chris DiMarco,88,80.49,41,33
108,T109,T109,J.B. Holmes,100,80.43,46,37
109,T109,T109,Troy Merritt,86,80.43,46,37
110,T109,T109,Bubba Watson,77,80.43,46,37
111,T112,T112,Cameron Beckman,68,80.0,30,24
112,T112,T112,Brenden Pappas,66,80.0,35,28
113,T112,T112,Heath Slocum,97,80.0,45,36
114,T112,T112,Scott Verplank,74,80.0,30,24
115,T112,T112,Camilo Villegas,78,80.0,40,32
116,T112,T112,Boo Weekley,88,80.0,35,28
117,118,118,Charley Hoffman,85,79.66,59,47
118,119,119,John Senden,103,79.59,49,39
119,120,120,Ernie Els,72,79.55,44,35
120,121,121,Lee Janzen,77,79.49,39,31
121,122,122,John Rollins,81,79.41,34,27
122,T123,T123,Stephen Ames,75,79.31,29,23
123,T123,T123,Jeev Milkha Singh,59,79.31,29,23
124,T125,T125,Matt Every,60,79.17,24,19
125,T125,T125,John Mallinger,78,79.17,24,19
126,127,127,Scott McCarron,90,78.38,37,29
127,T128,T128,Ben Crane,85,78.26,46,36
128,T128,T128,David Lutterus,69,78.26,23,18
129,T128,T128,Nick Watney,91,78.26,46,36
130,T131,T131,Brad Faxon,58,78.13,32,25
131,T131,T131,Roger Tambellini,77,78.13,32,25
132,133,133,J.P. Hayes,79,78.05,41,32
133,134,134,Justin Rose,78,78.0,50,39
134,135,135,Steve Flesch,78,77.78,36,28
135,136,136,Steve Marino,81,77.5,40,31
136,137,137,Cameron Tringale,55,77.42,31,24
137,138,138,Nicholas Thompson,88,77.36,53,41
138,139,139,Daniel Chopra,74,77.14,35,27
139,140,140,Spencer Levin,110,77.03,74,57
140,141,141,Rory McIlroy,54,76.92,26,20
141,142,142,Kevin Na,94,76.74,43,33
142,T143,T143,Michael Letzig,84,76.67,60,46
143,T143,T143,Chris Stroud,90,76.67,30,23
144,145,145,Ted Purdy,86,76.32,38,29
145,T146,T146,Rickie Fowler,98,76.09,46,35
146,T146,T146,Greg Owen,69,76.09,46,35
147,T146,T146,Josh Teater,101,76.09,46,35
148,T149,T149,Jason Dufner,87,76.0,50,38
149,T149,T149,Jimmy Walker,82,76.0,50,38
150,T151,T151,Bryce Molder,84,75.61,41,31
151,T151,T151,D.A. Points,90,75.61,41,31
152,T151,T151,Adam Scott,70,75.61,41,31
153,154,154,Jason Day,82,75.56,45,34
154,T155,T155,Tim Clark,88,75.0,40,30
155,T155,T155,Jeff Gove,57,75.0,24,18
156,T155,T155,Tim Herron,79,75.0,40,30
157,T155,T155,Rocco Mediate,71,75.0,36,27
158,T155,T155,Scott Piercy,88,75.0,52,39
159,T155,T155,Vijay Singh,75,75.0,40,30
160,T155,T155,Omar Uresti,74,75.0,32,24
161,T155,T155,Bo Van Pelt,104,75.0,64,48
162,T155,T155,Mike Weir,59,75.0,20,15
163,164,164,Kevin Stadler,86,74.47,47,35
164,165,165,Hunter Mahan,85,74.42,43,32
165,T166,T166,Mathias Grönberg,61,74.19,31,23
166,T166,T166,Chris Wilson,65,74.19,31,23
167,168,168,Stuart Appleby,101,74.07,54,40
168,169,169,Ricky Barnes,103,73.91,46,34
169,170,170,Brian Davis,101,73.33,45,33
170,171,171,Michael Bradley,77,73.17,41,30
171,172,172,Aaron Baddeley,94,73.13,67,49
172,173,173,Brent Delahoussaye,57,73.08,26,19
173,T174,T174,Richard Johnson,90,72.5,40,29
174,T174,T174,Troy Matteson,84,72.5,40,29
175,176,176,Jay Williamson,76,72.22,36,26
176,177,177,Cliff Kresge,50,71.88,32,23
177,T178,T178,Will MacKenzie,72,71.79,39,28
178,T178,T178,Sean O'Hair,84,71.79,39,28
179,180,180,Davis Love III,79,71.74,46,33
180,181,181,Steve Lowery,67,71.43,28,20
181,182,182,Garth Mulroy,53,70.97,31,22
182,T183,T183,Rich Barcelo,70,69.7,33,23
183,T183,T183,Ángel Cabrera,64,69.7,33,23
184,185,185,Robert Allenby,76,69.23,39,27
185,186,186,D.J. Trahan,92,68.63,51,35
186,187,187,Rod Pampling,77,68.57,35,24
187,T188,T188,Justin Bolli,55,68.18,22,15
188,T188,T188,Vance Veazey,58,68.18,22,15
189,190,190,Kevin Johnson,62,68.0,25,17
190,191,191,Billy Mayfair,78,67.74,31,21
191,192,192,Mark Wilson,87,67.44,43,29
