,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
55,56,56,Padraig Harrington,57,6.0,150,9
56,57,57,Mathew Goggin,85,5.97,335,20
57,58,58,Charley Hoffman,85,5.94,286,17
58,T59,T59,Michael Connell,89,5.9,305,18
59,T59,T59,Mark Wilson,87,5.9,373,22
60,T61,T61,Will MacKenzie,72,5.88,272,16
61,T61,T61,John Senden,103,5.88,391,23
62,63,63,Bryce Molder,84,5.86,307,18
63,T64,T64,Paul Casey,64,5.85,188,11
64,T64,T64,David Duval,71,5.85,205,12
65,T66,T66,Ben Crane,85,5.84,291,17
66,T66,T66,Steve Elkington,74,5.84,274,16
67,68,68,Daniel Chopra,74,5.82,292,17
68,69,69,Jeev Milkha Singh,59,5.8,207,12
69,70,70,Robert Garrigus,71,5.79,259,15
70,71,71,Y.E. Yang,72,5.74,209,12
71,T72,T72,Brent Delahoussaye,57,5.73,192,11
72,T72,T72,Ryan Palmer,84,5.73,262,15
73,T72,T72,Aron Price,70,5.73,279,16
74,T72,T72,Brett Wetterich,54,5.73,227,13
75,76,76,Matt Jones,89,5.71,350,20
76,77,77,Steve Wheatcroft,74,5.7,228,13
77,78,78,Zach Johnson,93,5.69,299,17
78,79,79,Rich Barcelo,70,5.68,229,13
79,80,80,Brian Davis,101,5.66,318,18
80,T81,T81,Phil Mickelson,76,5.64,195,11
81,T81,T81,Scott Verplank,74,5.64,195,11
82,83,83,Joe Ogilvie,99,5.63,355,20
83,84,84,Heath Slocum,97,5.61,285,16
84,85,85,Bubba Watson,77,5.5,291,16
85,86,86,James Nitties,92,5.47,311,17
86,87,87,Retief Goosen,75,5.41,222,12
87,88,88,Michael Letzig,84,5.4,315,17
88,T89,T89,Justin Leonard,89,5.38,260,14
89,T89,T89,Rocco Mediate,71,5.38,260,14
90,91,91,Cameron Tringale,55,5.34,206,11
91,92,92,John Daly,63,5.33,169,9
92,93,93,Jeff Gove,57,5.32,188,10
93,T94,T94,Graham DeLaet,88,5.26,342,18
94,T94,T94,David Toms,86,5.26,285,15
95,96,96,John Rollins,81,5.23,344,18
96,97,97,Stuart Appleby,101,5.21,326,17
97,98,98,Henrik Bjornstad,72,5.2,269,14
98,99,99,Roger Tambellini,77,5.19,270,14
99,100,100,Scott McCarron,90,5.18,386,20
100,101,101,Nathan Green,86,5.15,330,17
101,102,102,Jim Furyk,76,5.14,253,13
102,T103,T103,Matt Bettencourt,91,5.11,235,12
103,T103,T103,Brendon de Jonge,114,5.11,352,18
104,105,105,Kevin Sutherland,86,5.09,373,19
105,106,106,Jason Dufner,87,5.07,296,15
106,T107,T107,Michael Bradley,77,5.06,316,16
107,T107,T107,Rory Sabbatini,79,5.06,257,13
108,109,109,Kevin Stadler,86,5.05,277,14
109,110,110,Tim Petrovic,105,5.04,397,20
110,111,111,Cliff Kresge,50,5.03,179,9
111,T112,T112,Martin Flores,75,4.98,241,12
112,T112,T112,Brenden Pappas,66,4.98,201,10
113,114,114,Bill Haas,87,4.97,342,17
114,115,115,Steve Lowery,67,4.95,222,11
115,116,116,Chris Riley,73,4.92,264,13
116,117,117,Jerry Kelly,99,4.91,326,16
117,118,118,Mathias Grönberg,61,4.89,225,11
118,119,119,Ryuji Imada,90,4.88,328,16
119,120,120,Steve Flesch,78,4.87,226,11
120,121,121,Steve Marino,81,4.86,247,12
121,T122,T122,Alex Cejka,81,4.85,268,13
122,T122,T122,Vijay Singh,75,4.85,227,11
123,T124,T124,Troy Matteson,84,4.8,354,17
124,T124,T124,Bo Van Pelt,104,4.8,375,18
125,126,126,Billy Mayfair,78,4.78,272,13
126,T127,T127,Skip Kendall,58,4.76,189,9
127,T127,T127,Rory McIlroy,54,4.76,147,7
128,T127,T127,Ian Poulter,55,4.76,147,7
129,130,130,Davis Love III,79,4.75,295,14
130,131,131,D.J. Trahan,92,4.73,338,16
131,132,132,Jeff Maggert,76,4.7,234,11
132,133,133,Ángel Cabrera,64,4.69,213,10
133,134,134,Chad Campbell,94,4.64,323,15
134,T135,T135,Rickie Fowler,98,4.63,324,15
135,T135,T135,Rod Pampling,77,4.63,281,13
136,137,137,Nick Watney,91,4.62,303,14
137,138,138,Tom Pernice Jr.,74,4.56,241,11
138,139,139,George McNeill,79,4.55,308,14
139,T140,T140,Sean O'Hair,84,4.51,288,13
140,T140,T140,Brian Stuard,81,4.51,266,12
141,T142,T142,Ben Curtis,78,4.5,311,14
142,T142,T142,Justin Rose,78,4.5,289,13
143,144,144,Andrew McLardy,52,4.47,179,8
144,145,145,Cameron Beckman,68,4.44,225,10
145,146,146,Jonathan Byrd,85,4.39,387,17
146,147,147,Charles Howell III,103,4.38,411,18
147,148,148,Ricky Barnes,103,4.28,327,14
148,149,149,Hunter Mahan,85,4.26,282,12
149,T150,T150,Alex Prugh,88,4.25,353,15
150,T150,T150,Chris Stroud,90,4.25,306,13
151,152,152,Ernie Els,72,4.2,238,10
152,153,153,Woody Austin,93,4.19,334,14
153,T154,T154,Lucas Glover,75,4.17,240,10
154,T154,T154,Paul Goydos,78,4.17,240,10
155,T154,T154,J.J. Henry,92,4.17,384,16
156,157,157,Ryan Moore,80,4.13,242,10
157,158,158,James Driscoll,78,4.12,340,14
158,159,159,Kevin Johnson,62,4.07,172,7
159,160,160,Roland Thatcher,72,4.04,272,11
160,161,161,Marc Leishman,87,4.0,275,11
161,162,162,Nicholas Thompson,88,3.99,301,12
162,163,163,Michael Sim,64,3.96,227,9
163,164,164,Ted Purdy,86,3.93,305,12
164,165,165,Craig Bowden,56,3.91,179,7
165,166,166,Kris Blanks,91,3.9,359,14
166,167,167,Josh Teater,101,3.75,373,14
167,168,168,Spencer Levin,110,3.73,402,15
168,169,169,Jimmy Walker,82,3.7,270,10
169,170,170,Briny Baird,87,3.63,358,13
170,171,171,Kevin Streelman,90,3.5,314,11
171,172,172,Matt Kuchar,97,3.47,317,11
172,173,173,Cameron Percy,73,3.44,262,9
173,174,174,Jarrod Lyle,54,3.41,176,6
174,175,175,Garrett Willis,82,3.36,298,10
175,T176,T176,John Mallinger,78,3.32,271,9
176,T176,T176,John Merrick,109,3.32,422,14
177,178,178,Brandt Snedeker,89,3.24,247,8
178,179,179,Joe Durant,67,3.18,220,7
179,180,180,Martin Laird,91,3.06,327,10
180,181,181,Sergio Garcia,58,3.01,133,4
181,182,182,Chris Wilson,65,2.94,204,6
182,183,183,Omar Uresti,74,2.93,239,7
183,184,184,Vance Veazey,58,2.91,172,5
184,185,185,Mike Weir,59,2.9,138,4
185,186,186,Greg Kraft,52,2.74,146,4
186,187,187,Tim Clark,88,2.72,257,7
187,188,188,Greg Owen,69,2.58,271,7
188,189,189,Charles Warren,64,2.53,237,6
189,190,190,Justin Bolli,55,2.33,172,4
190,191,191,Kenny Perry,69,2.1,238,5
191,192,192,Garth Mulroy,53,1.16,173,2
