,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
28,T23,T23,Johnson Wagner,85,"10' 7""",2606.917,247,48,"1"""
29,T23,T23,Jay Williamson,76,"10' 7""",2088.25,198,46,"4"""
30,T23,T23,Mark Wilson,87,"10' 7""",2654.417,251,39,"5"""
31,T32,T32,Craig Bowden,56,"10' 6""",1336.0829999999999,127,55,"1"""
32,T32,T32,Matt Every,60,"10' 6""",1892.8329999999999,180,56,"5"""
33,T32,T32,Tom Gillis,97,"10' 6""",3546.417,338,61,"3"""
34,T32,T32,Nathan Green,86,"10' 6""",2721.833,260,61,"6"""
35,T32,T32,Skip Kendall,58,"10' 6""",1522.6670000000001,145,46,"1"""
36,T32,T32,Justin Leonard,89,"10' 6""",2696.417,256,59,"4"""
37,T32,T32,Bill Lunde,79,"10' 6""",2054.5,196,56,"4"""
38,T39,T39,Jason Bohn,84,"10' 5""",2826.917,272,51,"3"""
39,T39,T39,Ben Curtis,78,"10' 5""",2104.167,202,45,"4"""
40,T39,T39,Jason Day,82,"10' 5""",2523.833,243,58,"3"""
41,T39,T39,Kevin Na,94,"10' 5""",2835.917,272,53,"1"""
42,T39,T39,D.A. Points,90,"10' 5""",2635.25,254,52,"5"""
43,T44,T44,Cameron Beckman,68,"10' 4""",1832.0,178,46,"3"""
44,T44,T44,Paul Casey,64,"10' 4""",1738.1670000000001,168,55,"2"""
45,T44,T44,Jeff Gove,57,"10' 4""",1366.3329999999999,132,66,"4"""
46,T44,T44,Brett Quigley,96,"10' 4""",3037.25,295,65,"1"""
47,T48,T48,Bob Estes,79,"10' 3""",2415.833,235,44,"3"""
48,T48,T48,J.P. Hayes,79,"10' 3""",2365.583,230,43,"4"""
49,T48,T48,Ryuji Imada,90,"10' 3""",2814.917,275,59,"4"""
50,T48,T48,Jeff Maggert,76,"10' 3""",2000.25,195,60,"7"""
51,T48,T48,Troy Merritt,86,"10' 3""",2893.5,282,51,"1"""
52,T48,T48,Steve Stricker,73,"10' 3""",2261.917,221,51,"2"""
53,T48,T48,David Toms,86,"10' 3""",2604.583,255,50,"3"""
54,T48,T48,Cameron Tringale,55,"10' 3""",1438.8329999999999,140,43,"7"""
55,T56,T56,Chris Couch,66,"10' 2""",2297.583,226,49,"3"""
56,T56,T56,Steve Lowery,67,"10' 2""",1681.5,166,49,"5"""
57,T56,T56,Geoff Ogilvy,62,"10' 2""",2029.5,200,53,"3"""
58,T56,T56,Ian Poulter,55,"10' 2""",998.1669999999999,98,73,"4"""
59,T56,T56,Aron Price,70,"10' 2""",2260.917,223,54,"3"""
60,T56,T56,Y.E. Yang,72,"10' 2""",2094.167,206,42,"4"""
61,T62,T62,Michael Bradley,77,"10' 1""",2134.833,211,46,"3"""
62,T62,T62,Lee Janzen,77,"10' 1""",2240.667,222,54,"9"""
63,T62,T62,Scott McCarron,90,"10' 1""",2677.667,265,50,"1"""
64,T62,T62,Tom Pernice Jr.,74,"10' 1""",1838.25,183,63,"5"""
65,T62,T62,Jeev Milkha Singh,59,"10' 1""",1571.6670000000001,156,61,"1"""
66,T62,T62,Vance Veazey,58,"10' 1""",1403.5829999999999,139,55,"5"""
67,T68,T68,Brian Davis,101,"10' 0""",2847.167,285,67,"2"""
68,T68,T68,Retief Goosen,75,"10' 0""",1906.0829999999999,190,58,"4"""
69,T68,T68,Tim Herron,79,"10' 0""",2258.917,225,50,"1"""
70,T68,T68,Jeff Overton,89,"10' 0""",2647.333,264,50,"6"""
71,T68,T68,Michael Sim,64,"10' 0""",1825.75,182,65,"4"""
72,T68,T68,Chris Stroud,90,"10' 0""",2433.583,244,78,"2"""
73,T68,T68,Omar Uresti,74,"10' 0""",1624.5,163,44,"4"""
74,T68,T68,Brett Wetterich,54,"10' 0""",1837.0,183,61,"4"""
75,T76,T76,Stewart Cink,84,"9' 11""",2389.417,240,47,"3"""
76,T76,T76,Mathew Goggin,85,"9' 11""",2296.417,232,48,"1"""
77,T76,T76,Andrew McLardy,52,"9' 11""",1254.667,127,56,"7"""
78,T76,T76,James Nitties,92,"9' 11""",2795.667,281,59,"5"""
79,T76,T76,John Senden,103,"9' 11""",2906.333,293,60,"2"""
80,T76,T76,Webb Simpson,98,"9' 11""",3130.667,315,45,"2"""
81,T76,T76,Kevin Sutherland,86,"9' 11""",2448.75,247,61,"2"""
82,T83,T83,Aaron Baddeley,94,"9' 10""",3187.5,323,88,"3"""
83,T83,T83,Rich Barcelo,70,"9' 10""",1764.4170000000001,179,51,"4"""
84,T83,T83,Mark Calcavecchia,50,"9' 10""",996.5,101,45,"7"""
85,T83,T83,David Duval,71,"9' 10""",1960.25,199,39,"7"""
86,T83,T83,Brian Gay,101,"9' 10""",2674.083,271,55,"2"""
87,T83,T83,Kevin Johnson,62,"9' 10""",1268.75,129,36,"3"""
88,T83,T83,Zach Johnson,93,"9' 10""",2848.833,290,56,"1"""
89,T83,T83,Jerry Kelly,99,"9' 10""",2584.25,263,71,"4"""
90,T83,T83,Rory McIlroy,54,"9' 10""",1297.833,132,54,"5"""
91,T83,T83,Ryan Palmer,84,"9' 10""",2577.0,261,51,"3"""
92,T83,T83,Tim Petrovic,105,"9' 10""",3010.583,307,42,"4"""
93,T94,T94,Stuart Appleby,101,"9' 9""",2663.083,273,49,"3"""
94,T94,T94,Steve Elkington,74,"9' 9""",1818.9170000000001,186,49,"3"""
95,T94,T94,Paul Goydos,78,"9' 9""",2255.833,231,58,"3"""
96,T94,T94,Matt Jones,89,"9' 9""",2752.083,283,80,"2"""
97,T94,T94,Michael Letzig,84,"9' 9""",2776.083,284,50,"4"""
98,T94,T94,George McNeill,79,"9' 9""",2433.083,250,55,"1"""
99,T94,T94,Sean O'Hair,84,"9' 9""",2033.25,208,55,"2"""
100,T94,T94,Joe Ogilvie,99,"9' 9""",2810.083,288,65,"1"""
101,T94,T94,Adam Scott,70,"9' 9""",1877.5829999999999,193,52,"1"""
102,T94,T94,Vaughn Taylor,87,"9' 9""",2805.5,287,49,"3"""
103,T94,T94,Steve Wheatcroft,74,"9' 9""",1956.25,200,47,"9"""
104,T105,T105,Jonathan Byrd,85,"9' 8""",2759.583,286,45,"1"""
105,T105,T105,James Driscoll,78,"9' 8""",2387.083,247,60,"2"""
106,T105,T105,Steve Flesch,78,"9' 8""",1950.25,201,48,"4"""
107,T105,T105,J.J. Henry,92,"9' 8""",2416.083,251,41,"3"""
108,T105,T105,Chris Riley,73,"9' 8""",1949.5829999999999,202,33,"2"""
109,T105,T105,Roger Tambellini,77,"9' 8""",1718.3329999999999,177,50,"5"""
110,T105,T105,Scott Verplank,74,"9' 8""",1785.0829999999999,184,48,"3"""
111,T112,T112,Matt Bettencourt,91,"9' 7""",2193.833,229,55,"3"""
112,T112,T112,Justin Bolli,55,"9' 7""",1128.583,118,47,"1"""
113,T112,T112,Alex Cejka,81,"9' 7""",2048.0,213,55,"4"""
114,T112,T112,Tim Clark,88,"9' 7""",2251.083,234,46,"4"""
115,T112,T112,Martin Flores,75,"9' 7""",2028.5,211,45,"1"""
116,T112,T112,Jim Furyk,76,"9' 7""",1930.0829999999999,202,35,"5"""
117,T112,T112,Charles Howell III,103,"9' 7""",2877.5,299,69,"3"""
118,T112,T112,Spencer Levin,110,"9' 7""",3343.667,349,56,"6"""
119,T112,T112,Troy Matteson,84,"9' 7""",2380.333,248,54,"2"""
120,T112,T112,Billy Mayfair,78,"9' 7""",1889.9170000000001,197,42,"1"""
121,T112,T112,Rocco Mediate,71,"9' 7""",1758.0829999999999,184,39,"1"""
122,T112,T112,Scott Piercy,88,"9' 7""",2827.083,294,58,"1"""
123,T112,T112,Roland Thatcher,72,"9' 7""",1889.75,198,43,"6"""
124,T112,T112,Garrett Willis,82,"9' 7""",2405.583,251,55,"7"""
125,T126,T126,Chad Campbell,94,"9' 6""",2502.917,264,61,"3"""
126,T126,T126,Daniel Chopra,74,"9' 6""",1990.4170000000001,209,52,"7"""
127,T126,T126,Jeff Quinney,91,"9' 6""",2656.083,280,49,"6"""
128,T126,T126,Brandt Snedeker,89,"9' 6""",2528.167,265,45,"3"""
129,T130,T130,Briny Baird,87,"9' 5""",2237.833,237,41,"1"""
130,T130,T130,Henrik Bjornstad,72,"9' 5""",1839.25,195,54,"5"""
131,T130,T130,Kris Blanks,91,"9' 5""",2203.583,233,48,"1"""
132,T130,T130,Joe Durant,67,"9' 5""",1852.1670000000001,196,47,"5"""
133,T130,T130,Ernie Els,72,"9' 5""",1920.0,203,43,"3"""
134,T130,T130,Rickie Fowler,98,"9' 5""",2716.0,288,44,"6"""
135,T130,T130,Robert Garrigus,71,"9' 5""",2132.417,227,63,"3"""
136,T130,T130,Davis Love III,79,"9' 5""",2128.667,227,44,"2"""
137,T130,T130,Hunter Mahan,85,"9' 5""",2146.833,227,40,"3"""
138,T130,T130,Greg Owen,69,"9' 5""",1875.75,199,77,"6"""
139,T130,T130,Brenden Pappas,66,"9' 5""",1632.8329999999999,173,44,"1"""
140,T130,T130,Justin Rose,78,"9' 5""",2452.5,260,55,"4"""
141,T130,T130,Vijay Singh,75,"9' 5""",1916.0829999999999,203,65,"2"""
142,T143,T143,Woody Austin,93,"9' 4""",2673.583,286,48,"2"""
143,T143,T143,John Mallinger,78,"9' 4""",2016.0829999999999,216,39,"3"""
144,T143,T143,Pat Perez,90,"9' 4""",2924.083,312,46,"3"""
145,T143,T143,Kenny Perry,69,"9' 4""",1714.9170000000001,183,42,"3"""
146,T143,T143,John Rollins,81,"9' 4""",2542.0,272,52,"5"""
147,T143,T143,Kevin Streelman,90,"9' 4""",2654.0,285,62,"5"""
148,T143,T143,Bo Van Pelt,104,"9' 4""",3046.667,326,46,"2"""
149,T150,T150,Brendon de Jonge,114,"9' 3""",3043.5,330,57,"1"""
150,T150,T150,Jason Dufner,87,"9' 3""",1992.1670000000001,215,42,"3"""
151,T150,T150,Lucas Glover,75,"9' 3""",1984.3329999999999,215,50,"3"""
152,T150,T150,Mathias Grönberg,61,"9' 3""",1600.75,173,51,"3"""
153,T150,T150,Bill Haas,87,"9' 3""",2505.583,271,57,"2"""
154,T150,T150,Dustin Johnson,83,"9' 3""",2339.75,253,72,"5"""
155,T150,T150,Matt Kuchar,97,"9' 3""",2818.833,304,64,"3"""
156,T150,T150,Will MacKenzie,72,"9' 3""",2070.833,224,52,"2"""
157,T150,T150,Steve Marino,81,"9' 3""",2181.167,236,66,"2"""
158,T150,T150,Heath Slocum,97,"9' 3""",2219.5,241,49,"3"""
159,T160,T160,Ricky Barnes,103,"9' 2""",2667.167,292,42,"1"""
160,T160,T160,John Daly,63,"9' 2""",1463.4170000000001,160,45,"3"""
161,T160,T160,Ryan Moore,80,"9' 2""",1992.5,217,59,"1"""
162,T160,T160,Rod Pampling,77,"9' 2""",1787.0,195,58,"7"""
163,T160,T160,Ted Purdy,86,"9' 2""",2082.25,227,41,"1"""
164,T160,T160,Nicholas Thompson,88,"9' 2""",2239.667,244,43,"4"""
165,T160,T160,Camilo Villegas,78,"9' 2""",1757.6670000000001,191,41,"2"""
166,T167,T167,Charley Hoffman,85,"9' 1""",2696.0,296,78,"2"""
167,T167,T167,J.B. Holmes,100,"9' 1""",2830.417,311,61,"3"""
168,T167,T167,John Merrick,109,"9' 1""",2883.75,317,63,"2"""
169,T170,T170,Graham DeLaet,88,"9' 0""",2571.833,285,41,"4"""
170,T170,T170,Rory Sabbatini,79,"9' 0""",2368.417,262,42,"6"""
171,T170,T170,Josh Teater,101,"9' 0""",2689.5,299,35,"1"""
172,T170,T170,D.J. Trahan,92,"9' 0""",2687.667,300,50,"2"""
173,T174,T174,Greg Kraft,52,"8' 11""",897.3330000000001,101,49,"4"""
174,T174,T174,Jimmy Walker,82,"8' 11""",2136.667,239,49,"2"""
175,T176,T176,Ángel Cabrera,64,"8' 10""",1578.25,178,44,"1"""
176,T176,T176,Jarrod Lyle,54,"8' 10""",1254.583,142,60,"4"""
177,T176,T176,Kevin Stadler,86,"8' 10""",2185.083,247,39,"3"""
178,T176,T176,Mike Weir,59,"8' 10""",1076.5,122,54,"3"""
179,T180,T180,Cliff Kresge,50,"8' 9""",1157.167,132,36,"2"""
180,T180,T180,Nick Watney,91,"8' 9""",2422.167,276,37,"1"""
181,T180,T180,Bubba Watson,77,"8' 9""",2156.0,246,46,"1"""
182,T180,T180,Chris Wilson,65,"8' 9""",1378.0829999999999,157,42,"3"""
183,T184,T184,Padraig Harrington,57,"8' 8""",1253.0,144,47,"1"""
184,T184,T184,Alex Prugh,88,"8' 8""",2374.083,275,35,"2"""
185,T184,T184,Charles Warren,64,"8' 8""",1814.8329999999999,209,36,"3"""
186,187,187,Marc Leishman,87,"8' 7""",2241.167,260,43,"2"""
187,188,188,Sergio Garcia,58,"8' 5""",994.0,118,48,"2"""
188,T189,T189,Martin Laird,91,"8' 3""",2259.833,274,46,"3"""
189,T189,T189,Cameron Percy,73,"8' 3""",1674.0,203,45,"2"""
190,191,191,Phil Mickelson,76,"8' 1""",1732.8329999999999,214,53,"4"""
191,192,192,Garth Mulroy,53,"7' 10""",1086.083,138,30,"2"""
