,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
178,T179,T179,Kevin Johnson,62,0.12,84,1.0
179,T179,T179,Nicholas Thompson,88,0.12,161,2.0
180,181,181,Jarrod Lyle,54,0.1,102,1.0
181,T182,T182,Tom Pernice Jr.,74,0.09,112,1.0
182,T182,T182,Jeev Milkha Singh,59,0.09,106,1.0
183,T184,T184,Jim Furyk,76,0.08,126,1.0
184,T184,T184,Mathias Grönberg,61,0.08,124,1.0
185,T184,T184,Brandt Snedeker,89,0.08,124,1.0
186,187,187,Nick Watney,91,0.07,150,1.0
187,188,188,Matt Kuchar,97,0.06,162,1.0
188,T189,T189,Graham DeLaet,88,0.05,189,1.0
189,T189,T189,Josh Teater,101,0.05,201,1.0
190,T191,T191,Garth Mulroy,53,0.0,92,
191,T191,T191,Chris Riley,73,0.0,127,
