,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
55,T56,T56,Tom Gillis,97,100.08,1259,46,1214
56,T56,T56,Charles Howell III,103,100.08,1294,32,1263
57,T58,T58,Ben Curtis,78,100.0,965,26,939
58,T58,T58,Richard Johnson,90,100.0,1070,45,1025
59,T58,T58,Skip Kendall,58,100.0,694,17,677
60,T58,T58,Bill Lunde,79,100.0,996,35,961
61,T58,T58,Brian Stuard,81,100.0,1015,39,976
62,T58,T58,Scott Verplank,74,100.0,794,22,772
63,T64,T64,J.J. Henry,92,99.91,1147,30,1116
64,T64,T64,John Rollins,81,99.91,1073,36,1036
65,66,66,Justin Rose,78,99.9,983,34,948
66,67,67,Daniel Chopra,74,99.89,952,31,920
67,T68,T68,Rich Barcelo,70,99.88,834,26,807
68,T68,T68,Cameron Beckman,68,99.88,855,29,825
69,70,70,Jarrod Lyle,54,99.85,661,14,646
70,T71,T71,Spencer Levin,110,99.79,1431,40,1388
71,T71,T71,Ian Poulter,55,99.79,480,11,468
72,T73,T73,Aaron Baddeley,94,99.76,1244,42,1199
73,T73,T73,Tom Pernice Jr.,74,99.76,846,27,817
74,75,75,James Nitties,92,99.74,1136,35,1098
75,76,76,Martin Laird,91,99.73,1128,31,1094
76,77,77,Justin Leonard,89,99.71,1032,32,997
77,78,78,Nick Watney,91,99.69,976,29,944
78,T79,T79,Chad Campbell,94,99.66,1181,28,1149
79,T79,T79,Jerod Turner,54,99.66,581,18,561
80,81,81,Ryan Moore,80,99.65,860,17,840
81,T82,T82,Ernie Els,72,99.62,796,25,768
82,T82,T82,Kenny Perry,69,99.62,797,24,770
83,84,84,Matt Every,60,99.58,709,27,679
84,85,85,Pat Perez,90,99.57,1172,38,1129
85,86,86,Chris Riley,73,99.56,904,26,874
86,87,87,Brandt Snedeker,89,99.52,1031,27,999
87,88,88,Phil Mickelson,76,99.51,817,19,794
88,89,89,Hunter Mahan,85,99.47,952,28,919
89,90,90,Rickie Fowler,98,99.41,1187,27,1153
90,91,91,Roland Thatcher,72,99.39,990,29,955
91,92,92,Alex Prugh,88,99.38,1135,30,1098
92,T93,T93,Charley Hoffman,85,99.36,1100,32,1061
93,T93,T93,Charlie Wi,95,99.36,1241,43,1190
94,T95,T95,Matt Kuchar,97,99.33,1046,24,1015
95,T95,T95,Aron Price,70,99.33,890,27,857
96,T97,T97,Rory McIlroy,54,99.31,576,20,552
97,T97,T97,Mark Wilson,87,99.31,1152,40,1104
98,99,99,John Senden,103,99.29,1264,36,1219
99,100,100,J.P. Hayes,79,99.27,960,31,922
100,101,101,John Merrick,109,99.26,1360,32,1318
101,102,102,Trevor Immelman,55,99.21,631,20,606
102,103,103,Tim Herron,79,99.2,1001,35,958
103,104,104,Robert Garrigus,71,99.19,865,25,833
104,105,105,Lucas Glover,75,99.17,846,24,815
105,106,106,Heath Slocum,97,99.16,1067,24,1034
106,107,107,Mike Weir,59,99.14,579,11,563
107,108,108,Bob Estes,79,99.13,1034,31,994
108,T109,T109,Chris DiMarco,88,99.12,1135,33,1092
109,T109,T109,Tim Petrovic,105,99.12,1370,37,1321
110,T109,T109,Chris Stroud,90,99.12,1026,28,989
111,112,112,Bubba Watson,77,99.07,967,26,932
112,T113,T113,Tim Clark,88,99.05,946,21,916
113,T113,T113,Michael Letzig,84,99.05,1155,35,1109
114,115,115,Graham DeLaet,88,99.02,1124,39,1074
115,T116,T116,Dustin Johnson,83,99.01,906,31,866
116,T116,T116,Jimmy Walker,82,99.01,1007,26,971
117,T118,T118,Troy Matteson,84,98.98,1175,35,1128
118,T118,T118,Kevin Sutherland,86,98.98,1175,32,1131
119,120,120,George McNeill,79,98.97,972,28,934
120,121,121,Greg Kraft,52,98.95,571,13,552
121,122,122,Woody Austin,93,98.91,1192,37,1142
122,T123,T123,Kris Blanks,91,98.9,1094,26,1056
123,T123,T123,Steve Lowery,67,98.9,818,22,787
124,125,125,Henrik Bjornstad,72,98.87,882,24,848
125,T126,T126,Lee Janzen,77,98.82,1021,27,982
126,T126,T126,Camilo Villegas,78,98.82,845,27,808
127,128,128,Cliff Kresge,50,98.81,673,18,647
128,129,129,Ángel Cabrera,64,98.79,744,18,717
129,130,130,Steve Wheatcroft,74,98.78,820,24,786
130,T131,T131,Brenden Pappas,66,98.76,804,21,773
131,T131,T131,D.A. Points,90,98.76,1125,36,1075
132,T131,T131,Jay Williamson,76,98.76,886,23,852
133,T134,T134,Stuart Appleby,101,98.74,1273,32,1225
134,T134,T134,David Duval,71,98.74,794,26,758
135,T134,T134,Bill Haas,87,98.74,1108,27,1067
136,137,137,Sean O'Hair,84,98.72,938,28,898
137,T138,T138,Sergio Garcia,58,98.71,543,14,522
138,T138,T138,Joe Ogilvie,99,98.71,1241,40,1185
139,140,140,Brett Wetterich,54,98.7,767,24,733
140,141,141,Michael Bradley,77,98.69,993,28,952
141,142,142,Jonathan Byrd,85,98.67,1201,38,1147
142,T143,T143,Marc Leishman,87,98.66,1041,24,1003
143,T143,T143,Steve Marino,81,98.66,897,24,861
144,145,145,J.B. Holmes,100,98.64,1253,35,1201
145,146,146,Briny Baird,87,98.61,1152,24,1112
146,147,147,Omar Uresti,74,98.6,928,20,895
147,T148,T148,Steve Flesch,78,98.59,921,22,886
148,T148,T148,Davis Love III,79,98.59,990,30,946
149,150,150,Cameron Tringale,55,98.55,690,22,658
150,151,151,Charles Warren,64,98.51,807,25,770
151,152,152,Andrew McLardy,52,98.44,641,15,616
152,T153,T153,Rory Sabbatini,79,98.43,958,32,911
153,T153,T153,Jeev Milkha Singh,59,98.43,765,23,730
154,155,155,Ted Purdy,86,98.38,1108,34,1056
155,156,156,Rod Pampling,77,98.36,1039,20,1002
156,157,157,Garrett Willis,82,98.34,1025,26,982
157,158,158,Joe Durant,67,98.32,835,24,797
158,159,159,Brian Davis,101,98.27,1271,30,1219
159,160,160,Mathew Goggin,85,98.23,1127,33,1074
160,161,161,Paul Goydos,78,98.19,939,20,902
161,T162,T162,Alex Cejka,81,98.18,991,26,947
162,T162,T162,Jerry Kelly,99,98.18,1212,29,1161
163,T162,T162,John Mallinger,78,98.18,932,19,896
164,165,165,Josh Teater,101,98.16,1359,33,1301
165,166,166,John Daly,63,98.11,689,24,652
166,167,167,Vijay Singh,75,98.03,862,24,821
167,168,168,Kevin Streelman,90,98.01,1157,30,1104
168,169,169,Martin Flores,75,97.95,927,23,885
169,170,170,Kevin Stadler,86,97.85,1071,33,1015
170,171,171,Will MacKenzie,72,97.82,1008,33,953
171,172,172,Ricky Barnes,103,97.74,1193,27,1139
172,173,173,Vance Veazey,58,97.69,693,15,662
173,174,174,D.J. Trahan,92,97.65,1232,32,1171
174,175,175,Rocco Mediate,71,97.59,912,21,869
175,176,176,Roger Tambellini,77,97.56,944,20,901
176,177,177,Adam Scott,70,97.31,781,26,734
177,178,178,David Lutterus,69,97.14,838,28,786
178,179,179,Jeff Maggert,76,97.08,926,21,878
179,180,180,Nicholas Thompson,88,96.95,1149,28,1086
180,181,181,Cameron Percy,73,96.91,906,20,858
181,182,182,Jason Dufner,87,96.86,1051,25,993
182,183,183,Mathias Grönberg,61,96.61,738,16,697
183,184,184,Greg Owen,69,96.45,959,20,905
184,185,185,Kevin Johnson,62,96.34,737,17,693
185,186,186,Justin Bolli,55,96.21,634,12,598
186,187,187,Craig Bowden,56,96.19,734,16,690
187,188,188,Billy Mayfair,78,96.11,977,18,921
188,189,189,Jeff Gove,57,96.05,683,14,642
189,190,190,Mark Calcavecchia,50,95.73,492,15,456
190,191,191,Chris Wilson,65,95.56,789,15,739
191,192,192,Garth Mulroy,53,95.02,642,8,602
