,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
51,T49,T49,Alex Prugh,88,2.59,41,1584
52,53,53,Kevin Johnson,62,2.6,29,1116
53,54,54,Shaun Micheel,70,2.62,33,1260
54,T55,T55,Ben Curtis,78,2.64,37,1404
55,T55,T55,Jimmy Walker,82,2.64,39,1476
56,T57,T57,Bryce Molder,84,2.65,40,1512
57,T57,T57,Tim Petrovic,105,2.65,50,1890
58,T59,T59,Cliff Kresge,50,2.67,24,900
59,T59,T59,Andrew McLardy,52,2.67,25,936
60,T59,T59,Jerod Turner,54,2.67,26,972
61,62,62,Chris Couch,66,2.69,32,1188
62,63,63,Daniel Chopra,74,2.7,36,1332
63,64,64,Scott McCarron,90,2.72,44,1620
64,65,65,Freddie Jacobson,83,2.74,41,1494
65,T66,T66,Briny Baird,87,2.75,43,1566
66,T66,T66,Bill Haas,87,2.75,43,1566
67,T66,T66,Vaughn Taylor,87,2.75,43,1566
68,T66,T66,David Toms,86,2.75,42,1530
69,70,70,Tom Pernice Jr.,74,2.78,37,1332
70,71,71,Charlie Wi,95,2.81,48,1710
71,72,72,Joe Durant,67,2.82,34,1206
72,73,73,Kevin Streelman,90,2.84,46,1620
73,74,74,Phil Mickelson,76,2.85,39,1368
74,75,75,Y.E. Yang,72,2.86,36,1260
75,76,76,Chad Campbell,94,2.87,48,1674
76,T77,T77,Tim Herron,79,2.88,41,1422
77,T77,T77,Ryan Moore,80,2.88,41,1422
78,T77,T77,Brett Wetterich,54,2.88,28,972
79,80,80,Bubba Watson,77,2.89,40,1386
80,81,81,Justin Leonard,89,2.9,46,1584
81,82,82,Omar Uresti,74,2.93,39,1332
82,83,83,Brenden Pappas,66,2.95,35,1188
83,T84,T84,Nathan Green,86,2.97,46,1548
84,T84,T84,Joe Ogilvie,99,2.97,53,1782
85,T84,T84,Kevin Sutherland,86,2.97,46,1548
86,T84,T84,Scott Verplank,74,2.97,39,1314
87,88,88,Blake Adams,84,2.98,45,1512
88,89,89,Steve Flesch,78,2.99,42,1404
89,T90,T90,Jeff Overton,89,3.0,48,1602
90,T90,T90,Mark Wilson,87,3.0,47,1566
91,T92,T92,Bob Estes,79,3.02,43,1422
92,T92,T92,Derek Lamely,81,3.02,44,1458
93,T92,T92,Brian Stuard,81,3.02,44,1458
94,T95,T95,Ted Purdy,86,3.04,47,1548
95,T95,T95,Kevin Stadler,86,3.04,47,1548
96,97,97,John Merrick,109,3.06,60,1962
97,98,98,Steve Wheatcroft,74,3.08,41,1332
98,99,99,Scott Piercy,88,3.09,49,1584
99,100,100,Michael Connell,89,3.12,50,1602
100,101,101,Jay Williamson,76,3.14,43,1368
101,102,102,Pat Perez,90,3.15,51,1620
102,T103,T103,Alex Cejka,81,3.16,46,1458
103,T103,T103,Nick Watney,91,3.16,50,1584
104,T105,T105,Michael Bradley,77,3.17,44,1386
105,T105,T105,Rickie Fowler,98,3.17,56,1764
106,T105,T105,Troy Matteson,84,3.17,48,1512
107,T108,T108,Ricky Barnes,103,3.18,59,1854
108,T108,T108,K.J. Choi,82,3.18,47,1476
109,T108,T108,John Senden,103,3.18,59,1854
110,111,111,Stewart Cink,84,3.19,46,1440
111,T112,T112,Jerry Kelly,99,3.2,57,1782
112,T112,T112,James Nitties,92,3.2,53,1656
113,114,114,Boo Weekley,88,3.22,51,1584
114,115,115,Troy Merritt,86,3.23,50,1548
115,116,116,Henrik Bjornstad,72,3.24,42,1296
116,T117,T117,Aron Price,70,3.25,41,1260
117,T117,T117,Chris Tidland,77,3.25,45,1386
118,T117,T117,Garrett Willis,82,3.25,48,1476
119,120,120,Craig Bowden,56,3.27,33,1008
120,T121,T121,Brett Quigley,96,3.3,57,1728
121,T121,T121,Josh Teater,101,3.3,60,1818
122,123,123,Rory McIlroy,54,3.31,31,936
123,T124,T124,Matt Every,60,3.33,36,1080
124,T124,T124,J.B. Holmes,100,3.33,60,1800
125,T124,T124,Geoff Ogilvy,62,3.33,36,1080
126,T124,T124,Johnson Wagner,85,3.33,51,1530
127,128,128,Brian Davis,101,3.36,61,1818
128,129,129,Bo Van Pelt,104,3.37,63,1872
129,130,130,Steve Lowery,67,3.4,41,1206
130,131,131,Andres Romero,73,3.42,45,1314
131,132,132,Ángel Cabrera,64,3.44,39,1134
132,T133,T133,Robert Allenby,76,3.45,46,1332
133,T133,T133,Vance Veazey,58,3.45,36,1044
134,135,135,David Lutterus,69,3.46,43,1242
135,136,136,Martin Flores,75,3.48,47,1350
136,T137,T137,Tom Gillis,97,3.49,61,1746
137,T137,T137,John Mallinger,78,3.49,49,1404
138,T137,T137,Heath Slocum,97,3.49,61,1746
139,140,140,Steve Marino,81,3.5,51,1458
140,141,141,Jeff Maggert,76,3.51,48,1368
141,T142,T142,Ben Crane,85,3.52,52,1476
142,T142,T142,Jason Day,82,3.52,52,1476
143,T142,T142,Dustin Johnson,83,3.52,52,1476
144,T142,T142,Chris Stroud,90,3.52,57,1620
145,T146,T146,Trevor Immelman,55,3.54,35,990
146,T146,T146,Lee Janzen,77,3.54,49,1386
147,T148,T148,Woody Austin,93,3.58,60,1674
148,T148,T148,D.A. Points,90,3.58,58,1620
149,T150,T150,Cameron Beckman,68,3.59,44,1224
150,T150,T150,Jonathan Byrd,85,3.59,55,1530
151,T150,T150,Mathew Goggin,85,3.59,55,1530
152,T150,T150,Bill Lunde,79,3.59,51,1422
153,154,154,Lucas Glover,75,3.6,48,1332
154,155,155,Greg Owen,69,3.62,45,1242
155,T156,T156,Paul Goydos,78,3.63,51,1404
156,T156,T156,Greg Kraft,52,3.63,34,936
157,158,158,Robert Garrigus,71,3.68,47,1278
158,159,159,Michael Letzig,84,3.7,56,1512
159,T160,T160,George McNeill,79,3.73,53,1422
160,T160,T160,Cameron Percy,73,3.73,49,1314
161,162,162,Justin Bolli,55,3.74,37,990
162,163,163,Roger Tambellini,77,3.75,52,1386
163,T164,T164,Marc Leishman,87,3.77,59,1566
164,T164,T164,Hunter Mahan,85,3.77,57,1512
165,166,166,Camilo Villegas,78,3.78,49,1296
166,167,167,Martin Laird,91,3.85,63,1638
167,T168,T168,Sean O'Hair,84,3.86,57,1476
168,T168,T168,D.J. Trahan,92,3.86,64,1656
169,170,170,Will MacKenzie,72,3.94,51,1296
170,171,171,John Rollins,81,3.98,58,1458
171,T172,T172,John Daly,63,4.06,46,1134
172,T172,T172,Sergio Garcia,58,4.06,38,936
173,174,174,Roland Thatcher,72,4.09,53,1296
174,175,175,Chris Wilson,65,4.1,48,1170
175,176,176,Jeff Gove,57,4.19,43,1026
176,177,177,Billy Mayfair,78,4.2,59,1404
177,T178,T178,Kris Blanks,91,4.21,69,1638
178,T178,T178,Jason Dufner,87,4.21,66,1566
179,180,180,Cameron Tringale,55,4.24,42,990
180,181,181,Rory Sabbatini,79,4.27,60,1404
181,182,182,Vijay Singh,75,4.28,57,1332
182,183,183,Nicholas Thompson,88,4.29,68,1584
183,T184,T184,Rocco Mediate,71,4.3,55,1278
184,T184,T184,Garth Mulroy,53,4.3,41,954
185,186,186,Kenny Perry,69,4.33,53,1224
186,187,187,Davis Love III,79,4.36,62,1422
187,188,188,Adam Scott,70,4.41,54,1224
188,189,189,Charles Warren,64,4.43,51,1152
189,T190,T190,Mark Calcavecchia,50,4.67,42,900
190,T190,T190,Graham DeLaet,88,4.67,74,1584
191,192,192,Mathias Grönberg,61,4.92,54,1098
