,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
167,168,168,Cameron Beckman,68,25.59,195,762
168,169,169,Rod Pampling,77,25.56,229,896
169,170,170,Roland Thatcher,72,25.44,217,853
170,171,171,Troy Matteson,84,25.42,274,1078
171,172,172,Cameron Tringale,55,25.4,157,618
172,173,173,Richard Johnson,90,25.22,254,1007
173,174,174,Mark Wilson,87,25.17,264,1049
174,175,175,Kevin Johnson,62,25.08,158,630
175,176,176,Kris Blanks,91,25.05,266,1062
176,177,177,Billy Mayfair,78,25.03,219,875
177,178,178,David Lutterus,69,24.9,181,727
178,179,179,Kenny Perry,69,24.88,209,840
179,180,180,Andrew McLardy,52,24.78,141,569
180,181,181,Mathew Goggin,85,24.77,264,1066
181,182,182,Briny Baird,87,24.64,255,1035
182,183,183,Trevor Immelman,55,24.54,160,652
183,184,184,Ben Curtis,78,24.5,234,955
184,185,185,Rocco Mediate,71,24.03,205,853
185,186,186,Justin Bolli,55,23.99,137,571
186,187,187,Greg Kraft,52,23.71,119,502
187,188,188,Roger Tambellini,77,23.5,203,864
188,189,189,Brent Delahoussaye,57,23.0,141,613
189,190,190,Craig Bowden,56,22.96,132,575
190,191,191,Omar Uresti,74,22.87,191,835
191,192,192,Jeff Gove,57,22.85,146,639
