,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
50,51,51,Dustin Johnson,83,38.64,153,396
51,52,52,Jeev Milkha Singh,59,38.58,125,324
52,53,53,Lee Janzen,77,38.46,180,468
53,54,54,Y.E. Yang,72,38.33,138,360
54,T55,T55,J.B. Holmes,100,38.25,179,468
55,T55,T55,Vaughn Taylor,87,38.25,179,468
56,57,57,Tim Petrovic,105,38.19,220,576
57,T58,T58,Tim Clark,88,38.16,158,414
58,T58,T58,Ben Crane,85,38.16,158,414
59,60,60,Jim Furyk,76,38.06,137,360
60,61,61,John Rollins,81,38.03,178,468
61,62,62,Camilo Villegas,78,38.01,130,342
62,63,63,Matt Bettencourt,91,37.99,212,558
63,64,64,Freddie Jacobson,83,37.96,164,432
64,65,65,George McNeill,79,37.86,184,486
65,66,66,Scott Verplank,74,37.83,143,378
66,T67,T67,Jason Dufner,87,37.78,170,450
67,T67,T67,Bill Haas,87,37.78,170,450
68,69,69,Troy Merritt,86,37.74,197,522
69,70,70,David Duval,71,37.73,163,432
70,71,71,Will MacKenzie,72,37.68,156,414
71,T72,T72,Stuart Appleby,101,37.63,210,558
72,T72,T72,Lucas Glover,75,37.63,149,396
73,T72,T72,Webb Simpson,98,37.63,210,558
74,75,75,James Nitties,92,37.59,203,540
75,76,76,Rory Sabbatini,79,37.56,169,450
76,T77,T77,Chris DiMarco,88,37.5,162,432
77,T77,T77,Rickie Fowler,98,37.5,189,504
78,T77,T77,Charley Hoffman,85,37.5,162,432
79,T77,T77,Chris Tidland,77,37.5,162,432
80,81,81,Greg Chalmers,93,37.45,182,486
81,82,82,Aron Price,70,37.37,148,396
82,T83,T83,Derek Lamely,81,37.24,181,486
83,T83,T83,Jimmy Walker,82,37.24,181,486
84,T85,T85,James Driscoll,78,37.18,174,468
85,T85,T85,Justin Leonard,89,37.18,174,468
86,87,87,Jason Bohn,84,37.11,167,450
87,88,88,D.J. Trahan,92,37.04,180,486
88,89,89,Marc Leishman,87,36.97,173,468
89,90,90,Ryan Moore,80,36.96,153,414
90,91,91,Robert Allenby,76,36.94,133,360
91,92,92,Steve Wheatcroft,74,36.83,179,486
92,93,93,Brett Wetterich,54,36.81,106,288
93,T94,T94,Ricky Barnes,103,36.71,185,504
94,T94,T94,Brad Faxon,58,36.71,152,414
95,T94,T94,Charles Howell III,103,36.71,185,504
96,T94,T94,Vance Veazey,58,36.71,152,414
97,98,98,Rich Barcelo,70,36.67,165,450
98,99,99,Stephen Ames,75,36.62,145,396
99,T100,T100,Hunter Mahan,85,36.57,158,432
100,T100,T100,Steve Marino,81,36.57,158,432
101,T102,T102,Martin Flores,75,36.54,171,468
102,T102,T102,Greg Owen,69,36.54,171,468
103,104,104,Ted Purdy,86,36.48,197,540
104,105,105,Steve Elkington,74,36.36,144,396
105,106,106,Garrett Willis,82,36.34,157,432
106,T107,T107,Blake Adams,84,36.11,169,468
107,T107,T107,Sergio Garcia,58,36.11,91,252
108,109,109,Adam Scott,70,35.67,122,342
109,110,110,Woody Austin,93,35.63,186,522
110,111,111,Kevin Stadler,86,35.6,173,486
111,T112,T112,Cameron Beckman,68,35.56,160,450
112,T112,T112,Phil Mickelson,76,35.56,128,360
113,T112,T112,Heath Slocum,97,35.56,160,450
114,115,115,John Mallinger,78,35.52,179,504
115,116,116,Skip Kendall,58,35.49,115,324
116,T117,T117,Tim Herron,79,35.42,153,432
117,T117,T117,Davis Love III,79,35.42,153,432
118,T117,T117,Sean O'Hair,84,35.42,153,432
119,T117,T117,Joe Ogilvie,99,35.42,204,576
120,121,121,Mathias Grönberg,61,35.35,140,396
121,122,122,Brendon de Jonge,114,35.24,203,576
122,123,123,Vijay Singh,75,35.1,139,396
123,T124,T124,Kevin Johnson,62,35.04,164,468
124,T124,T124,Rod Pampling,77,35.04,164,468
125,126,126,Ben Curtis,78,34.95,151,432
126,127,127,Brian Stuard,81,34.92,176,504
127,128,128,Dean Wilson,54,34.88,113,324
128,129,129,Nicholas Thompson,88,34.87,182,522
129,130,130,Ernie Els,72,34.8,119,342
130,131,131,Johnson Wagner,85,34.72,175,504
131,132,132,Stewart Cink,84,34.6,137,396
132,133,133,Alex Prugh,88,34.52,174,504
133,134,134,Trevor Immelman,55,34.5,118,342
134,135,135,Steve Lowery,67,34.44,155,450
135,136,136,Josh Teater,101,34.41,192,558
136,137,137,Mark Calcavecchia,50,34.38,99,288
137,138,138,J.P. Hayes,79,34.22,154,450
138,139,139,Jerod Turner,54,34.17,123,360
139,140,140,J.J. Henry,92,34.16,166,486
140,T141,T141,Graham DeLaet,88,34.13,172,504
141,T141,T141,Shaun Micheel,70,34.13,129,378
142,143,143,Nick Watney,91,34.06,141,414
143,144,144,Michael Bradley,77,34.03,147,432
144,145,145,Jeff Maggert,76,33.93,171,504
145,146,146,Greg Kraft,52,33.86,128,378
146,147,147,Tom Pernice Jr.,74,33.84,134,396
147,148,148,Chris Wilson,65,33.76,158,468
148,149,149,Bill Lunde,79,33.73,170,504
149,150,150,D.A. Points,90,33.72,176,522
150,151,151,Spencer Levin,110,33.69,188,558
151,152,152,Jarrod Lyle,54,33.64,109,324
152,153,153,Kenny Perry,69,33.63,115,342
153,154,154,Chad Campbell,94,33.55,157,468
154,T155,T155,John Daly,63,33.33,120,360
155,T155,T155,Chris Stroud,90,33.33,162,486
156,T155,T155,Jay Williamson,76,33.33,144,432
157,158,158,Briny Baird,87,33.13,167,504
158,159,159,David Lutterus,69,33.11,149,450
159,160,160,Andrew McLardy,52,33.07,125,378
160,161,161,Brett Quigley,96,32.95,172,522
161,162,162,Kevin Streelman,90,32.94,166,504
162,163,163,Mark Wilson,87,32.74,165,504
163,164,164,Jerry Kelly,99,32.57,170,522
164,165,165,Omar Uresti,74,32.51,158,486
165,166,166,Joe Durant,67,32.46,111,342
166,167,167,Chris Riley,73,32.41,140,432
167,168,168,Brenden Pappas,66,32.18,139,432
168,169,169,Justin Bolli,55,32.13,133,414
169,170,170,Brent Delahoussaye,57,32.01,121,378
170,171,171,Rocco Mediate,71,32.0,144,450
171,172,172,Craig Bowden,56,31.94,115,360
172,173,173,Boo Weekley,88,31.89,155,486
173,174,174,Paul Stankowski,62,31.79,103,324
174,T175,T175,Alex Cejka,81,31.75,160,504
175,T175,T175,Mathew Goggin,85,31.75,160,504
176,177,177,Kevin Sutherland,86,31.56,142,450
177,178,178,John Senden,103,31.3,169,540
178,179,179,Cameron Percy,73,31.11,140,450
179,180,180,John Merrick,109,31.0,173,558
180,181,181,Richard Johnson,90,30.86,150,486
181,182,182,Robert Garrigus,71,30.56,121,396
182,183,183,Garth Mulroy,53,30.41,104,342
183,184,184,Henrik Bjornstad,72,30.13,141,468
184,185,185,Troy Matteson,84,29.96,151,504
185,186,186,Charles Warren,64,29.1,110,378
186,187,187,Kris Blanks,91,29.07,157,540
187,188,188,Cameron Tringale,55,28.79,114,396
188,189,189,Roger Tambellini,77,28.42,133,468
189,190,190,Cliff Kresge,50,28.1,86,306
190,191,191,Billy Mayfair,78,27.78,130,468
191,192,192,Jeff Gove,57,27.02,107,396
