,Average_Distance_of_Eagle_putts_made_RANK THIS WEEK,Average_Distance_of_Eagle_putts_made_RANK LAST WEEK,Average_Distance_of_Eagle_putts_made_PLAYER NAME,Average_Distance_of_Eagle_putts_made_ROUNDS,Average_Distance_of_Eagle_putts_made_AVG,Average_Distance_of_Eagle_putts_made_TOT DIST (FT),Average_Distance_of_Eagle_putts_made_TOT EAGLES PUTTS MADE.,Average_Distance_of_Eagle_putts_made_LONGEST MADE (FT),Average_Distance_of_Eagle_putts_made_SHORTEST MADE (FT)
46,47,47,Phil Mickelson,76,"22' 6""",112.5,5,65,7
47,48,48,Roger Tambellini,77,"22' 5""",44.833,2,26,19
48,49,49,Zach Johnson,93,"22' 3""",22.25,1,22,22
49,50,50,Jeff Maggert,76,"22' 0""",43.917,2,38,6
50,51,51,Boo Weekley,88,"21' 8""",129.833,6,50,7
51,52,52,Joe Ogilvie,99,"21' 6""",64.583,3,33,13
52,53,53,Steve Elkington,74,"21' 5""",21.416999999999998,1,21,21
53,54,54,Dustin Johnson,83,"21' 1""",147.75,7,50,4
54,55,55,Alex Prugh,88,"20' 9""",186.667,9,57,1
55,56,56,Bill Haas,87,"20' 6""",102.417,5,33,11
56,57,57,Andres Romero,73,"20' 4""",121.75,6,37,6
57,58,58,Stewart Cink,84,"20' 0""",60.083,3,29,14
58,59,59,Chris Riley,73,"19' 9""",59.333,3,32,9
59,T60,T60,Bill Lunde,79,"19' 7""",117.5,6,51,5
60,T60,T60,Will MacKenzie,72,"19' 7""",58.667,3,35,8
61,62,62,Steve Wheatcroft,74,"18' 10""",37.583,2,27,11
62,T63,T63,Alex Cejka,81,"18' 9""",56.25,3,28,8
63,T63,T63,Robert Garrigus,71,"18' 9""",56.167,3,42,6
64,65,65,Ángel Cabrera,64,"18' 3""",54.75,3,26,8
65,66,66,J.J. Henry,92,"18' 2""",54.5,3,39,4
66,67,67,Kevin Streelman,90,"18' 1""",54.333,3,29,10
67,68,68,Stuart Appleby,101,"17' 9""",88.917,5,39,3
68,T69,T69,Ryan Moore,80,"17' 7""",70.167,4,40,2
69,T69,T69,Mike Weir,59,"17' 7""",35.167,2,18,18
70,71,71,Johnson Wagner,85,"17' 6""",52.417,3,27,7
71,72,72,Vijay Singh,75,"17' 5""",69.667,4,56,"9"""
72,73,73,Steve Marino,81,"17' 2""",34.333,2,32,3
73,74,74,Jonathan Byrd,85,"17' 1""",68.167,4,24,14
74,T75,T75,Pat Perez,90,"16' 10""",33.583,2,27,6
75,T75,T75,Scott Piercy,88,"16' 10""",134.417,8,40,"11"""
76,T77,T77,John Daly,63,"16' 9""",66.833,4,27,"8"""
77,T77,T77,Y.E. Yang,72,"16' 9""",50.333,3,35,4
78,79,79,Rickie Fowler,98,"16' 4""",81.5,5,34,5
79,80,80,Robert Allenby,76,"16' 2""",64.583,4,36,4
80,81,81,Charles Warren,64,"16' 1""",112.5,7,41,4
81,82,82,Nicholas Thompson,88,"15' 9""",78.667,5,32,4
82,T83,T83,Mark Calcavecchia,50,"15' 8""",47.0,3,28,9
83,T83,T83,Rod Pampling,77,"15' 8""",47.0,3,28,6
84,85,85,Steve Lowery,67,"15' 7""",31.083000000000002,2,17,14
85,T86,T86,Joe Durant,67,"15' 5""",61.583,4,22,5
86,T86,T86,Steve Flesch,78,"15' 5""",46.167,3,36,"8"""
87,T86,T86,Ryan Palmer,84,"15' 5""",61.5,4,28,4
88,T86,T86,Kevin Sutherland,86,"15' 5""",123.5,8,34,8
89,90,90,Henrik Bjornstad,72,"15' 1""",45.167,3,40,"8"""
90,91,91,Rich Barcelo,70,"14' 8""",73.333,5,31,2
91,T92,T92,Michael Connell,89,"14' 1""",84.667,6,44,1
92,T92,T92,David Duval,71,"14' 1""",28.166999999999998,2,19,9
93,T94,T94,Lucas Glover,75,"13' 11""",69.417,5,28,3
94,T94,T94,James Nitties,92,"13' 11""",69.667,5,23,6
95,T94,T94,Carl Pettersson,99,"13' 11""",97.5,7,34,5
96,T97,T97,Bob Estes,79,"13' 10""",27.583000000000002,2,16,12
97,T97,T97,Brad Faxon,58,"13' 10""",27.666999999999998,2,22,6
98,T97,T97,Tim Petrovic,105,"13' 10""",27.666999999999998,2,15,13
99,T100,T100,Paul Casey,64,"13' 8""",95.833,7,29,4
100,T100,T100,Brian Stuard,81,"13' 8""",41.0,3,23,8
101,102,102,Charley Hoffman,85,"13' 7""",95.083,7,39,3
102,103,103,Woody Austin,93,"13' 6""",53.917,4,25,1
103,104,104,Hunter Mahan,85,"13' 3""",79.25,6,27,3
104,105,105,Padraig Harrington,57,"13' 2""",66.0,5,39,2
105,T106,T106,Matt Every,60,"13' 1""",39.167,3,15,11
106,T106,T106,Marc Leishman,87,"13' 1""",39.333,3,14,12
107,108,108,Brendon de Jonge,114,"12' 11""",77.333,6,17,1
108,T109,T109,Matt Bettencourt,91,"12' 9""",140.167,11,32,1
109,T109,T109,Bubba Watson,77,"12' 9""",89.333,7,33,4
110,111,111,Derek Lamely,81,"12' 8""",76.167,6,24,1
111,112,112,Greg Owen,69,"12' 6""",12.5,1,13,13
112,T113,T113,George McNeill,79,"12' 5""",49.583,4,36,1
113,T113,T113,Heath Slocum,97,"12' 5""",37.167,3,18,8
114,115,115,D.A. Points,90,"12' 4""",24.583000000000002,2,13,12
115,T116,T116,Matt Jones,89,"12' 3""",73.25,6,35,4
116,T116,T116,Bo Van Pelt,104,"12' 3""",73.583,6,26,1
117,T118,T118,Retief Goosen,75,"12' 2""",24.25,2,17,7
118,T118,T118,J.B. Holmes,100,"12' 2""",133.667,11,28,3
119,120,120,Rory Sabbatini,79,"12' 1""",36.167,3,18,6
120,121,121,Kevin Na,94,"12' 0""",23.916999999999998,2,14,10
121,122,122,Brandt Snedeker,89,"11' 11""",47.5,4,33,"8"""
122,123,123,Mathias Grönberg,61,"11' 10""",23.666999999999998,2,21,3
123,T124,T124,Chris DiMarco,88,"11' 9""",35.167,3,19,"5"""
124,T124,T124,Garrett Willis,82,"11' 9""",35.167,3,23,3
125,126,126,K.J. Choi,82,"11' 8""",46.667,4,25,4
126,127,127,Matt Kuchar,97,"11' 7""",34.667,3,14,10
127,T128,T128,Cliff Kresge,50,"11' 6""",34.583,3,13,9
128,T128,T128,Tom Pernice Jr.,74,"11' 6""",34.5,3,26,4
129,T128,T128,Chris Wilson,65,"11' 6""",11.5,1,12,12
130,131,131,Daniel Chopra,74,"11' 5""",34.25,3,16,6
131,132,132,Rory McIlroy,54,"11' 4""",45.25,4,27,4
132,133,133,Nick Watney,91,"11' 2""",55.667,5,28,3
133,134,134,D.J. Trahan,92,"11' 1""",77.667,7,21,4
134,T135,T135,Jason Dufner,87,"11' 0""",66.0,6,24,6
135,T135,T135,Sean O'Hair,84,"11' 0""",77.083,7,14,"9"""
136,T137,T137,Ricky Barnes,103,"10' 10""",43.167,4,24,2
137,T137,T137,Tom Gillis,97,"10' 10""",54.167,5,15,4
138,139,139,Jarrod Lyle,54,"10' 9""",21.416999999999998,2,13,9
139,140,140,Trevor Immelman,55,"10' 8""",21.333000000000002,2,19,3
140,141,141,Ted Purdy,86,"10' 5""",20.833000000000002,2,12,9
141,142,142,Steve Stricker,73,"10' 1""",30.333000000000002,3,12,8
142,143,143,Jimmy Walker,82,"9' 11""",19.75,2,12,8
143,T144,T144,James Driscoll,78,"9' 7""",38.333,4,18,3
144,T144,T144,Billy Mayfair,78,"9' 7""",28.75,3,12,7
145,146,146,Jeev Milkha Singh,59,"9' 6""",19.0,2,14,5
146,T147,T147,Nathan Green,86,"9' 4""",18.583,2,12,7
147,T147,T147,Troy Matteson,84,"9' 4""",37.417,4,25,2
148,T149,T149,Graham DeLaet,88,"9' 3""",27.833000000000002,3,13,7
149,T149,T149,Charles Howell III,103,"9' 3""",27.666999999999998,3,17,5
150,151,151,John Merrick,109,"9' 2""",27.5,3,18,3
151,152,152,Martin Laird,91,"9' 0""",98.917,11,21,2
152,153,153,Webb Simpson,98,"8' 8""",17.333,2,13,4
153,154,154,Spencer Levin,110,"8' 5""",16.75,2,10,6
154,155,155,Garth Mulroy,53,"8' 4""",33.25,4,15,3
155,T156,T156,Paul Goydos,78,"8' 1""",8.083,1,8,8
156,T156,T156,David Lutterus,69,"8' 1""",16.083,2,10,6
157,T158,T158,Briny Baird,87,"8' 0""",24.0,3,11,4
158,T158,T158,Brett Wetterich,54,"8' 0""",16.0,2,9,7
159,160,160,Davis Love III,79,"7' 11""",31.5,4,15,3
160,161,161,Brent Delahoussaye,57,"7' 9""",7.75,1,8,8
161,162,162,Brian Davis,101,"7' 5""",29.666999999999998,4,23,"11"""
162,163,163,Jerry Kelly,99,"7' 2""",14.333,2,10,5
163,T164,T164,Kenny Perry,69,"7' 1""",14.083,2,8,6
164,T164,T164,Aron Price,70,"7' 1""",21.333000000000002,3,15,2
165,T164,T164,Paul Stankowski,62,"7' 1""",7.082999999999999,1,7,7
166,T167,T167,Greg Chalmers,93,"6' 11""",27.5,4,21,2
167,T167,T167,Tim Herron,79,"6' 11""",13.833,2,9,5
168,T167,T167,John Senden,103,"6' 11""",20.833000000000002,3,10,3
169,170,170,Vaughn Taylor,87,"6' 10""",6.832999999999999,1,7,7
170,171,171,Andrew McLardy,52,"6' 9""",6.75,1,7,7
171,172,172,David Toms,86,"6' 2""",18.5,3,13,2
172,173,173,Ernie Els,72,"5' 8""",11.25,2,10,2
173,174,174,Chris Couch,66,"5' 4""",16.083,3,11,2
174,175,175,Michael Letzig,84,"5' 3""",31.583000000000002,6,8,2
175,176,176,Omar Uresti,74,"5' 2""",5.167000000000001,1,5,5
176,T177,T177,Cameron Beckman,68,"5' 0""",9.917,2,6,4
177,T177,T177,Rocco Mediate,71,"5' 0""",5.0,1,5,5
178,T179,T179,Michael Bradley,77,"4' 1""",4.083,1,4,4
179,T179,T179,Chris Tidland,77,"4' 1""",4.083,1,4,4
180,181,181,Bryce Molder,84,"3' 8""",7.332999999999999,2,4,3
181,182,182,Jason Bohn,84,"3' 7""",7.167000000000001,2,5,2
182,183,183,Cameron Tringale,55,"3' 3""",6.417000000000001,2,5,2
183,184,184,Justin Rose,78,"3' 2""",3.167,1,3,3
184,185,185,Roland Thatcher,72,"2' 5""",4.833,2,3,2
