,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
111,T110,T110,Jeff Maggert,79,1.17,273,234
112,T110,T110,John Mallinger,90,1.17,319,273
113,T110,T110,James Nitties,86,1.17,313,268
114,T110,T110,Nicholas Thompson,96,1.17,362,310
115,T116,T116,Brendon de Jonge,90,1.16,339,292
116,T116,T116,Kirk Triplett,60,1.16,213,183
117,T116,T116,Jimmy Walker,74,1.16,257,222
118,T116,T116,Jay Williamson,69,1.16,231,199
119,T120,T120,Richard Johnson,85,1.15,291,253
120,T120,T120,Bubba Watson,73,1.15,284,246
121,T122,T122,Mark Calcavecchia,72,1.14,270,237
122,T122,T122,Martin Laird,72,1.14,285,250
123,T122,T122,Ryan Palmer,78,1.14,282,247
124,T122,T122,Johnson Wagner,81,1.14,283,248
125,T126,T126,Steve Flesch,77,1.13,254,224
126,T126,T126,Chez Reavie,81,1.13,268,237
127,T128,T128,Aaron Baddeley,66,1.12,239,214
128,T128,T128,Retief Goosen,74,1.12,253,225
129,T128,T128,Steve Lowery,83,1.12,298,265
130,T128,T128,Casey Wittenberg,71,1.12,229,204
131,T132,T132,Mark Brooks,55,1.11,177,159
132,T132,T132,Glen Day,79,1.11,261,235
133,T132,T132,Mathew Goggin,76,1.11,258,233
134,T132,T132,Jarrod Lyle,65,1.11,195,176
135,T132,T132,Jeff Overton,92,1.11,336,302
136,T132,T132,John Rollins,92,1.11,325,292
137,T138,T138,Cliff Kresge,78,1.1,273,249
138,T138,T138,Aron Price,89,1.1,294,267
139,T140,T140,Ángel Cabrera,55,1.09,198,182
140,T140,T140,Nathan Green,104,1.09,347,317
141,T140,T140,Ryuji Imada,85,1.09,291,266
142,T140,T140,Colt Knost,71,1.09,248,228
143,T140,T140,Boo Weekley,79,1.09,277,253
144,T145,T145,Robert Allenby,71,1.08,230,213
145,T145,T145,Matt Bettencourt,98,1.08,374,347
146,T145,T145,David Mathis,82,1.08,272,252
147,148,148,Paul Goydos,79,1.07,289,271
148,T149,T149,K.J. Choi,65,1.06,208,196
149,T149,T149,Kent Jones,73,1.06,240,227
150,T151,T151,Brad Adamonis,70,1.05,223,213
151,T151,T151,Stewart Cink,79,1.05,240,229
152,T153,T153,Ben Curtis,63,1.04,196,189
153,T153,T153,Jason Gore,74,1.04,253,243
154,T153,T153,Andres Romero,58,1.04,213,205
155,T153,T153,Vijay Singh,71,1.04,239,229
156,T157,T157,Ken Duke,87,1.03,279,272
157,T157,T157,Will MacKenzie,69,1.03,235,228
158,T159,T159,Bart Bryant,58,1.01,187,185
159,T159,T159,Brian Vranesh,51,1.01,169,168
160,161,161,Todd Hamilton,83,1.0,264,265
161,162,162,Rocco Mediate,79,0.98,261,265
162,T163,T163,Carl Pettersson,86,0.97,286,296
163,T163,T163,Darron Stiles,52,0.97,174,179
164,165,165,Rick Price,54,0.96,173,181
165,166,166,Brian Bateman,55,0.94,171,182
166,T167,T167,Ricky Barnes,67,0.93,211,227
167,T167,T167,Tom Lehman,55,0.93,154,165
168,T167,T167,Peter Lonard,86,0.93,271,290
169,T167,T167,Parker McLachlin,71,0.93,242,260
170,T171,T171,David Duval,56,0.9,191,213
171,T171,T171,Gary Woodland,53,0.9,197,218
172,T173,T173,J.B. Holmes,74,0.89,261,292
173,T173,T173,Billy Mayfair,83,0.89,257,289
174,T173,T173,Adam Scott,53,0.89,174,196
175,T173,T173,Peter Tomasulo,61,0.89,203,229
176,T177,T177,Stuart Appleby,79,0.88,238,269
177,T177,T177,Leif Olson,51,0.88,177,201
178,179,179,Derek Fathauer,63,0.86,211,245
179,180,180,Marc Turnesa,77,0.78,223,285
180,181,181,Greg Kraft,51,0.77,146,189
181,182,182,Eric Axley,71,0.75,216,287
182,183,183,Brendon Todd,53,0.73,156,213
183,184,184,Brad Faxon,59,0.71,165,232
