,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
82,83,83,Jeff Overton,92,70.72,6541,- 34.782,92
83,84,84,John Mallinger,90,70.73,6369,- 3.304,90
84,T85,T85,Tim Petrovic,97,70.732,6831,29.993,97
85,T85,T85,Kevin Stadler,65,70.732,4578,19.569,65
86,87,87,Chris Stroud,88,70.748,6206,19.848,88
87,88,88,Scott McCarron,91,70.753,6421,17.490,91
88,89,89,Troy Matteson,95,70.762,6704,18.378,95
89,90,90,Jeff Klauk,97,70.777,6845,20.392,97
90,91,91,Matt Jones,56,70.811,3938,27.406,56
91,92,92,Spencer Levin,75,70.813,5283,27.968,75
92,93,93,Robert Garrigus,83,70.814,5845,32.567,83
93,94,94,Michael Allen,73,70.815,5164,5.524,73
94,95,95,Vaughn Taylor,88,70.818,6204,27.941,88
95,96,96,Matt Weibring,65,70.825,4575,28.647,65
96,97,97,Ted Purdy,101,70.827,7139,14.498,101
97,98,98,Brett Quigley,92,70.833,6503,13.635,92
98,99,99,Mathew Goggin,76,70.834,5259,- 17.289,74
99,100,100,Corey Pavin,73,70.84,5152,19.297,73
100,101,101,Jason Bohn,88,70.847,6196,38.505,88
101,102,102,Tim Herron,87,70.86,6141,23.807,87
102,103,103,Pat Perez,74,70.86399999999999,5099,3.190,72
103,104,104,Cameron Beckman,87,70.868,6149,16.479,87
104,105,105,Webb Simpson,94,70.875,6647,15.287,94
105,106,106,D.J. Trahan,96,70.877,6768,36.175,96
106,107,107,Lee Janzen,74,70.902,5233,13.760,74
107,108,108,Patrick Sheehan,51,70.903,3595,21.032,51
108,109,109,D.A. Points,99,70.931,7002,20.174,99
109,110,110,John Merrick,91,70.936,6446,9.137,91
110,111,111,Scott Piercy,85,70.957,6009,22.319,85
111,112,112,Cliff Kresge,78,70.961,5527,7.951,78
112,113,113,Ben Curtis,63,70.97800000000001,4441,- 40.378,62
113,114,114,Alex Cejka,82,70.98,5806,14.332,82
114,115,115,Joe Ogilvie,85,70.992,6000,34.360,85
115,116,116,Rich Beem,77,71.035,5447,22.675,77
116,117,117,Steve Flesch,77,71.055,5470,1.263,77
117,118,118,Bob Heintz,59,71.07,4157,36.135,59
118,119,119,Rocco Mediate,79,71.093,5629,- 12.644,79
119,120,120,Charles Warren,63,71.097,4465,14.109,63
120,121,121,Ryuji Imada,85,71.107,6049,- 4.888,85
121,122,122,Dean Wilson,81,71.117,5726,34.487,81
122,123,123,Steve Elkington,70,71.119,4948,30.345,70
123,124,124,Tom Pernice Jr.,82,71.127,5805,27.431,82
124,125,125,Richard Johnson,85,71.139,6025,21.803,85
125,126,126,Aaron Baddeley,66,71.153,4635,- 10.077,65
126,127,127,Jeff Maggert,79,71.169,5596,26.342,79
127,128,128,Bart Bryant,58,71.17699999999999,4137,- 8.712,58
128,129,129,Nathan Green,104,71.185,7389,14.253,104
129,130,130,K.J. Choi,65,71.205,4577,- 19.882,64
130,131,131,Brendon de Jonge,90,71.225,6384,26.233,90
131,132,132,Tommy Armour III,58,71.227,4123,8.170,58
132,133,133,Martin Laird,72,71.232,5108,20.698,72
133,134,134,John Rollins,92,71.243,6548,6.399,92
134,135,135,Joe Durant,62,71.25,4388,29.512,62
135,136,136,David Mathis,82,71.304,5828,18.919,82
136,137,137,Johnson Wagner,81,71.312,5745,31.241,81
137,138,138,Aron Price,89,71.329,6323,25.246,89
138,139,139,Nicholas Thompson,96,71.336,6822,26.212,96
139,140,140,Chez Reavie,81,71.361,5746,34.247,81
140,141,141,Ricky Barnes,67,71.37100000000001,4778,3.828,67
141,142,142,Daniel Chopra,89,71.372,6322,30.115,89
142,143,143,Jimmy Walker,74,71.37899999999999,5250,32.049,74
143,144,144,Matt Bettencourt,98,71.38,6980,15.211,98
144,145,145,Jeff Quinney,78,71.415,5539,31.377,78
145,146,146,Jarrod Lyle,65,71.423,4623,19.518,65
146,147,147,Stuart Appleby,79,71.43,5599,- 27.467,78
147,148,148,Glen Day,79,71.449,5608,36.437,79
148,149,149,Mark Calcavecchia,72,71.455,5122,22.724,72
149,150,150,Kris Blanks,60,71.457,4242,45.395,60
150,151,151,Jay Williamson,69,71.458,4897,33.591,69
151,152,152,Andres Romero,58,71.462,4071,2.333,57
152,153,153,Kent Jones,73,71.48899999999999,5198,20.684,73
153,154,154,Ryan Palmer,78,71.491,5546,30.316,78
154,155,155,Todd Hamilton,83,71.505,5938,- 3.080,83
155,156,156,Casey Wittenberg,71,71.52,5044,33.934,71
156,157,157,J.B. Holmes,74,71.523,5327,- 34.283,74
157,158,158,Carl Pettersson,86,71.544,6150,2.775,86
158,159,159,Steve Lowery,83,71.564,5908,31.786,83
159,160,160,Kirk Triplett,60,71.565,4266,27.885,60
160,161,161,Brad Adamonis,70,71.574,4989,21.194,70
161,162,162,Ken Duke,87,71.596,6205,23.813,87
162,163,163,Mark Brooks,55,71.60600000000001,3911,27.349,55
163,164,164,Colt Knost,71,71.67,5055,33.549,71
164,165,165,Jason Gore,74,71.693,5273,32.313,74
165,166,166,Adam Scott,53,71.72,3747,- 17.554,52
166,167,167,Will MacKenzie,69,71.742,4937,13.189,69
167,168,168,Peter Lonard,86,71.766,6150,21.889,86
168,169,169,Brian Vranesh,51,71.782,3643,17.864,51
169,170,170,Gary Woodland,53,71.839,3812,- 4.508,53
170,171,171,Darron Stiles,52,71.85300000000001,3719,17.366,52
171,172,172,Billy Mayfair,83,71.952,5967,5.012,83
172,173,173,Marc Turnesa,77,72.17699999999999,5562,- 4.334,77
173,174,174,Peter Tomasulo,61,72.26100000000001,4391,16.901,61
174,175,175,Brian Bateman,55,72.298,3949,27.388,55
175,176,176,David Duval,56,72.303,4045,3.954,56
176,177,177,Parker McLachlin,71,72.431,5129,13.611,71
177,178,178,Derek Fathauer,63,72.439,4538,25.662,63
178,179,179,Rick Price,54,72.515,3892,23.825,54
179,180,180,Leif Olson,51,72.52,3684,14.522,51
180,181,181,Greg Kraft,51,72.654,3711,- 5.649,51
181,182,182,Brendon Todd,53,72.758,3855,1.197,53
182,183,183,Brad Faxon,59,72.961,4290,14.721,59
183,184,184,Eric Axley,71,73.11399999999999,5178,13.111,71
