,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
82,T83,T83,Richard Johnson,85,289
83,T83,T83,Aron Price,89,289
84,85,85,Ryuji Imada,85,288
85,86,86,Brandt Snedeker,81,284
86,87,87,Paul Goydos,79,283
87,88,88,Bill Lunde,83,281
88,89,89,Jeff Quinney,78,279
89,90,90,Carl Pettersson,86,278
90,T91,T91,Luke Donald,79,276
91,T91,T91,Tom Pernice Jr.,82,276
92,T91,T91,Chris Riley,77,276
93,T94,T94,Martin Laird,72,275
94,T94,T94,Geoff Ogilvy,78,275
95,T96,T96,Ryan Palmer,78,274
96,T96,T96,Johnson Wagner,81,274
97,98,98,Boo Weekley,79,273
98,T99,T99,Ken Duke,87,271
99,T99,T99,Cliff Kresge,78,271
100,101,101,Jeff Maggert,79,270
101,T102,T102,Mark Calcavecchia,72,268
102,T102,T102,David Mathis,82,268
103,T104,T104,Peter Lonard,86,267
104,T104,T104,Bubba Watson,73,267
105,T106,T106,Bob Estes,78,265
106,T106,T106,Camilo Villegas,76,265
107,108,108,Rich Beem,77,264
108,T109,T109,Lee Janzen,74,262
109,T109,T109,Chez Reavie,81,262
110,T111,T111,Rod Pampling,72,259
111,T111,T111,Justin Rose,71,259
112,T113,T113,Michael Allen,73,258
113,T113,T113,Pat Perez,74,258
114,T115,T115,Glen Day,79,257
115,T115,T115,Todd Hamilton,83,257
116,T115,T115,J.B. Holmes,74,257
117,T115,T115,Tiger Woods,64,257
118,119,119,Rocco Mediate,79,254
119,120,120,Mathew Goggin,76,252
120,T121,T121,Billy Mayfair,83,251
121,T121,T121,Corey Pavin,73,251
122,T123,T123,Steve Flesch,77,248
123,T123,T123,Jason Gore,74,248
124,125,125,Matt Weibring,65,246
125,126,126,Jimmy Walker,74,245
126,T127,T127,Colt Knost,71,244
127,T127,T127,Spencer Levin,75,244
128,T127,T127,Bryce Molder,69,244
129,T130,T130,Jason Day,61,240
130,T130,T130,Joe Durant,62,240
131,132,132,Parker McLachlin,71,239
132,133,133,Phil Mickelson,66,238
133,134,134,Retief Goosen,74,237
134,T135,T135,Stuart Appleby,79,236
135,T135,T135,Kent Jones,73,236
136,137,137,Vijay Singh,71,234
137,138,138,Will MacKenzie,69,233
138,T139,T139,Stewart Cink,79,232
139,T139,T139,Steve Elkington,70,232
140,T141,T141,Aaron Baddeley,66,230
141,T141,T141,Ernie Els,70,230
142,143,143,Charles Warren,63,229
143,144,144,Jay Williamson,69,227
144,145,145,Kris Blanks,60,224
145,146,146,Casey Wittenberg,71,223
146,147,147,Robert Allenby,71,222
147,148,148,Marc Turnesa,77,221
148,149,149,Padraig Harrington,66,220
149,T150,T150,Brad Adamonis,70,215
150,T150,T150,Fred Couples,54,215
151,152,152,Eric Axley,71,213
152,153,153,Bob Heintz,59,210
153,154,154,Kevin Stadler,65,209
154,155,155,Kirk Triplett,60,208
155,T156,T156,K.J. Choi,65,207
156,T156,T156,Matt Jones,56,207
157,T158,T158,Ricky Barnes,67,205
158,T158,T158,Derek Fathauer,63,205
159,T158,T158,Andres Romero,58,205
160,161,161,Tommy Armour III,58,197
161,T162,T162,Ángel Cabrera,55,196
162,T162,T162,Peter Tomasulo,61,196
163,T164,T164,Sergio Garcia,59,195
164,T164,T164,Gary Woodland,53,195
165,166,166,Ben Curtis,63,193
166,167,167,Ian Poulter,59,192
167,168,168,Jarrod Lyle,65,190
168,169,169,David Duval,56,186
169,170,170,Bart Bryant,58,185
170,171,171,Tag Ridings,50,183
171,172,172,Patrick Sheehan,51,176
172,T173,T173,Mark Brooks,55,174
173,T173,T173,Scott Sterling,51,174
174,T175,T175,Leif Olson,51,171
175,T175,T175,Adam Scott,53,171
176,T177,T177,Rick Price,54,170
177,T177,T177,Darron Stiles,52,170
178,179,179,Brian Bateman,55,169
179,180,180,Brian Vranesh,51,164
180,181,181,Brad Faxon,59,163
181,T182,T182,Tom Lehman,55,153
182,T182,T182,Brendon Todd,53,153
183,184,184,Greg Kraft,51,146
