,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
166,167,167,Adam Scott,53,-.68,72.06,71.38
167,168,168,Darron Stiles,52,-.74,71.52,70.78
168,169,169,Brian Vranesh,51,-.76,71.43,70.67
169,170,170,Peter Lonard,86,-.81,71.51,70.7
170,171,171,Billy Mayfair,83,-.87,71.89,71.02
171,172,172,Gary Woodland,53,-.97,71.92,70.95
172,173,173,Parker McLachlin,71,-1.14,72.24,71.1
173,174,174,Brian Bateman,55,-1.17,71.8,70.63
174,175,175,Peter Tomasulo,61,-1.18,71.98,70.8
175,176,176,Marc Turnesa,77,-1.19,72.23,71.04
176,177,177,David Duval,56,-1.21,72.23,71.02
177,178,178,Rick Price,54,-1.22,72.07,70.85
178,179,179,Derek Fathauer,63,-1.36,72.03,70.67
179,180,180,Greg Kraft,51,-1.43,72.76,71.33
180,181,181,Leif Olson,51,-1.49,72.24,70.75
181,182,182,Brendon Todd,53,-1.78,72.74,70.96
182,183,183,Brad Faxon,59,-1.94,72.71,70.77
183,184,184,Eric Axley,71,-1.99,72.93,70.94
