,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
110,T111,T111,K.J. Choi,22,2.75,176,64
111,T111,T111,Marc Leishman,28,2.75,250,91
112,T111,T111,Sean O'Hair,23,2.75,209,76
113,T111,T111,Corey Pavin,23,2.75,201,73
114,T111,T111,Nicholas Thompson,31,2.75,264,96
115,T116,T116,Stephen Ames,23,2.76,207,75
116,T116,T116,Bart Bryant,17,2.76,160,58
117,T116,T116,Anthony Kim,22,2.76,204,74
118,T116,T116,Steve Lowery,27,2.76,229,83
119,T116,T116,Joe Ogilvie,29,2.76,235,85
120,T116,T116,Pat Perez,22,2.76,199,72
121,T116,T116,D.A. Points,29,2.76,273,99
122,T116,T116,Tag Ridings,16,2.76,138,50
123,T124,T124,Todd Hamilton,29,2.77,230,83
124,T124,T124,Tim Herron,27,2.77,241,87
125,T124,T124,Lee Janzen,23,2.77,205,74
126,T124,T124,John Mallinger,27,2.77,249,90
127,T128,T128,Kent Jones,24,2.78,203,73
128,T128,T128,James Nitties,27,2.78,239,86
129,T128,T128,Rick Price,21,2.78,150,54
130,131,131,Ryuji Imada,25,2.79,237,85
131,T132,T132,Davis Love III,27,2.8,244,87
132,T132,T132,John Rollins,27,2.8,258,92
133,T134,T134,Colt Knost,24,2.82,200,71
134,T134,T134,Ryan Palmer,26,2.82,220,78
135,T136,T136,Aaron Baddeley,23,2.83,184,65
136,T136,T136,Ted Purdy,30,2.83,286,101
137,T136,T136,Rory Sabbatini,25,2.83,226,80
138,T136,T136,Dean Wilson,29,2.83,229,81
139,T140,T140,Joe Durant,20,2.84,176,62
140,T140,T140,Mathew Goggin,26,2.84,210,74
141,T140,T140,Camilo Villegas,21,2.84,207,73
142,143,143,Daniel Chopra,28,2.85,254,89
143,T144,T144,Robert Allenby,21,2.86,200,70
144,T144,T144,Retief Goosen,20,2.86,209,73
145,T146,T146,Mark Calcavecchia,23,2.88,207,72
146,T146,T146,Will MacKenzie,24,2.88,199,69
147,T146,T146,Kevin Streelman,29,2.88,279,97
148,T146,T146,Brian Vranesh,20,2.88,147,51
149,150,150,Brian Bateman,25,2.89,159,55
150,151,151,Ken Duke,29,2.9,252,87
151,T152,T152,Ángel Cabrera,17,2.91,157,54
152,T152,T152,Brendon de Jonge,29,2.91,262,90
153,T154,T154,Cliff Kresge,28,2.95,230,78
154,T154,T154,Jeff Overton,28,2.95,271,92
155,T154,T154,Boo Weekley,22,2.95,227,77
156,157,157,Jason Gore,24,2.96,219,74
157,158,158,Fred Couples,16,2.98,161,54
158,159,159,Vijay Singh,21,3.0,207,69
159,160,160,Billy Mayfair,28,3.02,251,83
160,161,161,Martin Laird,24,3.03,218,72
161,162,162,Peter Lonard,30,3.05,262,86
162,T163,T163,Paul Goydos,25,3.06,242,79
163,T163,T163,Parker McLachlin,25,3.06,217,71
164,T165,T165,Ricky Barnes,23,3.07,206,67
165,T165,T165,Matt Bettencourt,31,3.07,301,98
166,T165,T165,David Duval,22,3.07,172,56
167,T165,T165,Carl Pettersson,29,3.07,264,86
168,T165,T165,Bubba Watson,24,3.07,224,73
169,170,170,Greg Kraft,21,3.08,157,51
170,171,171,Rocco Mediate,22,3.09,244,79
171,172,172,Darron Stiles,20,3.1,161,52
172,173,173,Stuart Appleby,25,3.13,244,78
173,174,174,Andres Romero,20,3.14,179,57
174,175,175,Adam Scott,19,3.21,167,52
175,176,176,Peter Tomasulo,25,3.23,197,61
176,T177,T177,Leif Olson,21,3.29,168,51
177,T177,T177,Marc Turnesa,30,3.29,253,77
178,179,179,Eric Axley,30,3.34,237,71
179,180,180,Brendon Todd,21,3.42,181,53
180,181,181,Derek Fathauer,25,3.44,217,63
181,182,182,Brad Faxon,23,3.49,206,59
182,183,183,J.B. Holmes,25,3.54,262,74
183,184,184,Gary Woodland,18,3.55,188,53
