,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
160,T160,T160,Bubba Watson,73,18.72,246,1314
161,162,162,Peter Lonard,86,18.73,290,1548
162,163,163,Ricky Barnes,67,18.82,227,1206
163,164,164,Paul Goydos,79,19.06,271,1422
164,T165,T165,Carl Pettersson,86,19.12,296,1548
165,T165,T165,Darron Stiles,52,19.12,179,936
166,167,167,Stuart Appleby,79,19.16,269,1404
167,168,168,Martin Laird,72,19.29,250,1296
168,169,169,Billy Mayfair,83,19.34,289,1494
169,170,170,Matt Bettencourt,98,19.67,347,1764
170,171,171,Andres Romero,58,19.98,205,1026
171,172,172,Parker McLachlin,71,20.34,260,1278
172,173,173,Marc Turnesa,77,20.56,285,1386
173,174,174,Greg Kraft,51,20.59,189,918
174,175,175,Peter Tomasulo,61,20.86,229,1098
175,176,176,Adam Scott,53,20.94,196,936
176,177,177,David Duval,56,21.13,213,1008
177,178,178,Derek Fathauer,63,21.6,245,1134
178,179,179,Brad Faxon,59,21.85,232,1062
179,180,180,Leif Olson,51,21.9,201,918
180,181,181,J.B. Holmes,74,21.92,292,1332
181,182,182,Brendon Todd,53,22.33,213,954
182,183,183,Eric Axley,71,22.46,287,1278
183,184,184,Gary Woodland,53,22.85,218,954
