,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
69,70,70,Jeff Maggert,79,15.56,40,257
70,71,71,Scott Verplank,88,15.61,49,314
71,72,72,D.J. Trahan,96,15.65,54,345
72,73,73,Steve Marino,98,15.85,55,347
73,74,74,Heath Slocum,95,15.91,49,308
74,75,75,Brad Adamonis,70,15.96,34,213
75,76,76,Jason Gore,74,15.97,38,238
76,77,77,Lee Janzen,74,16.0,40,250
77,78,78,Kevin Sutherland,96,16.01,53,331
78,T79,T79,Michael Letzig,96,16.03,55,343
79,T79,T79,Rory Sabbatini,81,16.03,46,287
80,81,81,James Nitties,86,16.04,47,293
81,82,82,D.A. Points,99,16.1,57,354
82,83,83,Kevin Streelman,97,16.14,56,347
83,84,84,Steve Lowery,83,16.25,45,277
84,85,85,Charlie Wi,92,16.26,53,326
85,86,86,Cameron Beckman,87,16.31,46,282
86,87,87,Anthony Kim,76,16.38,48,293
87,88,88,Retief Goosen,74,16.39,39,238
88,89,89,Dustin Johnson,85,16.41,54,329
89,90,90,Aaron Baddeley,66,16.52,37,224
90,91,91,Pat Perez,74,16.54,42,254
91,92,92,Hunter Mahan,94,16.58,61,368
92,T93,T93,Ben Crane,93,16.67,56,336
93,T93,T93,Ryuji Imada,85,16.67,46,276
94,T93,T93,Andres Romero,58,16.67,33,198
95,T96,T96,Glen Day,79,16.73,41,245
96,T96,T96,Bill Lunde,83,16.73,45,269
97,98,98,Todd Hamilton,83,16.8,42,250
98,99,99,Brendon de Jonge,90,16.82,54,321
99,100,100,Sergio Garcia,59,16.84,33,196
100,T101,T101,Ken Duke,87,16.86,44,261
101,T101,T101,John Senden,100,16.86,59,350
102,103,103,Jason Bohn,88,16.89,51,302
103,104,104,Nick Watney,86,16.93,54,319
104,105,105,Stephen Ames,77,16.95,50,295
105,106,106,Ryan Palmer,78,16.98,45,265
106,107,107,Chris DiMarco,97,16.99,52,306
107,T108,T108,Steve Flesch,77,17.01,41,241
108,T108,T108,George McNeill,82,17.01,49,288
109,T108,T108,Greg Owen,97,17.01,58,341
110,111,111,Sean O'Hair,80,17.03,47,276
111,112,112,Brett Quigley,92,17.04,53,311
112,113,113,Daniel Chopra,89,17.07,57,334
113,T114,T114,Billy Mayfair,83,17.14,42,245
114,T114,T114,Corey Pavin,73,17.14,42,245
115,T116,T116,Kenny Perry,92,17.17,57,332
116,T116,T116,Dean Wilson,81,17.17,51,297
117,T118,T118,Stewart Cink,79,17.18,39,227
118,T118,T118,Steve Elkington,70,17.18,39,227
119,120,120,Rocco Mediate,79,17.2,43,250
120,121,121,Nathan Green,104,17.22,57,331
121,122,122,Justin Leonard,95,17.28,61,353
122,123,123,John Merrick,91,17.35,55,317
123,T124,T124,Vijay Singh,71,17.47,40,229
124,T124,T124,Scott Sterling,51,17.47,29,166
125,126,126,Matt Weibring,65,17.5,42,240
126,127,127,Y.E. Yang,83,17.51,52,297
127,128,128,Robert Garrigus,83,17.59,51,290
128,129,129,Alex Cejka,82,17.67,50,283
129,130,130,Davis Love III,89,17.87,52,291
130,131,131,David Mathis,82,17.9,46,257
131,132,132,Ángel Cabrera,55,17.93,33,184
132,133,133,Peter Lonard,86,17.97,46,256
133,T134,T134,Martin Laird,72,17.98,48,267
134,T134,T134,Tag Ridings,50,17.98,32,178
135,136,136,Will MacKenzie,69,18.02,40,222
136,T137,T137,Justin Rose,71,18.18,46,253
137,T137,T137,Vaughn Taylor,88,18.18,58,319
138,139,139,Harrison Frazar,93,18.26,63,345
139,140,140,John Rollins,92,18.36,56,305
140,141,141,Derek Fathauer,63,18.37,36,196
141,142,142,Rich Beem,77,18.39,48,261
142,143,143,Kris Blanks,60,18.43,40,217
143,144,144,Mathew Goggin,76,18.52,45,243
144,145,145,Jimmy Walker,74,18.64,44,236
145,146,146,Scott Piercy,85,18.73,59,315
146,147,147,Fred Couples,54,18.75,39,208
147,148,148,Bill Haas,91,18.77,61,325
148,149,149,Jay Williamson,69,18.89,41,217
149,150,150,Jeff Overton,92,18.91,59,312
150,151,151,Carl Pettersson,86,19.12,52,272
151,152,152,Joe Durant,62,19.13,44,230
152,153,153,Joe Ogilvie,85,19.29,60,311
153,154,154,Kirk Triplett,60,19.39,38,196
154,155,155,John Mallinger,90,19.54,59,302
155,156,156,Ted Purdy,101,19.57,73,373
156,157,157,Nicholas Thompson,96,19.71,67,340
157,158,158,Ernie Els,70,19.82,44,222
158,159,159,Kent Jones,73,19.91,45,226
159,160,160,Rick Price,54,20.0,33,165
160,161,161,Marc Leishman,91,20.06,64,319
161,162,162,Brian Davis,103,20.11,76,378
162,163,163,Paul Goydos,79,20.15,55,273
163,164,164,Mark Calcavecchia,72,20.23,52,257
164,165,165,Eric Axley,71,20.4,41,201
165,166,166,Cliff Kresge,78,20.7,53,256
166,167,167,David Duval,56,20.9,37,177
167,T168,T168,Bart Bryant,58,21.23,38,179
168,T168,T168,Marc Turnesa,77,21.23,45,212
169,170,170,Ricky Barnes,67,21.32,42,197
170,171,171,Leif Olson,51,21.34,35,164
171,172,172,Adam Scott,53,21.38,34,159
172,173,173,Stuart Appleby,79,21.52,48,223
173,174,174,Matt Bettencourt,98,21.53,76,353
174,175,175,Brian Bateman,55,21.6,35,162
175,T176,T176,Parker McLachlin,71,21.88,49,224
176,T176,T176,Peter Tomasulo,61,21.88,42,192
177,178,178,Darron Stiles,52,22.42,37,165
178,179,179,Brad Faxon,59,22.52,34,151
179,180,180,Brendon Todd,53,22.76,33,145
180,181,181,Gary Woodland,53,22.87,43,188
181,182,182,J.B. Holmes,74,22.89,57,249
182,183,183,Camilo Villegas,76,23.17,60,259
183,184,184,Greg Kraft,51,23.24,33,142
