,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
51,52,52,Bryce Molder,69,0.5329999999999999,28.79,-11.564,40.353,54
52,53,53,Bob Estes,78,0.528,36.412,14.818,21.594,69
53,54,54,Justin Rose,71,0.506,28.834,22.511,6.325,57
54,55,55,Boo Weekley,79,0.505,32.849000000000004,67.149,-34.297,65
55,56,56,Chris Riley,77,0.486,32.53,9.38,23.151,67
56,57,57,Davis Love III,89,0.485,37.317,58.386,-21.066999999999997,77
57,58,58,Anthony Kim,76,0.479,28.76,14.083,14.675999999999998,60
58,59,59,Fred Couples,54,0.46799999999999997,19.64,33.999,-14.357999999999999,42
59,60,60,Michael Allen,73,0.467,27.076,29.873,-2.793,58
60,61,61,Bill Haas,91,0.455,37.349000000000004,34.4,2.95,82
61,62,62,Pat Perez,74,0.445,27.568,-5.551,33.121,62
62,63,63,Ryan Moore,89,0.444,33.301,7.291,26.009,75
63,64,64,Greg Chalmers,85,0.409,29.033,-20.491,49.523999999999994,71
64,65,65,Freddie Jacobson,83,0.395,28.820999999999998,-8.881,37.703,73
65,T66,T66,Michael Letzig,96,0.38299999999999995,32.919000000000004,24.68,8.241,86
66,T66,T66,Y.E. Yang,83,0.38299999999999995,26.8,31.346,-4.547,70
67,68,68,Matt Jones,56,0.381,17.131,-9.1,26.23,45
68,T69,T69,Tom Lehman,55,0.358,12.532,31.101999999999997,-18.57,35
69,T69,T69,John Mallinger,90,0.358,25.416999999999998,19.765,5.652,71
70,71,71,Marc Leishman,91,0.353,29.683000000000003,17.827,11.857000000000001,84
71,72,72,J.J. Henry,97,0.35200000000000004,29.572,20.018,9.554,84
72,T73,T73,Briny Baird,89,0.32899999999999996,23.71,47.961999999999996,-24.250999999999998,72
73,T73,T73,Charlie Wi,92,0.32899999999999996,25.975,-12.61,38.583,79
74,75,75,Nick O'Hern,90,0.322,27.374000000000002,26.866999999999997,0.507,85
75,76,76,Harrison Frazar,93,0.311,26.098000000000003,-0.9740000000000001,27.073,84
76,77,77,Jeff Klauk,97,0.3,26.389,-13.505,39.896,88
77,T78,T78,Jason Bohn,88,0.298,24.436999999999998,55.673,-31.234,82
78,T78,T78,Scott McCarron,91,0.298,24.105999999999998,-14.238,38.344,81
79,T78,T78,D.A. Points,99,0.298,25.648000000000003,25.372,0.276,86
80,81,81,Brian Davis,103,0.297,27.006,26.877,0.133,91
81,82,82,Scott Sterling,51,0.29100000000000004,11.647,8.629,3.0180000000000002,40
82,83,83,Stewart Cink,79,0.287,16.916,-3.158,20.074,59
83,84,84,Lee Janzen,74,0.285,17.379,1.413,15.965,61
84,85,85,Kevin Streelman,97,0.284,24.735,14.210999999999999,10.526,87
85,T86,T86,Ben Curtis,63,0.251,11.777000000000001,-24.225,36.001999999999995,47
86,T86,T86,Patrick Sheehan,51,0.251,9.8,8.988999999999999,0.81,39
87,88,88,Troy Matteson,95,0.243,21.397,19.232,2.164,88
88,89,89,Greg Owen,97,0.237,19.465,55.446999999999996,-35.982,82
89,90,90,Tag Ridings,50,0.23600000000000002,9.677999999999999,18.893,-9.215,41
90,91,91,Alex Cejka,82,0.233,16.512999999999998,39.378,-22.864,71
91,92,92,D.J. Trahan,96,0.22399999999999998,17.928,51.42100000000001,-33.492,80
92,93,93,Scott Piercy,85,0.196,14.863,9.63,5.237,76
93,94,94,Webb Simpson,94,0.175,15.231,-33.065,48.298,87
94,95,95,Steve Elkington,70,0.171,10.618,14.884,-4.263999999999999,62
95,96,96,Rocco Mediate,79,0.17,11.207,45.563,-34.355,66
96,97,97,Charles Warren,63,0.16699999999999998,8.836,24.013,-15.175,53
97,98,98,K.J. Choi,65,0.163,8.164,10.700999999999999,-2.537,50
98,99,99,Bill Lunde,83,0.158,11.822000000000001,11.802999999999999,0.019,75
99,100,100,Spencer Levin,75,0.156,10.453,-16.357,26.811,67
100,T101,T101,Chris DiMarco,97,0.138,12.003,22.055999999999997,-10.05,87
101,T101,T101,Kevin Stadler,65,0.138,7.428999999999999,20.342,-12.911,54
102,103,103,Matt Weibring,65,0.13,7.1770000000000005,12.958,-5.779,55
103,104,104,Vijay Singh,71,0.12,6.106,39.608000000000004,-33.5,51
104,105,105,Brett Quigley,92,0.113,8.475,22.928,-14.453,75
105,106,106,Heath Slocum,95,0.09699999999999999,8.25,44.44,-36.189,85
106,107,107,Joe Ogilvie,85,0.091,7.011,-35.038000000000004,42.051,77
107,108,108,James Nitties,86,0.08199999999999999,6.235,-11.822000000000001,18.057000000000002,76
108,109,109,Tommy Armour III,58,0.079,4.083,14.489,-10.402999999999999,52
109,110,110,Jeff Overton,92,0.078,5.893,-3.5810000000000004,9.472999999999999,76
110,111,111,Ted Purdy,101,0.048,4.29,-2.569,6.861000000000001,89
111,T112,T112,Bob Heintz,59,0.02,1.045,-29.625999999999998,30.67,51
112,T112,T112,Dean Wilson,81,0.02,1.4,-23.151999999999997,24.555,70
113,114,114,John Rollins,92,0.011000000000000001,0.887,0.9620000000000001,-0.07400000000000001,79
114,115,115,Robert Garrigus,83,0.01,0.691,27.006,-26.311999999999998,72
115,116,116,Cameron Beckman,87,0.009000000000000001,0.679,1.34,-0.659,75
116,117,117,Chris Stroud,88,0.006999999999999999,0.507,7.473,-6.9639999999999995,76
117,118,118,Cliff Kresge,78,-0.006999999999999999,-0.473,-2.6910000000000003,2.221,67
118,119,119,Mathew Goggin,76,-0.013000000000000001,-0.778,15.615,-16.394000000000002,60
119,120,120,Ryuji Imada,85,-0.015,-1.043,-31.563000000000002,30.518,69
120,121,121,Daniel Chopra,89,-0.017,-1.4280000000000002,-26.511,25.084,83
121,122,122,Tim Herron,87,-0.033,-2.682,3.2230000000000003,-5.907,81
122,123,123,Vaughn Taylor,88,-0.037000000000000005,-2.9219999999999997,-29.705,26.781,79
123,124,124,Corey Pavin,73,-0.049,-2.661,-25.809,23.148000000000003,54
124,125,125,Martin Laird,72,-0.055,-3.427,-6.742000000000001,3.318,62
125,126,126,Tom Pernice Jr.,82,-0.064,-4.816,-3.563,-1.254,75
126,127,127,Nathan Green,104,-0.09699999999999999,-8.892000000000001,-43.385,34.494,92
127,128,128,Nicholas Thompson,96,-0.102,-8.905,31.825,-40.727,87
128,129,129,Steve Flesch,77,-0.11199999999999999,-7.062,11.331,-18.392,63
129,130,130,Johnson Wagner,81,-0.139,-10.283,-13.251,2.966,74
130,131,131,Aaron Baddeley,66,-0.151,-8.747,-43.786,35.041,58
131,132,132,Jimmy Walker,74,-0.17,-10.855,-4.289,-6.564,64
132,133,133,Jeff Quinney,78,-0.233,-16.544,-31.978,15.433,71
133,134,134,Brendon de Jonge,90,-0.23600000000000002,-18.625,-1.49,-17.131,79
134,135,135,Chez Reavie,81,-0.24100000000000002,-16.899,-3.282,-13.616,70
135,136,136,Jeff Maggert,79,-0.247,-18.041,3.886,-21.921999999999997,73
136,137,137,Rich Beem,77,-0.26,-15.065999999999999,-13.145999999999999,-1.9180000000000001,58
137,138,138,John Merrick,91,-0.264,-17.972,-16.851,-1.12,68
138,139,139,Kris Blanks,60,-0.266,-12.491,2.935,-15.425,47
139,140,140,Andres Romero,58,-0.29100000000000004,-12.498,-10.61,-1.8880000000000001,43
140,141,141,Joe Durant,62,-0.304,-14.3,22.304000000000002,-36.6,47
141,142,142,David Mathis,82,-0.317,-21.868000000000002,-45.931999999999995,24.066,69
142,143,143,Ryan Palmer,78,-0.373,-26.086,-39.272,13.186,70
143,144,144,Richard Johnson,85,-0.405,-29.947,-54.543,24.596999999999998,74
144,145,145,Ken Duke,87,-0.414,-29.424,4.2669999999999995,-33.689,71
145,146,146,J.B. Holmes,74,-0.45299999999999996,-27.662,16.845,-44.506,61
146,147,147,Casey Wittenberg,71,-0.461,-24.875999999999998,-1.6130000000000002,-23.26,54
147,148,148,Darron Stiles,52,-0.467,-19.623,7.872000000000001,-27.494,42
148,149,149,Brad Adamonis,70,-0.47100000000000003,-28.74,-32.753,4.013999999999999,61
149,150,150,Mark Calcavecchia,72,-0.475,-29.46,-13.389000000000001,-16.07,62
150,151,151,Stuart Appleby,79,-0.486,-31.559,11.225,-42.786,65
151,152,152,Todd Hamilton,83,-0.489,-31.3,-39.169000000000004,7.867999999999999,64
152,153,153,Bart Bryant,58,-0.507,-26.346,-18.967,-7.377999999999999,52
153,154,154,Matt Bettencourt,98,-0.512,-44.573,-49.583999999999996,5.01,87
154,155,155,Steve Lowery,83,-0.523,-40.264,-46.313,6.047999999999999,77
155,156,156,Aron Price,89,-0.5670000000000001,-43.665,-52.089,8.425,77
156,T157,T157,Carl Pettersson,86,-0.5720000000000001,-42.355,-66.087,23.732,74
157,T157,T157,Kirk Triplett,60,-0.5720000000000001,-31.482,14.735,-46.214,55
158,159,159,Jarrod Lyle,65,-0.584,-29.199,-8.424,-20.773000000000003,50
159,160,160,Will MacKenzie,69,-0.594,-36.236,24.208000000000002,-60.443000000000005,61
160,161,161,Jason Gore,74,-0.618,-38.304,-0.018000000000000002,-38.284,62
161,162,162,Adam Scott,53,-0.66,-27.736,9.257,-36.994,42
162,163,163,Kent Jones,73,-0.684,-41.714,-32.852,-8.859,61
163,164,164,Glen Day,79,-0.685,-43.855,-21.434,-22.418000000000003,64
164,165,165,Jay Williamson,69,-0.737,-42.0,9.027999999999999,-51.025,57
165,166,166,Mark Brooks,55,-0.767,-30.698,-30.831999999999997,0.132,40
166,167,167,Colt Knost,71,-0.8009999999999999,-44.836999999999996,-49.102,4.269,56
167,168,168,Brian Vranesh,51,-0.861,-37.019,-32.330999999999996,-4.686,43
168,169,169,Billy Mayfair,83,-0.89,-61.403,1.395,-62.8,69
169,170,170,Peter Lonard,86,-0.9390000000000001,-72.304,-36.124,-36.178000000000004,77
170,171,171,Ricky Barnes,67,-0.968,-49.347,12.665,-62.011,51
171,172,172,Peter Tomasulo,61,-1.0859999999999999,-49.96,-21.471999999999998,-28.484,46
172,173,173,Parker McLachlin,71,-1.143,-76.59899999999999,-117.917,41.318000000000005,67
173,174,174,Marc Turnesa,77,-1.162,-82.499,-85.42399999999999,2.926,71
174,175,175,Brian Bateman,55,-1.276,-61.271,-64.882,3.611,48
175,176,176,Gary Woodland,53,-1.285,-47.556999999999995,-27.544,-20.008,37
176,177,177,Derek Fathauer,63,-1.43,-72.905,-55.33,-17.572,51
177,178,178,Brendon Todd,53,-1.4980000000000002,-70.402,-68.025,-2.374,47
178,179,179,Greg Kraft,51,-1.5090000000000001,-61.871,-42.574,-19.295,41
179,180,180,Rick Price,54,-1.518,-62.231,-29.145,-33.082,41
180,181,181,Leif Olson,51,-1.6159999999999999,-69.495,-59.165,-10.329,43
181,182,182,David Duval,56,-1.7280000000000002,-76.03399999999999,-70.47399999999999,-5.561,44
182,183,183,Brad Faxon,59,-1.925,-100.09100000000001,-140.64700000000002,40.558,52
183,184,184,Eric Axley,71,-2.157,-127.26299999999999,-147.36,20.097,59
