,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
105,T106,T106,Tim Herron,70.82,4037,57
106,T106,T106,Scott Piercy,70.82,3966,56
107,T108,T108,Mark Calcavecchia,70.84,3471,49
108,T108,T108,Ian Poulter,70.84,2267,32
109,T108,T108,Jay Williamson,70.84,3188,45
110,T111,T111,Bart Bryant,70.85,2409,34
111,T111,T111,Nick O'Hern,70.85,3826,54
112,T111,T111,Y.E. Yang,70.85,3330,47
113,T114,T114,Stewart Cink,70.86,2976,42
114,T114,T114,Dean Wilson,70.86,4110,58
115,T116,T116,Tommy Armour III,70.87,2693,38
116,T116,T116,Davis Love III,70.87,3685,52
117,118,118,Daniel Chopra,70.89,4041,57
118,119,119,Rory Sabbatini,70.9,3403,48
119,120,120,Matt Weibring,70.91,3191,45
120,121,121,Steve Elkington,70.94,3405,48
121,T122,T122,Brendon de Jonge,70.97,4329,61
122,T122,T122,Padraig Harrington,70.97,2768,39
123,T124,T124,Jason Gore,70.98,3549,50
124,T124,T124,Corey Pavin,70.98,3478,49
125,T124,T124,John Rollins,70.98,3975,56
126,T127,T127,Cliff Kresge,71.0,4047,57
127,T127,T127,Chez Reavie,71.0,3976,56
128,T129,T129,Ernie Els,71.03,2557,36
129,T129,T129,Brett Quigley,71.03,4191,59
130,T129,T129,Kevin Streelman,71.03,4191,59
131,132,132,Steve Lowery,71.05,3979,56
132,133,133,Jimmy Walker,71.06,3411,48
133,T134,T134,Glen Day,71.07,3838,54
134,T134,T134,David Mathis,71.07,4051,57
135,T136,T136,Joe Durant,71.09,3057,43
136,T136,T136,Steve Flesch,71.09,3768,53
137,T136,T136,Jeff Maggert,71.09,4052,57
138,T139,T139,Mark Brooks,71.14,2561,36
139,T139,T139,Fred Couples,71.14,2490,35
140,T139,T139,Colt Knost,71.14,3628,51
141,142,142,Ricky Barnes,71.17,3345,47
142,143,143,Stuart Appleby,71.21,3418,48
143,144,144,Nicholas Thompson,71.23,4630,65
144,T145,T145,Martin Laird,71.24,3562,50
145,T145,T145,Ryan Palmer,71.24,3918,55
146,T145,T145,Vijay Singh,71.24,2921,41
147,T148,T148,Brandt Snedeker,71.25,3776,53
148,T148,T148,Casey Wittenberg,71.25,3705,52
149,150,150,Tom Lehman,71.27,2352,33
150,T151,T151,Ángel Cabrera,71.31,2282,32
151,T151,T151,Kent Jones,71.31,3494,49
152,T151,T151,Jeff Quinney,71.31,3851,54
153,154,154,Brad Adamonis,71.35,3639,51
154,155,155,Justin Rose,71.4,2999,42
155,156,156,Mathew Goggin,71.47,3645,51
156,157,157,Ken Duke,71.49,4361,61
157,T158,T158,Matt Bettencourt,71.53,4578,64
158,T158,T158,Ben Curtis,71.53,2432,34
159,160,160,Todd Hamilton,71.54,4364,61
160,161,161,Gary Woodland,71.56,2791,39
161,T162,T162,Brian Bateman,71.67,3512,49
162,T162,T162,Will MacKenzie,71.67,3655,51
163,T164,T164,Peter Lonard,71.73,4447,62
164,T164,T164,Andres Romero,71.73,2654,37
165,T164,T164,Darron Stiles,71.73,2869,40
166,167,167,Brian Vranesh,71.76,2942,41
167,168,168,K.J. Choi,71.77,3086,43
168,169,169,Rick Price,71.82,3232,45
169,170,170,Aaron Baddeley,71.83,3017,42
170,171,171,Derek Fathauer,71.94,3741,52
171,T172,T172,Billy Mayfair,72.02,4177,58
172,T172,T172,Peter Tomasulo,72.02,3817,53
173,174,174,Carl Pettersson,72.04,4034,56
174,175,175,Marc Turnesa,72.14,4256,59
175,176,176,J.B. Holmes,72.22,3611,50
176,177,177,Parker McLachlin,72.24,3684,51
177,178,178,David Duval,72.26,3324,46
178,179,179,Leif Olson,72.5,3045,42
179,180,180,Adam Scott,72.72,2618,36
180,181,181,Brad Faxon,72.84,3569,49
181,182,182,Eric Axley,72.95,4450,61
182,T183,T183,Greg Kraft,73.28,3151,43
183,T183,T183,Brendon Todd,73.28,3151,43
