,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
209,210,210,Wyndham Clark,3,"$22,933","$68,800"
210,211,211,Nicholas Lindheim,26,"$22,840","$593,841"
211,212,212,Denny McCarthy,22,"$22,651","$498,340"
212,213,213,Prayad Marksaeng,1,"$22,400","$22,400"
213,214,214,Hunter Mahan,21,"$21,777","$457,337"
214,215,215,John VanDerLaan,1,"$21,700","$21,700"
215,216,216,Wesley Bryan,23,"$21,659","$498,166"
216,217,217,Chris Stroud,27,"$20,943","$565,465"
217,218,218,Shawn Stefani,25,"$20,928","$523,204"
218,219,219,Carlos Ortiz,1,"$20,788","$20,788"
219,220,220,Young-han Song,1,"$20,627","$20,627"
220,221,221,Hyungjoon Lee,1,"$20,350","$20,350"
221,222,222,Adrian Otaegui,1,"$20,100","$20,100"
222,223,223,Josh Teater,2,"$20,020","$40,040"
223,224,224,Dominic Bozzelli,20,"$19,581","$391,633"
224,225,225,Curtis Luck,1,"$19,491","$19,491"
225,226,226,Andrew Dorn,1,"$19,046","$19,046"
226,227,227,Morgan Hoffmann,9,"$18,963","$170,673"
227,228,228,Lee Westwood,2,"$18,818","$37,637"
228,229,229,Bernd Wiesberger,5,"$18,755","$93,775"
229,230,230,Mackenzie Hughes,28,"$18,517","$518,476"
230,231,231,Jonathan Randolph,25,"$18,133","$453,328"
231,232,232,Blayne Barber,22,"$18,097","$398,136"
232,233,233,Paul Goydos,1,"$18,067","$18,067"
233,234,234,Nick Hardy,3,"$18,040","$54,120"
234,235,235,Junghwan Lee,1,"$18,037","$18,037"
235,236,236,Jeunghun Wang,1,"$17,575","$17,575"
236,237,237,Nate Lashley,17,"$17,450","$296,650"
237,238,238,Tim Herron,12,"$17,434","$209,216"
238,239,239,J.J. Henry,28,"$17,216","$482,051"
239,240,240,Adam Schenk,28,"$16,961","$474,922"
240,241,241,Richard Lee,1,"$16,846","$16,846"
241,242,242,Doug Ghim,7,"$16,646","$116,527"
242,243,243,Sungjae Im,2,"$16,640","$33,281"
243,244,244,Zac Blair,20,"$16,525","$330,507"
244,245,245,Camilo Villegas,14,"$16,388","$229,438"
245,246,246,Stephan Jaeger,26,"$16,240","$422,260"
246,247,247,Bobby Gates,1,"$16,082","$16,082"
247,248,248,Jonas Blixt,23,"$16,022","$368,517"
248,249,249,Ethan Tracy,23,"$15,847","$364,492"
249,250,250,Parker McLachlin,11,"$15,821","$174,038"
250,251,251,K.J. Choi,14,"$15,671","$219,405"
251,252,252,Fabián Gómez,28,"$15,608","$437,032"
252,253,253,Juvic Pagunsan,1,"$15,540","$15,540"
253,254,254,Tom Lewis,2,"$15,500","$31,000"
254,255,255,Martin Flores,29,"$15,491","$449,266"
255,256,256,Steve Wheatcroft,20,"$15,482","$309,656"
256,257,257,Ricky Barnes,22,"$15,481","$340,590"
257,258,258,Greyson Sigg,1,"$15,301","$15,301"
258,259,259,D.A. Points,25,"$15,090","$377,265"
259,260,260,Xinjun Zhang,28,"$15,013","$420,376"
260,261,261,Peter Malnati,28,"$15,000","$420,001"
261,262,262,Maverick McNealy,7,"$14,803","$103,623"
262,263,263,Danny Chia,1,"$14,770","$14,770"
263,264,264,Tim Wilkinson,3,"$14,642","$43,926"
264,265,265,Zach Wright,1,"$14,632","$14,632"
265,266,266,Stuart Appleby,12,"$14,602","$175,234"
266,267,267,Brett Stegmaier,21,"$14,552","$305,606"
267,268,268,Greg Chalmers,20,"$14,401","$288,022"
268,T269,T269,Jazz Janewattananond,2,"$14,350","$28,700"
269,T269,T269,Phachara Khongwatmai,2,"$14,350","$28,700"
270,271,271,Ryan Hogue,1,"$14,348","$14,348"
271,272,272,Dawie van der Walt,1,"$14,210","$14,210"
272,273,273,Robert Streb,29,"$14,193","$411,605"
273,274,274,Grant Hirschman,1,"$14,190","$14,190"
274,275,275,Cameron Davis,4,"$14,138","$56,555"
275,276,276,Henrik Norlander,1,"$14,012","$14,012"
276,277,277,Danny Willett,6,"$14,000","$84,000"
277,278,278,Ryan Brehm,1,"$13,856","$13,856"
278,279,279,Lanto Griffin,26,"$13,783","$358,380"
279,280,280,T.J. Vogel,8,"$13,752","$110,020"
280,281,281,Lucas Herbert,2,"$13,580","$27,161"
281,282,282,Casey Wittenberg,1,"$13,464","$13,464"
282,283,283,Nicholas Fung,1,"$13,160","$13,160"
283,284,284,Joshua Creel,1,"$12,958","$12,958"
284,285,285,Steve Marino,6,"$12,769","$76,616"
285,T286,T286,Dean Burmester,2,"$12,712","$25,425"
286,T286,T286,Mickey DeMorat,2,"$12,712","$25,425"
287,288,288,Brett Rumford,2,"$12,658","$25,317"
288,289,289,Daniel Summerhays,19,"$12,342","$234,510"
289,290,290,Andrew Johnston,2,"$12,224","$24,448"
290,291,291,Cody Gribble,25,"$12,103","$302,592"
291,292,292,Gavin Kyle Green,5,"$11,856","$59,284"
292,293,293,Poom Saksansin,2,"$11,200","$22,400"
293,294,294,Ryan Ruffels,3,"$11,131","$33,393"
294,295,295,Jonathan Byrd,24,"$11,127","$267,054"
295,296,296,John Merrick,11,"$10,855","$119,407"
296,297,297,Sangmoon Bae,17,"$10,826","$184,057"
297,298,298,Rob Oppenheim,26,"$10,731","$279,019"
298,299,299,D.J. Trahan,8,"$10,699","$85,595"
299,300,300,Martin Kaymer,11,"$10,489","$115,379"
300,301,301,Seunghyuk Kim,2,"$10,313","$20,627"
301,302,302,Michael Lorenzo-Vera,2,"$10,050","$20,100"
302,303,303,Matt Every,30,"$9,972","$299,161"
303,304,304,Eric Axley,7,"$9,874","$69,124"
304,305,305,John Senden,7,"$9,800","$68,604"
305,306,306,Vijay Singh,10,"$9,533","$95,334"
306,307,307,Roberto Díaz,25,"$9,425","$235,635"
307,308,308,Conrad Shindler,20,"$9,369","$187,399"
308,309,309,Rod Pampling,20,"$9,190","$183,805"
309,310,310,Smylie Kaufman,22,"$9,142","$201,136"
310,T311,T311,Luke Donald,9,"$9,109","$81,989"
311,T311,T311,George McNeill,10,"$9,109","$91,099"
312,313,313,Nicholas Thompson,1,"$8,944","$8,944"
313,314,314,Sebastián Muñoz,2,"$8,837","$17,675"
314,315,315,Santiago Rivas,1,"$8,784","$8,784"
315,316,316,Chris Wilson,1,"$8,732","$8,732"
316,317,317,Grady Brame Jr.,1,"$8,686","$8,686"
317,318,318,Scottie Scheffler,3,"$8,360","$25,080"
318,319,319,Shubhankar Sharma,11,"$8,305","$91,356"
319,T320,T320,Davis Love III,12,"$8,160","$97,920"
320,T320,T320,Jimmy Stanger,3,"$8,160","$24,480"
321,322,322,Matthew Southgate,3,"$8,083","$24,250"
322,323,323,Yuta Ikeda,8,"$7,999","$63,993"
323,324,324,Brendon de Jonge,14,"$7,876","$110,276"
324,T325,T325,Will Cannon,1,"$7,840","$7,840"
325,T325,T325,Cooper Musselman,1,"$7,840","$7,840"
326,327,327,Sulman Raza,2,"$7,650","$15,300"
327,T328,T328,Jay Don Blake,1,"$7,595","$7,595"
328,T328,T328,Michael Bradley,1,"$7,595","$7,595"
329,T328,T328,Chip McDaniel,1,"$7,595","$7,595"
330,331,331,Heath Slocum,5,"$7,562","$37,814"
331,332,332,Jesse Mueller,2,"$7,514","$15,028"
332,333,333,James Driscoll,2,"$7,455","$14,910"
333,334,334,Andrew Novak,2,"$7,425","$14,850"
334,335,335,Olin Browne,1,"$7,385","$7,385"
335,336,336,Grant Booth,1,"$7,174","$7,174"
336,337,337,SSP Chawrasia,2,"$7,140","$14,280"
337,338,338,Yusaku Miyazato,7,"$6,946","$48,622"
338,339,339,Neal Lancaster,1,"$6,930","$6,930"
339,340,340,Cameron Tringale,26,"$6,902","$179,459"
340,341,341,Ernie Els,15,"$6,857","$102,867"
341,342,342,Scott Hend,2,"$6,825","$13,650"
342,343,343,Derek Ernst,3,"$6,784","$20,353"
343,344,344,Augusto Núñez,1,"$6,480","$6,480"
344,345,345,Steve Allan,2,"$6,169","$12,338"
345,346,346,Doc Redman,6,"$6,140","$36,841"
346,347,347,Padraig Harrington,16,"$5,828","$93,260"
347,348,348,Julio Santos,1,"$5,760","$5,760"
348,349,349,Troy Matteson,7,"$5,571","$39,000"
349,350,350,Ken Duke,15,"$5,477","$82,161"
350,351,351,Billy Hurley III,27,"$5,397","$145,724"
351,352,352,Sean McCarty,2,"$5,365","$10,730"
352,353,353,Geoff Ogilvy,18,"$5,219","$93,947"
353,354,354,Jim Herman,9,"$5,218","$46,962"
354,355,355,Brian Davis,12,"$5,070","$60,851"
355,T356,T356,Taylor Moore,2,"$4,930","$9,861"
356,T356,T356,David Skinns,2,"$4,930","$9,861"
357,358,358,Jason Bohn,9,"$4,846","$43,620"
358,359,359,Shugo Imahira,3,"$4,732","$14,198"
359,360,360,Spencer Levin,2,"$4,665","$9,331"
360,361,361,Colt Knost,10,"$4,313","$43,134"
361,362,362,Matt Atkins,21,"$4,243","$89,104"
362,363,363,Ángel Cabrera,5,"$4,070","$20,353"
363,364,364,Tom Whitney,3,"$4,031","$12,095"
364,365,365,Zecheng Dou,23,"$3,956","$90,993"
365,366,366,Tommy Gainey,10,"$3,950","$39,508"
366,367,367,Dru Love,7,"$3,900","$27,305"
367,368,368,Dicky Pride,11,"$3,891","$42,810"
368,369,369,Vince India,2,"$3,652","$7,305"
369,370,370,Kris Blanks,6,"$3,166","$18,998"
370,371,371,Mark Wilson,11,"$3,031","$33,348"
371,372,372,Trevor Immelman,2,"$2,760","$5,520"
372,373,373,John Daly,7,"$2,623","$18,362"
373,374,374,Chris Couch,5,"$2,600","$13,000"
374,375,375,Robert Allenby,8,"$2,496","$19,970"
375,376,376,Will Zalatoris,6,"$2,479","$14,874"
376,377,377,Fabrizio Zanotti,3,"$2,435","$7,305"
377,378,378,Charlie Beljan,9,"$2,371","$21,344"
378,379,379,Jonathan Kaye,3,"$2,334","$7,004"
379,380,380,Omar Uresti,10,"$2,127","$21,278"
380,381,381,Cameron Beckman,6,"$2,115","$12,694"
381,382,382,Arjun Atwal,6,"$2,001","$12,006"
382,383,383,Cameron Champ,6,"$1,994","$11,966"
383,384,384,Bob Estes,8,"$1,928","$15,431"
384,385,385,Andrew Yun,22,"$1,889","$41,566"
385,386,386,Charlie Wi,6,"$1,813","$10,878"
386,387,387,John Rollins,9,"$1,733","$15,598"
387,388,388,Shaun Micheel,4,"$1,732","$6,930"
388,389,389,Daniel Chopra,6,"$1,464","$8,784"
389,390,390,Rick Lamb,10,"$1,413","$14,136"
390,391,391,Kyle Thompson,22,"$1,130","$24,878"
391,392,392,Mike Weir,6,$960,"$5,760"
