,Career_Earnings_RANK THIS WEEK,Career_Earnings_RANK LAST WEEK,Career_Earnings_PLAYER NAME,Career_Earnings_MONEY
119,120,120,Ángel Cabrera,"$14,583,622"
120,121,121,Greg Norman,"$14,484,458"
121,122,122,Paul Azinger,"$14,467,496"
122,123,123,Brian Harman,"$14,448,627"
123,124,124,Jay Haas,"$14,440,317"
124,125,125,Mark O'Meara,"$14,325,371"
125,126,126,Joe Durant,"$14,181,693"
126,127,127,Kyle Stanley,"$14,131,512"
127,128,128,Kirk Triplett,"$14,096,656"
128,129,129,Shigeki Maruyama,"$13,809,170"
129,130,130,Ben Curtis,"$13,779,910"
130,131,131,Brendan Steele,"$13,728,298"
131,132,132,Brian Davis,"$13,356,063"
132,133,133,Briny Baird,"$13,251,178"
133,134,134,Russell Henley,"$12,867,953"
134,135,135,Paul Goydos,"$12,800,167"
135,136,136,Jeff Overton,"$12,790,635"
136,137,137,John Cook,"$12,685,199"
137,138,138,Scott McCarron,"$12,649,527"
138,139,139,Dudley Hart,"$12,635,726"
139,140,140,Trevor Immelman,"$12,593,409"
140,141,141,Alex Cejka,"$12,581,514"
141,142,142,Billy Andrade,"$12,494,805"
142,143,143,Daniel Berger,"$12,388,177"
143,144,144,Tony Finau,"$12,376,703"
144,145,145,José María Olazábal,"$12,335,310"
145,146,146,Russell Knox,"$12,202,714"
146,147,147,Tim Petrovic,"$12,193,429"
147,148,148,Francesco Molinari,"$12,135,587"
148,149,149,Harris English,"$11,984,870"
149,150,150,Duffy Waldorf,"$11,932,543"
150,151,151,Frank Lickliter II,"$11,841,515"
151,152,152,Johnson Wagner,"$11,834,720"
152,153,153,D.A. Points,"$11,786,774"
153,154,154,George McNeill,"$11,709,778"
154,155,155,Brendon de Jonge,"$11,550,130"
155,156,156,Chris Riley,"$11,525,199"
156,157,157,Chris Stroud,"$11,491,452"
157,158,158,Harrison Frazar,"$11,456,390"
158,159,159,Chez Reavie,"$11,448,889"
159,160,160,Graham DeLaet,"$11,233,926"
160,161,161,Joey Sindelar,"$11,196,462"
161,162,162,Bryce Molder,"$11,142,502"
162,163,163,Jon Rahm,"$11,119,960"
163,164,164,Tom Watson,"$11,081,140"
164,165,165,Brett Quigley,"$11,058,693"
165,166,166,Tom Kite,"$11,041,042"
166,167,167,Matt Jones,"$10,898,042"
167,168,168,Ken Duke,"$10,829,761"
168,169,169,William McGirt,"$10,683,003"
169,170,170,Bernhard Langer,"$10,643,244"
170,171,171,Greg Chalmers,"$10,603,002"
171,172,172,Jonathan Kaye,"$10,591,938"
172,173,173,Jhonattan Vegas,"$10,461,799"
173,174,174,Martin Kaymer,"$10,427,170"
174,175,175,Bryson DeChambeau,"$10,388,164"
175,176,176,Steve Marino,"$10,375,697"
176,177,177,John Daly,"$10,263,611"
177,178,178,Joe Ogilvie,"$10,149,923"
178,179,179,Charlie Wi,"$10,066,924"
179,180,180,Craig Stadler,"$10,021,897"
180,181,181,Scott Stallings,"$9,979,179"
181,182,182,D.J. Trahan,"$9,897,930"
182,183,183,Cameron Beckman,"$9,870,919"
183,184,184,Cameron Tringale,"$9,870,598"
184,185,185,Danny Lee,"$9,864,625"
185,186,186,Bart Bryant,"$9,713,852"
186,187,187,Kevin Stadler,"$9,698,197"
187,188,188,Rich Beem,"$9,620,442"
188,189,189,Andres Romero,"$9,607,265"
189,190,190,Peter Lonard,"$9,501,202"
190,191,191,Tommy Armour III,"$9,458,248"
191,192,192,Mark Brooks,"$9,455,441"
192,193,193,Carlos Franco,"$9,431,368"
193,194,194,Troy Matteson,"$9,392,206"
194,195,195,James Hahn,"$9,248,686"
195,196,196,Glen Day,"$9,241,922"
196,197,197,Jonas Blixt,"$9,221,201"
197,198,198,Ryuji Imada,"$9,213,425"
198,199,199,David Frost,"$9,195,639"
199,200,200,Jason Kokrak,"$9,154,005"
200,201,201,Shaun Micheel,"$9,139,260"
201,202,202,John Merrick,"$9,082,730"
202,203,203,Brandt Jobe,"$9,000,273"
203,204,204,Daniel Summerhays,"$8,941,409"
204,205,205,Dean Wilson,"$8,924,744"
205,206,206,David Hearn,"$8,912,976"
206,207,207,Y.E. Yang,"$8,729,202"
207,208,208,David Lingmerth,"$8,712,443"
208,209,209,Robert Gamez,"$8,712,304"
209,210,210,Robert Streb,"$8,705,625"
210,211,211,Darren Clarke,"$8,694,752"
211,212,212,Dan Forsman,"$8,687,983"
212,213,213,John Huh,"$8,623,526"
213,214,214,Matt Every,"$8,615,140"
214,215,215,Olin Browne,"$8,523,672"
215,216,216,Andrew Magee,"$8,512,753"
216,217,217,Craig Parry,"$8,481,456"
217,218,218,Ricky Barnes,"$8,454,261"
218,219,219,J.P. Hayes,"$8,391,404"
219,220,220,Xander Schauffele,"$8,360,212"
220,221,221,Greg Owen,"$8,277,386"
221,222,222,Spencer Levin,"$8,213,107"
222,223,223,Skip Kendall,"$8,087,631"
223,224,224,Scott Brown,"$8,062,833"
224,225,225,Will MacKenzie,"$8,044,245"
225,226,226,Si Woo Kim,"$8,043,660"
226,227,227,Steve Pate,"$8,039,988"
227,228,228,Daniel Chopra,"$7,947,480"
228,229,229,Larry Mize,"$7,947,092"
229,230,230,Adam Hadwin,"$7,866,596"
230,231,231,Emiliano Grillo,"$7,813,496"
231,232,232,Peter Jacobsen,"$7,799,810"
232,233,233,Arron Oberholser,"$7,665,222"
233,234,234,Curtis Strange,"$7,599,951"
234,235,235,Branden Grace,"$7,555,562"
235,236,236,J.L. Lewis,"$7,480,274"
236,237,237,Brian Stuard,"$7,452,749"
237,238,238,Ted Purdy,"$7,424,589"
238,239,239,Brent Geiberger,"$7,374,382"
239,240,240,Paul Stankowski,"$7,357,259"
240,241,241,Michael Thompson,"$7,270,982"
241,242,242,Cameron Smith,"$7,199,963"
242,243,243,Ben Crenshaw,"$7,139,756"
243,244,244,Ben Martin,"$7,129,206"
244,245,245,Brett Wetterich,"$7,008,473"
245,246,246,John Mallinger,"$6,988,536"
246,247,247,Bill Glasson,"$6,912,619"
247,248,248,Chris Perry,"$6,866,671"
248,249,249,Len Mattiace,"$6,863,198"
249,250,250,Nathan Green,"$6,856,057"
250,251,251,Steven Bowditch,"$6,839,023"
251,252,252,Seung-Yul Noh,"$6,835,781"
252,253,253,Bud Cauley,"$6,815,919"
253,254,254,Scott Simpson,"$6,778,273"
254,255,255,Troy Merritt,"$6,733,362"
255,256,256,Roberto Castro,"$6,593,585"
256,257,257,Tom Byrum,"$6,554,699"
257,258,258,Steve Jones,"$6,519,451"
258,259,259,Bruce Lietzke,"$6,474,794"
259,260,260,Brendon Todd,"$6,447,992"
260,261,261,Sangmoon Bae,"$6,419,743"
261,262,262,Patrick Cantlay,"$6,402,130"
262,263,263,Jason Gore,"$6,372,323"
263,264,264,Robert Damron,"$6,363,926"
264,265,265,Lanny Wadkins,"$6,355,681"
265,266,266,Mark Hensby,"$6,334,964"
266,267,267,Neal Lancaster,"$6,319,598"
267,268,268,Michael Allen,"$6,316,156"
268,269,269,Jamie Lovemark,"$6,300,767"
269,270,270,Chip Beck,"$6,205,730"
270,271,271,Richard Johnson,"$6,204,475"
271,272,272,Chesson Hadley,"$6,193,909"
272,273,273,Patton Kizzire,"$6,132,714"
273,274,274,"Jim Gallagher, Jr.","$6,002,202"
274,275,275,Hale Irwin,"$5,966,031"
275,276,276,Jay Williamson,"$5,944,298"
276,277,277,Morgan Hoffmann,"$5,867,596"
277,278,278,Fuzzy Zoeller,"$5,819,293"
278,279,279,James Driscoll,"$5,794,432"
279,280,280,Dicky Pride,"$5,787,027"
280,281,281,Greg Kraft,"$5,786,218"
281,282,282,David Peoples,"$5,736,812"
282,283,283,Jack Nicklaus,"$5,734,031"
283,284,284,Nicholas Thompson,"$5,729,551"
284,285,285,Michael Bradley,"$5,672,529"
285,286,286,Fabián Gómez,"$5,643,725"
286,287,287,Russ Cochran,"$5,579,837"
287,288,288,Jay Don Blake,"$5,563,065"
288,289,289,Jim Herman,"$5,559,969"
289,290,290,Tommy Gainey,"$5,557,795"
290,291,291,Luke List,"$5,551,957"
291,292,292,Rafa Cabrera Bello,"$5,538,564"
292,293,293,Todd Hamilton,"$5,521,259"
293,294,294,Kent Jones,"$5,386,476"
294,295,295,José Coceres,"$5,337,955"
295,296,296,Raymond Floyd,"$5,323,075"
296,297,297,Hudson Swafford,"$5,316,069"
297,298,298,Mark McCumber,"$5,309,688"
298,299,299,Shawn Stefani,"$5,291,794"
299,300,300,Gil Morgan,"$5,259,164"
300,301,301,Craig Barlow,"$5,236,816"
301,302,302,Blaine McCallister,"$5,227,278"
302,303,303,Notah Begay III,"$5,207,339"
303,304,304,Sung Kang,"$5,038,016"
304,305,305,Patrick Rodgers,"$5,037,094"
305,306,306,Martin Flores,"$5,025,459"
306,307,307,Chris Smith,"$5,016,813"
307,308,308,Dennis Paulson,"$4,983,871"
308,309,309,Arjun Atwal,"$4,936,117"
309,310,310,Tommy Fleetwood,"$4,911,665"
310,311,311,Billy Hurley III,"$4,896,834"
311,312,312,Byeong Hun An,"$4,890,951"
312,313,313,Colin Montgomerie,"$4,817,908"
313,314,314,Anirban Lahiri,"$4,792,302"
314,315,315,David Edwards,"$4,773,198"
315,316,316,D.A. Weibring,"$4,770,705"
316,317,317,Jim Carter,"$4,766,778"
317,318,318,Wayne Levi,"$4,730,158"
318,319,319,Thomas Bjørn,"$4,720,742"
319,320,320,Tag Ridings,"$4,712,032"
320,321,321,Mike Reid,"$4,686,774"
321,322,322,Gene Sauers,"$4,660,569"
322,323,323,Josh Teater,"$4,621,622"
323,324,324,"Ted Potter, Jr.","$4,606,763"
324,325,325,Matt Gogel,"$4,596,216"
325,326,326,Grant Waite,"$4,583,879"
326,327,327,Whee Kim,"$4,484,368"
327,328,328,Marco Dawson,"$4,341,727"
328,329,329,Ryan Armour,"$4,322,379"
329,330,330,Mark Wiebe,"$4,314,460"
330,331,331,Joel Edwards,"$4,286,415"
331,332,332,Colt Knost,"$4,263,944"
332,333,333,Chris Couch,"$4,246,973"
333,334,334,Tom Purtzer,"$4,192,268"
334,335,335,Mike Hulbert,"$4,183,778"
335,336,336,Patrick Sheehan,"$4,132,804"
336,337,337,Ryo Ishikawa,"$4,084,098"
337,338,338,Kyle Reifers,"$4,039,404"
338,339,339,Brandel Chamblee,"$4,018,410"
339,340,340,Rick Fehr,"$4,018,239"
340,341,341,Shane Lowry,"$4,016,470"
341,342,342,Donnie Hammond,"$4,008,060"
342,343,343,Erik Compton,"$3,991,840"
343,344,344,Chad Collins,"$3,953,512"
344,345,345,Cliff Kresge,"$3,953,366"
345,346,346,Garrett Willis,"$3,950,898"
346,347,347,John Mahaffey,"$3,876,852"
347,348,348,Brian Bateman,"$3,869,324"
348,349,349,Nick Taylor,"$3,855,749"
349,350,350,Ted Tryba,"$3,853,236"
350,351,351,Omar Uresti,"$3,851,731"
351,352,352,Charlie Beljan,"$3,831,327"
352,353,353,Larry Nelson,"$3,827,401"
353,354,354,Tim Wilkinson,"$3,824,883"
354,355,355,Aaron Wise,"$3,765,494"
355,356,356,Ken Green,"$3,745,345"
356,357,357,Bill Lunde,"$3,716,287"
357,358,358,Alex Noren,"$3,679,217"
358,359,359,Steve Allan,"$3,619,335"
359,360,360,Jay Delsing,"$3,608,666"
360,361,361,Nolan Henke,"$3,606,563"
361,362,362,Kelly Kraft,"$3,602,268"
362,363,363,Brad Bryant,"$3,558,804"
363,364,364,Andy Bean,"$3,531,780"
364,365,365,Smylie Kaufman,"$3,501,278"
365,366,366,Harold Varner III,"$3,482,362"
366,367,367,Lee Trevino,"$3,478,328"
367,368,368,Ollie Schniederjans,"$3,467,971"
368,369,369,Tim Simpson,"$3,406,017"
369,370,370,Craig Perks,"$3,362,251"
370,371,371,Tyrrell Hatton,"$3,340,998"
371,372,372,Brian Henninger,"$3,316,460"
372,373,373,Bob Burns,"$3,313,226"
373,374,374,Zac Blair,"$3,304,749"
374,375,375,Don Pooley,"$3,296,615"
375,376,376,Phil Blackmar,"$3,245,909"
376,377,377,Eric Axley,"$3,241,604"
377,378,378,Tyrone Van Aswegen,"$3,218,716"
378,379,379,C.T. Pan,"$3,214,493"
379,380,380,Kris Blanks,"$3,192,702"
380,381,381,Phil Tataurangi,"$3,174,391"
381,382,382,Wesley Bryan,"$3,172,646"
382,383,383,Brice Garnett,"$3,168,383"
383,384,384,Fulton Allem,"$3,155,787"
384,385,385,Ronnie Black,"$3,155,053"
385,386,386,Jon Curran,"$3,146,423"
386,387,387,Derek Fathauer,"$3,126,282"
387,388,388,J.J. Spaun,"$3,121,816"
388,389,389,Dan Pohl,"$3,112,263"
389,390,390,Austin Cook,"$3,089,035"
390,391,391,Cameron Percy,"$3,088,622"
391,392,392,Michael Kim,"$3,062,479"
392,393,393,Kevin Tway,"$3,033,757"
393,394,394,Bob Gilder,"$3,032,108"
394,395,395,Sam Saunders,"$3,022,338"
395,396,396,Andrew Landry,"$3,016,159"
396,397,397,Tom Hoge,"$2,983,511"
397,398,398,Steve Wheatcroft,"$2,964,824"
398,399,399,Scott Langley,"$2,892,326"
399,400,400,Frank Nobilo,"$2,875,836"
400,401,401,Matt Bettencourt,"$2,874,771"
401,402,402,Mackenzie Hughes,"$2,874,030"
402,403,403,Danny Willett,"$2,864,414"
403,404,404,Jim McGovern,"$2,858,703"
404,405,405,Sandy Lyle,"$2,855,439"
405,406,406,Tom Scherrer,"$2,850,394"
406,407,407,David Ogrin,"$2,848,159"
407,408,408,Bobby Wadkins,"$2,822,418"
408,409,409,Blayne Barber,"$2,810,296"
409,410,410,Willie Wood,"$2,760,886"
410,411,411,Johnny Miller,"$2,747,484"
411,412,412,Doug Tewell,"$2,723,711"
412,413,413,Scott Gump,"$2,715,190"
413,414,414,Howard Twitty,"$2,713,551"
414,415,415,Andrew Putnam,"$2,670,261"
415,416,416,Michael Putnam,"$2,647,528"
416,417,417,Brad Fabel,"$2,636,911"
417,418,418,Mike Springer,"$2,596,451"
418,419,419,Hubert Green,"$2,591,959"
419,420,420,Shane Bertsch,"$2,571,920"
420,421,421,Willy Wilcox,"$2,568,869"
421,422,422,Beau Hossler,"$2,526,735"
422,423,423,Grayson Murray,"$2,525,357"
423,424,424,Parker McLachlin,"$2,484,018"
424,425,425,Gary Hallberg,"$2,476,014"
425,426,426,Andres Gonzales,"$2,473,579"
426,427,427,Bob Lohr,"$2,417,060"
427,428,428,Spike McRoy,"$2,412,577"
428,429,429,Ian Leggatt,"$2,410,796"
429,430,430,Dave Barr,"$2,404,793"
430,431,431,Keith Clearwater,"$2,365,698"
431,432,432,Peter Uihlein,"$2,357,203"
432,433,433,Peter Malnati,"$2,348,813"
433,434,434,Gabriel Hjertstedt,"$2,339,756"
434,435,435,Gonzalo Fernandez-Castaño,"$2,334,771"
435,436,436,Billy Ray Brown,"$2,330,389"
436,437,437,Mike Sullivan,"$2,301,255"
437,438,438,Lennie Clements,"$2,280,766"
438,439,439,Ed Fiori,"$2,270,198"
439,440,440,Tom Weiskopf,"$2,241,687"
440,441,441,David Gossett,"$2,234,484"
441,442,442,Richard Lee,"$2,224,824"
442,443,443,Roger Maltbie,"$2,212,879"
443,444,444,John Peterson,"$2,199,159"
444,445,445,J.C. Snead,"$2,197,545"
445,446,446,Derek Ernst,"$2,187,695"
446,447,447,Jeff Gove,"$2,181,492"
447,448,448,Robin Freeman,"$2,174,379"
448,449,449,Clarence Rose,"$2,155,380"
449,450,450,Jamie Donaldson,"$2,118,903"
450,451,451,Andrew Loupe,"$2,095,316"
451,452,452,Ian Baker-Finch,"$2,078,743"
452,453,453,Marc Turnesa,"$2,075,845"
453,454,454,Ryan Blaum,"$2,069,272"
454,455,455,Thomas Pieters,"$2,024,282"
455,456,456,John Adams,"$2,019,582"
456,457,457,Larry Rinker,"$2,007,824"
457,458,458,Trey Mullinax,"$1,992,021"
458,459,459,Richy Werenski,"$1,978,370"
459,460,460,Mike Donald,"$1,970,260"
460,461,461,Trevor Dodds,"$1,940,834"
461,462,462,Jim Thorpe,"$1,935,566"
462,463,463,Dave Rummells,"$1,909,430"
463,464,464,Jerry Smith,"$1,900,122"
464,465,465,David Graham,"$1,888,731"
465,466,466,Søren Kjeldsen,"$1,879,647"
466,467,467,Abraham Ancer,"$1,855,326"
467,468,468,Mike Heinen,"$1,848,216"
468,469,469,Richard Zokol,"$1,840,397"
469,470,470,Joel Dahmen,"$1,834,696"
470,471,471,Mike Standly,"$1,834,597"
471,472,472,Gary Player,"$1,834,482"
472,473,473,Leonard Thompson,"$1,819,028"
473,474,474,Mark Lye,"$1,800,654"
474,475,475,Ross Fisher,"$1,798,866"
475,476,476,Keith Mitchell,"$1,786,160"
476,477,477,George Burns,"$1,781,090"
477,478,478,"David Berganio, Jr.","$1,766,499"
478,479,479,Kelly Gibson,"$1,751,957"
479,480,480,Cody Gribble,"$1,740,974"
480,481,481,Bronson Burgoon,"$1,736,636"
481,482,482,Morris Hatalsky,"$1,707,280"
482,483,483,Ian Woosnam,"$1,696,309"
483,484,484,Bruce Fleisher,"$1,695,111"
484,485,485,Andrew Svoboda,"$1,690,000"
485,486,486,Guy Boros,"$1,672,839"
486,487,487,Michael Clark II,"$1,670,485"
487,488,488,Brett Stegmaier,"$1,663,352"
488,489,489,"Dave Stockton, Jr.","$1,658,498"
489,490,490,"Wes Short, Jr.","$1,652,656"
490,491,491,Ted Schulz,"$1,645,215"
491,492,492,Bob Murphy,"$1,642,330"
492,493,493,Jerry Pate,"$1,634,246"
493,494,494,Gary Koch,"$1,629,482"
494,495,495,Martin Piller,"$1,628,822"
495,496,496,Kiradech Aphibarnrat,"$1,622,462"
496,497,497,Lon Hinkle,"$1,607,691"
497,498,498,Kenny Knox,"$1,607,180"
498,499,499,J.T. Poston,"$1,603,226"
499,500,500,Bobby Gates,"$1,601,528"
500,501,501,Gene Littler,"$1,584,210"
501,502,502,Jack Renner,"$1,579,090"
502,503,503,Curt Byrum,"$1,576,535"
503,504,504,Satoshi Kodaira,"$1,557,484"
504,505,505,Mark Hayes,"$1,555,739"
505,506,506,Jim Colbert,"$1,553,136"
506,507,507,Bob Eastwood,"$1,546,106"
507,508,508,Keith Fergus,"$1,546,009"
508,509,509,Paul Lawrie,"$1,538,963"
509,510,510,Derek Lamely,"$1,528,267"
510,511,511,Buddy Gardner,"$1,491,943"
511,512,512,John Maginnes,"$1,474,747"
512,513,513,Seamus Power,"$1,437,198"
513,514,514,Bobby Clampett,"$1,423,000"
514,515,515,Billy Kratzert,"$1,396,819"
515,516,516,Nicolas Colsaerts,"$1,387,269"
516,517,517,Bill Rogers,"$1,384,710"
517,518,518,Bruce Crampton,"$1,376,193"
518,519,519,Andy North,"$1,365,530"
519,520,520,Scott Hend,"$1,344,228"
520,521,521,Ed Dougherty,"$1,323,769"
521,522,522,Casey Wittenberg,"$1,321,334"
522,523,523,John Morse,"$1,311,273"
523,524,524,Tom Sieckmann,"$1,310,647"
524,525,525,Dave Stockton,"$1,303,281"
525,526,526,Jonathan Randolph,"$1,301,127"
526,527,527,Denis Watson,"$1,288,621"
527,528,528,Carlos Ortiz,"$1,277,045"
528,529,529,Al Geiberger,"$1,265,188"
529,530,530,Dominic Bozzelli,"$1,260,153"
530,531,531,Thorbjørn Olesen,"$1,258,856"
531,532,532,Brad Fritsch,"$1,234,454"
532,533,533,Brad Adamonis,"$1,229,496"
533,534,534,Mark Hubbard,"$1,214,990"
534,535,535,Danny Edwards,"$1,212,304"
535,536,536,Joaquin Niemann,"$1,209,957"
536,537,537,Henrik Norlander,"$1,205,772"
537,538,538,Charles Coody,"$1,187,762"
538,539,539,Matthew Fitzpatrick,"$1,186,970"
539,540,540,Dave Eichelberger,"$1,186,505"
540,541,541,Tony Sills,"$1,173,361"
541,542,542,Brandon Harkins,"$1,172,640"
542,543,543,Don January,"$1,140,925"
543,544,544,Dick Mast,"$1,123,038"
544,545,545,John Inman,"$1,087,947"
545,546,546,Gibby Gilbert,"$1,056,506"
546,547,547,Will Claxton,"$1,055,852"
547,548,548,Mac O'Grady,"$1,050,779"
548,549,549,Brandon Hagy,"$1,048,382"
549,550,550,Sam Ryder,"$1,046,166"
550,551,551,Rex Caldwell,"$1,043,403"
551,552,552,Chi Chi Rodriguez,"$1,037,106"
552,553,553,HaoTong Li,"$1,030,353"
553,554,554,Lee Elder,"$1,020,514"
554,555,555,Bernd Wiesberger,"$1,012,578"
555,556,556,Chris Wood,"$1,004,341"
556,557,557,Thomas Aiken,"$998,429"
557,558,558,Bobby Nichols,"$993,025"
558,559,559,Rob Oppenheim,"$985,137"
559,560,560,Barry Jaeckel,"$982,408"
560,561,561,Isao Aoki,"$960,571"
561,562,562,Tyler Duncan,"$944,021"
562,563,563,Andre Stolz,"$942,647"
563,564,564,Troy Kelly,"$926,099"
564,565,565,Pat McGowan,"$915,577"
565,566,566,Hiroshi Iwata,"$911,662"
566,567,567,Bruce Devlin,"$907,069"
567,568,568,Mark Carnevale,"$906,925"
568,569,569,Mark Anderson,"$904,664"
569,570,570,Jerry McGee,"$871,753"
570,571,571,Ed Sneed,"$860,268"
571,572,572,Miguel Angel Carballo,"$858,603"
572,573,573,George Coetzee,"$854,141"
573,574,574,Steven Alker,"$841,849"
574,575,575,Bill Sander,"$823,428"
575,576,576,Ron Streck,"$817,211"
576,577,577,Wes Roach,"$816,209"
577,578,578,Bubba Dickerson,"$807,749"
578,579,579,Grier Jones,"$803,189"
579,580,580,Ben Silverman,"$793,140"
580,581,581,Nicholas Lindheim,"$791,597"
581,582,582,Lance Ten Broeck,"$790,347"
582,583,583,Jerry Heard,"$780,746"
583,584,584,Doug Sanders,"$772,993"
584,585,585,Greg Twiggs,"$767,294"
585,586,586,Hideto Tanihara,"$753,398"
586,587,587,Frank Conner,"$750,733"
587,588,588,Corey Conners,"$739,152"
588,589,589,Peter Oosterhuis,"$736,692"
589,590,590,Joe Inman,"$729,249"
590,591,591,Tom Lovelady,"$700,783"
591,592,592,Mike McCullough,"$682,511"
592,593,593,Talor Gooch,"$677,413"
593,594,594,Rod Curl,"$677,009"
594,595,595,Stan Utley,"$674,546"
595,596,596,Andy Sullivan,"$673,343"
596,597,597,Homero Blancas,"$671,251"
