,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
131,T128,T128,Richard Sterne,1,0.66,"$64,500","$9,750,000"
132,T133,T133,Kelly Kraft,31,0.65,"$1,496,251","$228,950,000"
133,T133,T133,Grayson Murray,22,0.65,"$1,056,628","$161,750,000"
134,T133,T133,Wade Ormsby,2,0.65,"$129,750","$20,000,000"
135,T133,T133,Steve Stricker,12,0.65,"$582,564","$89,700,000"
136,T137,T137,A.J. McInerney,4,0.64,"$164,923","$25,700,000"
137,T137,T137,Ollie Schniederjans,27,0.64,"$1,303,606","$203,450,000"
138,T137,T137,Kevin Tway,31,0.64,"$1,379,542","$217,250,000"
139,T137,T137,Harold Varner III,27,0.64,"$1,223,063","$191,250,000"
140,T141,T141,Seungsu Han,3,0.63,"$132,602","$21,000,000"
141,T141,T141,Tom Hoge,31,0.63,"$1,358,540","$216,500,000"
142,T143,T143,Sam Ryder,26,0.62,"$1,046,165","$167,500,000"
143,T143,T143,John VanDerLaan,1,0.62,"$21,700","$3,500,000"
144,T145,T145,George Cunningham,1,0.61,"$37,742","$6,200,000"
145,T145,T145,Jim Furyk,15,0.61,"$660,008","$108,900,000"
146,T145,T145,Poom Saksansin,2,0.61,"$101,900","$16,750,000"
147,T145,T145,Bernhard Langer,2,0.61,"$130,200","$21,500,000"
148,T145,T145,Patrick Rodgers,30,0.61,"$1,287,036","$212,550,000"
149,T150,T150,Sam Burns,11,0.6,"$495,915","$82,900,000"
150,T150,T150,Rory Sabbatini,27,0.6,"$1,126,053","$187,400,000"
151,T152,T152,Sung Kang,29,0.59,"$1,243,308","$212,350,000"
152,T152,T152,Danny Lee,30,0.59,"$1,269,385","$213,950,000"
153,154,154,Vaughn Taylor,25,0.57,"$965,688","$168,500,000"
154,T155,T155,Lucas Glover,18,0.56,"$789,378","$141,600,000"
155,T155,T155,Brandon Harkins,30,0.56,"$1,148,111","$206,700,000"
156,T155,T155,Sam Saunders,26,0.56,"$981,934","$176,800,000"
157,158,158,Scott Stallings,30,0.54,"$1,147,571","$212,900,000"
158,159,159,William McGirt,26,0.53,"$933,323","$175,900,000"
159,T160,T160,Ryan Blaum,28,0.52,"$980,875","$190,100,000"
160,T160,T160,SSP Chawrasia,2,0.52,"$86,280","$16,750,000"
161,T160,T160,Jerry Kelly,3,0.52,"$108,500","$20,800,000"
162,T163,T163,Phachara Khongwatmai,2,0.51,"$86,200","$16,750,000"
163,T163,T163,Dylan Meyer,8,0.51,"$275,107","$54,000,000"
164,T163,T163,Johnson Wagner,21,0.51,"$656,319","$128,700,000"
165,T166,T166,Ryan Fox,4,0.5,"$217,903","$43,250,000"
166,T166,T166,Jhonattan Vegas,27,0.5,"$1,137,442","$225,600,000"
167,T166,T166,Richy Werenski,32,0.5,"$1,081,281","$215,300,000"
168,T169,T169,Dean Burmester,2,0.49,"$106,853","$22,000,000"
169,T169,T169,David Hearn,21,0.49,"$622,381","$127,500,000"
170,T169,T169,Chan Kim,1,0.49,"$48,250","$9,750,000"
171,T169,T169,Brian Stuard,32,0.49,"$1,089,761","$220,300,000"
172,T173,T173,Jinho Choi,1,0.48,"$44,515","$9,250,000"
173,T173,T173,John Huh,29,0.48,"$974,536","$202,500,000"
174,T173,T173,Seung-Yul Noh,1,0.48,"$44,515","$9,250,000"
175,T176,T176,Jaco Ahlers,1,0.47,"$46,500","$10,000,000"
176,T176,T176,Scott Brown,32,0.47,"$1,076,676","$229,450,000"
177,T176,T176,Ben Crane,21,0.47,"$620,645","$131,000,000"
178,T176,T176,Matthew Griffin,1,0.47,"$45,625","$9,750,000"
179,T176,T176,Shane Lowry,19,0.47,"$696,895","$147,900,000"
180,T181,T181,Ryan Brehm,1,0.46,"$13,856","$3,000,000"
181,T181,T181,Dylan Frittelli,11,0.46,"$454,676","$98,700,000"
182,T181,T181,HaoTong Li,12,0.46,"$544,005","$118,350,000"
183,T181,T181,Martin Piller,28,0.46,"$847,303","$183,700,000"
184,T181,T181,Graeme Storm,1,0.46,"$44,625","$9,750,000"
185,T186,T186,Andrew Dodt,1,0.45,"$43,750","$9,750,000"
186,T186,T186,Tyler Duncan,31,0.45,"$944,019","$209,500,000"
187,T186,T186,Ashley Hall,1,0.45,"$44,000","$9,750,000"
188,T186,T186,Yanwei Liu,1,0.45,"$44,250","$9,750,000"
189,T186,T186,Hideto Tanihara,2,0.45,"$90,250","$20,250,000"
190,T186,T186,Michael Thompson,19,0.45,"$563,971","$125,400,000"
191,T192,T192,Yi Cao,1,0.44,"$43,250","$9,750,000"
192,T192,T192,Seamus Power,28,0.44,"$791,016","$177,900,000"
193,T192,T192,Ben Silverman,28,0.44,"$793,139","$180,000,000"
194,T195,T195,Chad Campbell,28,0.43,"$801,959","$187,450,000"
195,T195,T195,Nick Taylor,30,0.43,"$899,371","$207,550,000"
196,T197,T197,Fred Couples,1,0.42,"$46,200","$11,000,000"
197,T197,T197,Retief Goosen,20,0.42,"$545,361","$129,300,000"
198,T197,T197,Brandon Hagy,3,0.42,"$76,817","$18,200,000"
199,T197,T197,Graeme McDowell,20,0.42,"$581,022","$139,050,000"
200,T197,T197,Roger Sloan,1,0.42,"$26,040","$6,200,000"
201,T202,T202,Aaron Baddeley,27,0.41,"$725,927","$178,900,000"
202,T202,T202,Corey Conners,28,0.41,"$728,291","$175,600,000"
203,T202,T202,Robert Garrigus,27,0.41,"$702,028","$172,500,000"
204,T202,T202,Cameron Percy,16,0.41,"$387,611","$93,800,000"
205,T202,T202,John Peterson,10,0.41,"$251,924","$60,900,000"
206,T202,T202,Josh Teater,2,0.41,"$40,040","$9,700,000"
207,208,208,Tom Lovelady,28,0.4,"$700,780","$175,800,000"
208,T209,T209,Harris English,31,0.39,"$799,447","$203,500,000"
209,T209,T209,Derek Fathauer,28,0.39,"$708,710","$181,100,000"
210,T209,T209,Masahiro Kawamura,1,0.39,"$41,375","$10,500,000"
211,T212,T212,Wyndham Clark,3,0.38,"$68,800","$18,300,000"
212,T212,T212,Gavin Kyle Green,5,0.38,"$175,284","$46,500,000"
213,T212,T212,Ben Martin,20,0.38,"$532,934","$139,000,000"
214,T212,T212,Brett Rumford,2,0.38,"$77,817","$20,500,000"
215,T216,T216,Talor Gooch,27,0.37,"$654,198","$178,500,000"
216,T216,T216,Hudson Swafford,22,0.37,"$569,389","$154,700,000"
217,T216,T216,Tyrone Van Aswegen,31,0.37,"$763,583","$206,600,000"
218,T219,T219,Scott Hend,2,0.36,"$60,400","$16,750,000"
219,T219,T219,Jim Knous,1,0.36,"$24,480","$6,800,000"
220,T219,T219,Nicholas Lindheim,26,0.36,"$593,840","$166,500,000"
221,T219,T219,David Lingmerth,26,0.36,"$616,757","$172,800,000"
222,T219,T219,Denny McCarthy,22,0.36,"$498,339","$139,400,000"
223,T219,T219,Shubhankar Sharma,11,0.36,"$370,606","$103,700,000"
224,T225,T225,Bill Haas,25,0.35,"$638,413","$182,650,000"
225,T225,T225,Matt Jones,23,0.35,"$538,679","$153,800,000"
226,T225,T225,Hunter Mahan,21,0.35,"$457,336","$129,000,000"
227,228,228,Matt Wallace,3,0.34,"$113,125","$33,500,000"
228,T229,T229,Ross Fisher,13,0.33,"$412,953","$123,350,000"
229,T229,T229,Nick Hardy,3,0.33,"$54,120","$16,200,000"
230,T229,T229,Jung-gon Hwang,1,0.33,"$30,525","$9,250,000"
231,T229,T229,Shawn Stefani,25,0.33,"$523,202","$160,000,000"
232,T233,T233,Michael Lorenzo-Vera,2,0.32,"$65,725","$20,750,000"
233,T233,T233,Prayad Marksaeng,1,0.32,"$22,400","$7,000,000"
234,T233,T233,Matthew Southgate,3,0.32,"$103,750","$32,250,000"
235,T236,T236,Wesley Bryan,23,0.3,"$498,163","$165,600,000"
236,T236,T236,Sean Crocker,1,0.3,"$31,000","$10,500,000"
237,T236,T236,Ben Kern,1,0.3,"$33,281","$11,000,000"
238,T236,T236,WC Liang,2,0.3,"$64,500","$21,750,000"
239,T236,T236,Chris Stroud,27,0.3,"$565,463","$188,950,000"
240,T236,T236,Chris Wood,3,0.3,"$73,953","$24,500,000"
241,T242,T242,Jorge Campillo,3,0.29,"$91,000","$31,500,000"
242,T242,T242,Tim Herron,12,0.29,"$209,216","$72,100,000"
243,T242,T242,Parker McLachlin,11,0.29,"$174,038","$61,000,000"
244,T242,T242,Carlos Ortiz,1,0.29,"$20,788","$7,100,000"
245,T242,T242,Jonathan Randolph,25,0.29,"$453,327","$158,900,000"
246,T242,T242,Santiago Rivas,1,0.29,"$8,784","$3,000,000"
247,T248,T248,Dominic Bozzelli,20,0.28,"$391,632","$139,000,000"
248,T248,T248,Richie Ramsay,2,0.28,"$60,500","$21,750,000"
249,T250,T250,Blayne Barber,22,0.27,"$398,135","$146,500,000"
250,T250,T250,Zac Blair,20,0.27,"$330,506","$120,800,000"
251,T250,T250,J.J. Henry,28,0.27,"$482,051","$180,800,000"
252,T250,T250,Morgan Hoffmann,9,0.27,"$170,673","$63,050,000"
253,T250,T250,Mackenzie Hughes,28,0.27,"$518,475","$194,400,000"
254,T250,T250,Yuta Ikeda,8,0.27,"$208,921","$77,300,000"
255,T250,T250,Nate Lashley,17,0.27,"$296,649","$109,000,000"
256,T250,T250,Adam Schenk,28,0.27,"$474,920","$176,100,000"
257,T258,T258,Stephan Jaeger,26,0.26,"$422,258","$162,000,000"
258,T258,T258,Kyoung-Hoon Lee,1,0.26,"$23,759","$9,250,000"
259,T258,T258,Ethan Tracy,23,0.26,"$364,491","$140,400,000"
260,T258,T258,Steve Wheatcroft,20,0.26,"$309,655","$119,700,000"
261,T262,T262,Stuart Appleby,12,0.25,"$175,234","$70,100,000"
262,T262,T262,Ricky Barnes,22,0.25,"$340,589","$133,900,000"
263,T262,T262,Fabián Gómez,28,0.25,"$437,030","$175,700,000"
264,T262,T262,Greyson Sigg,1,0.25,"$15,301","$6,200,000"
265,T262,T262,Chris Wilson,1,0.25,"$8,732","$3,500,000"
266,T262,T262,Fabrizio Zanotti,3,0.25,"$59,180","$23,250,000"
267,T268,T268,Martin Flores,29,0.24,"$449,265","$189,800,000"
268,T268,T268,Marcus Kinhult,1,0.24,"$25,317","$10,500,000"
269,T268,T268,Richard Lee,1,0.24,"$16,846","$7,000,000"
270,T268,T268,Shaun Norris,1,0.24,"$25,317","$10,500,000"
271,T268,T268,Zach Wright,1,0.24,"$14,632","$6,200,000"
272,T273,T273,K.J. Choi,14,0.23,"$219,404","$95,250,000"
273,T273,T273,Rhys Enoch,1,0.23,"$24,250","$10,500,000"
274,T273,T273,Bobby Gates,1,0.23,"$16,082","$7,000,000"
275,T273,T273,Mike Hendry,2,0.23,"$46,125","$20,250,000"
276,T273,T273,Kodai Ichihara,2,0.23,"$47,000","$20,500,000"
277,T273,T273,Zander Lombard,1,0.23,"$24,250","$10,500,000"
278,T273,T273,Peter Malnati,28,0.23,"$419,998","$179,600,000"
279,T273,T273,Yusaku Miyazato,7,0.23,"$156,336","$67,600,000"
280,T273,T273,Henrik Norlander,1,0.23,"$14,012","$6,200,000"
281,T273,T273,D.A. Points,25,0.23,"$377,265","$167,500,000"
282,T273,T273,Brett Stegmaier,21,0.23,"$305,605","$130,400,000"
283,T273,T273,Camilo Villegas,14,0.23,"$229,438","$98,450,000"
284,T273,T273,Xinjun Zhang,28,0.23,"$420,375","$181,550,000"
285,T286,T286,Jay Don Blake,1,0.22,"$7,595","$3,500,000"
286,T286,T286,Jonas Blixt,23,0.22,"$368,517","$166,150,000"
287,T286,T286,Michael Bradley,1,0.22,"$7,595","$3,500,000"
288,T286,T286,Will Cannon,1,0.22,"$7,840","$3,500,000"
289,T286,T286,Greg Chalmers,20,0.22,"$288,022","$129,400,000"
290,T286,T286,Doug Ghim,7,0.22,"$116,527","$52,300,000"
291,T286,T286,Grant Hirschman,1,0.22,"$14,190","$6,600,000"
292,T286,T286,Hyungjoon Lee,1,0.22,"$20,350","$9,250,000"
293,T286,T286,Curtis Luck,1,0.22,"$19,491","$8,900,000"
294,T286,T286,Chip McDaniel,1,0.22,"$7,595","$3,500,000"
295,T286,T286,Maverick McNealy,7,0.22,"$103,623","$48,000,000"
296,T286,T286,Cooper Musselman,1,0.22,"$7,840","$3,500,000"
297,T286,T286,Augusto Núñez,1,0.22,"$6,480","$3,000,000"
298,T286,T286,Juvic Pagunsan,1,0.22,"$15,540","$7,000,000"
299,T286,T286,Young-han Song,1,0.22,"$20,627","$9,250,000"
300,T286,T286,Lee Westwood,2,0.22,"$37,637","$17,500,000"
301,T302,T302,Grant Booth,1,0.21,"$7,174","$3,400,000"
302,T302,T302,Olin Browne,1,0.21,"$7,385","$3,500,000"
303,T302,T302,Danny Chia,1,0.21,"$14,770","$7,000,000"
304,T302,T302,Joshua Creel,1,0.21,"$12,958","$6,200,000"
305,T302,T302,Andrew Dorn,1,0.21,"$19,046","$8,900,000"
306,T302,T302,Lanto Griffin,26,0.21,"$358,379","$167,300,000"
307,T302,T302,Calum Hill,1,0.21,"$24,692","$12,000,000"
308,T302,T302,Ryan Hogue,1,0.21,"$14,348","$6,800,000"
309,T302,T302,Alexander Levy,6,0.21,"$137,500","$64,250,000"
310,T302,T302,Chris Naegel,1,0.21,"$25,425","$12,000,000"
311,T302,T302,Robert Streb,29,0.21,"$411,605","$197,850,000"
312,T302,T302,Nicholas Thompson,1,0.21,"$8,944","$4,300,000"
313,T302,T302,Ryuko Tokimatsu,3,0.21,"$66,250","$31,500,000"
314,T302,T302,D.J. Trahan,8,0.21,"$85,595","$40,200,000"
315,T316,T316,Grady Brame Jr.,1,0.2,"$8,686","$4,300,000"
316,T316,T316,Paul Goydos,1,0.2,"$18,067","$8,900,000"
317,T316,T316,Neal Lancaster,1,0.2,"$6,930","$3,500,000"
318,T316,T316,Daniel Summerhays,19,0.2,"$234,510","$115,700,000"
319,T316,T316,Dawie van der Walt,1,0.2,"$14,210","$7,000,000"
320,T316,T316,T.J. Vogel,8,0.2,"$110,020","$54,600,000"
321,T316,T316,Cameron Wilson,1,0.2,"$23,959","$12,000,000"
322,T316,T316,Casey Wittenberg,1,0.2,"$13,464","$6,600,000"
323,T324,T324,Alexander Björk,3,0.19,"$59,250","$31,500,000"
324,T324,T324,Nicholas Fung,1,0.19,"$13,160","$7,000,000"
325,T324,T324,Junghwan Lee,1,0.19,"$18,037","$9,250,000"
326,T324,T324,John Merrick,11,0.19,"$119,406","$62,000,000"
327,T324,T324,Julio Santos,1,0.19,"$5,760","$3,000,000"
328,T324,T324,Heath Slocum,5,0.19,"$37,814","$20,400,000"
329,T324,T324,Jeunghun Wang,1,0.19,"$17,575","$9,250,000"
330,T324,T324,Tim Wilkinson,3,0.19,"$43,926","$22,600,000"
331,T332,T332,Jonathan Byrd,24,0.18,"$267,053","$149,200,000"
332,T332,T332,Cody Gribble,25,0.18,"$302,591","$169,450,000"
333,T332,T332,Steve Marino,6,0.18,"$76,616","$42,600,000"
334,T332,T332,Adrian Otaegui,1,0.18,"$20,100","$11,000,000"
335,T336,T336,Cameron Davis,4,0.17,"$56,555","$33,700,000"
336,T336,T336,George McNeill,10,0.17,"$91,099","$55,000,000"
337,T336,T336,Rob Oppenheim,26,0.17,"$279,017","$162,500,000"
338,T339,T339,Matt Every,30,0.16,"$299,161","$191,500,000"
339,T339,T339,Jazz Janewattananond,2,0.16,"$28,700","$17,500,000"
340,T339,T339,Conrad Shindler,20,0.16,"$187,399","$120,000,000"
341,T342,T342,Eric Axley,7,0.15,"$69,124","$47,200,000"
342,T342,T342,Sangmoon Bae,17,0.15,"$184,057","$120,250,000"
343,T342,T342,Roberto Díaz,25,0.15,"$235,633","$155,300,000"
344,T342,T342,Scottie Scheffler,3,0.15,"$25,080","$17,200,000"
345,T342,T342,Jordan L Smith,3,0.15,"$48,250","$31,250,000"
346,T347,T347,Brendon de Jonge,14,0.14,"$110,276","$80,800,000"
347,T347,T347,Mickey DeMorat,2,0.14,"$25,425","$18,000,000"
348,T347,T347,Sungjae Im,2,0.14,"$33,281","$23,000,000"
349,T347,T347,Smylie Kaufman,22,0.14,"$201,136","$146,300,000"
350,T347,T347,Tom Lewis,2,0.14,"$31,000","$22,500,000"
351,T347,T347,Ryan Ruffels,3,0.14,"$33,393","$24,150,000"
352,T347,T347,John Senden,7,0.14,"$68,604","$48,600,000"
353,T347,T347,Jimmy Stanger,3,0.14,"$24,480","$17,600,000"
354,T355,T355,Luke Donald,9,0.13,"$81,989","$63,200,000"
355,T355,T355,Andrew Johnston,2,0.13,"$24,448","$18,200,000"
356,T355,T355,Davis Love III,12,0.13,"$97,920","$76,600,000"
357,T355,T355,Rod Pampling,20,0.13,"$183,805","$141,750,000"
358,T355,T355,Seunghyuk Kim,2,0.13,"$20,627","$16,450,000"
359,T355,T355,Danny Willett,6,0.13,"$84,000","$64,400,000"
360,T361,T361,Lucas Herbert,2,0.12,"$27,161","$22,500,000"
361,T361,T361,Martin Kaymer,11,0.12,"$115,378","$96,900,000"
362,T361,T361,Spencer Levin,2,0.12,"$9,331","$7,800,000"
363,T361,T361,Andrew Novak,2,0.12,"$14,850","$12,800,000"
364,T361,T361,Vijay Singh,10,0.12,"$95,334","$82,400,000"
365,T366,T366,James Driscoll,2,0.11,"$14,910","$13,000,000"
366,T366,T366,Sebastián Muñoz,2,0.11,"$17,675","$15,500,000"
