,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
379,380,380,Billy Hurley III,27,0.47,"$145,724","$31,168,800"
380,381,381,Vince India,2,0.46,"$7,305","$1,584,000"
381,382,382,Padraig Harrington,16,0.45,"$93,260","$20,638,800"
382,383,383,Geoff Ogilvy,18,0.43,"$93,947","$21,852,000"
383,384,384,Doc Redman,6,0.42,"$36,841","$8,748,000"
384,T385,T385,Tommy Gainey,10,0.41,"$39,508","$9,684,000"
385,T385,T385,Jim Herman,9,0.41,"$46,962","$11,367,000"
386,T385,T385,Dru Love,7,0.41,"$27,305","$6,696,000"
387,388,388,Dicky Pride,11,0.4,"$42,810","$10,800,000"
388,T389,T389,Matt Atkins,21,0.39,"$89,104","$22,582,800"
389,T389,T389,Jonathan Kaye,3,0.39,"$7,004","$1,782,000"
390,391,391,Colt Knost,10,0.37,"$43,134","$11,764,800"
391,T392,T392,Zecheng Dou,23,0.35,"$90,993","$25,934,800"
392,T392,T392,Sean McCarty,2,0.35,"$10,730","$3,024,000"
393,394,394,Ángel Cabrera,5,0.34,"$20,353","$6,012,000"
394,395,395,Tom Whitney,3,0.33,"$12,095","$3,672,000"
395,396,396,Mark Wilson,11,0.31,"$33,348","$10,746,000"
396,397,397,Shugo Imahira,3,0.3,"$14,198","$4,756,000"
397,398,398,Kris Blanks,6,0.29,"$18,998","$6,498,000"
398,399,399,Robert Allenby,8,0.27,"$19,970","$7,488,000"
399,400,400,Arjun Atwal,6,0.26,"$12,006","$4,680,000"
400,T401,T401,Cameron Beckman,6,0.24,"$12,694","$5,400,000"
401,T401,T401,Chris Couch,5,0.24,"$13,000","$5,364,000"
402,T403,T403,Charlie Beljan,9,0.22,"$21,344","$9,792,000"
403,T403,T403,John Daly,7,0.22,"$18,362","$8,236,800"
404,T403,T403,Trevor Immelman,2,0.22,"$5,520","$2,520,000"
405,406,406,Charlie Wi,6,0.21,"$10,878","$5,212,800"
406,407,407,Omar Uresti,10,0.2,"$21,278","$10,584,000"
407,408,408,John Rollins,9,0.19,"$15,598","$8,326,800"
408,409,409,Shaun Micheel,4,0.18,"$6,930","$3,924,000"
409,T410,T410,Cameron Champ,6,0.17,"$11,966","$7,038,000"
410,T410,T410,Andrew Yun,22,0.17,"$41,566","$23,860,800"
411,T410,T410,Will Zalatoris,6,0.17,"$14,874","$8,802,000"
412,413,413,Daniel Chopra,6,0.16,"$8,784","$5,400,000"
413,414,414,Bob Estes,8,0.15,"$15,431","$9,972,000"
414,415,415,Rick Lamb,10,0.12,"$14,136","$11,574,000"
415,416,416,Kyle Thompson,22,0.1,"$24,878","$23,968,800"
416,417,417,Mike Weir,6,0.09,"$5,760","$6,642,000"
