,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
26,27,27,Jon Rahm,9,1.72,"$1,004,033","$58,500,000"
27,28,28,Kevin Na,26,1.71,"$3,441,289","$201,200,000"
28,29,29,Emiliano Grillo,25,1.7,"$3,371,703","$198,700,000"
29,30,30,Tyrrell Hatton,5,1.69,"$674,787","$40,000,000"
30,T31,T31,J.B. Holmes,22,1.66,"$2,969,606","$179,200,000"
31,T31,T31,Louis Oosthuizen,17,1.66,"$2,422,078","$145,800,000"
32,33,33,Kevin Kisner,27,1.63,"$3,424,352","$210,400,000"
33,34,34,Graeme McDowell,21,1.62,"$2,596,169","$160,000,000"
34,35,35,Daniel Berger,26,1.61,"$3,290,761","$204,700,000"
35,36,36,Scott Piercy,24,1.52,"$2,905,347","$191,400,000"
36,37,37,Rickie Fowler,23,1.46,"$2,713,560","$185,800,000"
37,38,38,Roberto Castro,27,1.4,"$2,520,572","$180,500,000"
38,39,39,Ross Fisher,4,1.39,"$518,642","$37,300,000"
39,40,40,Justin Rose,18,1.38,"$2,085,363","$150,700,000"
40,T41,T41,Si Woo Kim,34,1.37,"$3,086,368","$226,100,000"
41,T41,T41,Jhonattan Vegas,27,1.37,"$2,478,974","$180,800,000"
42,43,43,Jim Furyk,14,1.35,"$1,538,202","$113,800,000"
43,T44,T44,Jason Dufner,28,1.34,"$2,879,882","$215,700,000"
44,T44,T44,Steve Stricker,15,1.34,"$1,418,644","$105,800,000"
45,46,46,Matthew Southgate,1,1.31,"$122,153","$9,300,000"
46,47,47,Billy Hurley III,20,1.28,"$1,770,399","$138,100,000"
47,T48,T48,Bill Haas,24,1.27,"$2,390,198","$188,500,000"
48,T48,T48,Gary Woodland,26,1.27,"$2,392,039","$188,000,000"
49,50,50,James Hahn,26,1.23,"$2,367,519","$192,700,000"
50,51,51,Michael Johnson,4,1.2,"$238,000","$19,800,000"
51,52,52,Smylie Kaufman,28,1.18,"$2,508,169","$211,800,000"
52,T53,T53,Rafael Campos,2,1.17,"$114,200","$9,800,000"
53,T53,T53,Charley Hoffman,26,1.17,"$2,350,236","$201,500,000"
54,T53,T53,Brian Stuard,20,1.17,"$1,666,014","$142,000,000"
55,56,56,Rodolfo Cazaubón,3,1.16,"$185,904","$16,000,000"
56,T57,T57,Charles Howell III,25,1.14,"$1,974,959","$173,100,000"
57,T57,T57,Shane Lowry,17,1.14,"$1,585,435","$139,200,000"
58,T59,T59,Alex Cejka,22,1.13,"$1,566,306","$138,500,000"
59,T59,T59,Fabián Gómez,26,1.13,"$2,227,039","$197,300,000"
60,61,61,Grégory Bourdy,3,1.12,"$257,090","$23,000,000"
61,62,62,Billy Horschel,20,1.11,"$1,744,570","$157,000,000"
62,63,63,Ryan Palmer,23,1.1,"$1,794,137","$163,200,000"
63,T64,T64,Byeong Hun An,14,1.04,"$1,278,795","$122,800,000"
64,T64,T64,Jamie Lovemark,27,1.04,"$1,940,888","$187,400,000"
65,66,66,Daniel Summerhays,28,1.01,"$2,045,965","$202,400,000"
66,67,67,HaoTong Li,3,1.0,"$173,750","$17,300,000"
67,T68,T68,Jason Kokrak,28,0.99,"$1,934,249","$196,000,000"
68,T68,T68,Webb Simpson,20,0.99,"$1,450,354","$146,700,000"
69,T70,T70,Harris English,27,0.98,"$2,014,280","$205,500,000"
70,T70,T70,Jim Herman,29,0.98,"$2,091,270","$214,200,000"
71,T70,T70,David Lingmerth,24,0.98,"$1,863,780","$190,100,000"
72,T73,T73,Jason Bohn,21,0.97,"$1,369,704","$141,100,000"
73,T73,T73,Luke Donald,23,0.97,"$1,634,513","$167,800,000"
74,75,75,Bobby Wyatt,6,0.95,"$353,348","$37,000,000"
75,T76,T76,Zach Johnson,24,0.94,"$1,718,699","$183,400,000"
76,T76,T76,Vaughn Taylor,24,0.94,"$1,640,747","$174,100,000"
77,T78,T78,Ryan Armour,1,0.93,"$32,454","$3,500,000"
78,T78,T78,Jon Curran,30,0.93,"$1,902,478","$204,700,000"
79,80,80,Sean O'Hair,27,0.92,"$1,702,710","$185,500,000"
80,T81,T81,Tony Finau,28,0.91,"$1,814,786","$199,500,000"
81,T81,T81,Jerry Kelly,23,0.91,"$1,328,654","$146,200,000"
82,83,83,Bud Cauley,14,0.9,"$760,428","$84,800,000"
83,T84,T84,Aaron Baddeley,28,0.89,"$1,644,913","$184,700,000"
84,T84,T84,Greg Chalmers,12,0.89,"$695,187","$78,300,000"
85,T84,T84,K.J. Choi,22,0.89,"$1,328,446","$149,200,000"
86,T84,T84,Martin Flores,2,0.89,"$101,576","$11,400,000"
87,T84,T84,Colt Knost,26,0.89,"$1,594,586","$178,400,000"
88,89,89,Brendan Steele,25,0.88,"$1,589,262","$180,300,000"
89,T90,T90,Andrew Johnston,4,0.87,"$336,762","$38,800,000"
90,T90,T90,Greg Yates,1,0.87,"$52,959","$6,100,000"
91,T92,T92,Søren Kjeldsen,12,0.85,"$921,466","$108,200,000"
92,T92,T92,Kevin Streelman,26,0.85,"$1,601,176","$187,500,000"
93,T94,T94,Chris Kirk,28,0.84,"$1,762,333","$210,700,000"
94,T94,T94,Francesco Molinari,18,0.84,"$1,083,153","$129,300,000"
95,96,96,Robert Garrigus,21,0.83,"$1,024,897","$123,100,000"
96,97,97,Miguel Angel Jiménez,2,0.81,"$143,491","$17,800,000"
97,T98,T98,Martin Laird,24,0.8,"$1,224,678","$153,000,000"
98,T98,T98,Bryce Molder,26,0.8,"$1,353,383","$169,400,000"
99,100,100,Marc Leishman,25,0.79,"$1,566,821","$199,400,000"
100,101,101,Freddie Jacobson,26,0.78,"$1,354,193","$174,400,000"
101,T102,T102,David Howell,2,0.77,"$137,113","$17,800,000"
102,T102,T102,Martin Kaymer,10,0.77,"$701,140","$90,700,000"
103,T104,T104,Wesley Bryan,4,0.76,"$178,729","$23,500,000"
104,T104,T104,Patton Kizzire,27,0.76,"$1,468,621","$192,900,000"
105,T104,T104,Vijay Singh,22,0.76,"$1,210,103","$160,100,000"
106,T107,T107,Graham DeLaet,21,0.71,"$908,555","$127,600,000"
107,T107,T107,Patrick Rodgers,28,0.71,"$1,290,334","$181,200,000"
108,T109,T109,Matthew Fitzpatrick,12,0.7,"$713,917","$101,500,000"
109,T109,T109,Retief Goosen,16,0.7,"$745,733","$106,100,000"
110,T109,T109,Russell Henley,25,0.7,"$1,228,345","$175,500,000"
111,T112,T112,Kyle Reifers,34,0.69,"$1,539,574","$223,800,000"
112,T112,T112,Harold Varner III,28,0.69,"$1,327,318","$191,400,000"
113,T114,T114,Kiradech Aphibarnrat,11,0.68,"$680,450","$100,400,000"
114,T114,T114,Ryan Blaum,1,0.68,"$42,160","$6,200,000"
115,116,116,Johnson Wagner,26,0.66,"$1,083,786","$164,800,000"
116,T117,T117,Jonas Blixt,26,0.65,"$1,115,320","$172,400,000"
117,T117,T117,Scott Brown,27,0.65,"$1,143,449","$177,200,000"
118,T117,T117,Danny Lee,28,0.65,"$1,405,720","$215,900,000"
119,T117,T117,Ben Martin,28,0.65,"$1,205,728","$184,600,000"
120,T121,T121,Chad Campbell,28,0.64,"$1,168,070","$183,700,000"
121,T121,T121,Gonzalo Fernandez-Castaño,2,0.64,"$65,600","$10,300,000"
122,T121,T121,Michio Matsumura,1,0.64,"$60,500","$9,500,000"
123,T121,T121,Paul Peterson,1,0.64,"$44,508","$7,000,000"
124,T121,T121,Cameron Tringale,25,0.64,"$1,064,064","$166,300,000"
125,T126,T126,Ricky Barnes,29,0.63,"$1,158,796","$182,700,000"
126,T126,T126,Brian Harman,31,0.63,"$1,299,799","$206,200,000"
127,T126,T126,Andrew Loupe,27,0.63,"$1,075,274","$170,800,000"
128,T126,T126,Peter Malnati,32,0.63,"$1,298,944","$204,900,000"
129,T130,T130,Ken Duke,20,0.62,"$773,024","$124,000,000"
130,T130,T130,Lucas Glover,23,0.62,"$948,925","$153,100,000"
131,T130,T130,David Hearn,29,0.62,"$1,211,512","$194,200,000"
132,T130,T130,David Toms,19,0.62,"$774,521","$125,300,000"
133,T130,T130,Boo Weekley,26,0.62,"$991,658","$161,200,000"
134,T135,T135,Chez Reavie,27,0.61,"$1,086,960","$179,200,000"
135,T135,T135,Brett Stegmaier,29,0.61,"$1,086,713","$178,900,000"
136,T135,T135,Xinjun Zhang,1,0.61,"$52,000","$8,500,000"
137,T138,T138,Adam Hadwin,27,0.6,"$1,067,807","$179,400,000"
138,T138,T138,Nick Watney,5,0.6,"$189,880","$31,700,000"
139,T140,T140,Zecheng Dou,1,0.58,"$49,000","$8,500,000"
140,T140,T140,Young-han Song,2,0.58,"$113,250","$19,500,000"
141,T140,T140,Andy Sullivan,11,0.58,"$561,777","$96,500,000"
142,143,143,Padraig Harrington,16,0.57,"$654,927","$114,100,000"
143,T144,T144,John Huh,28,0.56,"$1,007,218","$181,300,000"
144,T144,T144,Spencer Levin,32,0.56,"$1,179,880","$211,200,000"
145,T146,T146,Steve Marino,24,0.55,"$768,200","$140,900,000"
146,T146,T146,Haydn Porteous,1,0.55,"$51,488","$9,300,000"
147,T148,T148,Bryson DeChambeau,12,0.54,"$476,621","$87,600,000"
148,T148,T148,Brice Garnett,15,0.54,"$446,564","$82,100,000"
149,T148,T148,Tyrone Van Aswegen,31,0.54,"$1,025,629","$189,600,000"
150,T148,T148,Tim Wilkinson,22,0.54,"$708,619","$131,300,000"
151,T152,T152,Ashun Wu,1,0.53,"$44,791","$8,500,000"
152,T152,T152,Trevor Fisher Jr,1,0.53,"$44,791","$8,500,000"
153,T152,T152,Scott Hend,5,0.53,"$234,312","$44,300,000"
154,T152,T152,Sung Kang,29,0.53,"$979,575","$183,300,000"
155,T152,T152,WC Liang,1,0.53,"$44,791","$8,500,000"
156,T152,T152,Thomas Pieters,5,0.53,"$230,234","$43,600,000"
157,T152,T152,John Senden,28,0.53,"$989,838","$187,100,000"
158,T159,T159,Troy Merritt,26,0.52,"$922,706","$176,500,000"
159,T159,T159,Jordan Zunic,1,0.52,"$49,750","$9,500,000"
160,T161,T161,Trey Mullinax,2,0.51,"$49,635","$9,800,000"
161,T161,T161,Hudson Swafford,30,0.51,"$1,027,309","$199,500,000"
162,T163,T163,Daisuke Kataoka,1,0.5,"$28,742","$5,800,000"
163,T163,T163,Anirban Lahiri,21,0.5,"$835,168","$165,500,000"
164,T163,T163,Robert Streb,27,0.5,"$1,003,359","$201,100,000"
165,T166,T166,Jamie Donaldson,13,0.49,"$520,050","$105,100,000"
166,T166,T166,Thongchai Jaidee,8,0.49,"$326,949","$66,200,000"
167,T166,T166,Danie van Tonder,1,0.49,"$41,375","$8,500,000"
168,T169,T169,Keegan Bradley,26,0.48,"$899,981","$188,400,000"
169,T169,T169,Yi Cao,1,0.48,"$41,000","$8,500,000"
170,T169,T169,Derek Fathauer,30,0.48,"$898,429","$188,500,000"
171,T169,T169,Steven Jeffress,1,0.48,"$40,750","$8,500,000"
172,T169,T169,Chris Wood,8,0.48,"$348,340","$73,100,000"
173,T174,T174,Blayne Barber,27,0.47,"$768,583","$164,700,000"
174,T174,T174,Luke List,27,0.47,"$750,999","$161,300,000"
175,T174,T174,Willy Wilcox,23,0.47,"$676,838","$143,400,000"
176,T174,T174,Aaron Wise,2,0.47,"$69,600","$14,800,000"
177,178,178,Morgan Hoffmann,25,0.46,"$717,888","$154,900,000"
178,T179,T179,Zac Blair,31,0.45,"$903,458","$203,000,000"
179,T179,T179,Chad Collins,26,0.45,"$734,547","$162,400,000"
180,T179,T179,Martin Piller,22,0.45,"$570,739","$127,900,000"
181,182,182,Scott Stallings,27,0.44,"$697,431","$159,000,000"
182,T183,T183,Paul Dunne,4,0.43,"$125,666","$29,300,000"
183,T183,T183,Whee Kim,27,0.43,"$682,659","$159,500,000"
184,T183,T183,Bernhard Langer,2,0.43,"$89,000","$20,500,000"
185,T186,T186,SSP Chawrasia,2,0.42,"$65,580","$15,500,000"
186,T186,T186,Richard Lee,2,0.42,"$65,230","$15,500,000"
187,T186,T186,Yusaku Miyazato,4,0.42,"$144,124","$34,600,000"
188,T189,T189,George Coetzee,7,0.41,"$229,822","$55,700,000"
189,T189,T189,Ian Poulter,13,0.41,"$370,255","$91,200,000"
190,T191,T191,James Driscoll,1,0.4,"$24,800","$6,200,000"
191,T191,T191,Marcus Fraser,5,0.4,"$190,950","$47,800,000"
192,T191,T191,K.T. Kim,7,0.4,"$251,103","$62,700,000"
193,T191,T191,Nick Taylor,26,0.4,"$628,754","$157,900,000"
194,T191,T191,Bernd Wiesberger,11,0.4,"$390,674","$97,000,000"
195,T196,T196,Luke Guthrie,19,0.39,"$427,440","$108,600,000"
196,T196,T196,Tim Herron,14,0.39,"$297,238","$76,600,000"
197,T196,T196,Shawn Stefani,29,0.39,"$698,100","$179,300,000"
198,T196,T196,Michael Thompson,23,0.39,"$521,980","$133,100,000"
199,T200,T200,Dean Burmester,1,0.38,"$11,400","$3,000,000"
200,T200,T200,Tommy Fleetwood,2,0.38,"$68,000","$17,800,000"
201,T200,T200,Michael Kim,29,0.38,"$664,536","$173,400,000"
202,T200,T200,Seung-Yul Noh,28,0.38,"$661,709","$171,900,000"
203,T200,T200,Cameron Percy,15,0.38,"$313,454","$82,600,000"
204,T200,T200,Jaco Van Zyl,2,0.38,"$74,500","$19,500,000"
205,T200,T200,Steve Wheatcroft,26,0.38,"$601,161","$158,900,000"
206,T207,T207,Danny Chia,2,0.37,"$56,890","$15,500,000"
207,T207,T207,Stewart Cink,19,0.37,"$437,854","$117,600,000"
208,T207,T207,Andrew Dodt,2,0.37,"$57,915","$15,500,000"
209,T207,T207,Matt Jones,27,0.37,"$712,721","$194,100,000"
210,T207,T207,Rob Oppenheim,21,0.37,"$462,427","$124,700,000"
211,T212,T212,Stuart Appleby,23,0.36,"$500,213","$140,800,000"
212,T212,T212,Ben Crane,27,0.36,"$607,889","$168,500,000"
213,T212,T212,Ernie Els,21,0.36,"$559,023","$155,300,000"
214,T212,T212,Joey Garber,4,0.36,"$69,408","$19,500,000"
215,T212,T212,Tom Hoge,26,0.36,"$561,557","$155,900,000"
216,T212,T212,Hiroshi Iwata,29,0.36,"$634,861","$178,300,000"
217,T212,T212,Andrew Landry,18,0.36,"$373,980","$104,600,000"
218,T212,T212,Sam Saunders,24,0.36,"$510,077","$141,100,000"
219,T212,T212,Chris Stroud,27,0.36,"$599,174","$165,600,000"
220,T221,T221,Bronson Burgoon,27,0.35,"$557,018","$158,600,000"
221,T221,T221,Mark Hubbard,30,0.35,"$642,940","$185,100,000"
222,T221,T221,Kelly Kraft,20,0.35,"$403,435","$114,300,000"
223,T221,T221,Justin Leonard,13,0.35,"$288,428","$83,100,000"
224,T221,T221,Kyle Stanley,28,0.35,"$580,732","$167,600,000"
225,226,226,Hunter Stewart,8,0.34,"$156,537","$45,400,000"
226,T227,T227,Brian Gay,13,0.33,"$280,619","$84,500,000"
227,T227,T227,Andres Gonzales,28,0.33,"$579,665","$173,800,000"
228,T229,T229,Victor Dubuisson,5,0.32,"$156,500","$48,300,000"
229,T229,T229,Nathan Holman,4,0.32,"$117,000","$36,800,000"
230,T229,T229,Nick Mason,1,0.32,"$18,661","$5,800,000"
231,T229,T229,Thorbjørn Olesen,5,0.32,"$146,000","$45,800,000"
232,T233,T233,Tyler Aldridge,28,0.31,"$517,736","$165,100,000"
233,T233,T233,Cameron Smith,24,0.31,"$477,843","$153,700,000"
234,T235,T235,Chesson Hadley,27,0.3,"$503,993","$166,500,000"
235,T235,T235,D.A. Points,18,0.3,"$305,250","$102,100,000"
236,T237,T237,Scott Langley,22,0.29,"$380,024","$131,300,000"
237,T237,T237,Wes Roach,21,0.29,"$342,097","$119,800,000"
238,T239,T239,Tim Clark,7,0.28,"$110,360","$40,000,000"
239,T239,T239,Justin Hicks,15,0.28,"$263,943","$94,200,000"
240,T239,T239,Geoff Ogilvy,22,0.28,"$397,595","$141,100,000"
241,T239,T239,Ryan Ruffels,7,0.28,"$134,802","$47,400,000"
242,T239,T239,D.J. Trahan,14,0.28,"$225,751","$79,900,000"
243,T239,T239,Yosuke Tsukada,2,0.28,"$53,000","$18,800,000"
244,T245,T245,Will MacKenzie,26,0.27,"$416,032","$151,700,000"
245,T245,T245,Greg Owen,29,0.27,"$484,953","$182,500,000"
246,T245,T245,Camilo Villegas,27,0.27,"$450,054","$168,800,000"
247,T248,T248,Jorge Fernández-Valdés,1,0.26,"$7,705","$3,000,000"
248,T248,T248,Brandon Hagy,2,0.26,"$33,226","$12,600,000"
249,T248,T248,John Merrick,12,0.26,"$162,968","$63,400,000"
250,T248,T248,James Morrison,3,0.26,"$72,000","$27,800,000"
251,T248,T248,Alex Noren,4,0.26,"$97,727","$37,800,000"
252,T248,T248,Jeff Overton,25,0.26,"$410,245","$155,200,000"
253,T254,T254,Nick Cullen,2,0.25,"$44,791","$17,800,000"
254,T254,T254,Brandon Harkins,1,0.25,"$24,525","$10,000,000"
255,T254,T254,Larry Mize,1,0.25,"$24,900","$10,000,000"
256,T254,T254,Andres Romero,14,0.25,"$195,260","$76,600,000"
257,T254,T254,Lee Slattery,1,0.25,"$25,131","$10,000,000"
258,T259,T259,Joe Affrunti,4,0.24,"$64,909","$27,500,000"
259,T259,T259,Thomas Aiken,23,0.24,"$347,684","$143,500,000"
260,T259,T259,Steven Bowditch,26,0.24,"$458,891","$190,500,000"
261,T259,T259,Miguel Angel Carballo,18,0.24,"$240,509","$99,100,000"
262,T259,T259,Jason Gore,27,0.24,"$416,653","$171,800,000"
263,T259,T259,Matt Marshall,1,0.24,"$23,938","$10,000,000"
264,T259,T259,Rocco Mediate,2,0.24,"$32,000","$13,200,000"
265,T259,T259,Henrik Norlander,21,0.24,"$290,886","$120,100,000"
266,T259,T259,Hideto Tanihara,4,0.24,"$84,234","$35,100,000"
267,T259,T259,Mark Wilson,21,0.24,"$306,866","$129,000,000"
268,T269,T269,Eric Axley,7,0.23,"$71,563","$30,500,000"
269,T269,T269,Ryan Evans,1,0.23,"$21,364","$9,300,000"
270,T269,T269,Richard Lee,11,0.23,"$137,812","$60,700,000"
271,T269,T269,Joost Luiten,2,0.23,"$45,288","$19,300,000"
272,T269,T269,Troy Matteson,3,0.23,"$26,248","$11,500,000"
273,T269,T269,Marc Warren,2,0.23,"$40,375","$17,800,000"
274,T269,T269,Romain Wattel,1,0.23,"$23,497","$10,000,000"
275,T276,T276,Charlie Danielson,4,0.22,"$55,153","$24,800,000"
276,T276,T276,Brendon de Jonge,30,0.22,"$415,581","$185,800,000"
277,T276,T276,Yuta Ikeda,3,0.22,"$64,608","$29,300,000"
278,T276,T276,Satoshi Kodaira,3,0.22,"$51,958","$23,600,000"
279,T276,T276,Paul Lawrie,1,0.22,"$20,573","$9,300,000"
280,T276,T276,Zander Lombard,1,0.22,"$20,243","$9,300,000"
281,T276,T276,Prayad Marksaeng,1,0.22,"$15,540","$7,000,000"
282,T283,T283,Matt Atkins,1,0.21,"$11,970","$5,700,000"
283,T283,T283,Marco Dawson,1,0.21,"$19,847","$9,300,000"
284,T283,T283,Ben Leong,1,0.21,"$14,630","$7,000,000"
285,T283,T283,Dawie van der Walt,25,0.21,"$301,696","$146,700,000"
286,T287,T287,Shane Bertsch,9,0.2,"$105,492","$53,500,000"
287,T287,T287,Kodai Ichihara,1,0.2,"$18,529","$9,300,000"
288,T287,T287,Kent Jones,1,0.2,"$9,792","$4,800,000"
289,T287,T287,Davis Love III,15,0.2,"$222,421","$108,600,000"
290,T287,T287,Colin Montgomerie,1,0.2,"$18,726","$9,300,000"
291,T287,T287,Robby Shelton,4,0.2,"$41,630","$21,100,000"
292,T293,T293,Ángel Cabrera,22,0.19,"$277,117","$146,600,000"
293,T293,T293,Arie Ahmad Irawan,1,0.19,"$13,230","$7,000,000"
294,T293,T293,Mardan Mamat,1,0.19,"$13,440","$7,000,000"
295,T293,T293,Jay McLuen,1,0.19,"$5,984","$3,200,000"
296,T293,T293,Jin Park,1,0.19,"$11,968","$6,400,000"
297,T293,T293,Alex Prugh,13,0.19,"$135,437","$70,000,000"
298,T293,T293,Conrad Shindler,1,0.19,"$13,797","$7,300,000"
299,T300,T300,Jonathan Byrd,6,0.18,"$58,655","$33,500,000"
300,T300,T300,Corey Conners,1,0.18,"$10,856","$5,900,000"
301,T300,T300,J.J. Henry,24,0.18,"$280,674","$157,200,000"
302,T300,T300,Lance Lopez,1,0.18,"$13,213","$7,300,000"
303,T300,T300,Matteo Manassero,2,0.18,"$34,430","$19,300,000"
304,T300,T300,Scott Pinckney,29,0.18,"$332,532","$180,100,000"
305,T306,T306,Rich Beem,1,0.17,"$17,450","$10,000,000"
306,T306,T306,Kristoffer Broberg,3,0.17,"$48,500","$28,800,000"
307,T306,T306,Erik Compton,24,0.17,"$247,902","$150,100,000"
308,T306,T306,Bradley Dredge,1,0.17,"$16,900","$10,000,000"
309,T306,T306,Derek Ernst,20,0.17,"$190,735","$114,100,000"
310,T306,T306,Chase Parker,2,0.17,"$23,203","$13,500,000"
311,T306,T306,Michael Putnam,7,0.17,"$65,600","$39,500,000"
312,T306,T306,John Rollins,9,0.17,"$74,083","$43,700,000"
313,T314,T314,Ryo Ishikawa,6,0.16,"$62,102","$38,200,000"
314,T314,T314,Ollie Schniederjans,7,0.16,"$68,584","$42,200,000"
315,T314,T314,Richard Sterne,2,0.16,"$25,227","$15,500,000"
316,T314,T314,Marc Turnesa,10,0.16,"$82,384","$52,300,000"
317,T318,T318,Abraham Ancer,19,0.15,"$162,810","$107,000,000"
318,T318,T318,Darren Clarke,4,0.15,"$51,488","$35,400,000"
319,T318,T318,Hunter Mahan,22,0.15,"$230,693","$149,500,000"
320,T318,T318,George McNeill,23,0.15,"$213,894","$143,600,000"
321,T322,T322,Michael Bradley,8,0.14,"$60,113","$44,000,000"
322,T322,T322,Matt Every,17,0.14,"$158,452","$111,100,000"
323,T322,T322,Rhein Gibson,20,0.14,"$155,577","$114,000,000"
324,T322,T322,Tom Gillis,12,0.14,"$93,242","$66,500,000"
325,T322,T322,D.H. Lee,22,0.14,"$174,683","$128,600,000"
326,T322,T322,Carlos Ortiz,29,0.14,"$263,463","$183,700,000"
327,T328,T328,Nicolas Colsaerts,2,0.13,"$25,227","$19,300,000"
328,T328,T328,Adam Hart,2,0.13,"$11,760","$9,100,000"
329,T328,T328,Rod Pampling,18,0.13,"$142,431","$110,100,000"
330,T328,T328,Rory Sabbatini,20,0.13,"$150,235","$115,200,000"
331,T328,T328,Ben Taylor,2,0.13,"$16,968","$12,900,000"
332,T333,T333,Steve Flesch,6,0.12,"$36,062","$29,400,000"
333,T333,T333,Billy Mayfair,7,0.12,"$39,719","$33,500,000"
334,T335,T335,Lucas Lee,16,0.11,"$98,965","$88,600,000"
335,T335,T335,Mark O'Meara,2,0.11,"$20,573","$19,300,000"
336,T337,T337,Curtis Reed,2,0.1,"$14,012","$13,500,000"
337,T337,T337,Soomin Lee,2,0.1,"$18,529","$19,300,000"
338,T339,T339,Arjun Atwal,6,0.09,"$28,598","$30,800,000"
339,T339,T339,Cameron Beckman,12,0.09,"$59,191","$64,200,000"
340,T339,T339,Matt Dobyns,7,0.09,"$35,471","$41,500,000"
341,T339,T339,Fred Funk,4,0.09,"$18,661","$20,700,000"
342,T339,T339,Ted Purdy,9,0.09,"$42,027","$45,300,000"
343,T339,T339,Adam Svensson,2,0.09,"$7,705","$8,700,000"
344,T339,T339,Charlie Wi,5,0.09,"$20,556","$21,800,000"
345,T346,T346,Mark Hensby,5,0.08,"$17,344","$22,900,000"
346,T346,T346,Shaun Micheel,3,0.08,"$17,760","$21,000,000"
347,T346,T346,Dicky Pride,21,0.08,"$101,456","$123,500,000"
348,T346,T346,Ethan Tracy,4,0.08,"$22,762","$29,300,000"
349,T350,T350,Josh Broadaway,2,0.07,"$6,195","$9,100,000"
350,T350,T350,Wes Homan,3,0.07,"$13,268","$18,200,000"
351,T350,T350,Pat Perez,11,0.07,"$47,840","$70,100,000"
352,T350,T350,John Peterson,3,0.07,"$13,020","$18,700,000"
353,T354,T354,Blake Adams,4,0.06,"$13,764","$24,800,000"
354,T354,T354,Austin Connelly,4,0.06,"$15,050","$23,600,000"
355,T354,T354,Frank Lickliter II,9,0.06,"$28,985","$45,300,000"
356,T354,T354,Darron Stiles,17,0.06,"$60,196","$94,800,000"
357,T358,T358,Brian Davis,9,0.05,"$27,880","$51,500,000"
358,T358,T358,Tim Petrovic,7,0.05,"$17,142","$33,600,000"
359,T358,T358,Carl Pettersson,22,0.05,"$66,986","$141,500,000"
360,T358,T358,Bo Van Pelt,5,0.05,"$15,392","$29,600,000"
361,T362,T362,Ben Curtis,5,0.04,"$12,691","$29,800,000"
362,T362,T362,Tommy Gainey,4,0.04,"$7,872","$18,700,000"
363,T362,T362,Brendon Todd,29,0.04,"$75,772","$177,000,000"
364,T365,T365,Matt Bettencourt,5,0.03,"$6,195","$22,600,000"
365,T365,T365,Trevor Immelman,11,0.03,"$20,509","$65,300,000"
366,T365,T365,Jarrod Lyle,10,0.03,"$15,884","$53,100,000"
367,T365,T365,Omar Uresti,4,0.03,"$7,910","$26,500,000"
368,369,369,Robert Allenby,23,0.02,"$25,271","$135,400,000"
369,370,370,Charlie Beljan,13,0.01,"$11,160","$77,000,000"
