,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
89,90,90,Y.E. Yang,64,99.54,656,17,636
90,91,91,J.J. Henry,93,99.53,1059,27,1027
91,92,92,D.A. Points,88,99.49,1175,40,1129
92,93,93,Dustin Johnson,70,99.48,763,22,737
93,T94,T94,Erik Compton,81,99.45,915,28,882
94,T94,T94,Kevin Na,80,99.45,906,25,876
95,96,96,Alexandre Rocha,62,99.44,713,19,690
96,97,97,Graham DeLaet,79,99.41,1009,24,979
97,98,98,Mark Wilson,84,99.39,988,27,955
98,99,99,Colt Knost,79,99.37,952,26,920
99,100,100,Rory McIlroy,60,99.3,571,14,553
100,101,101,Daniel Summerhays,81,99.29,987,29,951
101,102,102,Graeme McDowell,55,99.28,553,19,530
102,T103,T103,Sean O'Hair,84,99.27,1095,39,1048
103,T103,T103,Cameron Tringale,88,99.27,1094,28,1058
104,105,105,Ryuji Imada,78,99.26,942,27,908
105,106,106,Freddie Jacobson,61,99.22,641,20,616
106,107,107,John Rollins,81,99.21,1015,30,977
107,108,108,Blake Adams,107,99.19,1236,34,1192
108,T109,T109,Brian Davis,91,99.17,1085,35,1041
109,T109,T109,Henrik Stenson,51,99.17,599,23,571
110,T111,T111,Jason Bohn,81,99.15,940,26,906
111,T111,T111,Jerry Kelly,84,99.15,1064,29,1026
112,113,113,John Senden,81,99.1,890,25,857
113,T114,T114,Daniel Chopra,55,99.01,608,16,586
114,T114,T114,Russell Knox,72,99.01,812,21,783
115,116,116,Chris Stroud,86,98.97,1064,26,1027
116,117,117,Marco Dawson,60,98.96,674,15,652
117,118,118,Josh Teater,97,98.92,1200,32,1155
118,119,119,Miguel Angel Carballo,73,98.91,822,27,786
119,120,120,Pat Perez,81,98.88,982,30,941
120,T121,T121,Ernie Els,80,98.84,951,24,916
121,T121,T121,Harrison Frazar,56,98.84,690,22,660
122,123,123,Aaron Baddeley,73,98.82,760,17,734
123,124,124,Lee Westwood,60,98.81,587,19,561
124,125,125,Matt Every,80,98.78,902,26,865
125,126,126,Chris DiMarco,83,98.76,1049,32,1004
126,127,127,Mark Anderson,75,98.75,883,31,841
127,128,128,Patrick Sheehan,58,98.74,636,19,609
128,129,129,Camilo Villegas,79,98.71,1085,38,1033
129,130,130,Roland Thatcher,55,98.62,651,16,626
130,131,131,John Merrick,83,98.61,1078,36,1027
131,132,132,David Toms,60,98.59,640,17,614
132,133,133,Justin Leonard,79,98.58,984,22,948
133,134,134,David Mathis,83,98.55,964,22,928
134,135,135,Matt Bettencourt,80,98.52,879,20,846
135,136,136,Tim Herron,88,98.5,1134,29,1088
136,137,137,Scott Stallings,78,98.49,996,21,960
137,T138,T138,John Mallinger,74,98.42,950,31,904
138,T138,T138,Billy Mayfair,90,98.42,1140,34,1088
139,140,140,Kevin Streelman,89,98.4,1124,24,1082
140,141,141,Stuart Appleby,75,98.39,934,18,901
141,142,142,Bob Estes,78,98.38,926,21,890
142,T143,T143,Kevin Stadler,85,98.37,1042,23,1002
143,T143,T143,Brendan Steele,77,98.37,923,22,886
144,T145,T145,Kevin Chappell,91,98.34,1027,26,984
145,T145,T145,Chris Couch,61,98.34,785,24,748
146,T145,T145,Vijay Singh,99,98.34,1203,32,1151
147,148,148,Gary Woodland,70,98.32,774,20,741
148,149,149,Cameron Beckman,81,98.31,1003,33,953
149,150,150,Ángel Cabrera,54,98.3,530,10,511
150,151,151,Hunter Haas,69,98.28,757,18,726
151,152,152,Robert Allenby,76,98.25,973,31,925
152,153,153,Marc Leishman,84,98.24,1136,23,1093
153,154,154,Charl Schwartzel,56,98.21,559,13,536
154,T155,T155,Bobby Gates,87,98.2,1111,26,1065
155,T155,T155,Charley Hoffman,88,98.2,1112,21,1071
156,157,157,Rory Sabbatini,84,98.19,1048,24,1005
157,158,158,Bill Lunde,83,98.16,980,26,936
158,159,159,Sangmoon Bae,81,98.14,806,21,770
159,160,160,Trevor Immelman,76,98.12,850,24,810
160,161,161,Robert Garrigus,89,98.1,1051,32,999
161,162,162,Sung Kang,75,98.09,888,23,848
162,163,163,Jason Kokrak,79,98.02,1011,27,964
163,164,164,Troy Matteson,100,97.98,1186,32,1130
164,165,165,D.J. Trahan,73,97.95,928,24,885
165,166,166,Tom Pernice Jr.,62,97.92,771,18,737
166,167,167,Vaughn Taylor,81,97.9,905,20,866
167,168,168,Scott Brown,65,97.88,753,23,714
168,T169,T169,Charlie Beljan,61,97.77,629,17,598
169,T169,T169,Greg Owen,90,97.77,1165,37,1102
170,171,171,"Ted Potter, Jr.",77,97.68,861,25,816
171,T172,T172,Arjun Atwal,79,97.62,968,19,926
172,T172,T172,Nick O'Hern,78,97.62,1010,30,956
173,174,174,Mathew Goggin,65,97.59,829,16,793
174,175,175,Ricky Barnes,92,97.53,1216,40,1146
175,176,176,Kris Blanks,65,97.51,883,21,840
176,177,177,Andres Romero,68,97.44,780,22,738
177,T178,T178,Davis Love III,64,97.43,739,14,706
178,T178,T178,Chez Reavie,83,97.43,972,21,926
179,T180,T180,Stephen Ames,54,97.35,566,14,537
180,T180,T180,Heath Slocum,93,97.35,1133,21,1082
181,182,182,Chad Campbell,84,97.31,1077,30,1018
182,183,183,Padraig Harrington,67,97.23,649,19,612
183,184,184,K.J. Choi,71,97.18,817,12,782
184,185,185,Kyle Stanley,86,97.12,1075,23,1021
185,186,186,Robert Karlsson,54,97.03,607,12,577
186,187,187,Stephen Gangluff,57,97.02,637,14,604
187,188,188,Matt Jones,53,96.65,656,18,616
188,189,189,Boo Weekley,74,96.3,893,20,840
189,190,190,Kyle Thompson,51,95.35,559,10,523
190,191,191,Scott Dunlap,57,94.88,684,9,640
