,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
31,T32,T32,Rory McIlroy,60,28.72,1551,54,23
32,T32,T32,Pat Perez,81,28.72,2269,79,24
33,T34,T34,Geoff Ogilvy,73,28.74,2069,72,23
34,T34,T34,Ryan Palmer,81,28.74,2328,81,23
35,T34,T34,Scott Piercy,95,28.74,2730,95,23
36,T34,T34,Charl Schwartzel,56,28.74,1552,54,23
37,T38,T38,Ben Crane,73,28.75,2070,72,21
38,T38,T38,Kevin Kisner,69,28.75,1754,61,24
39,40,40,Sangmoon Bae,81,28.77,2215,77,23
40,41,41,Jimmy Walker,101,28.78,2907,101,24
41,T42,T42,Brian Harman,101,28.79,2908,101,23
42,T42,T42,Webb Simpson,77,28.79,2188,76,22
43,44,44,James Driscoll,83,28.8,2275,79,23
44,T45,T45,Tommy Biershenk,74,28.81,1959,68,23
45,T45,T45,Chris Couch,61,28.81,1700,59,24
46,T45,T45,Rory Sabbatini,84,28.81,2420,84,22
47,T45,T45,Bo Van Pelt,84,28.81,2391,83,23
48,T49,T49,Matt Bettencourt,80,28.82,2075,72,23
49,T49,T49,Derek Lamely,64,28.82,1787,62,23
50,51,51,Gavin Coles,72,28.86,1905,66,23
51,T52,T52,Ryan Moore,89,28.87,2569,89,21
52,T52,T52,Brendon Todd,78,28.87,2021,70,22
53,T54,T54,Keegan Bradley,90,28.88,2541,88,23
54,T54,T54,Chris Stroud,86,28.88,2484,86,23
55,T56,T56,Bud Cauley,99,28.89,2860,99,21
56,T56,T56,John Daly,50,28.89,1329,46,23
57,T58,T58,Tommy Gainey,98,28.91,2833,98,23
58,T58,T58,Bryce Molder,83,28.91,2284,79,23
59,T58,T58,Tiger Woods,69,28.91,1937,67,22
60,61,61,Matt Every,80,28.92,2198,76,23
61,62,62,Justin Leonard,79,28.93,2170,75,23
62,63,63,Hunter Haas,69,28.97,1825,63,23
63,64,64,Danny Lee,74,28.98,1913,66,24
64,T65,T65,Erik Compton,81,29.0,2117,73,22
65,T65,T65,Dicky Pride,62,29.0,1566,54,26
66,T65,T65,Michael Thompson,80,29.0,2320,80,22
67,68,68,Vaughn Taylor,81,29.01,2176,75,20
68,69,69,Graeme McDowell,55,29.02,1567,54,24
69,70,70,Troy Kelly,68,29.03,1800,62,23
70,71,71,Jim Furyk,85,29.05,2440,84,24
71,72,72,Steve Stricker,73,29.06,2034,70,24
72,T73,T73,Jason Dufner,83,29.07,2384,82,24
73,T73,T73,Sung Kang,75,29.07,2064,71,24
74,75,75,Stuart Appleby,75,29.08,2065,71,25
75,T76,T76,Rocco Mediate,70,29.09,1862,64,25
76,T76,T76,Tom Pernice Jr.,62,29.09,1687,58,23
77,78,78,Freddie Jacobson,61,29.1,1746,60,22
78,79,79,Davis Love III,64,29.11,1863,64,24
79,T80,T80,Jonathan Byrd,69,29.12,1980,68,21
80,T80,T80,David Hearn,95,29.12,2766,95,23
81,82,82,Colt Knost,79,29.14,2244,77,24
82,T83,T83,John Huh,99,29.15,2886,99,21
83,T83,T83,Chris Kirk,93,29.15,2594,89,23
84,T85,T85,Rickie Fowler,84,29.17,2421,83,24
85,T85,T85,George McNeill,85,29.17,2363,81,22
86,87,87,Jerry Kelly,84,29.18,2334,80,24
87,T88,T88,Marco Dawson,60,29.2,1577,54,23
88,T88,T88,Harrison Frazar,56,29.2,1577,54,25
89,90,90,J.B. Holmes,90,29.21,2395,82,23
90,T91,T91,Andres Romero,68,29.22,1753,60,23
91,T91,T91,David Toms,60,29.22,1695,58,23
92,T93,T93,Arjun Atwal,79,29.23,2134,73,23
93,T93,T93,Garth Mulroy,59,29.23,1666,57,24
94,95,95,William McGirt,96,29.24,2690,92,24
95,96,96,Jason Bohn,81,29.25,2194,75,21
96,97,97,Marc Leishman,84,29.26,2458,84,24
97,T98,T98,Robert Karlsson,54,29.27,1522,52,23
98,T98,T98,Patrick Sheehan,58,29.27,1522,52,22
99,T100,T100,Mark Anderson,75,29.28,2020,69,24
100,T100,T100,Seung-Yul Noh,105,29.28,2840,97,22
101,102,102,Nick Watney,97,29.29,2753,94,23
102,T103,T103,Kevin Chappell,91,29.3,2549,87,23
103,T103,T103,K.J. Choi,71,29.3,2051,70,23
104,T103,T103,Nick O'Hern,78,29.3,2168,74,23
105,T103,T103,Henrik Stenson,51,29.3,1377,47,24
106,107,107,Brandt Jobe,57,29.32,1554,53,24
107,T108,T108,Tim Clark,60,29.33,1760,60,24
108,T108,T108,Bill Haas,79,29.33,2288,78,24
109,T108,T108,"Ted Potter, Jr.",77,29.33,2141,73,21
110,111,111,Kevin Streelman,89,29.34,2553,87,24
111,T112,T112,Blake Adams,107,29.35,3023,103,23
112,T112,T112,Nathan Green,73,29.35,1908,65,23
113,T114,T114,Ben Curtis,62,29.36,1703,58,23
114,T114,T114,Mark Wilson,84,29.36,2290,78,24
115,116,116,Richard Lee,71,29.37,1909,65,25
116,T117,T117,John Mallinger,74,29.39,2057,70,24
117,T117,T117,Troy Matteson,100,29.39,2763,94,20
118,T119,T119,Ernie Els,80,29.4,2293,78,24
119,T119,T119,Johnson Wagner,88,29.4,2587,88,24
120,T121,T121,Matt Jones,53,29.41,1441,49,24
121,T121,T121,Jeff Maggert,83,29.41,2441,83,24
122,T121,T121,Justin Rose,69,29.41,2000,68,23
123,T121,T121,Vijay Singh,99,29.41,2912,99,22
124,125,125,Billy Horschel,63,29.42,1618,55,24
125,T126,T126,Brendon de Jonge,115,29.44,3268,111,24
126,T126,T126,Ryo Ishikawa,54,29.44,1413,48,23
127,T126,T126,John Senden,81,29.44,2296,78,23
128,129,129,Bill Lunde,83,29.45,2209,75,24
129,130,130,Louis Oosthuizen,65,29.46,1856,63,25
130,T131,T131,Stephen Ames,54,29.48,1533,52,25
131,T131,T131,Billy Mayfair,90,29.48,2535,86,25
132,T131,T131,D.A. Points,88,29.48,2594,88,22
133,T131,T131,John Rollins,81,29.48,2270,77,26
134,135,135,Rod Pampling,88,29.5,2360,80,23
135,T136,T136,Harris English,98,29.52,2893,98,24
136,T136,T136,Martin Laird,77,29.52,2155,73,24
137,T138,T138,Gary Christian,91,29.53,2510,85,23
138,T138,T138,Adam Scott,59,29.53,1713,58,24
139,T138,T138,Josh Teater,97,29.53,2746,93,24
140,141,141,Charles Howell III,98,29.54,2895,98,26
141,T142,T142,Miguel Angel Carballo,73,29.55,1921,65,22
142,T142,T142,Stephen Gangluff,57,29.55,1507,51,25
143,T142,T142,Daniel Summerhays,81,29.55,2275,77,23
144,T145,T145,Will Claxton,99,29.56,2808,95,20
145,T145,T145,Robert Garrigus,89,29.56,2631,89,24
146,T145,T145,Jason Kokrak,79,29.56,2217,75,20
147,T148,T148,Charley Hoffman,88,29.58,2603,88,23
148,T148,T148,Cameron Tringale,88,29.58,2603,88,22
149,150,150,Trevor Immelman,76,29.59,2249,76,23
150,151,151,Roberto Castro,92,29.62,2547,86,23
151,152,152,Graham DeLaet,79,29.63,2222,75,24
152,T153,T153,Russell Knox,72,29.64,1956,66,25
153,T153,T153,Kevin Stadler,85,29.64,2282,77,24
154,T153,T153,Steve Wheatcroft,56,29.64,1482,50,24
155,T156,T156,Charlie Beljan,61,29.66,1572,53,23
156,T156,T156,Edward Loar,59,29.66,1572,53,24
157,158,158,Sean O'Hair,84,29.67,2492,84,23
158,159,159,Bobby Gates,87,29.69,2464,83,24
159,160,160,Stewart Cink,71,29.7,1990,67,24
160,161,161,Ángel Cabrera,54,29.72,1486,50,25
161,162,162,Bubba Watson,68,29.73,1962,66,23
162,163,163,Kyle Reifers,86,29.76,2440,82,24
163,164,164,Scott Stallings,78,29.77,2322,78,24
164,T165,T165,Michael Bradley,63,29.78,1757,59,22
165,T165,T165,Tim Herron,88,29.78,2621,88,24
166,167,167,Mathew Goggin,65,29.79,1817,61,25
167,T168,T168,Ricky Barnes,92,29.8,2622,88,24
168,T168,T168,Scott Brown,65,29.8,1758,59,22
169,T170,T170,Chad Campbell,84,29.83,2506,84,25
170,T170,T170,Gary Woodland,70,29.83,2058,69,24
171,172,172,Chez Reavie,83,29.86,2478,83,23
172,T173,T173,Greg Owen,90,29.87,2688,90,25
173,T173,T173,Heath Slocum,93,29.87,2539,85,24
174,175,175,Cameron Beckman,81,29.88,2301,77,23
175,176,176,Kris Blanks,65,29.89,1913,64,23
176,T177,T177,Hunter Mahan,88,29.9,2452,82,24
177,T177,T177,Kyle Stanley,86,29.9,2512,84,25
178,T179,T179,Robert Allenby,76,29.91,2273,76,23
179,T179,T179,J.J. Henry,93,29.91,2542,85,25
180,T179,T179,D.J. Trahan,73,29.91,2064,69,23
181,182,182,Camilo Villegas,79,29.92,2304,77,24
182,183,183,Jhonattan Vegas,77,29.93,2245,75,25
183,184,184,Roland Thatcher,55,29.98,1469,49,23
184,185,185,John Merrick,83,30.01,2371,79,23
185,186,186,Brendan Steele,77,30.03,2192,73,24
186,187,187,Lee Westwood,60,30.06,1623,54,25
187,188,188,Kyle Thompson,51,30.13,1416,47,25
188,189,189,Alexandre Rocha,62,30.18,1690,56,24
189,190,190,Scott Dunlap,57,30.22,1541,51,23
190,191,191,Boo Weekley,74,30.5,2013,66,25
