,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
69,70,70,Stuart Appleby,75,8.78,26,296,91.2
70,71,71,Tim Clark,60,8.79,16,182,91.2
71,72,72,Nathan Green,73,8.82,24,272,91.1
72,73,73,Kevin Streelman,89,8.83,28,317,91.1
73,74,74,Spencer Levin,81,8.87,25,282,91.1
74,75,75,Bud Cauley,99,9.0,35,389,91.0
75,76,76,Bo Van Pelt,84,9.02,24,266,90.9
76,77,77,Ryan Palmer,81,9.03,27,299,90.9
77,78,78,Chris DiMarco,83,9.09,26,286,90.9
78,79,79,Stephen Gangluff,57,9.14,17,186,90.8
79,80,80,Gavin Coles,72,9.16,25,273,90.8
80,81,81,Marco Dawson,60,9.2,16,174,90.8
81,82,82,David Hearn,95,9.22,38,412,90.7
82,83,83,Brendon de Jonge,115,9.28,44,474,90.7
83,84,84,Mathew Goggin,65,9.33,25,268,90.6
84,85,85,Vaughn Taylor,81,9.39,23,245,90.6
85,86,86,Ryan Moore,89,9.46,35,370,90.5
86,87,87,Billy Hurley III,70,9.49,24,253,90.5
87,T88,T88,Tom Gillis,75,9.54,29,304,90.4
88,T88,T88,Brian Harman,101,9.54,35,367,90.4
89,T90,T90,Sean O'Hair,84,9.56,35,366,90.4
90,T90,T90,Kevin Stadler,85,9.56,28,293,90.4
91,92,92,Hunter Haas,69,9.59,21,219,90.4
92,T93,T93,Jason Kokrak,79,9.6,29,302,90.4
93,T93,T93,Cameron Tringale,88,9.6,36,375,90.4
94,95,95,Erik Compton,81,9.63,26,270,90.3
95,96,96,Colt Knost,79,9.64,27,280,90.3
96,T97,T97,Dustin Johnson,70,9.68,21,217,90.3
97,T97,T97,Tom Pernice Jr.,62,9.68,21,217,90.3
98,T99,T99,J.B. Holmes,90,9.71,34,350,90.2
99,T99,T99,Vijay Singh,99,9.71,34,350,90.2
100,T101,T101,Louis Oosthuizen,65,9.73,22,226,90.2
101,T101,T101,Webb Simpson,77,9.73,25,257,90.2
102,103,103,Ian Poulter,57,9.74,15,154,90.2
103,104,104,Derek Lamely,64,9.75,27,277,90.2
104,105,105,Rory McIlroy,60,9.76,16,164,90.2
105,106,106,Harris English,98,9.78,44,450,90.2
106,107,107,Charlie Beljan,61,9.81,21,214,90.1
107,T108,T108,Ángel Cabrera,54,9.82,16,163,90.1
108,T108,T108,Billy Horschel,63,9.82,22,224,90.1
109,110,110,Rocco Mediate,70,9.83,23,234,90.1
110,111,111,Jason Dufner,83,9.85,26,264,90.1
111,112,112,George McNeill,85,9.9,29,293,90.1
112,T113,T113,Geoff Ogilvy,73,9.91,21,212,90.0
113,T113,T113,Jhonattan Vegas,77,9.91,34,343,90.0
114,115,115,Danny Lee,74,9.96,24,241,90.0
115,116,116,Will Claxton,99,10.03,40,399,89.9
116,117,117,Jason Bohn,81,10.04,27,269,89.9
117,118,118,Steve Wheatcroft,56,10.05,21,209,89.9
118,T119,T119,Gary Christian,91,10.06,34,338,89.9
119,T119,T119,Jeff Maggert,83,10.06,33,328,89.9
120,T121,T121,Sangmoon Bae,81,10.08,24,238,89.9
121,T121,T121,Tommy Biershenk,74,10.08,26,258,89.9
122,T121,T121,Alexandre Rocha,62,10.08,24,238,89.9
123,124,124,Lee Westwood,60,10.18,17,167,89.8
124,125,125,J.J. Killeen,101,10.19,33,324,89.8
125,126,126,David Toms,60,10.2,20,196,89.8
126,127,127,Blake Adams,107,10.26,44,429,89.7
127,128,128,Kyle Reifers,86,10.31,37,359,89.6
128,129,129,Garth Mulroy,59,10.36,20,193,89.6
129,130,130,Mark Wilson,84,10.42,32,307,89.5
130,131,131,Matt Jones,53,10.43,22,211,89.5
131,132,132,Jerry Kelly,84,10.44,33,316,89.5
132,133,133,Ken Duke,104,10.46,39,373,89.5
133,134,134,Chad Campbell,84,10.51,35,333,89.4
134,135,135,Adam Scott,59,10.56,19,180,89.4
135,136,136,John Rollins,81,10.67,35,328,89.3
136,137,137,Matt Bettencourt,80,10.75,23,214,89.2
137,138,138,Boo Weekley,74,10.85,28,258,89.1
138,139,139,Roland Thatcher,55,10.87,20,184,89.1
139,140,140,Johnson Wagner,88,10.99,40,364,89.0
140,141,141,Henrik Stenson,51,11.0,23,209,89.0
141,142,142,Keegan Bradley,90,11.01,36,327,88.9
142,143,143,Roberto Castro,92,11.02,39,354,88.9
143,144,144,Miguel Angel Carballo,73,11.03,29,263,88.9
144,145,145,Jonathan Byrd,69,11.07,27,244,88.9
145,146,146,Chez Reavie,83,11.19,32,286,88.8
146,147,147,Sung Kang,75,11.2,28,250,88.8
147,148,148,Robert Allenby,76,11.3,34,301,88.7
148,T149,T149,Bill Haas,79,11.34,33,291,88.6
149,T149,T149,John Merrick,83,11.34,39,344,88.6
150,151,151,Padraig Harrington,67,11.38,19,167,88.6
151,152,152,Troy Kelly,68,11.4,26,228,88.6
152,153,153,Robert Garrigus,89,11.48,35,305,88.5
153,154,154,Heath Slocum,93,11.49,40,348,88.5
154,155,155,Stephen Ames,54,11.52,19,165,88.4
155,156,156,Scott Piercy,95,11.58,41,354,88.4
156,T157,T157,Jason Day,57,11.65,24,206,88.3
157,T157,T157,D.A. Points,88,11.65,41,352,88.3
158,159,159,Ryuji Imada,78,11.82,35,296,88.1
159,160,160,D.J. Trahan,73,11.87,33,278,88.1
160,161,161,Martin Laird,77,11.93,29,243,88.0
161,162,162,Nick Watney,97,11.96,39,326,88.0
162,T163,T163,Bill Lunde,83,11.97,34,284,88.0
163,T163,T163,Kyle Stanley,86,11.97,34,284,88.0
164,165,165,Greg Owen,90,12.08,43,356,87.9
165,166,166,K.J. Choi,71,12.13,29,239,87.8
166,167,167,Rory Sabbatini,84,12.3,30,244,87.7
167,168,168,Troy Matteson,100,12.4,48,387,87.6
168,169,169,Patrick Sheehan,58,12.42,20,161,87.5
169,170,170,Scott Brown,65,12.44,27,217,87.5
170,171,171,Nick O'Hern,78,12.55,34,271,87.4
171,172,172,Charley Hoffman,88,12.58,41,326,87.4
172,173,173,Bobby Gates,87,12.78,45,352,87.2
173,174,174,Chris Kirk,93,12.96,46,355,87.0
174,175,175,Kevin Chappell,91,13.0,42,323,87.0
175,176,176,Cameron Beckman,81,13.02,41,315,86.9
176,177,177,Mark Anderson,75,13.09,39,298,86.9
177,178,178,Trevor Immelman,76,13.18,34,258,86.8
178,179,179,Graham DeLaet,79,13.23,41,310,86.7
179,180,180,Josh Teater,97,13.3,48,361,86.7
180,181,181,Marc Leishman,84,13.46,44,327,86.5
181,182,182,Kris Blanks,65,13.83,35,253,86.1
182,183,183,Andres Romero,68,14.16,32,226,85.8
183,184,184,Scott Dunlap,57,14.49,30,207,85.5
184,185,185,Justin Leonard,79,14.67,38,259,85.3
185,186,186,Gary Woodland,70,14.86,37,249,85.1
186,187,187,Ricky Barnes,92,14.88,54,363,85.1
187,188,188,Brendan Steele,77,15.09,48,318,84.9
188,189,189,Harrison Frazar,56,15.5,31,200,84.5
189,190,190,Kyle Thompson,51,17.99,25,139,82.0
190,191,191,Robert Karlsson,54,20.0,30,150,80.0
