,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
112,113,113,George McNeill,85,28.1,258,918
113,114,114,Billy Horschel,63,28.09,191,680
114,115,115,Gary Christian,91,28.08,287,1022
115,116,116,Cameron Tringale,88,28.02,295,1053
116,T117,T117,Ben Curtis,62,27.96,201,719
117,T117,T117,Brian Gay,91,27.96,274,980
118,119,119,Bill Lunde,83,27.94,254,909
119,T120,T120,Ricky Barnes,92,27.93,298,1067
120,T120,T120,Bill Haas,79,27.93,255,913
121,122,122,Miguel Angel Carballo,73,27.87,211,757
122,123,123,Marc Leishman,84,27.85,264,948
123,124,124,Jerry Kelly,84,27.83,263,945
124,125,125,Kevin Streelman,89,27.8,288,1036
125,126,126,Kevin Stadler,85,27.72,260,938
126,127,127,Jeff Maggert,83,27.65,271,980
127,T128,T128,Bob Estes,78,27.64,241,872
128,T128,T128,Dicky Pride,62,27.64,173,626
129,130,130,Jason Kokrak,79,27.61,246,891
130,131,131,Freddie Jacobson,61,27.59,184,667
131,132,132,David Mathis,83,27.52,232,843
132,T133,T133,David Hearn,95,27.51,312,1134
133,T133,T133,Chris Stroud,86,27.51,269,978
134,135,135,K.J. Choi,71,27.47,220,801
135,136,136,Charles Howell III,98,27.46,321,1169
136,137,137,William McGirt,96,27.42,300,1094
137,T138,T138,Mathew Goggin,65,27.41,202,737
138,T138,T138,Kevin Kisner,69,27.41,188,686
139,T138,T138,Troy Matteson,100,27.41,296,1080
140,141,141,Jason Bohn,81,27.32,238,871
141,142,142,Rocco Mediate,70,27.31,204,747
142,143,143,Roberto Castro,92,27.3,288,1055
143,144,144,Bryce Molder,83,27.25,251,921
144,145,145,Colt Knost,79,27.21,234,860
145,146,146,Brendon Todd,78,27.19,205,754
146,T147,T147,J.J. Killeen,101,27.14,273,1006
147,T147,T147,Hunter Mahan,88,27.14,276,1017
148,149,149,Stuart Appleby,75,27.09,224,827
149,150,150,"Ted Potter, Jr.",77,27.08,225,831
150,151,151,John Mallinger,74,27.03,226,836
151,152,152,Justin Leonard,79,26.9,219,814
152,153,153,D.J. Trahan,73,26.86,220,819
153,154,154,Chad Campbell,84,26.85,272,1013
154,155,155,Ángel Cabrera,54,26.84,153,570
155,T156,T156,Ernie Els,80,26.8,250,933
156,T156,T156,Rod Pampling,88,26.8,250,933
157,158,158,Brandt Jobe,57,26.79,165,616
158,159,159,Trevor Immelman,76,26.76,232,867
159,160,160,Daniel Summerhays,81,26.74,250,935
160,161,161,Russell Knox,72,26.73,220,823
161,162,162,Troy Kelly,68,26.7,188,704
162,163,163,Ryo Ishikawa,54,26.65,137,514
163,164,164,Sung Kang,75,26.6,200,752
164,165,165,Matt Jones,53,26.54,151,569
165,166,166,Tom Pernice Jr.,62,26.4,170,644
166,167,167,Billy Mayfair,90,26.36,261,990
167,T168,T168,Stephen Gangluff,57,26.34,143,543
168,T168,T168,Tim Herron,88,26.34,280,1063
169,170,170,Kris Blanks,65,26.3,202,768
170,171,171,Arjun Atwal,79,26.23,219,835
171,T172,T172,Jim Furyk,85,25.88,266,1028
172,T172,T172,Billy Hurley III,70,25.88,177,684
173,T174,T174,Stewart Cink,71,25.87,200,773
174,T174,T174,Tim Clark,60,25.87,179,692
175,176,176,Heath Slocum,93,25.84,268,1037
176,177,177,Robert Allenby,76,25.72,231,898
177,178,178,Mark Wilson,84,25.64,230,897
178,179,179,Nick O'Hern,78,25.6,215,840
179,180,180,Steve Wheatcroft,56,25.55,152,595
180,181,181,Stephen Ames,54,25.43,148,582
181,T182,T182,Chez Reavie,83,25.38,250,985
182,T182,T182,Brendan Steele,77,25.38,217,855
183,184,184,Kyle Reifers,86,25.3,250,988
184,185,185,Kyle Thompson,51,25.18,138,548
185,186,186,Patrick Sheehan,58,25.13,148,589
186,187,187,Scott Dunlap,57,25.04,154,615
187,188,188,Boo Weekley,74,24.94,205,822
188,189,189,Michael Bradley,63,24.71,171,692
189,190,190,J.J. Henry,93,24.35,254,1043
190,191,191,Alexandre Rocha,62,24.33,164,674
