,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
86,T79,T79,"Ted Potter, Jr.",77,16,440,3.6
87,T79,T79,Adam Scott,59,16,267,6.0
88,T79,T79,Daniel Summerhays,81,16,435,3.7
89,T79,T79,Bubba Watson,68,16,329,4.9
90,T91,T91,Cameron Beckman,81,15,466,3.2
91,T91,T91,Jason Bohn,81,15,453,3.3
92,T91,T91,Miguel Angel Carballo,73,15,374,4.0
93,T91,T91,Tim Clark,60,15,348,4.3
94,T91,T91,Jason Day,57,15,364,4.1
95,T91,T91,Matt Every,80,15,461,3.3
96,T91,T91,Sergio Garcia,57,15,314,4.8
97,T91,T91,Nathan Green,73,15,400,3.8
98,T91,T91,Billy Horschel,63,15,328,4.6
99,T91,T91,Spencer Levin,81,15,487,3.1
100,T91,T91,Bill Lunde,83,15,473,3.2
101,T91,T91,Rocco Mediate,70,15,412,3.6
102,T91,T91,Rory Sabbatini,84,15,539,2.8
103,T91,T91,Cameron Tringale,88,15,528,2.8
104,T105,T105,Ben Curtis,62,14,329,4.3
105,T105,T105,Bill Haas,79,14,415,3.4
106,T105,T105,Trevor Immelman,76,14,398,3.5
107,T105,T105,Brandt Jobe,57,14,296,4.7
108,T105,T105,Marc Leishman,84,14,531,2.6
109,T105,T105,Hunter Mahan,88,14,408,3.4
110,T105,T105,Graeme McDowell,55,14,265,5.3
111,T105,T105,Ryan Moore,89,14,577,2.4
112,T105,T105,Nick O'Hern,78,14,467,3.0
113,T105,T105,Andres Romero,68,14,394,3.6
114,T105,T105,Scott Stallings,78,14,438,3.2
115,T105,T105,Tiger Woods,69,14,347,4.0
116,T117,T117,Charlie Beljan,61,13,260,5.0
117,T117,T117,Tommy Biershenk,74,13,421,3.1
118,T117,T117,Stewart Cink,71,13,361,3.6
119,T117,T117,Graham DeLaet,79,13,484,2.7
120,T117,T117,Ryuji Imada,78,13,513,2.5
121,T117,T117,Colt Knost,79,13,469,2.8
122,T117,T117,Russell Knox,72,13,365,3.6
123,T117,T117,Garth Mulroy,59,13,322,4.0
124,T117,T117,Dicky Pride,62,13,343,3.8
125,T117,T117,Steve Stricker,73,13,380,3.4
126,T117,T117,D.J. Trahan,73,13,398,3.3
127,T128,T128,Scott Brown,65,12,328,3.7
128,T128,T128,Bob Estes,78,12,486,2.5
129,T128,T128,Charley Hoffman,88,12,515,2.3
130,T128,T128,Dustin Johnson,70,12,391,3.1
131,T128,T128,Martin Laird,77,12,386,3.1
132,T128,T128,Justin Leonard,79,12,482,2.5
133,T128,T128,Edward Loar,59,12,287,4.2
134,T128,T128,David Mathis,83,12,518,2.3
135,T128,T128,John Senden,81,12,431,2.8
136,T128,T128,Kevin Stadler,85,12,461,2.6
137,T128,T128,Jimmy Walker,101,12,630,1.9
138,T128,T128,Boo Weekley,74,12,336,3.6
139,T128,T128,Steve Wheatcroft,56,12,270,4.4
140,T141,T141,Aaron Baddeley,73,11,444,2.5
141,T141,T141,Sangmoon Bae,81,11,414,2.7
142,T141,T141,Kris Blanks,65,11,383,2.9
143,T141,T141,Chris Couch,61,11,393,2.8
144,T141,T141,Marco Dawson,60,11,317,3.5
145,T141,T141,Ernie Els,80,11,457,2.4
146,T141,T141,Harrison Frazar,56,11,346,3.2
147,T141,T141,Mathew Goggin,65,11,358,3.1
148,T141,T141,Padraig Harrington,67,11,343,3.2
149,T141,T141,Billy Hurley III,70,11,410,2.7
150,T141,T141,Matt Jones,53,11,304,3.6
151,T141,T141,Sung Kang,75,11,446,2.5
152,T141,T141,Kevin Na,80,11,489,2.2
153,T141,T141,Ian Poulter,57,11,283,3.9
154,T141,T141,Heath Slocum,93,11,477,2.3
155,T141,T141,Bo Van Pelt,84,11,491,2.2
156,T141,T141,Lee Westwood,60,11,271,4.1
157,T158,T158,Stuart Appleby,75,10,461,2.2
158,T158,T158,Arjun Atwal,79,10,447,2.2
159,T158,T158,Matt Bettencourt,80,10,434,2.3
160,T158,T158,Luke Donald,63,10,353,2.8
161,T158,T158,Freddie Jacobson,61,10,313,3.2
162,T158,T158,Tom Pernice Jr.,62,10,368,2.7
163,T158,T158,Patrick Sheehan,58,10,303,3.3
164,T158,T158,Vaughn Taylor,81,10,434,2.3
165,T158,T158,David Toms,60,10,303,3.3
166,T158,T158,Gary Woodland,70,10,345,2.9
167,T168,T168,Scott Dunlap,57,9,288,3.1
168,T168,T168,Jim Furyk,85,9,466,1.9
169,T168,T168,Hunter Haas,69,9,377,2.4
170,T168,T168,Robert Karlsson,54,9,321,2.8
171,T168,T168,Richard Lee,71,9,383,2.3
172,T168,T168,Geoff Ogilvy,73,9,413,2.2
173,T168,T168,Alexandre Rocha,62,9,296,3.0
174,T168,T168,Kyle Stanley,86,9,451,2.0
175,T168,T168,Brendan Steele,77,9,404,2.2
176,T177,T177,Stephen Ames,54,8,268,3.0
177,T177,T177,John Daly,50,8,278,2.9
178,T177,T177,Ryo Ishikawa,54,8,256,3.1
179,T177,T177,Davis Love III,64,8,370,2.2
180,T177,T177,Kevin Streelman,89,8,529,1.5
181,T177,T177,Roland Thatcher,55,8,284,2.8
182,T183,T183,Stephen Gangluff,57,7,290,2.4
183,T183,T183,Chez Reavie,83,7,430,1.6
184,T183,T183,Charl Schwartzel,56,7,287,2.4
185,T183,T183,Y.E. Yang,64,7,384,1.8
186,T187,T187,Ángel Cabrera,54,6,245,2.4
187,T187,T187,Daniel Chopra,55,6,320,1.9
188,T189,T189,K.J. Choi,71,5,371,1.3
189,T189,T189,Kyle Thompson,51,5,233,2.1
190,191,191,Rory McIlroy,60,4,303,1.3
