,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
104,105,105,Charley Hoffman,88,96.31,1112,1071
105,T106,T106,Tommy Biershenk,74,96.29,809,779
106,T106,T106,John Senden,81,96.29,890,857
107,T108,T108,Jeff Maggert,83,96.27,1125,1083
108,T108,T108,David Mathis,83,96.27,964,928
109,T110,T110,John Rollins,81,96.26,1015,977
110,T110,T110,Kevin Streelman,89,96.26,1124,1082
111,T112,T112,Matt Bettencourt,80,96.25,879,846
112,T112,T112,Justin Rose,69,96.25,773,744
113,T112,T112,Josh Teater,97,96.25,1200,1155
114,115,115,Marc Leishman,84,96.21,1136,1093
115,116,116,Danny Lee,74,96.2,841,809
116,T117,T117,Jason Dufner,83,96.16,911,876
117,T117,T117,Kevin Stadler,85,96.16,1042,1002
118,T117,T117,Roland Thatcher,55,96.16,651,626
119,120,120,Tommy Gainey,98,96.13,1265,1216
120,121,121,Bob Estes,78,96.11,926,890
121,122,122,Freddie Jacobson,61,96.1,641,616
122,123,123,D.A. Points,88,96.09,1175,1129
123,124,124,Ken Duke,104,96.05,1266,1216
124,125,125,J.J. Killeen,101,96.02,1230,1181
125,126,126,Brendan Steele,77,95.99,923,886
126,127,127,Michael Bradley,63,95.95,791,759
127,T128,T128,Brian Davis,91,95.94,1085,1041
128,T128,T128,Tim Herron,88,95.94,1134,1088
129,T128,T128,David Toms,60,95.94,640,614
130,131,131,Adam Scott,59,95.92,588,564
131,T132,T132,Matt Every,80,95.9,902,865
132,T132,T132,Hunter Haas,69,95.9,757,726
133,T132,T132,Rory Sabbatini,84,95.9,1048,1005
134,135,135,Charl Schwartzel,56,95.89,559,536
135,136,136,Bobby Gates,87,95.86,1111,1065
136,137,137,Graeme McDowell,55,95.84,553,530
137,138,138,Pat Perez,81,95.82,982,941
138,139,139,Kevin Chappell,91,95.81,1027,984
139,140,140,Patrick Sheehan,58,95.75,636,609
140,141,141,Gary Woodland,70,95.74,774,741
141,142,142,K.J. Choi,71,95.72,817,782
142,T143,T143,Chris DiMarco,83,95.71,1049,1004
143,T143,T143,Sean O'Hair,84,95.71,1095,1048
144,T145,T145,Troy Kelly,68,95.69,742,710
145,T145,T145,Vaughn Taylor,81,95.69,905,866
146,147,147,Vijay Singh,99,95.68,1203,1151
147,T148,T148,Arjun Atwal,79,95.66,968,926
148,T148,T148,Mathew Goggin,65,95.66,829,793
149,150,150,Harrison Frazar,56,95.65,690,660
150,151,151,Miguel Angel Carballo,73,95.62,822,786
151,152,152,Tom Pernice Jr.,62,95.59,771,737
152,153,153,Lee Westwood,60,95.57,587,561
153,T154,T154,Sangmoon Bae,81,95.53,806,770
154,T154,T154,Davis Love III,64,95.53,739,706
155,156,156,Bill Lunde,83,95.51,980,936
156,T157,T157,Sung Kang,75,95.5,888,848
157,T157,T157,Heath Slocum,93,95.5,1133,1082
158,159,159,Billy Mayfair,90,95.44,1140,1088
159,160,160,D.J. Trahan,73,95.37,928,885
160,161,161,Jason Kokrak,79,95.35,1011,964
161,162,162,Henrik Stenson,51,95.33,599,571
162,T163,T163,Chris Couch,61,95.29,785,748
163,T163,T163,Trevor Immelman,76,95.29,850,810
164,165,165,Troy Matteson,100,95.28,1186,1130
165,T166,T166,John Merrick,83,95.27,1078,1027
166,T166,T166,Chez Reavie,83,95.27,972,926
167,168,168,Mark Anderson,75,95.24,883,841
168,169,169,Camilo Villegas,79,95.21,1085,1033
169,170,170,John Mallinger,74,95.16,950,904
170,171,171,Kris Blanks,65,95.13,883,840
171,T172,T172,Robert Allenby,76,95.07,973,925
172,T172,T172,Charlie Beljan,61,95.07,629,598
173,174,174,Robert Karlsson,54,95.06,607,577
174,175,175,Robert Garrigus,89,95.05,1051,999
175,176,176,Cameron Beckman,81,95.01,1003,953
176,177,177,Kyle Stanley,86,94.98,1075,1021
177,178,178,Stephen Ames,54,94.88,566,537
178,T179,T179,Scott Brown,65,94.82,753,714
179,T179,T179,Stephen Gangluff,57,94.82,637,604
180,181,181,"Ted Potter, Jr.",77,94.77,861,816
181,182,182,Nick O'Hern,78,94.65,1010,956
182,183,183,Andres Romero,68,94.62,780,738
183,184,184,Greg Owen,90,94.59,1165,1102
184,185,185,Chad Campbell,84,94.52,1077,1018
185,186,186,Padraig Harrington,67,94.3,649,612
186,187,187,Ricky Barnes,92,94.24,1216,1146
187,188,188,Boo Weekley,74,94.06,893,840
188,189,189,Matt Jones,53,93.9,656,616
189,190,190,Scott Dunlap,57,93.57,684,640
190,191,191,Kyle Thompson,51,93.56,559,523
