,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
74,75,75,Webb Simpson,22,180.8
75,76,76,Bob Estes,23,184.3
76,77,77,Spencer Levin,26,189.9
77,78,78,Dustin Johnson,19,192.8
78,79,79,Blake Adams,32,196.8
79,80,80,Scott Piercy,28,197.7
80,81,81,Arjun Atwal,27,198.0
81,82,82,David Toms,19,199.7
82,83,83,Steve Wheatcroft,22,200.0
83,T84,T84,Justin Rose,19,201.3
84,T84,T84,Daniel Summerhays,26,201.3
85,86,86,Louis Oosthuizen,19,202.1
86,87,87,Bud Cauley,28,202.3
87,88,88,Ernie Els,22,204.1
88,89,89,Bill Haas,23,206.8
89,90,90,Martin Laird,22,207.3
90,91,91,Ian Poulter,15,207.9
91,T92,T92,Jonathan Byrd,21,210.7
92,T92,T92,Garth Mulroy,20,210.7
93,94,94,Billy Mayfair,28,211.2
94,95,95,Jason Dufner,22,214.2
95,96,96,Vaughn Taylor,26,214.6
96,T97,T97,Tim Clark,20,215.4
97,T97,T97,George McNeill,25,215.4
98,99,99,Erik Compton,26,215.6
99,100,100,Gary Christian,28,217.5
100,101,101,Charles Howell III,29,217.7
101,102,102,Rod Pampling,26,221.2
102,103,103,Brendon de Jonge,31,222.2
103,104,104,J.B. Holmes,25,222.4
104,105,105,Nick Watney,26,225.8
105,106,106,Troy Matteson,32,227.0
106,107,107,Brian Harman,30,227.6
107,108,108,Matt Jones,19,228.2
108,109,109,Rickie Fowler,23,229.1
109,110,110,Billy Horschel,17,229.2
110,111,111,Kyle Reifers,27,231.4
111,112,112,Scott Stallings,27,231.9
112,113,113,Brendan Steele,24,233.1
113,114,114,John Rollins,26,234.3
114,115,115,Padraig Harrington,18,235.6
115,116,116,Roberto Castro,27,236.2
116,117,117,Freddie Jacobson,17,237.5
117,118,118,Tim Herron,27,237.6
118,119,119,J.J. Henry,28,239.7
119,T120,T120,Mathew Goggin,23,240.6
120,T120,T120,Sung Kang,30,240.6
121,122,122,Henrik Stenson,15,241.1
122,123,123,Graeme McDowell,16,241.3
123,124,124,Hunter Haas,24,242.2
124,125,125,Alexandre Rocha,21,242.9
125,126,126,Stephen Gangluff,23,243.2
126,127,127,Ángel Cabrera,20,245.5
127,128,128,Jeff Maggert,27,248.3
128,129,129,Chris DiMarco,29,249.8
129,130,130,Jason Kokrak,27,250.4
130,T131,T131,Jerry Kelly,26,251.5
131,T131,T131,Rocco Mediate,23,251.5
132,133,133,Tom Pernice Jr.,23,255.6
133,134,134,Jhonattan Vegas,25,256.7
134,135,135,Lee Westwood,15,256.8
135,136,136,John Mallinger,25,257.4
136,137,137,Michael Bradley,23,259.8
137,138,138,Jason Bohn,28,259.9
138,139,139,Will Claxton,28,261.7
139,140,140,Matt Bettencourt,31,262.7
140,141,141,Mark Wilson,25,262.8
141,142,142,Graham DeLaet,23,263.5
142,143,143,Chez Reavie,26,263.7
143,144,144,Danny Lee,26,264.0
144,145,145,Miguel Angel Carballo,25,264.3
145,146,146,Andres Romero,22,264.6
146,147,147,Marco Dawson,22,266.3
147,148,148,Sean O'Hair,24,267.5
148,149,149,Camilo Villegas,25,268.2
149,150,150,Harrison Frazar,20,270.7
150,151,151,Robert Garrigus,26,271.1
151,152,152,Charlie Beljan,22,271.8
152,153,153,Bubba Watson,19,272.7
153,154,154,Mark Anderson,25,274.3
154,155,155,Vijay Singh,27,277.0
155,156,156,Rory Sabbatini,29,277.1
156,157,157,D.A. Points,29,277.7
157,158,158,Cameron Beckman,26,279.7
158,159,159,Adam Scott,16,281.4
159,160,160,Bill Lunde,25,282.0
160,161,161,Troy Kelly,23,282.2
161,162,162,Kevin Chappell,29,286.3
162,163,163,Roland Thatcher,21,287.0
163,164,164,Stephen Ames,20,287.8
164,165,165,J.J. Killeen,33,288.0
165,166,166,Chris Kirk,27,289.7
166,167,167,Kevin Stadler,25,291.8
167,168,168,Patrick Sheehan,21,293.8
168,T169,T169,Chad Campbell,27,300.7
169,T169,T169,John Merrick,26,300.7
170,171,171,Josh Teater,30,301.1
171,172,172,Robert Karlsson,17,301.5
172,173,173,Gary Woodland,22,301.8
173,174,174,Bobby Gates,29,304.7
174,175,175,Scott Dunlap,20,305.0
175,176,176,Trevor Immelman,24,312.2
176,177,177,Robert Allenby,27,313.5
177,178,178,K.J. Choi,21,317.3
178,179,179,Justin Leonard,26,319.1
179,180,180,Charley Hoffman,27,321.0
180,181,181,Heath Slocum,29,323.7
181,182,182,D.J. Trahan,27,324.4
182,183,183,Marc Leishman,23,324.8
183,184,184,Ricky Barnes,28,327.8
184,185,185,Greg Owen,27,329.3
185,186,186,Nick O'Hern,26,329.8
186,187,187,Scott Brown,24,330.9
187,188,188,Kris Blanks,23,343.0
188,189,189,Boo Weekley,25,359.7
189,190,190,Kyle Stanley,27,361.4
190,191,191,Kyle Thompson,22,388.6
