,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
114,T114,T114,Garth Mulroy,59,37.04,120,324
115,116,116,John Mallinger,74,36.96,153,414
116,117,117,Brendon de Jonge,115,36.92,206,558
117,118,118,Danny Lee,74,36.89,166,450
118,T119,T119,Scott Stallings,78,36.63,178,486
119,T119,T119,Johnson Wagner,88,36.63,178,486
120,121,121,Russell Knox,72,36.62,145,396
121,T122,T122,Marco Dawson,60,36.51,138,378
122,T122,T122,John Senden,81,36.51,138,378
123,T124,T124,Brandt Jobe,57,36.42,118,324
124,T124,T124,Bubba Watson,68,36.42,118,324
125,T126,T126,Stephen Ames,54,36.39,131,360
126,T126,T126,Roland Thatcher,55,36.39,131,360
127,128,128,Bill Haas,79,36.36,144,396
128,129,129,Erik Compton,81,36.34,157,432
129,130,130,Will Claxton,99,36.31,183,504
130,131,131,Geoff Ogilvy,73,36.26,124,342
131,132,132,John Rollins,81,36.22,163,450
132,133,133,Charles Howell III,98,36.21,189,522
133,T134,T134,Jason Kokrak,79,36.11,169,468
134,T134,T134,Kevin Streelman,89,36.11,169,468
135,T134,T134,Daniel Summerhays,81,36.11,169,468
136,T134,T134,Cameron Tringale,88,36.11,169,468
137,138,138,Jeff Overton,101,36.02,188,522
138,139,139,Jeff Maggert,83,36.01,175,486
139,T140,T140,Adam Scott,59,35.93,97,270
140,T140,T140,Henrik Stenson,51,35.93,97,270
141,142,142,Kyle Stanley,86,35.9,168,468
142,143,143,Trevor Immelman,76,35.88,155,432
143,144,144,Rickie Fowler,84,35.86,142,396
144,145,145,K.J. Choi,71,35.83,129,360
145,146,146,Harris English,98,35.8,174,486
146,147,147,"Ted Potter, Jr.",77,35.78,161,450
147,148,148,Sean O'Hair,84,35.75,148,414
148,149,149,Camilo Villegas,79,35.65,154,432
149,150,150,Ricky Barnes,92,35.6,173,486
150,151,151,Ángel Cabrera,54,35.56,128,360
151,152,152,Tim Herron,88,35.39,172,486
152,153,153,Stephen Gangluff,57,35.35,140,396
153,154,154,D.J. Trahan,73,35.33,159,450
154,155,155,Daniel Chopra,55,35.28,127,360
155,T156,T156,Chad Campbell,84,35.19,171,486
156,T156,T156,Matt Jones,53,35.19,114,324
157,158,158,Kevin Kisner,69,35.02,145,414
158,T159,T159,Stewart Cink,71,34.92,132,378
159,T159,T159,Steve Wheatcroft,56,34.92,132,378
160,161,161,John Merrick,83,34.89,157,450
161,162,162,D.A. Points,88,34.87,182,522
162,163,163,Hunter Haas,69,34.85,138,396
163,164,164,Ben Curtis,62,34.8,119,342
164,T165,T165,Robert Allenby,76,34.77,169,486
165,T165,T165,Jason Bohn,81,34.77,169,486
166,167,167,Charley Hoffman,88,34.57,168,486
167,168,168,Roberto Castro,92,34.4,161,468
168,169,169,Dicky Pride,62,34.26,111,324
169,170,170,Cameron Beckman,81,34.22,154,450
170,171,171,Robert Garrigus,89,34.19,160,468
171,172,172,Gary Christian,91,34.16,166,486
172,173,173,Miguel Angel Carballo,73,34.03,147,432
173,T174,T174,Scott Brown,65,33.57,139,414
174,T174,T174,Richard Lee,71,33.57,139,414
175,176,176,Alexandre Rocha,62,33.33,120,360
176,177,177,Kyle Reifers,86,33.13,161,486
177,178,178,Jhonattan Vegas,77,33.11,149,450
178,179,179,Bobby Gates,87,32.74,165,504
179,180,180,Hunter Mahan,88,32.32,128,396
180,181,181,J.J. Henry,93,32.3,157,486
181,182,182,Chez Reavie,83,32.26,151,468
182,183,183,Heath Slocum,93,32.14,162,504
183,184,184,Edward Loar,59,32.07,127,396
184,185,185,Kris Blanks,65,31.4,130,414
185,T186,T186,Charlie Beljan,61,31.22,118,378
186,T186,T186,Kyle Thompson,51,31.22,118,378
187,188,188,Kevin Stadler,85,31.02,134,432
188,189,189,Scott Dunlap,57,30.41,104,342
189,190,190,Michael Bradley,63,30.19,125,414
190,191,191,Boo Weekley,74,29.63,128,432
