,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
46,47,47,Jerry Kelly,84,6.54,306,20
47,T48,T48,Ben Curtis,62,6.51,215,14
48,T48,T48,Rocco Mediate,70,6.51,215,14
49,T50,T50,Robert Karlsson,54,6.47,139,9
50,T50,T50,George McNeill,85,6.47,278,18
51,52,52,Padraig Harrington,67,6.45,155,10
52,53,53,Brendon Todd,78,6.43,249,16
53,54,54,Mark Anderson,75,6.39,266,17
54,55,55,Justin Rose,69,6.38,235,15
55,56,56,Zach Johnson,95,6.34,284,18
56,57,57,Jeff Maggert,83,6.29,302,19
57,T58,T58,Gary Christian,91,6.27,319,20
58,T58,T58,Will Claxton,99,6.27,383,24
59,T60,T60,Rory Sabbatini,84,6.25,224,14
60,T60,T60,Johnson Wagner,88,6.25,336,21
61,62,62,Josh Teater,97,6.19,339,21
62,T63,T63,Charlie Beljan,61,6.06,198,12
63,T63,T63,Bud Cauley,99,6.06,363,22
64,T65,T65,Jeff Overton,101,6.04,381,23
65,T65,T65,Patrick Sheehan,58,6.04,149,9
66,T67,T67,Brandt Jobe,57,6.02,216,13
67,T67,T67,Chris Kirk,93,6.02,332,20
68,T67,T67,Seung-Yul Noh,105,6.02,399,24
69,70,70,John Merrick,83,6.01,316,19
70,T71,T71,Tommy Gainey,98,5.97,352,21
71,T71,T71,Dustin Johnson,70,5.97,201,12
72,73,73,Andres Romero,68,5.94,202,12
73,74,74,Nathan Green,73,5.91,254,15
74,75,75,Mark Wilson,84,5.9,288,17
75,T76,T76,Martin Flores,95,5.87,358,21
76,T76,T76,Tim Herron,88,5.87,358,21
77,78,78,Pat Perez,81,5.86,290,17
78,T79,T79,J.J. Killeen,101,5.84,308,18
79,T79,T79,"Ted Potter, Jr.",77,5.84,257,15
80,81,81,Matt Kuchar,86,5.83,240,14
81,82,82,Matt Every,80,5.81,258,15
82,T83,T83,Bobby Gates,87,5.76,330,19
83,T83,T83,Steve Wheatcroft,56,5.76,191,11
84,85,85,Miguel Angel Carballo,73,5.74,244,14
85,86,86,Trevor Immelman,76,5.69,246,14
86,87,87,Edward Loar,59,5.68,176,10
87,88,88,Dicky Pride,62,5.67,194,11
88,89,89,Chris DiMarco,83,5.66,265,15
89,90,90,Sean O'Hair,84,5.64,337,19
90,91,91,Brian Gay,91,5.63,302,17
91,92,92,Roberto Castro,92,5.62,338,19
92,93,93,Rod Pampling,88,5.59,304,17
93,94,94,Spencer Levin,81,5.51,254,14
94,95,95,Jason Bohn,81,5.49,255,14
95,96,96,Charles Howell III,98,5.46,366,20
96,T97,T97,Martin Laird,77,5.45,220,12
97,T97,T97,Ryan Palmer,81,5.45,275,15
98,T99,T99,Harrison Frazar,56,5.43,184,10
99,T99,T99,John Mallinger,74,5.43,258,14
100,101,101,Scott Brown,65,5.42,203,11
101,102,102,Matt Bettencourt,80,5.35,187,10
102,103,103,David Hearn,95,5.32,395,21
103,104,104,Sangmoon Bae,81,5.29,208,11
104,105,105,John Rollins,81,5.25,305,16
105,106,106,Stephen Ames,54,5.23,153,8
106,107,107,Russell Knox,72,5.22,249,13
107,108,108,Scott Piercy,95,5.2,327,17
108,109,109,Marco Dawson,60,5.19,154,8
109,110,110,Bill Lunde,83,5.17,271,14
110,111,111,Freddie Jacobson,61,5.16,155,8
111,T112,T112,Robert Allenby,76,5.15,272,14
112,T112,T112,Steve Stricker,73,5.15,233,12
113,114,114,Daniel Summerhays,81,5.08,295,15
114,115,115,Bill Haas,79,5.04,278,14
115,116,116,Chris Stroud,86,5.03,318,16
116,117,117,Boo Weekley,74,5.02,239,12
117,118,118,Ricky Barnes,92,4.97,342,17
118,119,119,Ryo Ishikawa,54,4.93,142,7
119,120,120,Carl Pettersson,92,4.9,306,15
120,121,121,Billy Hurley III,70,4.87,226,11
121,122,122,David Toms,60,4.84,186,9
122,123,123,Billy Mayfair,90,4.79,334,16
123,T124,T124,Chris Couch,61,4.78,209,10
124,T124,T124,J.J. Henry,93,4.78,335,16
125,126,126,Troy Matteson,100,4.76,357,17
126,127,127,Jason Kokrak,79,4.74,274,13
127,128,128,Scott Dunlap,57,4.71,191,9
128,129,129,Hunter Mahan,88,4.7,298,14
129,130,130,John Senden,81,4.67,257,12
130,131,131,Matt Jones,53,4.66,193,9
131,132,132,Tom Gillis,75,4.63,281,13
132,133,133,Kyle Reifers,86,4.59,327,15
133,134,134,Tom Pernice Jr.,62,4.55,198,9
134,T135,T135,Harris English,98,4.53,419,19
135,T135,T135,William McGirt,96,4.53,353,16
136,137,137,Chad Campbell,84,4.5,311,14
137,T138,T138,Sung Kang,75,4.46,224,10
138,T138,T138,Charl Schwartzel,56,4.46,157,7
139,140,140,Bob Estes,78,4.44,225,10
140,141,141,Aaron Baddeley,73,4.43,203,9
141,142,142,Gary Woodland,70,4.37,229,10
142,143,143,Luke Donald,63,4.33,208,9
143,144,144,Y.E. Yang,64,4.32,162,7
144,145,145,Cameron Beckman,81,4.3,279,12
145,146,146,John Daly,50,4.29,140,6
146,T147,T147,Colt Knost,79,4.28,257,11
147,T147,T147,D.J. Trahan,73,4.28,257,11
148,T149,T149,Blake Adams,107,4.27,398,17
149,T149,T149,Kevin Na,80,4.27,211,9
150,151,151,Marc Leishman,84,4.26,305,13
151,152,152,Tommy Biershenk,74,4.24,236,10
152,153,153,Kris Blanks,65,4.2,238,10
153,154,154,Scott Stallings,78,4.18,287,12
154,T155,T155,Justin Leonard,79,4.17,240,10
155,T155,T155,David Mathis,83,4.17,264,11
156,157,157,Mathew Goggin,65,4.1,244,10
157,158,158,Roland Thatcher,55,4.07,172,7
158,159,159,Geoff Ogilvy,73,4.06,197,8
159,T160,T160,Vijay Singh,99,4.05,321,13
160,T160,T160,Vaughn Taylor,81,4.05,222,9
161,162,162,Stephen Gangluff,57,4.02,174,7
162,163,163,Kevin Stadler,85,3.99,276,11
163,164,164,Bryce Molder,83,3.92,306,12
164,165,165,Graham DeLaet,79,3.9,282,11
165,166,166,Hunter Haas,69,3.88,206,8
166,167,167,Cameron Tringale,88,3.74,348,13
167,168,168,Daniel Chopra,55,3.68,163,6
168,169,169,Charley Hoffman,88,3.67,300,11
169,170,170,Arjun Atwal,79,3.66,246,9
170,171,171,Ryuji Imada,78,3.65,274,10
171,172,172,Bo Van Pelt,84,3.63,248,9
172,173,173,Nick O'Hern,78,3.54,254,9
173,T174,T174,Ángel Cabrera,54,3.42,146,5
174,T174,T174,Richard Lee,71,3.42,234,8
175,176,176,Ernie Els,80,3.36,268,9
176,177,177,Ryan Moore,89,3.33,330,11
177,178,178,Stewart Cink,71,3.29,243,8
178,179,179,Jim Furyk,85,3.21,280,9
179,180,180,Alexandre Rocha,62,3.14,223,7
180,181,181,Kyle Thompson,51,3.1,129,4
181,182,182,Kyle Stanley,86,2.99,268,8
182,183,183,Davis Love III,64,2.91,206,6
183,T184,T184,Stuart Appleby,75,2.88,278,8
184,T184,T184,Jimmy Walker,101,2.88,382,11
185,186,186,Heath Slocum,93,2.81,320,9
186,T187,T187,Brendan Steele,77,2.7,296,8
187,T187,T187,Kevin Streelman,89,2.7,296,8
188,189,189,Chez Reavie,83,2.27,264,6
189,190,190,Rory McIlroy,60,1.95,154,3
190,191,191,K.J. Choi,71,1.78,225,4
