,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
133,134,134,Ángel Cabrera,73,55.43,255,460
134,135,135,Boo Weekley,100,55.35,305,551
135,136,136,Brad Fritsch,81,55.29,256,463
136,137,137,Bobby Gates,49,55.15,166,301
137,138,138,Henrik Norlander,70,55.14,220,399
138,139,139,Scott Stallings,79,55.07,277,503
139,140,140,Charl Schwartzel,69,55.02,230,418
140,141,141,Ben Curtis,59,54.99,204,371
141,142,142,Greg Owen,73,54.79,240,438
142,143,143,Kevin Stadler,83,54.75,242,442
143,144,144,Jason Bohn,70,54.69,245,448
144,145,145,Rory McIlroy,56,54.68,187,342
145,146,146,Brandt Jobe,62,54.65,194,355
146,147,147,Carl Pettersson,82,54.6,297,544
147,148,148,Gary Woodland,94,54.58,292,535
148,149,149,Jim Herman,59,54.57,173,317
149,150,150,Bubba Watson,76,54.48,219,402
150,151,151,Luke List,65,54.0,223,413
151,152,152,Tommy Gainey,84,53.99,318,589
152,153,153,John Senden,79,53.97,258,478
153,154,154,Charley Hoffman,84,53.83,281,522
154,155,155,Kyle Stanley,71,53.72,224,417
155,156,156,Will Claxton,67,53.47,208,389
156,157,157,Josh Teater,86,53.44,264,494
157,158,158,Seung-Yul Noh,71,53.36,230,431
158,159,159,Bo Van Pelt,72,53.35,231,433
159,160,160,Ryo Ishikawa,72,53.27,228,428
160,161,161,Scott Piercy,78,53.24,271,509
161,162,162,Ricky Barnes,74,53.23,198,372
162,163,163,Dustin Johnson,71,53.22,223,419
163,164,164,Stewart Cink,71,53.16,219,412
164,165,165,Bud Cauley,67,53.04,218,411
165,166,166,Michael Bradley,56,53.0,168,317
166,167,167,Andrew Svoboda,46,52.96,143,270
167,168,168,Robert Allenby,58,52.77,200,379
168,169,169,Sean O'Hair,56,52.74,202,383
169,170,170,Charlie Beljan,62,52.66,208,395
170,171,171,Martin Kaymer,61,52.59,193,367
171,172,172,David Mathis,71,52.39,230,439
172,173,173,Scott Gardiner,61,51.97,198,381
173,174,174,Lucas Glover,65,51.91,204,393
174,175,175,Justin Hicks,79,51.89,220,424
175,176,176,Sangmoon Bae,83,51.85,281,542
176,177,177,Eric Meierdierks,48,50.54,140,277
177,178,178,Nicolas Colsaerts,50,49.82,140,281
178,179,179,Derek Ernst,58,49.34,186,377
179,180,180,Robert Garrigus,69,48.74,193,396
