,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
33,34,34,David Toms,49,56.36,31,55,23.0
34,35,35,Martin Flores,83,56.3,76,135,30.0
35,36,36,Keegan Bradley,88,56.25,81,144,32.0
36,37,37,Doug LaBelle II,72,56.06,74,132,50.0
37,38,38,Luke Donald,60,55.81,48,86,30.0
38,39,39,Matt Jones,83,55.73,73,131,31.0
39,40,40,Phil Mickelson,78,55.65,69,124,39.0
40,T41,T41,Robert Karlsson,56,55.56,50,90,30.0
41,T41,T41,Webb Simpson,92,55.56,65,117,35.0
42,43,43,Richard Lee,81,55.47,71,128,47.0
43,44,44,Brian Davis,91,55.42,92,166,68.0
44,45,45,Jim Furyk,80,55.37,67,121,40.0
45,T46,T46,Lee Westwood,70,55.0,55,100,36.0
46,T46,T46,Charlie Wi,75,55.0,77,140,56.0
47,48,48,Bryce Molder,82,54.81,74,135,51.0
48,T49,T49,Alistair Presnell,59,54.74,52,95,31.0
49,T49,T49,Jimmy Walker,84,54.74,75,137,33.0
50,51,51,Steve Stricker,51,54.72,29,53,12.0
51,52,52,James Driscoll,76,54.26,70,129,47.0
52,53,53,Jonas Blixt,76,54.23,77,142,42.0
53,54,54,Camilo Villegas,79,54.21,58,107,33.0
54,55,55,Roberto Castro,97,53.96,75,139,42.0
55,56,56,Brendon de Jonge,110,53.9,83,154,46.0
56,57,57,Adam Scott,61,53.85,49,91,11.0
57,58,58,Jason Kokrak,78,53.62,74,138,45.0
58,59,59,Colt Knost,69,53.47,54,101,40.0
59,60,60,Stewart Cink,71,53.4,55,103,32.0
60,61,61,Brendan Steele,86,53.17,67,126,38.0
61,62,62,Billy Horschel,96,53.07,95,179,51.0
62,63,63,Stephen Ames,49,53.01,44,83,32.0
63,64,64,Graeme McDowell,53,52.86,37,70,28.0
64,T65,T65,Harris English,95,52.74,77,146,49.0
65,T65,T65,Matt Every,89,52.74,77,146,46.0
66,67,67,Jerry Kelly,75,52.68,59,112,42.0
67,68,68,David Lingmerth,68,52.63,60,114,36.0
68,69,69,Rod Pampling,46,52.46,32,61,17.0
69,T70,T70,Charles Howell III,87,52.38,66,126,30.0
70,T70,T70,Tag Ridings,69,52.38,55,105,30.0
71,72,72,John Huh,88,52.27,69,132,51.0
72,73,73,Padraig Harrington,52,52.05,38,73,24.0
73,74,74,Tim Clark,64,52.04,51,98,39.0
74,75,75,Nicholas Thompson,99,52.0,78,150,37.0
75,76,76,Aaron Baddeley,68,51.94,67,129,46.0
76,77,77,Tommy Gainey,84,51.82,71,137,52.0
77,T78,T78,John Rollins,77,51.64,63,122,42.0
78,T78,T78,Jordan Spieth,82,51.64,63,122,31.0
79,80,80,Chris Stroud,88,51.63,79,153,49.0
80,81,81,Jason Dufner,78,51.55,50,97,40.0
81,82,82,Henrik Norlander,70,51.49,52,101,41.0
82,83,83,Tim Herron,45,51.28,40,78,28.0
83,84,84,Charley Hoffman,84,51.06,72,141,46.0
84,85,85,Freddie Jacobson,63,50.98,52,102,34.0
85,86,86,Ryan Moore,72,50.94,54,106,41.0
86,87,87,Bill Haas,85,50.82,62,122,36.0
87,88,88,Vaughn Taylor,50,50.67,38,75,24.0
88,89,89,Charl Schwartzel,69,50.66,77,152,48.0
89,90,90,Mark Wilson,56,50.57,44,87,29.0
90,91,91,Troy Matteson,68,50.51,50,99,36.0
91,92,92,Dicky Pride,71,50.44,57,113,46.0
92,93,93,Greg Owen,73,50.43,59,117,39.0
93,94,94,Justin Leonard,86,50.39,65,129,44.0
94,95,95,Scott Stallings,79,50.34,73,145,49.0
95,T96,T96,Erik Compton,74,50.0,68,136,48.0
96,T96,T96,Sergio Garcia,65,50.0,52,104,31.0
97,T96,T96,Morgan Hoffmann,64,50.0,50,100,38.0
98,T96,T96,George McNeill,68,50.0,51,102,39.0
99,T96,T96,Kevin Stadler,83,50.0,58,116,28.0
100,T96,T96,Brian Stuard,78,50.0,57,114,54.0
101,T102,T102,Sangmoon Bae,83,49.65,70,141,52.0
102,T102,T102,Russell Henley,80,49.65,70,141,50.0
103,T102,T102,Boo Weekley,100,49.65,71,143,33.0
104,105,105,Chez Reavie,72,49.61,63,127,42.0
105,106,106,Robert Allenby,58,49.51,51,103,43.0
106,107,107,Ernie Els,63,49.44,44,89,37.0
107,108,108,Chris Kirk,89,49.23,64,130,49.0
108,109,109,Graham DeLaet,94,48.85,64,131,44.0
109,110,110,Eric Meierdierks,48,48.78,40,82,28.0
110,111,111,Chad Campbell,78,48.65,54,111,36.0
111,112,112,Vijay Singh,61,48.6,52,107,47.0
112,113,113,Hunter Mahan,91,48.53,66,136,45.0
113,114,114,Martin Laird,68,48.33,58,120,46.0
114,115,115,Jeff Maggert,63,48.31,43,89,35.0
115,116,116,Kevin Streelman,86,48.25,69,143,58.0
116,117,117,Fabián Gómez,65,48.21,54,112,31.0
117,118,118,Rory Sabbatini,86,47.93,58,121,32.0
118,119,119,Trevor Immelman,73,47.92,46,96,33.0
119,120,120,Ryo Ishikawa,72,47.9,57,119,45.0
120,121,121,Aaron Watkins,46,47.83,33,69,31.0
121,122,122,Sean O'Hair,56,47.67,41,86,34.0
122,123,123,Bud Cauley,67,47.57,49,103,34.0
123,124,124,Scott Gardiner,61,47.46,56,118,40.0
124,125,125,Charlie Beljan,62,47.42,46,97,42.0
125,126,126,D.H. Lee,65,47.22,51,108,38.0
126,127,127,Josh Teater,86,47.14,66,140,52.0
127,128,128,D.A. Points,87,47.1,73,155,58.0
128,129,129,Justin Bolli,59,46.88,45,96,47.0
129,130,130,Brandt Jobe,62,46.6,48,103,45.0
130,131,131,Scott Langley,79,46.53,47,101,39.0
131,132,132,James Hahn,78,46.36,51,110,47.0
132,133,133,Carl Pettersson,82,46.26,68,147,58.0
133,134,134,Henrik Stenson,65,46.24,43,93,28.0
134,135,135,Marc Leishman,77,46.15,54,117,38.0
135,136,136,Bubba Watson,76,46.08,47,102,39.0
136,137,137,Jeff Overton,78,45.99,63,137,44.0
137,T138,T138,Martin Kaymer,61,45.98,40,87,35.0
138,T138,T138,Steve LeBrun,66,45.98,40,87,38.0
139,140,140,Luke Guthrie,82,45.93,62,135,63.0
140,141,141,Johnson Wagner,64,45.28,48,106,50.0
141,142,142,Brian Harman,89,45.14,65,144,55.0
142,143,143,Ryan Palmer,79,44.96,58,129,30.0
143,144,144,Daniel Summerhays,83,44.68,63,141,63.0
144,T145,T145,Ricky Barnes,74,44.44,44,99,39.0
145,T145,T145,Zach Johnson,84,44.44,44,99,37.0
146,147,147,Geoff Ogilvy,57,44.34,47,106,58.0
147,148,148,John Merrick,79,44.26,54,122,50.0
148,149,149,Seung-Yul Noh,71,44.23,46,104,40.0
149,150,150,Y.E. Yang,56,44.14,49,111,53.0
150,151,151,Pat Perez,69,44.09,56,127,58.0
151,152,152,Nick Watney,88,44.07,52,118,49.0
152,153,153,John Senden,79,43.75,56,128,51.0
153,154,154,Ken Duke,87,43.66,62,142,74.0
154,155,155,David Mathis,71,43.64,48,110,56.0
155,156,156,Bobby Gates,49,43.62,41,94,49.0
156,157,157,J.J. Henry,83,43.36,49,113,44.0
157,158,158,Rory McIlroy,56,43.33,39,90,44.0
158,159,159,Lucas Glover,65,43.12,47,109,37.0
159,160,160,Robert Streb,75,43.09,53,123,42.0
160,161,161,"Ted Potter, Jr.",65,43.01,40,93,44.0
161,T162,T162,Jim Herman,59,42.86,33,77,25.0
162,T162,T162,Ben Kohles,75,42.86,48,112,51.0
163,164,164,Dustin Johnson,71,42.72,44,103,48.0
164,165,165,Michael Bradley,56,42.5,34,80,30.0
165,166,166,Ben Curtis,59,42.05,37,88,58.0
166,167,167,Scott Piercy,78,41.73,58,139,62.0
167,168,168,David Hearn,88,40.6,54,133,64.0
168,169,169,Gary Woodland,94,40.3,54,134,75.0
169,170,170,Robert Garrigus,69,39.09,43,110,53.0
170,171,171,Scott Brown,65,38.94,44,113,51.0
171,172,172,Justin Hicks,79,38.83,40,103,57.0
172,173,173,Kyle Stanley,71,38.18,42,110,51.0
173,174,174,Ángel Cabrera,73,36.94,41,111,60.0
174,175,175,Derek Ernst,58,36.84,42,114,51.0
175,176,176,Will Claxton,67,36.0,36,100,51.0
176,177,177,Bo Van Pelt,72,33.93,38,112,71.0
177,T178,T178,Nicolas Colsaerts,50,33.33,26,78,44.0
178,T178,T178,D.J. Trahan,48,33.33,20,60,31.0
179,180,180,Andrew Svoboda,46,29.51,18,61,35.0
