,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
52,T51,T51,Nicolas Colsaerts,50,"2' 10""",99.333,35,178
53,T51,T51,Ernie Els,63,"2' 10""",177.5,63,84
54,T51,T51,Rickie Fowler,75,"2' 10""",186.083,66,56
55,T51,T51,Sergio Garcia,65,"2' 10""",173.5,61,99
56,T51,T51,Brian Gay,79,"2' 10""",267.08299999999997,94,10
57,T51,T51,Padraig Harrington,52,"2' 10""",84.583,30,113
58,T51,T51,David Hearn,88,"2' 10""",204.75,73,90
59,T51,T51,Russell Henley,80,"2' 10""",161.5,57,104
60,T51,T51,George McNeill,68,"2' 10""",174.083,62,49
61,T51,T51,Ryan Moore,72,"2' 10""",177.583,62,95
62,T51,T51,Alistair Presnell,59,"2' 10""",154.833,55,101
63,T51,T51,Webb Simpson,92,"2' 10""",204.333,72,86
64,T51,T51,Jordan Spieth,82,"2' 10""",192.5,68,31
65,T51,T51,Kevin Stadler,83,"2' 10""",225.667,79,143
66,T51,T51,Kyle Stanley,71,"2' 10""",155.167,54,155
67,T51,T51,Jimmy Walker,84,"2' 10""",174.833,61,36
68,T69,T69,Luke Donald,60,"2' 11""",165.75,57,22
69,T69,T69,Tommy Gainey,84,"2' 11""",243.583,83,152
70,T69,T69,Ryo Ishikawa,72,"2' 11""",156.083,53,160
71,T69,T69,Freddie Jacobson,63,"2' 11""",126.5,43,54
72,T69,T69,Luke List,65,"2' 11""",144.167,50,151
73,T69,T69,Graeme McDowell,53,"2' 11""",134.083,46,30
74,T69,T69,Scott Piercy,78,"2' 11""",160.167,55,161
75,T69,T69,D.A. Points,87,"2' 11""",178.917,62,129
76,T69,T69,Kevin Streelman,86,"2' 11""",169.5,58,61
77,T69,T69,D.J. Trahan,48,"2' 11""",109.583,38,118
78,T69,T69,Bubba Watson,76,"2' 11""",160.5,55,150
79,T69,T69,Boo Weekley,100,"2' 11""",233.417,79,135
80,T69,T69,Y.E. Yang,56,"2' 11""",130.917,45,110
81,T82,T82,Sangmoon Bae,83,"3' 0""",207.25,69,176
82,T82,T82,Erik Compton,74,"3' 0""",167.083,56,23
83,T82,T82,Fabián Gómez,65,"3' 0""",192.417,64,49
84,T82,T82,Tim Herron,45,"3' 0""",153.5,51,117
85,T82,T82,Charles Howell III,87,"3' 0""",254.917,84,5
86,T82,T82,Cameron Percy,68,"3' 0""",196.833,66,40
87,T82,T82,Vaughn Taylor,50,"3' 0""",111.25,37,107
88,T82,T82,Aaron Watkins,46,"3' 0""",102.667,34,58
89,T82,T82,Mike Weir,60,"3' 0""",149.917,50,70
90,T82,T82,Casey Wittenberg,72,"3' 0""",204.083,68,37
91,T92,T92,Steven Bowditch,67,"3' 1""",189.333,62,17
92,T92,T92,Scott Brown,65,"3' 1""",168.0,55,130
93,T92,T92,Jason Day,86,"3' 1""",191.25,62,27
94,T92,T92,Matt Every,89,"3' 1""",259.16700000000003,85,113
95,T92,T92,Martin Flores,83,"3' 1""",207.75,67,15
96,T92,T92,Brad Fritsch,81,"3' 1""",225.75,74,136
97,T92,T92,Luke Guthrie,82,"3' 1""",203.083,65,75
98,T92,T92,Martin Kaymer,61,"3' 1""",134.167,44,171
99,T92,T92,Colt Knost,69,"3' 1""",189.25,61,116
100,T92,T92,Matt Kuchar,93,"3' 1""",223.417,73,12
101,T92,T92,Steve LeBrun,66,"3' 1""",139.167,45,97
102,T92,T92,David Lynn,70,"3' 1""",131.917,43,38
103,T92,T92,Rory Sabbatini,86,"3' 1""",210.833,69,91
104,T92,T92,Brandt Snedeker,79,"3' 1""",165.833,54,33
105,T92,T92,Henrik Stenson,65,"3' 1""",138.083,45,102
106,T107,T107,Graham DeLaet,94,"3' 2""",260.41700000000003,83,51
107,T107,T107,James Driscoll,76,"3' 2""",167.417,53,53
108,T107,T107,Lucas Glover,65,"3' 2""",214.667,68,174
109,T107,T107,J.J. Henry,83,"3' 2""",205.0,65,112
110,T107,T107,Dustin Johnson,71,"3' 2""",156.333,50,163
111,T107,T107,D.H. Lee,65,"3' 2""",187.833,60,89
112,T107,T107,Rod Pampling,46,"3' 2""",76.833,24,127
113,T107,T107,Jin Park,52,"3' 2""",157.917,50,65
114,T107,T107,Vijay Singh,61,"3' 2""",121.833,38,103
115,T107,T107,Camilo Villegas,79,"3' 2""",222.083,70,123
116,T107,T107,Nick Watney,88,"3' 2""",219.917,69,121
117,T118,T118,Charlie Beljan,62,"3' 3""",196.833,60,170
118,T118,T118,Kevin Chappell,80,"3' 3""",214.583,66,81
119,T118,T118,Harris English,95,"3' 3""",244.167,76,125
120,T118,T118,David Lingmerth,68,"3' 3""",154.917,48,80
121,T118,T118,David Mathis,71,"3' 3""",206.833,63,172
122,T118,T118,Carl Pettersson,82,"3' 3""",229.5,70,147
123,T118,T118,Scott Stallings,79,"3' 3""",217.083,67,139
124,T118,T118,Lee Williams,62,"3' 3""",173.667,54,7
125,T126,T126,Jonas Blixt,76,"3' 4""",240.167,72,24
126,T126,T126,Stewart Cink,71,"3' 4""",157.333,47,164
127,T126,T126,Bill Haas,85,"3' 4""",230.5,70,18
128,T126,T126,Peter Hanson,45,"3' 4""",107.833,32,82
129,T126,T126,Jim Herman,59,"3' 4""",133.083,40,149
130,T126,T126,William McGirt,75,"3' 4""",295.75,88,39
131,T126,T126,Bryce Molder,82,"3' 4""",211.75,63,19
132,T126,T126,Henrik Norlander,70,"3' 4""",184.0,55,138
133,T126,T126,Jeff Overton,78,"3' 4""",319.33299999999997,96,66
134,T126,T126,Patrick Reed,83,"3' 4""",229.917,69,40
135,T126,T126,Josh Teater,86,"3' 4""",232.417,69,157
136,T126,T126,Nicholas Thompson,99,"3' 4""",301.41700000000003,91,109
137,T126,T126,Gary Woodland,94,"3' 4""",271.41700000000003,82,148
138,T139,T139,Ken Duke,87,"3' 5""",310.16700000000003,91,108
139,T139,T139,Billy Horschel,96,"3' 5""",274.25,81,131
140,T139,T139,Ben Kohles,75,"3' 5""",251.75,74,126
141,T139,T139,Jeff Maggert,63,"3' 5""",212.5,62,42
142,T139,T139,John Merrick,79,"3' 5""",230.917,67,115
143,T139,T139,Seung-Yul Noh,71,"3' 5""",199.667,59,158
144,T145,T145,Robert Allenby,58,"3' 6""",209.333,60,168
145,T145,T145,Ricky Barnes,74,"3' 6""",207.0,59,162
146,T145,T145,Roberto Castro,97,"3' 6""",264.75,76,26
147,T145,T145,John Huh,88,"3' 6""",257.16700000000003,73,62
148,T145,T145,Trevor Immelman,73,"3' 6""",200.0,57,68
149,T145,T145,Martin Laird,68,"3' 6""",187.667,53,122
150,T145,T145,Adam Scott,61,"3' 6""",151.0,43,119
151,T145,T145,Steve Stricker,51,"3' 6""",83.5,24,2
152,T145,T145,Michael Thompson,66,"3' 6""",188.667,54,93
153,T154,T154,Ángel Cabrera,73,"3' 7""",133.833,37,134
154,T154,T154,Ben Crane,62,"3' 7""",214.917,60,9
155,T154,T154,Justin Hicks,79,"3' 7""",272.75,76,175
156,T154,T154,Richard Lee,81,"3' 7""",203.917,57,11
157,T154,T154,Geoff Ogilvy,57,"3' 7""",157.333,44,132
158,T154,T154,John Rollins,77,"3' 7""",262.33299999999997,74,93
159,T160,T160,Brian Davis,91,"3' 8""",361.333,98,73
160,T160,T160,Derek Ernst,58,"3' 8""",132.25,36,179
161,T160,T160,Andres Romero,63,"3' 8""",210.75,57,88
162,T160,T160,Brian Stuard,78,"3' 8""",232.333,64,43
163,T160,T160,Johnson Wagner,64,"3' 8""",161.5,44,120
164,T165,T165,Doug LaBelle II,72,"3' 9""",154.25,41,123
165,T165,T165,Rory McIlroy,56,"3' 9""",154.75,41,145
166,T165,T165,Sean O'Hair,56,"3' 9""",156.25,42,169
167,T165,T165,Tiger Woods,61,"3' 9""",133.667,36,46
168,T169,T169,Eric Meierdierks,48,"3' 10""",174.083,45,177
169,T169,T169,Darron Stiles,51,"3' 10""",153.917,40,29
170,T171,T171,Jason Bohn,70,"3' 11""",208.667,53,144
171,T171,T171,Greg Chalmers,77,"3' 11""",341.667,88,63
172,T171,T171,Phil Mickelson,78,"3' 11""",164.583,42,78
173,174,174,Robert Garrigus,69,"4' 0""",158.917,40,180
174,T175,T175,Dicky Pride,71,"4' 2""",240.167,58,60
175,T175,T175,Brendan Steele,86,"4' 2""",278.91700000000003,67,104
176,T177,T177,John Senden,79,"4' 3""",248.667,59,153
177,T177,T177,Shawn Stefani,63,"4' 3""",224.417,53,79
178,179,179,Scott Gardiner,61,"4' 4""",198.167,46,173
179,180,180,Bobby Gates,49,"5' 4""",159.083,30,137
