,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
57,58,58,Ben Martin,6,274721
58,59,59,Jimmy Walker,6,269467
59,60,60,Russell Knox,5,261113
60,61,61,William McGirt,4,253684
61,62,62,Phil Mickelson,5,251915
62,63,63,Patrick Rodgers,2,234020
63,64,64,Bryce Molder,5,233786
64,65,65,Keegan Bradley,5,231831
65,66,66,George McNeill,5,223309
66,67,67,Jim Herman,3,222950
67,68,68,Carl Pettersson,4,214619
68,69,69,Nick Watney,5,212564
69,70,70,Spencer Levin,4,209888
70,71,71,Brendon Todd,6,207219
71,72,72,Camilo Villegas,5,205148
72,73,73,Brian Harman,5,204453
73,74,74,Billy Horschel,6,202938
74,75,75,Gary Woodland,4,202418
75,76,76,Jonas Blixt,3,191600
76,77,77,Pat Perez,4,177375
77,78,78,Victor Dubuisson,2,177000
78,79,79,Luke Donald,4,170610
79,80,80,Rory Sabbatini,4,169620
80,81,81,Ian Poulter,5,151008
81,82,82,Brendon de Jonge,5,149268
82,83,83,Andres Gonzales,3,148800
83,84,84,Fabián Gómez,5,139348
84,85,85,Cameron Smith,2,138050
85,86,86,Lee Westwood,3,136733
86,87,87,Troy Merritt,5,133821
87,88,88,Tiger Woods,2,129600
88,89,89,Carlos Ortiz,4,128853
89,90,90,Søren Kjeldsen,2,126000
90,91,91,David Toms,3,124000
91,92,92,James Hahn,5,121900
92,93,93,Sergio Garcia,3,121800
93,94,94,Willy Wilcox,3,117460
94,95,95,Retief Goosen,1,111600
95,96,96,Danny Willett,2,111000
96,97,97,Byeong Hun An,3,109200
97,98,98,Morgan Hoffmann,4,106415
98,99,99,Mark Wilson,4,103475
99,100,100,Tom Hoge,2,100720
100,101,101,Marc Warren,2,100417
101,102,102,Colt Knost,4,99844
102,103,103,Hiroshi Iwata,1,97667
103,T104,T104,Derek Fathauer,2,96617
104,T104,T104,Steve Flesch,2,96617
105,106,106,Jason Dufner,4,95741
106,T107,T107,Justin Leonard,1,94500
107,T107,T107,Sam Saunders,2,94500
108,109,109,Marcel Siem,2,88750
109,110,110,Graeme McDowell,2,88500
110,111,111,Vijay Singh,3,86903
111,112,112,Charles Howell III,4,86221
112,113,113,Ernie Els,2,85616
113,114,114,Derek Ernst,2,83600
114,115,115,David Hearn,4,81494
115,116,116,Jonathan Byrd,2,80190
116,117,117,Mikko Ilonen,2,77500
117,118,118,Bernd Wiesberger,2,74667
118,119,119,Tyrrell Hatton,1,74600
119,120,120,Chris Kirk,3,72930
120,121,121,Koumei Oda,2,72700
121,122,122,Oscar Fraustro,2,72200
122,123,123,Thomas Bjørn,2,68500
123,124,124,Shawn Stefani,4,68393
124,125,125,John Senden,3,67744
125,126,126,Marc Leishman,4,67500
126,127,127,Francesco Molinari,2,67125
127,128,128,Adam Scott,4,66502
128,129,129,Kevin Streelman,4,64146
129,130,130,Hudson Swafford,4,63883
130,131,131,Lucas Glover,1,63450
131,132,132,Brian Davis,2,62000
132,133,133,Boo Weekley,4,57763
133,134,134,Ken Duke,3,56323
134,135,135,Steve Stricker,1,56057
135,136,136,Joost Luiten,2,55000
136,T137,T137,Robert Garrigus,2,52700
137,T137,T137,Tyrone Van Aswegen,2,52700
138,T139,T139,Jamie Donaldson,2,51000
139,T139,T139,Pablo Larrazabal,2,51000
140,141,141,Austin Cook,2,50600
141,142,142,Ryo Ishikawa,3,47703
142,143,143,Stephen Gallacher,2,47000
143,144,144,Johnson Wagner,3,46500
144,145,145,Thongchai Jaidee,2,45750
145,146,146,Ricky Barnes,2,44950
146,T147,T147,Andrew Dodt,1,43875
147,T147,T147,Gary Stal,1,43875
148,149,149,Gonzalo Fernandez-Castaño,2,43370
149,150,150,Oliver Wilson,1,43125
150,151,151,Padraig Harrington,3,42375
151,152,152,David Lipsky,1,41750
152,153,153,Matt Every,5,41500
153,T154,T154,Nick Cullen,1,41125
154,T154,T154,WC Liang,1,41125
155,156,156,Vaughn Taylor,2,39249
156,157,157,Zack Sucher,2,38750
157,158,158,Scott Pinckney,3,38115
158,159,159,Nick Taylor,3,37208
159,160,160,Chesson Hadley,4,36040
160,161,161,Alex Cejka,5,33825
161,162,162,Stewart Cink,2,33000
162,163,163,Brian Stuard,2,32240
163,164,164,Roberto Castro,2,31328
164,165,165,Chad Campbell,3,30626
165,166,166,Martin Flores,2,28944
166,167,167,K.J. Choi,2,28242
167,168,168,Alex Prugh,2,25807
168,169,169,Y.E. Yang,1,25750
169,T170,T170,Jason Allred,1,24723
170,T170,T170,Billy Hurley III,2,24723
171,T170,T170,Bill Lunde,2,24723
172,173,173,Cameron Percy,2,23220
173,174,174,Emiliano Grillo,1,20200
174,175,175,Rod Pampling,1,20150
175,176,176,Greg Chalmers,2,20000
176,177,177,Kyle Stanley,2,19793
177,178,178,Troy Kelly,2,19693
178,179,179,Tim Clark,4,18360
179,180,180,Kiradech Aphibarnrat,1,18200
180,181,181,Brian Gaffney,1,17900
181,182,182,Byron Smith,2,17697
182,183,183,James Morrison,1,17300
183,184,184,Jeff Overton,3,16583
184,185,185,Michael Thompson,2,14526
185,T186,T186,Joe Affrunti,2,13020
186,T186,T186,Jon Curran,3,13020
187,T186,T186,Billy Mayfair,1,13020
188,T186,T186,Roger Sloan,2,13020
189,T186,T186,Chris Smith,1,13020
190,T186,T186,Josh Teater,2,13020
191,192,192,Adam Hadwin,3,12787
192,193,193,Luke Guthrie,2,12204
193,T194,T194,John Huh,3,11826
194,T194,T194,Martin Laird,4,11826
195,T194,T194,Scott Langley,2,11826
196,197,197,Bo Van Pelt,2,11340
197,T198,T198,Max Homa,2,9920
198,T198,T198,John Rollins,1,9920
199,T200,T200,Jhonattan Vegas,2,8515
200,T200,T200,Steve Wheatcroft,3,8515
201,T202,T202,Charlie Beljan,2,7626
202,T202,T202,Kent Jones,1,7626
203,T202,T202,John Merrick,2,7626
204,205,205,Trevor Immelman,2,7213
205,T206,T206,Chris Riley,1,7006
206,T206,T206,Nicholas Thompson,2,7006
207,T208,T208,Robert Allenby,2,6789
208,T208,T208,Ben Crane,2,6789
209,T208,T208,D.J. Trahan,1,6789
210,T211,T211,Matt Bettencourt,2,6603
211,T211,T211,Tom Gillis,2,6603
212,T213,T213,Len Mattiace,1,6479
213,T213,T213,Andrew Putnam,2,6479
214,215,215,Ted Purdy,1,6386
215,T216,T216,John Chin,1,6262
216,T216,T216,Dicky Pride,1,6262
217,T216,T216,Heath Slocum,2,6262
218,219,219,Tim Petrovic,2,6076
219,220,220,Michael McCabe,1,6014
