,FedExCup_Season_Points_RANK THIS WEEK,FedExCup_Season_Points_RANK LAST WEEK,FedExCup_Season_Points_PLAYER NAME,FedExCup_Season_Points_EVENTS,FedExCup_Season_Points_POINTS,FedExCup_Season_Points_# OF WINS,FedExCup_Season_Points_# OF TOP 10'S,FedExCup_Season_Points_POINTS BEHIND LEAD,FedExCup_Season_Points_RESET POINTS
62,63,63,Alex Cejka,28,739,1.0,1.0,3430.0,
63,64,64,Matt Every,24,727,1.0,1.0,3442.0,
64,65,65,Carl Pettersson,30,723,,3.0,3446.0,
65,66,66,Daniel Summerhays,26,720,,3.0,3449.0,
66,67,67,Sean O'Hair,23,719,,2.0,3450.0,
67,68,68,George McNeill,24,715,,1.0,3454.0,
68,69,69,Brian Harman,26,704,,3.0,3465.0,
69,70,70,Charles Howell III,28,692,,3.0,3477.0,
70,71,71,Scott Brown,28,690,,3.0,3479.0,
71,72,72,Rory Sabbatini,22,678,,4.0,3491.0,
72,73,73,Chad Campbell,28,670,,2.0,3499.0,
73,74,74,William McGirt,27,652,,1.0,3517.0,
74,75,75,Willy Wilcox,16,649,,4.0,3520.0,
75,76,76,Davis Love III,16,649,1.0,2.0,3520.0,
76,77,77,Hunter Mahan,21,648,,3.0,3521.0,
77,78,78,Scott Pinckney,25,645,,3.0,3524.0,
78,79,79,Jerry Kelly,21,632,,3.0,3537.0,
79,80,80,Colt Knost,27,628,,4.0,3541.0,
80,81,81,Martin Laird,22,628,,3.0,3541.0,
81,82,82,Morgan Hoffmann,24,627,,2.0,3542.0,
82,83,83,Chesson Hadley,28,626,,3.0,3543.0,
83,84,84,Kyle Reifers,29,626,,2.0,3543.0,
84,85,85,J.J. Henry,28,620,1.0,1.0,3549.0,
85,86,86,Jason Kokrak,26,614,,2.0,3555.0,
86,87,87,Padraig Harrington,20,610,1.0,1.0,3559.0,
87,88,88,John Senden,22,610,,3.0,3559.0,
88,89,89,Jim Herman,25,610,,2.0,3559.0,
89,90,90,Greg Owen,18,608,,2.0,3561.0,
90,91,91,Kevin Chappell,23,602,,2.0,3567.0,
91,92,92,Bryce Molder,23,595,,2.0,3574.0,
92,93,93,John Peterson,24,588,,,3581.0,
93,94,94,Adam Scott,14,585,,3.0,3584.0,
94,95,95,Adam Hadwin,29,584,,3.0,3585.0,
95,96,96,Charl Schwartzel,18,584,,3.0,3585.0,
96,97,97,John Huh,30,565,,,3604.0,
97,98,98,Jason Gore,24,564,,2.0,3605.0,
98,99,99,Francesco Molinari,16,558,,2.0,3611.0,
99,100,100,Hudson Swafford,28,554,,1.0,3615.0,
100,101,101,Johnson Wagner,21,551,,3.0,3618.0,
101,102,102,Nick Taylor,27,549,1.0,1.0,3620.0,
102,103,103,Jason Dufner,19,546,,2.0,3623.0,
103,104,104,Graham DeLaet,21,545,,3.0,3624.0,
104,105,105,Jon Curran,27,540,,5.0,3629.0,
105,106,106,Zac Blair,31,538,,1.0,3631.0,
106,107,107,Steve Wheatcroft,27,536,,2.0,3633.0,
107,108,108,Andres Gonzales,27,531,,3.0,3638.0,
108,109,109,Chris Stroud,27,531,,2.0,3638.0,
109,110,110,Lee Westwood,14,530,,1.0,3639.0,
110,111,111,Retief Goosen,25,519,,3.0,3650.0,
111,112,112,Carlos Ortiz,28,515,,1.0,3654.0,
112,113,113,Chad Collins,23,504,,1.0,3665.0,
113,114,114,Mark Wilson,26,497,,3.0,3672.0,
114,115,115,Spencer Levin,29,496,,1.0,3673.0,
115,116,116,Stewart Cink,22,494,,1.0,3675.0,
116,117,117,Ken Duke,29,493,,3.0,3676.0,
117,118,118,Vijay Singh,22,490,,1.0,3679.0,
118,119,119,Luke Donald,18,484,,2.0,3685.0,
119,120,120,Tim Clark,12,481,,1.0,3688.0,
120,121,121,Jonas Blixt,25,471,,1.0,3698.0,
121,122,122,Erik Compton,27,471,,1.0,3698.0,
122,123,123,Camilo Villegas,25,467,,,3702.0,
123,124,124,Ryo Ishikawa,27,458,,2.0,3711.0,
124,125,125,Jeff Overton,29,458,,1.0,3711.0,
125,126,126,Will MacKenzie,16,458,,3.0,3711.0,
126,127,127,Scott Langley,28,448,,,3721.0,
127,128,128,Brian Stuard,31,447,,1.0,3722.0,
128,129,129,Scott Stallings,19,447,,1.0,3722.0,
129,130,130,Jamie Donaldson,16,447,,2.0,3722.0,
130,131,131,Nicholas Thompson,31,442,,1.0,3727.0,
131,132,132,Tom Hoge,26,441,,2.0,3728.0,
132,133,133,Alex Prugh,27,433,,2.0,3736.0,
133,134,134,Seung-Yul Noh,21,432,,1.0,3737.0,
134,135,135,Sung Joon Park,27,426,,1.0,3743.0,
135,136,136,Billy Hurley III,28,420,,1.0,3749.0,
136,137,137,Sam Saunders,28,413,,1.0,3756.0,
137,138,138,Michael Putnam,28,407,,,3762.0,
138,139,139,Martin Kaymer,13,406,,1.0,3763.0,
139,140,140,Brice Garnett,29,398,,1.0,3771.0,
140,141,141,Whee Kim,23,393,,2.0,3776.0,
141,142,142,Tom Gillis,16,391,,1.0,3778.0,
142,143,143,Brian Davis,31,387,,2.0,3782.0,
143,144,144,David Toms,21,383,,2.0,3786.0,
144,145,145,Blayne Barber,26,380,,4.0,3789.0,
145,146,146,Michael Thompson,27,378,,1.0,3791.0,
146,147,147,Lucas Glover,26,375,,,3794.0,
147,148,148,Luke Guthrie,27,373,,1.0,3796.0,
148,149,149,Charlie Beljan,27,369,,1.0,3800.0,
149,150,150,Cameron Percy,23,361,,1.0,3808.0,
150,151,151,Vaughn Taylor,12,361,,2.0,3808.0,
151,152,152,K.J. Choi,19,358,,,3811.0,
152,153,153,Jhonattan Vegas,27,353,,,3816.0,
153,154,154,Geoff Ogilvy,15,350,,1.0,3819.0,
154,155,155,Ricky Barnes,27,347,,1.0,3822.0,
155,156,156,Martin Flores,30,345,,,3824.0,
156,157,157,Aaron Baddeley,25,336,,1.0,3833.0,
157,158,158,Jonathan Byrd,22,335,,,3834.0,
158,159,159,Bo Van Pelt,28,322,,2.0,3847.0,
159,160,160,Graeme McDowell,15,320,,1.0,3849.0,
160,161,161,Andres Romero,24,312,,2.0,3857.0,
161,162,162,John Merrick,27,311,,,3858.0,
162,163,163,Max Homa,27,278,,1.0,3891.0,
163,164,164,Mark Hubbard,25,274,,,3895.0,
164,165,165,Gonzalo Fernandez-Castaño,28,272,,,3897.0,
165,166,166,Chez Reavie,19,268,,,3901.0,
166,167,167,Freddie Jacobson,14,268,,1.0,3901.0,
167,168,168,Andrew Svoboda,30,266,,1.0,3903.0,
168,169,169,Derek Fathauer,27,263,,1.0,3906.0,
169,170,170,Derek Ernst,26,250,,,3919.0,
170,171,171,D.A. Points,26,244,,,3925.0,
171,172,172,Greg Chalmers,17,242,,,3927.0,
172,173,173,Ernie Els,18,233,,,3936.0,
173,174,174,Robert Garrigus,25,226,,,3943.0,
174,175,175,Shane Lowry,13,222,1.0,3.0,3947.0,
175,176,176,Steve Stricker,9,218,,,3951.0,
176,177,177,Steven Alker,22,216,,,3953.0,
177,178,178,Tiger Woods,11,215,,1.0,3954.0,
178,179,179,Jonathan Randolph,25,209,,,3960.0,
179,180,180,Ángel Cabrera,19,208,,,3961.0,
180,181,181,Kyle Stanley,12,200,,,3969.0,
181,182,182,Andrew Putnam,23,192,,,3977.0,
182,183,183,Justin Leonard,22,188,,,3981.0,
183,184,184,Tim Wilkinson,28,183,,,3986.0,
184,185,185,Ben Crane,22,182,,,3987.0,
185,186,186,Oscar Fraustro,21,171,,1.0,3998.0,
186,187,187,Robert Allenby,25,169,,1.0,4000.0,
187,188,188,Roberto Castro,16,167,,,4002.0,
188,189,189,Eric Axley,21,152,,,4017.0,
189,190,190,Victor Dubuisson,10,145,,,4024.0,
190,191,191,Tyrone Van Aswegen,20,142,,,4027.0,
191,192,192,Rod Pampling,10,138,,1.0,4031.0,
192,193,193,Chris Smith,9,128,,1.0,4041.0,
193,194,194,Tim Petrovic,11,123,,1.0,4046.0,
194,195,195,Ryan Armour,17,123,,,4046.0,
195,196,196,John Rollins,14,121,,1.0,4048.0,
196,197,197,Bill Lunde,18,117,,,4052.0,
197,198,198,Andrew Loupe,15,112,,1.0,4057.0,
198,199,199,Kenny Perry,9,105,,,4064.0,
199,200,200,Roger Sloan,20,103,,,4066.0,
200,201,201,Stuart Appleby,7,100,,,4069.0,
201,202,202,Byron Smith,21,96,,,4073.0,
202,203,203,Josh Teater,11,94,,,4075.0,
203,204,204,Trevor Immelman,19,76,,,4093.0,
204,205,205,Blake Adams,13,74,,,4095.0,
205,206,206,Zack Sucher,18,70,,,4099.0,
206,207,207,Fred Funk,2,66,,1.0,4103.0,
207,208,208,Arjun Atwal,7,64,,,4105.0,
208,209,209,Jarrod Lyle,10,63,,,4106.0,
209,210,210,Jim Renner,27,63,,,4106.0,
210,211,211,Heath Slocum,22,62,,,4107.0,
211,212,212,Glen Day,8,61,,,4108.0,
212,213,213,Carlos Sainz Jr,20,59,,1.0,4110.0,
213,214,214,Steve Flesch,7,58,,1.0,4111.0,
214,215,215,Tommy Gainey,9,57,,,4112.0,
215,216,216,John Daly,10,57,,1.0,4112.0,
216,217,217,Mark Hensby,2,53,,1.0,4116.0,
217,218,218,Ben Curtis,14,51,,,4118.0,
218,219,219,Troy Kelly,9,50,,,4119.0,
219,220,220,Y.E. Yang,4,49,,,4120.0,
220,221,221,Mike Weir,18,48,,,4121.0,
221,222,222,Matt Bettencourt,8,48,,,4121.0,
222,223,223,Mark O'Meara,2,47,,,4122.0,
223,224,224,Charlie Wi,9,44,,,4125.0,
224,225,225,Troy Matteson,9,43,,,4126.0,
225,226,226,Kevin Stadler,5,41,,,4128.0,
226,227,227,Justin Hicks,14,41,,,4128.0,
227,228,228,Cameron Beckman,8,40,,,4129.0,
228,229,229,Joe Affrunti,4,39,,,4130.0,
229,230,230,Dicky Pride,5,31,,,4138.0,
230,231,231,David Duval,6,31,,,4138.0,
231,232,232,D.J. Trahan,5,31,,,4138.0,
232,233,233,Richard Sterne,18,29,,,4140.0,
233,T234,T234,Woody Austin,11,29,,,4140.0,
234,T234,T234,Lee Janzen,4,29,,,4140.0,
235,236,236,Billy Mayfair,6,26,,,4143.0,
236,237,237,Benjamín Alvarado,8,26,,,4143.0,
237,T238,T238,Shaun Micheel,5,25,,,4144.0,
238,T238,T238,Duffy Waldorf,2,25,,,4144.0,
239,T240,T240,Michael Bradley,4,22,,,4147.0,
240,T240,T240,Dudley Hart,8,22,,,4147.0,
241,242,242,Scott Verplank,13,21,,,4148.0,
242,243,243,Daniel Chopra,5,17,,,4152.0,
243,244,244,Stephen Ames,1,13,,,4156.0,
244,T245,T245,Kent Jones,2,13,,,4156.0,
245,T245,T245,Chris Riley,2,13,,,4156.0,
246,247,247,Harrison Frazar,7,12,,,4157.0,
247,248,248,Garrett Willis,1,12,,,4157.0,
248,249,249,Scott McCarron,7,9,,,4160.0,
249,250,250,Parker McLachlin,2,7,,,4162.0,
250,251,251,Len Mattiace,6,5,,,4164.0,
251,252,252,Guy Boros,2,4,,,4165.0,
252,253,253,Ted Purdy,3,4,,,4165.0,
253,254,254,Brandt Jobe,6,2,,,4167.0,
254,255,255,Tom Watson,3,1,,,4168.0,
255,256,256,Tim Herron,7,1,,,4168.0,
256,T257,T257,Patrick Cantlay,1,1,,,4168.0,
257,T257,T257,Steve Lowery,3,1,,,4168.0,
258,259,259,Bernhard Langer,3,1,,,4168.0,
