,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
28,T29,T29,Brendon de Jonge,110,"14' 11""",1610.0,108,-0.12
29,T29,T29,Brad Fritsch,81,"14' 11""",907.9169999999999,61,-0.11
30,T29,T29,Rod Pampling,46,"14' 11""",703.0,47,-0.19
31,T32,T32,Luke Donald,60,"15' 0""",811.0830000000001,54,-0.11
32,T32,T32,Billy Horschel,96,"15' 0""",1440.1670000000001,96,-0.25
33,T32,T32,Ryan Palmer,79,"15' 0""",1022.5,68,-0.19
34,T32,T32,David Toms,49,"15' 0""",719.0,48,E
35,T36,T36,Brian Davis,91,"15' 1""",1935.75,128,-0.24
36,T36,T36,Phil Mickelson,78,"15' 1""",1055.667,70,-0.21
37,T38,T38,Steve LeBrun,66,"15' 2""",1059.417,70,-0.14
38,T38,T38,Vaughn Taylor,50,"15' 2""",897.25,59,-0.15
39,T40,T40,Rickie Fowler,75,"15' 3""",1113.667,73,-0.16
40,T40,T40,Luke Guthrie,82,"15' 3""",1237.667,81,-0.25
41,T40,T40,Robert Karlsson,56,"15' 3""",641.75,42,-0.29
42,T40,T40,Greg Owen,73,"15' 3""",1142.833,75,+0.01
43,T40,T40,Webb Simpson,92,"15' 3""",1299.167,85,-0.18
44,T45,T45,Ben Kohles,75,"15' 4""",1119.417,73,-0.04
45,T45,T45,Justin Leonard,86,"15' 4""",1514.8329999999999,99,-0.13
46,T45,T45,Dicky Pride,71,"15' 4""",1164.5,76,-0.20
47,T45,T45,Casey Wittenberg,72,"15' 4""",1291.25,84,-0.01
48,T49,T49,Tim Herron,45,"15' 5""",925.6669999999999,60,-0.12
49,T49,T49,Dustin Johnson,71,"15' 5""",723.5830000000001,47,-0.19
50,T49,T49,David Lingmerth,68,"15' 5""",1128.083,73,-0.18
51,T49,T49,Ian Poulter,59,"15' 5""",954.3330000000001,62,-0.26
52,T49,T49,Jordan Spieth,82,"15' 5""",1400.5829999999999,91,-0.15
53,T54,T54,Ben Crane,62,"15' 6""",1175.25,76,-0.26
54,T54,T54,James Hahn,78,"15' 6""",1070.25,69,-0.04
55,T54,T54,Seung-Yul Noh,71,"15' 6""",914.4169999999999,59,-0.03
56,T57,T57,Greg Chalmers,77,"15' 7""",1310.417,84,-0.15
57,T57,T57,Kevin Stadler,83,"15' 7""",1249.833,80,-0.09
58,T57,T57,Jimmy Walker,84,"15' 7""",1558.9170000000001,100,-0.20
59,T57,T57,Mike Weir,60,"15' 7""",966.25,62,-0.11
60,T57,T57,Y.E. Yang,56,"15' 7""",655.1669999999999,42,+0.02
61,T62,T62,Fabián Gómez,65,"15' 8""",784.5830000000001,50,-0.08
62,T62,T62,Jason Kokrak,78,"15' 8""",1035.0,66,-0.23
63,T62,T62,David Lynn,70,"15' 8""",1127.667,72,-0.21
64,T62,T62,Jeff Maggert,63,"15' 8""",1317.3329999999999,84,-0.15
65,T62,T62,Alistair Presnell,59,"15' 8""",971.75,62,-0.23
66,T62,T62,Brendan Steele,86,"15' 8""",1266.167,81,-0.11
67,T68,T68,Graham DeLaet,94,"15' 9""",1497.25,95,-0.15
68,T68,T68,Bo Van Pelt,72,"15' 9""",1257.0,80,+0.03
69,T70,T70,Martin Flores,83,"15' 10""",1169.25,74,-0.12
70,T70,T70,Luke List,65,"15' 10""",634.5,40,+0.03
71,T70,T70,Jin Park,52,"15' 10""",744.5830000000001,47,-0.17
72,T70,T70,Charl Schwartzel,69,"15' 10""",742.4169999999999,47,-0.13
73,T70,T70,Camilo Villegas,79,"15' 10""",1281.333,81,-0.19
74,T75,T75,Jason Dufner,78,"15' 11""",1318.6670000000001,83,-0.13
75,T75,T75,Ryo Ishikawa,72,"15' 11""",956.9169999999999,60,+0.15
76,T75,T75,Vijay Singh,61,"15' 11""",810.8330000000001,51,+0.04
77,T75,T75,Brian Stuard,78,"15' 11""",1082.25,68,+0.09
78,T79,T79,Jason Day,86,"16' 0""",1215.417,76,-0.14
79,T79,T79,Patrick Reed,83,"16' 0""",1278.417,80,-0.16
80,T79,T79,Josh Teater,86,"16' 0""",1166.417,73,-0.12
81,T82,T82,Ricky Barnes,74,"16' 1""",1173.75,73,-0.08
82,T82,T82,Bill Haas,85,"16' 1""",1398.3329999999999,87,-0.23
83,T82,T82,Kevin Streelman,86,"16' 1""",1428.5,89,-0.02
84,85,85,David Mathis,71,"16' 2""",1050.417,65,-0.26
85,T86,T86,Erik Compton,74,"16' 4""",1159.25,71,-0.14
86,T86,T86,Henrik Norlander,70,"16' 4""",800.6669999999999,49,-0.06
87,T86,T86,Daniel Summerhays,83,"16' 4""",1418.9170000000001,87,-0.08
88,T86,T86,D.J. Trahan,48,"16' 4""",619.6669999999999,38,-0.13
89,T90,T90,James Driscoll,76,"16' 5""",1232.75,75,+0.05
90,T90,T90,Bob Estes,66,"16' 5""",1265.583,77,-0.12
91,T90,T90,Rory Sabbatini,86,"16' 5""",1147.833,70,-0.10
92,T90,T90,Darron Stiles,51,"16' 5""",1035.5,63,-0.13
93,T94,T94,Stephen Ames,49,"16' 6""",840.75,51,+0.08
94,T94,T94,Charles Howell III,87,"16' 6""",1521.0,92,-0.17
95,T96,T96,Jerry Kelly,75,"16' 7""",1445.0829999999999,87,-0.17
96,T96,T96,Pat Perez,69,"16' 7""",1126.75,68,-0.10
97,T98,T98,Stuart Appleby,88,"16' 9""",1906.9170000000001,114,-0.16
98,T98,T98,John Merrick,79,"16' 9""",1621.5,97,-0.05
99,T98,T98,Nicholas Thompson,99,"16' 9""",1706.1670000000001,102,-0.15
100,T101,T101,Steven Bowditch,67,"16' 10""",1058.167,63,-0.17
101,T101,T101,Gary Woodland,94,"16' 10""",1380.0,82,-0.09
102,T103,T103,Justin Bolli,59,"16' 11""",912.1669999999999,54,-0.06
103,T103,T103,Ken Duke,87,"16' 11""",1881.8329999999999,111,-0.25
104,T103,T103,Sergio Garcia,65,"16' 11""",778.5,46,-0.20
105,T103,T103,Richard Lee,81,"16' 11""",1807.6670000000001,107,-0.07
106,T103,T103,Steve Stricker,51,"16' 11""",1048.667,62,-0.37
107,108,108,Tag Ridings,69,"17' 0""",1105.417,65,+0.02
108,T109,T109,Aaron Baddeley,68,"17' 1""",973.5,57,-0.02
109,T109,T109,D.A. Points,87,"17' 1""",1280.5,75,-0.08
110,T109,T109,Aaron Watkins,46,"17' 1""",890.3330000000001,52,-0.13
111,T109,T109,Boo Weekley,100,"17' 1""",1500.3329999999999,88,-0.08
112,T113,T113,Charlie Beljan,62,"17' 2""",1098.75,64,+0.08
113,T113,T113,K.J. Choi,85,"17' 2""",1406.5,82,-0.27
114,T113,T113,Nicolas Colsaerts,50,"17' 2""",757.0,44,E
115,T113,T113,J.J. Henry,83,"17' 2""",1526.0829999999999,89,-0.03
116,T113,T113,Brandt Jobe,62,"17' 2""",806.0830000000001,47,-0.17
117,T113,T113,Graeme McDowell,53,"17' 2""",839.25,49,+0.04
118,T113,T113,Ryan Moore,72,"17' 2""",1272.083,74,-0.04
119,120,120,Will Claxton,67,"17' 3""",1244.75,72,-0.01
120,T121,T121,Bud Cauley,67,"17' 4""",1161.0,67,-0.24
121,T121,T121,Jim Herman,59,"17' 4""",623.1669999999999,36,-0.08
122,T121,T121,Tiger Woods,61,"17' 4""",537.4169999999999,31,-0.06
123,124,124,Robert Streb,75,"17' 5""",1132.917,65,-0.05
124,T125,T125,Ben Curtis,59,"17' 6""",998.8330000000001,57,-0.21
125,T125,T125,Matt Jones,83,"17' 6""",1034.417,59,-0.24
126,T127,T127,Brian Harman,89,"17' 7""",1579.1670000000001,90,-0.08
127,T127,T127,Trevor Immelman,73,"17' 7""",1474.3329999999999,84,-0.07
128,T127,T127,Marc Leishman,77,"17' 7""",1038.917,59,+0.03
129,130,130,Ernie Els,63,"17' 8""",1042.167,59,-0.02
130,131,131,Sean O'Hair,56,"17' 9""",746.9169999999999,42,-0.05
131,T132,T132,Padraig Harrington,52,"17' 10""",821.0,46,+0.13
132,T132,T132,David Hearn,88,"17' 10""",1589.5829999999999,89,-0.15
133,T132,T132,D.H. Lee,65,"17' 10""",1285.917,72,-0.10
134,T132,T132,Rory McIlroy,56,"17' 10""",749.75,42,-0.21
135,T132,T132,Eric Meierdierks,48,"17' 10""",765.75,43,+0.07
136,T137,T137,John Huh,88,"17' 11""",1579.5,88,+0.09
137,T137,T137,Kyle Stanley,71,"17' 11""",1093.25,61,-0.18
138,T137,T137,Lee Westwood,70,"17' 11""",1002.5,56,+0.14
139,T137,T137,Mark Wilson,56,"17' 11""",1346.4170000000001,75,-0.19
140,T141,T141,Brian Gay,79,"18' 1""",2550.667,141,-0.01
141,T141,T141,Chris Stroud,88,"18' 1""",1664.4170000000001,92,-0.09
142,T143,T143,Jonas Blixt,76,"18' 2""",1360.8329999999999,75,-0.17
143,T143,T143,William McGirt,75,"18' 2""",1614.4170000000001,89,-0.09
144,T145,T145,Charley Hoffman,84,"18' 3""",1804.6670000000001,99,-0.07
145,T145,T145,Andrew Svoboda,46,"18' 3""",546.3330000000001,30,+0.07
146,T145,T145,Johnson Wagner,64,"18' 3""",731.1669999999999,40,+0.08
147,T148,T148,Geoff Ogilvy,57,"18' 4""",934.9169999999999,51,+0.14
148,T148,T148,John Senden,79,"18' 4""",1081.583,59,-0.15
149,T150,T150,"Ted Potter, Jr.",65,"18' 5""",1346.75,73,-0.15
150,T150,T150,Cameron Tringale,80,"18' 5""",1785.1670000000001,97,-0.11
151,152,152,Harris English,95,"18' 6""",1742.5,94,-0.01
152,T153,T153,Robert Allenby,58,"18' 7""",1376.0,74,+0.05
153,T153,T153,Robert Garrigus,69,"18' 7""",725.75,39,+0.26
154,T153,T153,Troy Matteson,68,"18' 7""",1168.333,63,-0.06
155,T156,T156,Scott Brown,65,"18' 10""",1015.1669999999999,54,-0.11
156,T156,T156,Scott Piercy,78,"18' 10""",1128.5,60,-0.10
157,T156,T156,Chez Reavie,72,"18' 10""",1490.5,79,-0.11
158,T159,T159,Colt Knost,69,"18' 11""",1436.5829999999999,76,-0.03
159,T159,T159,Bubba Watson,76,"18' 11""",1630.0,86,-0.10
160,T161,T161,George McNeill,68,"19' 0""",1745.3329999999999,92,+0.03
161,T161,T161,Carl Pettersson,82,"19' 0""",1637.25,86,+0.02
162,163,163,Nick Watney,88,"19' 4""",1720.5,89,-0.21
163,T164,T164,Martin Laird,68,"19' 6""",1152.917,59,-0.02
164,T164,T164,Andres Romero,63,"19' 6""",1246.25,64,+0.13
165,166,166,Russell Henley,80,"19' 8""",1279.0,65,-0.14
166,167,167,Tommy Gainey,84,"19' 10""",1609.1670000000001,81,E
167,168,168,Scott Stallings,79,"19' 11""",1775.9170000000001,89,+0.03
168,169,169,Cameron Percy,68,"20' 3""",973.9169999999999,48,-0.04
169,170,170,Sangmoon Bae,83,"20' 4""",1544.0829999999999,76,+0.04
170,171,171,Tom Gillis,69,"20' 5""",1488.4170000000001,73,+0.03
171,172,172,Peter Hanson,45,"20' 6""",819.8330000000001,40,+0.05
172,173,173,Derek Ernst,58,"20' 8""",1177.083,57,-0.04
173,174,174,Michael Thompson,66,"20' 9""",913.3330000000001,44,+0.07
174,175,175,Lucas Glover,65,"21' 0""",1177.667,56,E
175,T176,T176,Martin Kaymer,61,"21' 5""",790.9169999999999,37,+0.19
176,T176,T176,Shawn Stefani,63,"21' 5""",1243.917,58,+0.02
177,178,178,Justin Hicks,79,"21' 6""",1722.4170000000001,80,+0.04
178,179,179,Ángel Cabrera,73,"22' 0""",1165.667,53,+0.02
179,180,180,Scott Gardiner,61,"22' 4""",1182.167,53,E
