,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
49,50,50,Pat Perez,69,77.25,455,589
50,51,51,Robert Streb,75,77.21,454,588
51,52,52,Steve LeBrun,66,77.16,402,521
52,53,53,Justin Hicks,79,77.13,560,726
53,54,54,Camilo Villegas,79,77.12,472,612
54,55,55,Bill Haas,85,77.11,566,734
55,56,56,Henrik Norlander,70,77.02,439,570
56,57,57,Jeff Overton,78,76.91,483,628
57,58,58,D.H. Lee,65,76.83,461,600
58,59,59,Kevin Chappell,80,76.82,527,686
59,60,60,David Hearn,88,76.8,586,763
60,61,61,Robert Allenby,58,76.77,347,452
61,62,62,George McNeill,68,76.76,479,624
62,63,63,Brad Fritsch,81,76.73,478,623
63,64,64,Charl Schwartzel,69,76.67,437,570
64,65,65,William McGirt,75,76.65,499,651
65,66,66,Will Claxton,67,76.63,423,552
66,67,67,Nicholas Thompson,99,76.62,685,894
67,68,68,Vijay Singh,61,76.56,405,529
68,69,69,Morgan Hoffmann,64,76.55,395,516
69,70,70,Lucas Glover,65,76.48,426,557
70,71,71,Robert Karlsson,56,76.43,334,437
71,T72,T72,Scott Langley,79,76.38,498,652
72,T72,T72,Gary Woodland,94,76.38,553,724
73,74,74,Ryan Palmer,79,76.34,484,634
74,75,75,J.J. Henry,83,76.33,561,735
75,76,76,Scott Gardiner,61,76.3,367,481
76,77,77,Richard Lee,81,76.29,547,717
77,78,78,Jason Kokrak,78,76.12,440,578
78,79,79,Jeff Maggert,63,76.03,460,605
79,80,80,Martin Flores,83,76.01,472,621
80,81,81,Robert Garrigus,69,76.0,380,500
81,82,82,Lee Westwood,70,75.99,459,604
82,83,83,K.J. Choi,85,75.97,588,774
83,84,84,James Driscoll,76,75.93,410,540
84,85,85,Shawn Stefani,63,75.88,365,481
85,86,86,Peter Hanson,45,75.81,257,339
86,87,87,Casey Wittenberg,72,75.8,404,533
87,88,88,Bud Cauley,67,75.77,394,520
88,89,89,Russell Henley,80,75.74,534,705
89,90,90,Derek Ernst,58,75.71,371,490
90,91,91,Cameron Tringale,80,75.57,529,700
91,92,92,Sean O'Hair,56,75.52,327,433
92,93,93,Vaughn Taylor,50,75.48,317,420
93,94,94,Scott Piercy,78,75.31,424,563
94,95,95,Brandt Jobe,62,75.29,396,526
95,96,96,Justin Leonard,86,75.23,580,771
96,97,97,Josh Teater,86,75.22,522,694
97,98,98,Daniel Summerhays,83,75.17,539,717
98,99,99,D.J. Trahan,48,75.12,305,406
99,T100,T100,Ben Kohles,75,75.04,502,669
100,T100,T100,Chez Reavie,72,75.04,529,705
101,102,102,John Huh,88,75.03,634,845
102,T103,T103,Fabián Gómez,65,75.0,420,560
103,T103,T103,James Hahn,78,75.0,453,604
104,105,105,Jordan Spieth,82,74.97,581,775
105,T106,T106,Charlie Beljan,62,74.95,389,519
106,T106,T106,Mark Wilson,56,74.95,386,515
107,108,108,Charley Hoffman,84,74.89,522,697
108,109,109,Dustin Johnson,71,74.81,392,524
109,110,110,Alistair Presnell,59,74.78,344,460
110,111,111,Ryo Ishikawa,72,74.72,405,542
111,T112,T112,Ángel Cabrera,73,74.65,427,572
112,T112,T112,Johnson Wagner,64,74.65,368,493
113,114,114,Chris Stroud,88,74.64,571,765
114,T115,T115,Billy Horschel,96,74.59,640,858
115,T115,T115,Rod Pampling,46,74.59,273,366
116,117,117,Marc Leishman,77,74.57,472,633
117,118,118,Michael Bradley,56,74.56,299,401
118,119,119,Graeme McDowell,53,74.47,350,470
119,120,120,Carl Pettersson,82,74.44,495,665
120,121,121,Erik Compton,74,74.4,436,586
121,122,122,Steven Bowditch,67,74.38,357,480
122,123,123,Troy Matteson,68,74.26,378,509
123,124,124,Bryce Molder,82,74.25,545,734
124,125,125,Jason Day,86,74.19,480,647
125,T126,T126,Webb Simpson,92,74.16,577,778
126,T126,T126,Kevin Streelman,86,74.16,597,805
127,128,128,Ken Duke,87,74.08,623,841
128,129,129,Bobby Gates,49,74.07,240,324
129,130,130,Jason Bohn,70,73.95,474,641
130,131,131,Freddie Jacobson,63,73.94,349,472
131,132,132,Rickie Fowler,75,73.88,478,647
132,133,133,Stuart Appleby,88,73.87,540,731
133,134,134,Ryan Moore,72,73.86,503,681
134,135,135,Luke Donald,60,73.82,375,508
135,136,136,Aaron Baddeley,68,73.76,343,465
136,137,137,Tommy Gainey,84,73.72,488,662
137,138,138,Ian Poulter,59,73.55,342,465
138,T139,T139,Tim Herron,45,73.39,240,327
139,T139,T139,Aaron Watkins,46,73.39,284,387
140,141,141,Scott Stallings,79,73.34,476,649
141,142,142,Matt Every,89,73.22,536,732
142,143,143,Jonas Blixt,76,73.21,440,601
143,144,144,Brian Stuard,78,73.05,496,679
144,145,145,Lee Williams,62,72.95,364,499
145,146,146,David Lynn,70,72.9,417,572
146,147,147,Luke List,65,72.87,282,387
147,148,148,Luke Guthrie,82,72.71,509,700
148,149,149,Michael Thompson,66,72.61,411,566
149,150,150,Brian Harman,89,72.56,521,718
150,151,151,Martin Laird,68,72.52,417,575
151,152,152,Padraig Harrington,52,72.5,290,400
152,153,153,Sangmoon Bae,83,72.44,489,675
153,154,154,Ben Crane,62,72.41,357,493
154,155,155,David Mathis,71,72.38,422,583
155,156,156,Scott Brown,65,72.34,408,564
156,157,157,Greg Chalmers,77,72.26,461,638
157,158,158,Jerry Kelly,75,72.23,541,749
158,159,159,Y.E. Yang,56,72.1,354,491
159,160,160,David Toms,49,71.99,293,407
160,161,161,Justin Bolli,59,71.91,338,470
161,162,162,Dicky Pride,71,71.88,437,608
162,T163,T163,Stephen Ames,49,71.86,286,398
163,T163,T163,Charlie Wi,75,71.86,447,622
164,165,165,Andres Romero,63,71.82,339,472
165,166,166,Doug LaBelle II,72,71.73,472,658
166,167,167,David Lingmerth,68,71.62,439,613
167,168,168,Geoff Ogilvy,57,71.58,345,482
168,169,169,D.A. Points,87,71.56,551,770
169,170,170,Patrick Reed,83,71.54,465,650
170,171,171,Mike Weir,60,71.46,318,445
171,172,172,Tom Gillis,69,71.33,418,586
172,173,173,Jin Park,52,70.77,339,479
173,174,174,"Ted Potter, Jr.",65,70.57,410,581
174,175,175,Tim Clark,64,70.45,422,599
175,176,176,Colt Knost,69,70.38,423,601
176,177,177,Brian Davis,91,70.23,611,870
177,178,178,Ernie Els,63,69.86,350,501
178,179,179,Darron Stiles,51,68.4,316,462
179,180,180,Brian Gay,79,66.81,477,714
