,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
63,T64,T64,Tom Gillis,22,250.3,711739.0,79
64,T64,T64,James Hahn,26,250.3,1090144.0,121
65,66,66,Luke Guthrie,27,250.4,910487.0,101
66,T67,T67,Trevor Immelman,24,250.6,721617.0,80
67,T67,T67,Vaughn Taylor,16,250.6,559245.0,62
68,T67,T67,Gary Woodland,26,250.6,1695978.0,188
69,70,70,Russell Henley,24,250.7,1037694.0,115
70,71,71,William McGirt,24,250.8,1029124.0,114
71,T72,T72,Matt Jones,24,250.9,1246334.0,138
72,T72,T72,John Merrick,23,250.9,966373.0,107
73,74,74,Charlie Wi,23,251.1,750346.0,83
74,T75,T75,Josh Teater,24,251.2,1166633.0,129
75,T75,T75,Bo Van Pelt,22,251.2,886108.0,98
76,T77,T77,Colt Knost,25,251.3,515717.0,57
77,T77,T77,Nicholas Thompson,29,251.3,1438243.0,159
78,79,79,John Senden,25,251.4,1131247.0,125
79,T80,T80,Erik Compton,24,251.5,1004874.0,111
80,T80,T80,Tommy Gainey,28,251.5,1185929.0,131
81,T82,T82,Scott Brown,21,251.6,969088.0,107
82,T82,T82,Luke Donald,17,251.6,606924.0,67
83,T82,T82,Derek Ernst,21,251.6,869466.0,96
84,85,85,Seung-Yul Noh,25,251.7,1114419.0,123
85,86,86,Brian Harman,29,251.9,1260311.0,139
86,T87,T87,Ben Curtis,20,252.0,462649.0,51
87,T87,T87,George McNeill,21,252.0,916349.0,101
88,T87,T87,Pat Perez,22,252.0,1097872.0,121
89,T87,T87,Carl Pettersson,24,252.0,1043219.0,115
90,T87,T87,Shawn Stefani,21,252.0,816373.0,90
91,T92,T92,Jeff Maggert,21,252.2,726294.0,80
92,T92,T92,Dicky Pride,23,252.2,572075.0,63
93,T92,T92,Brandt Snedeker,23,252.2,880751.0,97
94,T92,T92,Aaron Watkins,19,252.2,308747.0,34
95,T96,T96,Jason Bohn,23,252.4,690652.0,76
96,T96,T96,James Driscoll,23,252.4,899496.0,99
97,T96,T96,Brandt Jobe,19,252.4,790605.0,87
98,T96,T96,Hunter Mahan,25,252.4,1490174.0,164
99,T96,T96,Boo Weekley,27,252.4,1490238.0,164
100,101,101,Peter Hanson,15,252.7,545925.0,60
101,T102,T102,Martin Flores,25,252.9,1283652.0,141
102,T102,T102,Henrik Norlander,22,252.9,992399.0,109
103,104,104,Tim Clark,20,253.0,555581.0,61
104,105,105,Robert Garrigus,22,253.3,1349780.0,148
105,106,106,Charl Schwartzel,19,253.4,1158667.0,127
106,107,107,Kevin Stadler,25,253.5,1423746.0,156
107,T108,T108,Aaron Baddeley,24,253.6,1031576.0,113
108,T108,T108,Bobby Gates,20,253.6,529528.0,58
109,T108,T108,Freddie Jacobson,19,253.6,703091.0,77
110,T111,T111,Stephen Ames,19,253.7,493193.0,54
111,T111,T111,Charles Howell III,26,253.7,1625440.0,178
112,T113,T113,Adam Scott,16,253.8,968490.0,106
113,T113,T113,Webb Simpson,25,253.8,1315868.0,144
114,115,115,Casey Wittenberg,27,253.9,722161.0,79
115,T116,T116,Brian Gay,24,254.0,621769.0,68
116,T116,T116,David Hearn,26,254.0,832188.0,91
117,T116,T116,Cameron Percy,21,254.0,1014885.0,111
118,119,119,John Rollins,24,254.1,1207318.0,132
119,120,120,Keegan Bradley,25,254.2,1720609.0,188
120,T121,T121,Jason Dufner,22,254.4,934022.0,102
121,T121,T121,Michael Thompson,22,254.4,696156.0,76
122,T121,T121,Mike Weir,22,254.4,512845.0,56
123,T124,T124,Billy Horschel,26,254.6,1365781.0,149
124,T124,T124,Justin Leonard,24,254.6,678148.0,74
125,T126,T126,Matt Every,28,254.7,1659438.0,181
126,T126,T126,Ryan Moore,22,254.7,953495.0,104
127,T126,T126,Cameron Tringale,24,254.7,1091187.0,119
128,129,129,Jason Kokrak,25,254.8,1467570.0,160
129,T130,T130,Charlie Beljan,24,254.9,1110436.0,121
130,T130,T130,Jeff Overton,24,254.9,1404241.0,153
131,T130,T130,Nick Watney,26,254.9,1385688.0,151
132,133,133,Jimmy Walker,24,255.0,1469082.0,160
133,134,134,Daniel Summerhays,26,255.1,1248903.0,136
134,T135,T135,Bud Cauley,24,255.2,863689.0,94
135,T135,T135,K.J. Choi,24,255.2,716728.0,78
136,T135,T135,Rickie Fowler,22,255.2,1056514.0,115
137,138,138,Bill Haas,25,255.4,1204302.0,131
138,T139,T139,Greg Chalmers,25,255.6,1030590.0,112
139,T139,T139,Scott Stallings,27,255.6,1288423.0,140
140,T139,T139,Brendan Steele,26,255.6,1223990.0,133
141,T139,T139,Bubba Watson,21,255.6,1545875.0,168
142,143,143,Marc Leishman,23,255.9,1225265.0,133
143,144,144,Jerry Kelly,22,256.1,820393.0,89
144,T145,T145,Brian Davis,28,256.4,923087.0,100
145,T145,T145,John Huh,28,256.4,1310837.0,142
146,T145,T145,Tiger Woods,16,256.4,876821.0,95
147,T148,T148,Ben Crane,21,256.6,581969.0,63
148,T148,T148,Jordan Spieth,23,256.6,1247028.0,135
149,T148,T148,Johnson Wagner,24,256.6,794346.0,86
150,T151,T151,Rod Pampling,16,256.7,582185.0,63
151,T151,T151,Jin Park,20,256.7,434359.0,47
152,T151,T151,Chris Stroud,26,256.7,1182910.0,128
153,154,154,J.J. Henry,26,256.8,1026062.0,111
154,155,155,Andres Romero,21,256.9,1054224.0,114
155,T156,T156,Lucas Glover,23,257.0,1091849.0,118
156,T156,T156,Martin Laird,21,257.0,953140.0,103
157,T156,T156,Scott Piercy,24,257.0,1350574.0,146
158,159,159,Bryce Molder,24,257.1,610884.0,66
159,160,160,Lee Westwood,19,257.2,1120220.0,121
160,T161,T161,Ken Duke,28,257.3,759543.0,82
161,T161,T161,Harris English,26,257.3,1509998.0,163
162,T161,T161,Sergio Garcia,17,257.3,963198.0,104
163,T161,T161,Charley Hoffman,23,257.3,1463643.0,158
164,165,165,Rory McIlroy,16,257.6,1001427.0,108
165,166,166,Steven Bowditch,22,257.7,1233764.0,133
166,167,167,Steve Stricker,13,258.2,604158.0,65
167,168,168,Brendon de Jonge,30,258.3,1655380.0,178
168,169,169,D.A. Points,28,258.7,1043026.0,112
169,170,170,Ángel Cabrera,21,259.5,1214660.0,130
170,171,171,Richard Lee,24,259.6,887700.0,95
171,172,172,David Lynn,22,259.9,664271.0,71
172,173,173,Phil Mickelson,21,260.0,1179398.0,126
173,174,174,Ian Poulter,16,260.2,655626.0,70
174,175,175,Roberto Castro,29,260.3,1274443.0,136
175,176,176,Jonas Blixt,24,260.4,1096775.0,117
176,177,177,D.H. Lee,22,260.8,845052.0,90
177,178,178,Troy Matteson,24,261.2,930938.0,99
178,T179,T179,Padraig Harrington,17,261.5,724862.0,77
179,T179,T179,Henrik Stenson,18,261.5,1044772.0,111
