,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
22,T21,T21,David Lingmerth,68,"40' 6""",99241,204,8270.083,21.0
23,T24,T24,Sergio Garcia,65,"40' 7""",83821,172,6985.0830000000005,-6.0
24,T24,T24,Brandt Snedeker,79,"40' 7""",95544,196,7962.0,17.0
25,T24,T24,Nick Watney,88,"40' 7""",114553,235,9546.083,43.0
26,27,27,Bo Van Pelt,72,"40' 9""",72906,149,6075.5,15.0
27,28,28,Stewart Cink,71,"40' 11""",104999,214,8749.917,24.0
28,T29,T29,Luke List,65,"41' 0""",131259,267,10938.25,11.0
29,T29,T29,D.J. Trahan,48,"41' 0""",70843,144,5903.5830000000005,20.0
30,T29,T29,Jimmy Walker,84,"41' 0""",149619,304,12468.25,-1.0
31,T32,T32,Brian Harman,89,"41' 1""",149372,303,12447.667,53.0
32,T32,T32,Troy Matteson,68,"41' 1""",105966,215,8830.5,20.0
33,T32,T32,Adam Scott,61,"41' 1""",73906,150,6158.8330000000005,4.0
34,T32,T32,Daniel Summerhays,83,"41' 1""",140416,285,11701.333,27.0
35,T36,T36,Jason Dufner,78,"41' 3""",107847,218,8987.25,16.0
36,T36,T36,Charles Howell III,87,"41' 3""",159959,323,13329.917,4.0
37,T36,T36,Jason Kokrak,78,"41' 3""",145523,294,12126.917,24.0
38,T36,T36,Justin Rose,62,"41' 3""",74279,150,6189.9169999999995,3.0
39,40,40,D.A. Points,87,"41' 4""",108718,219,9059.833,15.0
40,41,41,Robert Garrigus,69,"41' 6""",104996,211,8749.667,9.0
41,T42,T42,Sangmoon Bae,83,"41' 7""",147687,296,12307.25,34.0
42,T42,T42,Shawn Stefani,63,"41' 7""",103245,207,8603.75,13.0
43,44,44,Dustin Johnson,71,"41' 8""",119984,240,9998.667,11.0
44,T45,T45,Alistair Presnell,59,"41' 9""",92255,184,7687.9169999999995,38.0
45,T45,T45,Patrick Reed,83,"41' 9""",156801,313,13066.75,13.0
46,T47,T47,Tommy Gainey,84,"41' 10""",157706,314,13142.167,49.0
47,T47,T47,Padraig Harrington,52,"41' 10""",62738,125,5228.167,21.0
48,T49,T49,Jim Herman,59,"41' 11""",86973,173,7247.75,17.0
49,T49,T49,Charley Hoffman,84,"41' 11""",120819,240,10068.25,9.0
50,T49,T49,Martin Kaymer,61,"41' 11""",66880,133,5573.3330000000005,12.0
51,T49,T49,Jerry Kelly,75,"41' 11""",95597,190,7966.4169999999995,22.0
52,T49,T49,Rory McIlroy,56,"41' 11""",72977,145,6081.4169999999995,4.0
53,T49,T49,Cameron Percy,68,"41' 11""",109198,217,9099.833,17.0
54,T55,T55,Ricky Barnes,74,"42' 0""",122855,244,10237.917,33.0
55,T55,T55,Brad Fritsch,81,"42' 0""",135129,268,11260.75,47.0
56,T55,T55,Morgan Hoffmann,64,"42' 0""",111857,222,9321.417,20.0
57,58,58,Keegan Bradley,88,"42' 2""",126614,250,10551.167,22.0
58,T59,T59,Graeme McDowell,53,"42' 3""",48137,95,4011.417,13.0
59,T59,T59,Boo Weekley,100,"42' 3""",126855,250,10571.25,43.0
60,61,61,Bill Haas,85,"42' 5""",127658,251,10638.167,6.0
61,T62,T62,Greg Chalmers,77,"42' 6""",120245,236,10020.417,35.0
62,T62,T62,Will Claxton,67,"42' 6""",108684,213,9057.0,49.0
63,T62,T62,Jason Day,86,"42' 6""",117715,231,9809.583,8.0
64,T62,T62,Pat Perez,69,"42' 6""",111678,219,9306.5,24.0
65,T66,T66,Scott Gardiner,61,"42' 7""",112528,220,9377.333,29.0
66,T66,T66,Martin Laird,68,"42' 7""",90523,177,7543.5830000000005,23.0
67,T68,T68,Ernie Els,63,"42' 8""",81480,159,6790.0,6.0
68,T68,T68,Fabián Gómez,65,"42' 8""",100775,197,8397.917,28.0
69,T68,T68,Kyle Stanley,71,"42' 8""",111017,217,9251.417,30.0
70,T71,T71,Stuart Appleby,88,"42' 9""",128283,250,10690.25,32.0
71,T71,T71,Brendon de Jonge,110,"42' 9""",150819,294,12568.25,32.0
72,T71,T71,Ken Duke,87,"42' 9""",118931,232,9910.917,55.0
73,T71,T71,David Mathis,71,"42' 9""",116975,228,9747.917,49.0
74,T71,T71,Mark Wilson,56,"42' 9""",67196,131,5599.6669999999995,9.0
75,T71,T71,Gary Woodland,94,"42' 9""",161990,316,13499.167,26.0
76,T77,T77,Jeff Maggert,63,"42' 10""",93073,181,7756.0830000000005,31.0
77,T77,T77,Michael Thompson,66,"42' 10""",95096,185,7924.6669999999995,39.0
78,T79,T79,Brian Davis,91,"42' 11""",121643,236,10136.917,35.0
79,T79,T79,Graham DeLaet,94,"42' 11""",124109,241,10342.417,13.0
80,T79,T79,Hunter Mahan,91,"42' 11""",113274,220,9439.5,24.0
81,T79,T79,Rod Pampling,46,"42' 11""",66983,130,5581.9169999999995,26.0
82,T79,T79,Jin Park,52,"42' 11""",72101,140,6008.4169999999995,20.0
83,T84,T84,Erik Compton,74,"43' 0""",130048,252,10837.333,36.0
84,T84,T84,D.H. Lee,65,"43' 0""",94371,183,7864.25,18.0
85,T84,T84,Lee Westwood,70,"43' 0""",80477,156,6706.4169999999995,13.0
86,T87,T87,Ángel Cabrera,73,"43' 1""",124167,240,10347.25,28.0
87,T87,T87,Bob Estes,66,"43' 1""",101836,197,8486.333,32.0
88,T87,T87,Brian Gay,79,"43' 1""",110675,214,9222.917,28.0
89,T87,T87,Richard Lee,81,"43' 1""",110730,214,9227.5,23.0
90,T87,T87,Geoff Ogilvy,57,"43' 1""",80618,156,6718.1669999999995,20.0
91,T87,T87,Jeff Overton,78,"43' 1""",157654,305,13137.833,33.0
92,T87,T87,Dicky Pride,71,"43' 1""",103404,200,8617.0,29.0
93,T94,T94,K.J. Choi,85,"43' 3""",91923,177,7660.25,9.0
94,T94,T94,Matt Kuchar,93,"43' 3""",136531,263,11377.583,20.0
95,T94,T94,Seung-Yul Noh,71,"43' 3""",148562,286,12380.167,33.0
96,T94,T94,Scott Stallings,79,"43' 3""",119284,230,9940.333,36.0
97,98,98,Josh Teater,86,"43' 4""",112782,217,9398.5,12.0
98,T99,T99,James Hahn,78,"43' 5""",130827,251,10902.25,33.0
99,T99,T99,Peter Hanson,45,"43' 5""",80183,154,6681.9169999999995,13.0
100,T101,T101,Steven Bowditch,67,"43' 6""",118408,227,9867.333,33.0
101,T101,T101,Michael Bradley,56,"43' 6""",89305,171,7442.0830000000005,30.0
102,T101,T101,Henrik Stenson,65,"43' 6""",63731,122,5310.9169999999995,16.0
103,T104,T104,Jonas Blixt,76,"43' 7""",133403,255,11116.917,42.0
104,T104,T104,Jim Furyk,80,"43' 7""",91002,174,7583.5,33.0
105,T104,T104,John Huh,88,"43' 7""",121308,232,10109.0,30.0
106,T104,T104,Chris Kirk,89,"43' 7""",140605,269,11717.083,11.0
107,T104,T104,Sean O'Hair,56,"43' 7""",114566,219,9547.167,49.0
108,T104,T104,Ryan Palmer,79,"43' 7""",138593,265,11549.417,27.0
109,T110,T110,David Toms,49,"43' 8""",50308,96,4192.333,16.0
110,T110,T110,Y.E. Yang,56,"43' 8""",72865,139,6072.0830000000005,33.0
111,112,112,Brian Stuard,78,"43' 9""",107032,204,8919.333,25.0
112,T113,T113,Harris English,95,"43' 10""",151562,288,12630.167,18.0
113,T113,T113,Chez Reavie,72,"43' 10""",100429,191,8369.083,18.0
114,T115,T115,Russell Henley,80,"43' 11""",112337,213,9361.417,11.0
115,T115,T115,Ryo Ishikawa,72,"43' 11""",117997,224,9833.083,36.0
116,T115,T115,Brendan Steele,86,"43' 11""",142842,271,11903.5,32.0
117,118,118,John Merrick,79,"44' 1""",128091,242,10674.25,21.0
118,T119,T119,Chad Campbell,78,"44' 2""",128379,242,10698.25,46.0
119,T119,T119,Kevin Chappell,80,"44' 2""",118754,224,9896.167,28.0
120,T119,T119,Derek Ernst,58,"44' 2""",100175,189,8347.917,36.0
121,T119,T119,Lucas Glover,65,"44' 2""",97461,184,8121.75,32.0
122,T119,T119,Robert Karlsson,56,"44' 2""",70987,134,5915.5830000000005,26.0
123,T119,T119,Scott Langley,79,"44' 2""",111806,211,9317.167,31.0
124,T125,T125,Charlie Beljan,62,"44' 3""",107213,202,8934.417,19.0
125,T125,T125,Chris Stroud,88,"44' 3""",133715,252,11142.917,5.0
126,127,127,Justin Leonard,86,"44' 4""",128796,242,10733.0,25.0
127,T128,T128,Steve LeBrun,66,"44' 5""",109191,205,9099.25,31.0
128,T128,T128,Eric Meierdierks,48,"44' 5""",88025,165,7335.4169999999995,28.0
129,T128,T128,Henrik Norlander,70,"44' 5""",124305,233,10358.75,32.0
130,131,131,Greg Owen,73,"44' 6""",135727,254,11310.583,55.0
131,132,132,Marc Leishman,77,"44' 7""",135472,253,11289.333,26.0
132,T133,T133,Tom Gillis,69,"44' 9""",106278,198,8856.5,43.0
133,T133,T133,John Rollins,77,"44' 9""",136433,254,11369.417,28.0
134,T135,T135,Robert Allenby,58,"44' 10""",102186,190,8515.5,57.0
135,T135,T135,Tim Herron,45,"44' 10""",95791,178,7982.5830000000005,23.0
136,T135,T135,Cameron Tringale,80,"44' 10""",144833,269,12069.417,14.0
137,T138,T138,Bud Cauley,67,"44' 11""",108877,202,9073.083,47.0
138,T138,T138,David Hearn,88,"44' 11""",131097,243,10924.75,44.0
139,140,140,Ben Kohles,75,"45' 0""",104208,193,8684.0,37.0
140,T141,T141,Billy Horschel,96,"45' 2""",142604,263,11883.667,30.0
141,T141,T141,Colt Knost,69,"45' 2""",96011,177,8000.9169999999995,45.0
142,T141,T141,George McNeill,68,"45' 2""",105745,195,8812.083,29.0
143,T141,T141,"Ted Potter, Jr.",65,"45' 2""",103543,191,8628.583,23.0
144,T141,T141,Johnson Wagner,64,"45' 2""",110049,203,9170.75,23.0
145,T146,T146,Luke Donald,60,"45' 3""",79832,147,6652.6669999999995,13.0
146,T146,T146,John Senden,79,"45' 3""",129816,239,10818.0,29.0
147,T146,T146,Steve Stricker,51,"45' 3""",53246,98,4437.167,-5.0
148,149,149,Matt Jones,83,"45' 4""",125762,231,10480.167,19.0
149,T150,T150,Jason Bohn,70,"45' 5""",112729,207,9394.083,38.0
150,T150,T150,Bryce Molder,82,"45' 5""",123077,226,10256.417,28.0
151,T150,T150,Charl Schwartzel,69,"45' 5""",101362,186,8446.833,14.0
152,153,153,Zach Johnson,84,"45' 6""",108158,198,9013.167,15.0
153,154,154,Aaron Baddeley,68,"45' 7""",137840,252,11486.667,20.0
154,155,155,Tag Ridings,69,"45' 10""",138588,252,11549.0,38.0
155,T156,T156,Justin Bolli,59,"45' 11""",93049,169,7754.0830000000005,45.0
156,T156,T156,James Driscoll,76,"45' 11""",136681,248,11390.083,25.0
157,158,158,Ben Crane,62,"46' 1""",105651,191,8804.25,27.0
158,159,159,Ryan Moore,72,"46' 2""",98585,178,8215.417,29.0
159,160,160,Brandt Jobe,62,"46' 4""",83990,151,6999.1669999999995,30.0
160,161,161,Justin Hicks,79,"46' 5""",108633,195,9052.75,31.0
161,162,162,William McGirt,75,"46' 9""",134029,239,11169.083,35.0
162,163,163,Darron Stiles,51,"46' 10""",70847,126,5903.9169999999995,31.0
163,164,164,Vaughn Taylor,50,"47' 0""",78425,139,6535.4169999999995,26.0
164,165,165,Lee Williams,62,"47' 4""",98805,174,8233.75,28.0
165,T166,T166,Ben Curtis,59,"47' 6""",94674,166,7889.5,39.0
166,T166,T166,Tiger Woods,61,"47' 6""",73566,129,6130.5,15.0
167,T168,T168,Scott Brown,65,"47' 8""",106476,186,8873.0,39.0
168,T168,T168,Charlie Wi,75,"47' 8""",131515,230,10959.583,24.0
169,170,170,Mike Weir,60,"47' 10""",120066,209,10005.5,40.0
170,171,171,Trevor Immelman,73,"47' 11""",129930,226,10827.5,34.0
171,172,172,Bobby Gates,49,"48' 1""",109659,190,9138.25,43.0
172,173,173,Robert Streb,75,"48' 3""",129682,224,10806.833,49.0
173,T174,T174,Doug LaBelle II,72,"48' 8""",112071,192,9339.25,43.0
174,T174,T174,Andrew Svoboda,46,"48' 8""",75980,130,6331.6669999999995,23.0
175,176,176,J.J. Henry,83,"48' 10""",136588,233,11382.333,43.0
176,177,177,Andres Romero,63,"49' 2""",117347,199,9778.917,14.0
177,178,178,Aaron Watkins,46,"49' 3""",76846,130,6403.8330000000005,29.0
178,179,179,Casey Wittenberg,72,"49' 4""",152042,257,12670.167,42.0
179,180,180,Stephen Ames,49,"50' 10""",100081,164,8340.083,16.0
