,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
74,T59,T59,Michael Thompson,66,10
75,T59,T59,Mark Wilson,56,10
76,T77,T77,Justin Bolli,59,9
77,T77,T77,Bud Cauley,67,9
78,T77,T77,Kevin Chappell,80,9
79,T77,T77,K.J. Choi,85,9
80,T77,T77,Graham DeLaet,94,9
81,T77,T77,Luke Donald,60,9
82,T77,T77,Jason Dufner,78,9
83,T77,T77,Ernie Els,63,9
84,T77,T77,Bobby Gates,49,9
85,T77,T77,David Hearn,88,9
86,T77,T77,Trevor Immelman,73,9
87,T77,T77,Matt Jones,83,9
88,T77,T77,Richard Lee,81,9
89,T77,T77,Carl Pettersson,82,9
90,T77,T77,Brandt Snedeker,79,9
91,T77,T77,Darron Stiles,51,9
92,T77,T77,Kevin Streelman,86,9
93,T77,T77,Steve Stricker,51,9
94,T77,T77,Brian Stuard,78,9
95,T77,T77,Nick Watney,88,9
96,T77,T77,Boo Weekley,100,9
97,T98,T98,Michael Bradley,56,8
98,T98,T98,Will Claxton,67,8
99,T98,T98,Ben Crane,62,8
100,T98,T98,Bob Estes,66,8
101,T98,T98,Lucas Glover,65,8
102,T98,T98,Fabián Gómez,65,8
103,T98,T98,Jim Herman,59,8
104,T98,T98,Tim Herron,45,8
105,T98,T98,Ryo Ishikawa,72,8
106,T98,T98,Marc Leishman,77,8
107,T98,T98,David Mathis,71,8
108,T98,T98,Cameron Percy,68,8
109,T98,T98,John Senden,79,8
110,T98,T98,Vijay Singh,61,8
111,T98,T98,Josh Teater,86,8
112,T98,T98,Jimmy Walker,84,8
113,T114,T114,Ben Curtis,59,7
114,T114,T114,Harris English,95,7
115,T114,T114,Derek Ernst,58,7
116,T114,T114,Jim Furyk,80,7
117,T114,T114,Sergio Garcia,65,7
118,T114,T114,Padraig Harrington,52,7
119,T114,T114,J.J. Henry,83,7
120,T114,T114,Justin Hicks,79,7
121,T114,T114,Freddie Jacobson,63,7
122,T114,T114,Brandt Jobe,62,7
123,T114,T114,Scott Langley,79,7
124,T114,T114,D.H. Lee,65,7
125,T114,T114,Jeff Maggert,63,7
126,T114,T114,Rory McIlroy,56,7
127,T114,T114,Eric Meierdierks,48,7
128,T114,T114,Phil Mickelson,78,7
129,T114,T114,Henrik Norlander,70,7
130,T114,T114,Greg Owen,73,7
131,T114,T114,Ryan Palmer,79,7
132,T114,T114,Tag Ridings,69,7
133,T114,T114,Adam Scott,61,7
134,T114,T114,Robert Streb,75,7
135,T114,T114,David Toms,49,7
136,T114,T114,Camilo Villegas,79,7
137,T114,T114,Aaron Watkins,46,7
138,T114,T114,Mike Weir,60,7
139,T140,T140,Robert Allenby,58,6
140,T140,T140,Nicolas Colsaerts,50,6
141,T140,T140,Jason Day,86,6
142,T140,T140,Matt Every,89,6
143,T140,T140,Robert Garrigus,69,6
144,T140,T140,Tom Gillis,69,6
145,T140,T140,Steve LeBrun,66,6
146,T140,T140,Luke List,65,6
147,T140,T140,Seung-Yul Noh,71,6
148,T140,T140,Rod Pampling,46,6
149,T140,T140,Charl Schwartzel,69,6
150,T140,T140,Johnson Wagner,64,6
151,T140,T140,Lee Westwood,70,6
152,T153,T153,Stephen Ames,49,5
153,T153,T153,Charlie Beljan,62,5
154,T153,T153,Stewart Cink,71,5
155,T153,T153,Dustin Johnson,71,5
156,T153,T153,Martin Kaymer,61,5
157,T153,T153,Geoff Ogilvy,57,5
158,T153,T153,Jeff Overton,78,5
159,T153,T153,Alistair Presnell,59,5
160,T153,T153,Justin Rose,62,5
161,T153,T153,Scott Stallings,79,5
162,T153,T153,Kyle Stanley,71,5
163,T153,T153,Andrew Svoboda,46,5
164,T153,T153,Vaughn Taylor,50,5
165,T153,T153,Y.E. Yang,56,5
166,T167,T167,Tim Clark,64,4
167,T167,T167,Peter Hanson,45,4
168,T167,T167,Jin Park,52,4
169,T167,T167,Ian Poulter,59,4
170,T167,T167,Henrik Stenson,65,4
171,T167,T167,D.J. Trahan,48,4
172,T167,T167,Bo Van Pelt,72,4
173,T167,T167,Bubba Watson,76,4
174,T167,T167,Tiger Woods,61,4
175,T176,T176,Ricky Barnes,74,3
176,T176,T176,Robert Karlsson,56,3
177,T176,T176,Graeme McDowell,53,3
178,T176,T176,Casey Wittenberg,72,3
179,180,180,Matt Kuchar,93,2
