,Average_Distance_to_Hole_After_Tee_Shot_RANK THIS WEEK,Average_Distance_to_Hole_After_Tee_Shot_RANK LAST WEEK,Average_Distance_to_Hole_After_Tee_Shot_PLAYER NAME,Average_Distance_to_Hole_After_Tee_Shot_ROUNDS,Average_Distance_to_Hole_After_Tee_Shot_AVG,Average_Distance_to_Hole_After_Tee_Shot_TOTAL DIST AFTER TEE SHOT,Average_Distance_to_Hole_After_Tee_Shot_TOTAL TEE SHOTS
29,T29,T29,Justin Rose,62,171.8,3920756.0,634
30,31,31,Charles Howell III,87,171.9,6771121.0,1094
31,T32,T32,Padraig Harrington,52,172.0,2972067.0,480
32,T32,T32,Webb Simpson,92,172.0,5968326.0,964
33,T34,T34,Ángel Cabrera,73,172.1,4851854.0,783
34,T34,T34,Seung-Yul Noh,71,172.1,5212008.0,841
35,T34,T34,Cameron Percy,68,172.1,4837973.0,781
36,37,37,Tommy Gainey,84,172.2,6399080.0,1032
37,38,38,Jimmy Walker,84,172.4,6369159.0,1026
38,T39,T39,Matt Every,89,172.5,6845182.0,1102
39,T39,T39,Marc Leishman,77,172.5,5434840.0,875
40,T39,T39,Ian Poulter,59,172.5,3360262.0,541
41,T39,T39,Adam Scott,61,172.5,3782821.0,609
42,T43,T43,Hunter Mahan,91,172.6,5834664.0,939
43,T43,T43,Boo Weekley,100,172.6,7097288.0,1142
44,45,45,Martin Kaymer,61,172.8,3620134.0,582
45,T46,T46,Freddie Jacobson,63,172.9,3958152.0,636
46,T46,T46,Andres Romero,63,172.9,4420252.0,710
47,T46,T46,Nicholas Thompson,99,172.9,7368025.0,1184
48,T49,T49,Harris English,95,173.0,6986379.0,1122
49,T49,T49,Charley Hoffman,84,173.0,6227082.0,1000
50,51,51,Greg Owen,73,173.1,5620494.0,902
51,T52,T52,John Rollins,77,173.2,5781202.0,927
52,T52,T52,D.J. Trahan,48,173.2,3242619.0,520
53,T54,T54,Sean O'Hair,56,173.3,4353709.0,698
54,T54,T54,Andrew Svoboda,46,173.3,3001709.0,481
55,T54,T54,Lee Westwood,70,173.3,4393025.0,704
56,T57,T57,Graham DeLaet,94,173.5,6968719.0,1116
57,T57,T57,Derek Ernst,58,173.5,4221193.0,676
58,T59,T59,Russell Henley,80,173.6,5686307.0,910
59,T59,T59,Ryo Ishikawa,72,173.6,4717561.0,755
60,61,61,Jordan Spieth,82,173.7,5782744.0,925
61,62,62,Brian Harman,89,173.8,6525763.0,1043
62,63,63,Chris Kirk,89,174.0,6954096.0,1110
63,T64,T64,Kevin Chappell,80,174.4,5768996.0,919
64,T64,T64,Scott Gardiner,61,174.4,4471151.0,712
65,T64,T64,Jeff Overton,78,174.4,6392739.0,1018
66,67,67,Nick Watney,88,174.6,6374789.0,1014
67,68,68,Josh Teater,86,174.8,5267877.0,837
68,69,69,Troy Matteson,68,174.9,5074448.0,806
69,T70,T70,Brad Fritsch,81,175.0,5832645.0,926
70,T70,T70,Peter Hanson,45,175.0,2853144.0,453
71,72,72,Phil Mickelson,78,175.1,4917849.0,780
72,73,73,Henrik Stenson,65,175.2,3835125.0,608
73,T74,T74,Ernie Els,63,175.3,4215540.0,668
74,T74,T74,Bobby Gates,49,175.3,3237800.0,513
75,T76,T76,Billy Horschel,96,175.4,7235940.0,1146
76,T76,T76,Matt Jones,83,175.4,6112723.0,968
77,T78,T78,Bill Haas,85,175.5,6078205.0,962
78,T78,T78,Vaughn Taylor,50,175.5,3474650.0,550
79,80,80,Vijay Singh,61,175.6,4196978.0,664
80,T81,T81,Erik Compton,74,175.7,5660281.0,895
81,T81,T81,Steve LeBrun,66,175.7,4637360.0,733
82,83,83,Matt Kuchar,93,175.8,6018098.0,951
83,T84,T84,Lucas Glover,65,176.0,4543905.0,717
84,T84,T84,Henrik Norlander,70,176.0,5158244.0,814
85,86,86,Camilo Villegas,79,176.4,5550840.0,874
86,87,87,Steve Stricker,51,176.5,3120631.0,491
87,88,88,Kevin Streelman,86,176.9,5992378.0,941
88,T89,T89,Scott Brown,65,177.0,4829428.0,758
89,T89,T89,Sergio Garcia,65,177.0,4122788.0,647
90,T91,T91,Sangmoon Bae,83,177.2,6346641.0,995
91,T91,T91,Rickie Fowler,75,177.2,5237795.0,821
92,93,93,Ryan Moore,72,177.5,5072461.0,794
93,94,94,Y.E. Yang,56,177.6,3619677.0,566
94,95,95,Martin Laird,68,177.7,4670676.0,730
95,96,96,Tim Clark,64,177.8,3821493.0,597
96,97,97,Brendon de Jonge,110,178.0,8600629.0,1342
97,98,98,Tom Gillis,69,178.1,5308099.0,828
98,99,99,Will Claxton,67,178.2,4952973.0,772
99,T100,T100,Jonas Blixt,76,178.4,5910221.0,920
100,T100,T100,Rod Pampling,46,178.4,3115295.0,485
101,T100,T100,Bo Van Pelt,72,178.4,4791138.0,746
102,103,103,Brandt Snedeker,79,178.5,5160891.0,803
103,T104,T104,Fabián Gómez,65,178.6,4944156.0,769
104,T104,T104,William McGirt,75,178.6,6248719.0,972
105,T104,T104,Brendan Steele,86,178.6,6828831.0,1062
106,107,107,Alistair Presnell,59,178.7,4034013.0,627
107,T108,T108,James Hahn,78,178.8,5908067.0,918
108,T108,T108,George McNeill,68,178.8,5696946.0,885
109,110,110,Bud Cauley,67,178.9,4938619.0,767
110,T111,T111,Tim Herron,45,179.1,3894839.0,604
111,T111,T111,Zach Johnson,84,179.1,6027124.0,935
112,T111,T111,Pat Perez,69,179.1,5596843.0,868
113,T114,T114,Ricky Barnes,74,179.2,5773400.0,895
114,T114,T114,Stewart Cink,71,179.2,4888966.0,758
115,T116,T116,Stuart Appleby,88,179.3,6964405.0,1079
116,T116,T116,Chad Campbell,78,179.3,6388800.0,990
117,118,118,Geoff Ogilvy,57,179.4,3681722.0,570
118,T119,T119,J.J. Henry,83,179.5,6610806.0,1023
119,T119,T119,Brandt Jobe,62,179.5,4716567.0,730
120,T119,T119,"Ted Potter, Jr.",65,179.5,4930856.0,763
121,T122,T122,Roberto Castro,97,179.7,7512118.0,1161
122,T122,T122,Robert Karlsson,56,179.7,3272538.0,506
123,T122,T122,John Senden,79,179.7,5471755.0,846
124,T125,T125,Aaron Baddeley,68,179.8,5151333.0,796
125,T125,T125,Ben Crane,62,179.8,4905080.0,758
126,T127,T127,David Lingmerth,68,179.9,5070743.0,783
127,T127,T127,Jeff Maggert,63,179.9,5117630.0,790
128,T129,T129,John Merrick,79,180.1,6121844.0,944
129,T129,T129,Daniel Summerhays,83,180.1,6981442.0,1077
130,T129,T129,Tiger Woods,61,180.1,3832818.0,591
131,132,132,Mark Wilson,56,180.4,4527288.0,697
132,133,133,Graeme McDowell,53,180.5,3353399.0,516
133,T134,T134,James Driscoll,76,180.6,5584553.0,859
134,T134,T134,John Huh,88,180.6,6781097.0,1043
135,T134,T134,Chez Reavie,72,180.6,6034629.0,928
136,137,137,Cameron Tringale,80,181.6,6715641.0,1027
137,T138,T138,David Mathis,71,181.9,5579745.0,852
138,T138,T138,Johnson Wagner,64,181.9,4707033.0,719
139,140,140,Luke Guthrie,82,182.5,5839851.0,889
140,141,141,K.J. Choi,85,182.7,5748800.0,874
141,T142,T142,Justin Bolli,59,183.0,4176222.0,634
142,T142,T142,Justin Hicks,79,183.0,6020973.0,914
143,144,144,David Hearn,88,183.1,6671965.0,1012
144,T145,T145,Brian Davis,91,183.2,7597315.0,1152
145,T145,T145,Darron Stiles,51,183.2,3831097.0,581
146,T145,T145,Casey Wittenberg,72,183.2,5455534.0,827
147,148,148,Michael Thompson,66,183.5,4810028.0,728
148,T149,T149,Stephen Ames,49,183.6,3971877.0,601
149,T149,T149,Charlie Wi,75,183.6,6009085.0,909
150,151,151,Brian Stuard,78,183.8,5730847.0,866
151,152,152,Michael Bradley,56,183.9,3853583.0,582
152,153,153,D.H. Lee,65,184.0,5265177.0,795
153,154,154,Chris Stroud,88,184.1,7043992.0,1063
154,155,155,Brian Gay,79,184.3,6494565.0,979
155,T156,T156,Jason Bohn,70,184.5,6057428.0,912
156,T156,T156,Bob Estes,66,184.5,5678919.0,855
157,158,158,D.A. Points,87,184.6,6235146.0,938
158,T159,T159,Ben Curtis,59,184.7,4222880.0,635
159,T159,T159,Ben Kohles,75,184.7,5643678.0,849
160,T161,T161,Ken Duke,87,185.0,6933614.0,1041
161,T161,T161,Trevor Immelman,73,185.0,5661094.0,850
162,T161,T161,Aaron Watkins,46,185.0,3210602.0,482
163,164,164,Lee Williams,62,185.1,4697500.0,705
164,T165,T165,Greg Chalmers,77,185.2,6373143.0,956
165,T165,T165,Scott Langley,79,185.2,5859767.0,879
166,167,167,Robert Allenby,58,185.4,4757726.0,713
167,168,168,Doug LaBelle II,72,185.5,5429340.0,813
168,169,169,David Toms,49,185.6,2946784.0,441
169,170,170,Dicky Pride,71,186.0,5458581.0,815
170,171,171,David Lynn,70,186.2,5189658.0,774
171,T172,T172,Jerry Kelly,75,186.3,5948394.0,887
172,T172,T172,Richard Lee,81,186.3,6646309.0,991
173,174,174,Luke Donald,60,186.4,4247569.0,633
174,175,175,Justin Leonard,86,186.8,6946650.0,1033
175,176,176,Bryce Molder,82,188.1,6595319.0,974
176,177,177,Jim Furyk,80,188.5,6031406.0,889
177,178,178,Jin Park,52,189.0,4042277.0,594
178,179,179,Colt Knost,69,189.9,5413564.0,792
179,180,180,Mike Weir,60,190.4,4358398.0,636
