,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
52,T51,T51,Jimmy Walker,84,23.7,136315.0,160
53,T54,T54,Luke Guthrie,82,23.8,86492.0,101
54,T54,T54,Bill Haas,85,23.8,112190.0,131
55,T54,T54,George McNeill,68,23.8,86583.0,101
56,T54,T54,John Merrick,79,23.8,91703.0,107
57,T54,T54,Sean O'Hair,56,23.8,85627.0,100
58,T59,T59,Scott Gardiner,61,23.9,72126.0,84
59,T59,T59,Robert Streb,75,23.9,97381.0,113
60,T61,T61,Kevin Chappell,80,24.0,114219.0,132
61,T61,T61,Brandt Jobe,62,24.0,75324.0,87
62,T61,T61,Jordan Spieth,82,24.0,116423.0,135
63,T64,T64,K.J. Choi,85,24.1,67640.0,78
64,T64,T64,Peter Hanson,45,24.1,52088.0,60
65,T64,T64,Eric Meierdierks,48,24.1,70401.0,81
66,T67,T67,Brendon de Jonge,110,24.2,155294.0,178
67,T67,T67,Charley Hoffman,84,24.2,137576.0,158
68,T67,T67,Tag Ridings,69,24.2,88722.0,102
69,T70,T70,Billy Horschel,96,24.3,130531.0,149
70,T70,T70,John Huh,88,24.3,124027.0,142
71,T72,T72,Derek Ernst,58,24.4,84262.0,96
72,T72,T72,Zach Johnson,84,24.4,96704.0,110
73,T72,T72,Steve LeBrun,66,24.4,72984.0,83
74,T72,T72,John Rollins,77,24.4,115833.0,132
75,T72,T72,John Senden,79,24.4,109817.0,125
76,T72,T72,Michael Thompson,66,24.4,66772.0,76
77,T78,T78,Stewart Cink,71,24.5,88269.0,100
78,T78,T78,Ben Curtis,59,24.5,44957.0,51
79,T78,T78,Tim Herron,45,24.5,51942.0,59
80,T78,T78,D.H. Lee,65,24.5,79443.0,90
81,T78,T78,David Toms,49,24.5,25540.0,29
82,T83,T83,Aaron Baddeley,68,24.6,99965.0,113
83,T83,T83,Charlie Beljan,62,24.6,107189.0,121
84,T83,T83,Colt Knost,69,24.6,50539.0,57
85,T83,T83,Scott Piercy,78,24.6,129267.0,146
86,T87,T87,Steven Bowditch,67,24.7,118315.0,133
87,T87,T87,Greg Chalmers,77,24.7,99443.0,112
88,T87,T87,Cameron Percy,68,24.7,98764.0,111
89,T87,T87,Carl Pettersson,82,24.7,102076.0,115
90,T87,T87,Steve Stricker,51,24.7,57731.0,65
91,T87,T87,Camilo Villegas,79,24.7,95198.0,107
92,T87,T87,Lee Williams,62,24.7,48968.0,55
93,94,94,Chris Kirk,89,24.8,128399.0,144
94,T95,T95,Scott Brown,65,24.9,95908.0,107
95,T95,T95,Greg Owen,73,24.9,117629.0,131
96,T95,T95,Henrik Stenson,65,24.9,99522.0,111
97,T95,T95,Nicholas Thompson,99,24.9,142804.0,159
98,T99,T99,Sergio Garcia,65,25.0,93625.0,104
99,T99,T99,Russell Henley,80,25.0,103505.0,115
100,T99,T99,Andres Romero,63,25.0,102475.0,114
101,T99,T99,Brandt Snedeker,79,25.0,87413.0,97
102,T99,T99,Josh Teater,86,25.0,116083.0,129
103,T104,T104,Ricky Barnes,74,25.1,94820.0,105
104,T104,T104,Jason Dufner,78,25.1,92274.0,102
105,T104,T104,Robert Karlsson,56,25.1,53245.0,59
106,T104,T104,Andrew Svoboda,46,25.1,58706.0,65
107,T104,T104,Johnson Wagner,64,25.1,77848.0,86
108,109,109,Patrick Reed,83,25.2,123601.0,136
109,110,110,Robert Allenby,58,25.3,60194.0,66
110,T111,T111,Brian Davis,91,25.4,91479.0,100
111,T111,T111,Jin Park,52,25.4,42915.0,47
112,T113,T113,Rickie Fowler,75,25.5,105758.0,115
113,T113,T113,Ryan Palmer,79,25.5,139459.0,152
114,T113,T113,Kevin Stadler,83,25.5,143365.0,156
115,T116,T116,Hunter Mahan,91,25.6,151249.0,164
116,T116,T116,Bryce Molder,82,25.6,60824.0,66
117,T116,T116,Nick Watney,88,25.6,139195.0,151
118,119,119,Tom Gillis,69,25.7,73081.0,79
119,120,120,Morgan Hoffmann,64,25.8,91025.0,98
120,T121,T121,David Lingmerth,68,25.9,78272.0,84
121,T121,T121,Alistair Presnell,59,25.9,61441.0,66
122,T123,T123,Ángel Cabrera,73,26.0,121901.0,130
123,T123,T123,Luke Donald,60,26.0,62750.0,67
124,T123,T123,Martin Flores,83,26.0,131934.0,141
125,T123,T123,Freddie Jacobson,63,26.0,72113.0,77
126,T127,T127,Justin Hicks,79,26.1,80686.0,86
127,T127,T127,Jeff Maggert,63,26.1,75124.0,80
128,T127,T127,Shawn Stefani,63,26.1,84720.0,90
129,T130,T130,Stephen Ames,49,26.2,50938.0,54
130,T130,T130,Ernie Els,63,26.2,84794.0,90
131,T130,T130,J.J. Henry,83,26.2,104677.0,111
132,T130,T130,Doug LaBelle II,72,26.2,68754.0,73
133,T130,T130,Marc Leishman,77,26.2,125266.0,133
134,T135,T135,Jonas Blixt,76,26.3,110903.0,117
135,T135,T135,Ken Duke,87,26.3,77770.0,82
136,T135,T135,Matt Every,89,26.3,171204.0,181
137,T135,T135,Ryo Ishikawa,72,26.3,96639.0,102
138,T139,T139,Charles Howell III,87,26.4,169162.0,178
139,T139,T139,Cameron Tringale,80,26.4,113289.0,119
140,T141,T141,Justin Leonard,86,26.5,70582.0,74
141,T141,T141,Scott Stallings,79,26.5,133378.0,140
142,T143,T143,Jason Bohn,70,26.6,72850.0,76
143,T143,T143,Jason Kokrak,78,26.6,153410.0,160
144,T145,T145,Sangmoon Bae,83,26.7,113269.0,118
145,T145,T145,David Hearn,88,26.7,87422.0,91
146,T145,T145,Matt Jones,83,26.7,132493.0,138
147,T145,T145,David Mathis,71,26.7,84462.0,88
148,T145,T145,Darron Stiles,51,26.7,43207.0,45
149,T145,T145,Casey Wittenberg,72,26.7,76057.0,79
150,T151,T151,Bob Estes,66,27.0,73749.0,76
151,T151,T151,Charlie Wi,75,27.0,80729.0,83
152,T153,T153,Michael Bradley,56,27.1,47855.0,49
153,T153,T153,Erik Compton,74,27.1,108239.0,111
154,T153,T153,"Ted Potter, Jr.",65,27.1,71251.0,73
155,T153,T153,D.J. Trahan,48,27.1,69246.0,71
156,T157,T157,Bobby Gates,49,27.2,56848.0,58
157,T157,T157,James Hahn,78,27.2,118456.0,121
158,T159,T159,Stuart Appleby,88,27.3,105967.0,108
159,T159,T159,Bud Cauley,67,27.3,92542.0,94
160,161,161,Geoff Ogilvy,57,27.4,73021.0,74
161,162,162,Seung-Yul Noh,71,27.5,121921.0,123
162,T163,T163,Tim Clark,64,27.8,60984.0,61
163,T163,T163,Jerry Kelly,75,27.8,89139.0,89
164,T165,T165,Jeff Overton,78,28.1,155040.0,153
165,T165,T165,Aaron Watkins,46,28.1,34432.0,34
166,167,167,Lucas Glover,65,28.4,120580.0,118
167,168,168,Ben Crane,62,28.5,64660.0,63
168,T169,T169,Brian Harman,89,28.7,143738.0,139
169,T169,T169,Rod Pampling,46,28.7,65088.0,63
170,171,171,Mike Weir,60,29.2,58845.0,56
171,T172,T172,Padraig Harrington,52,29.4,81431.0,77
172,T172,T172,Troy Matteson,68,29.4,104715.0,99
173,174,174,Tommy Gainey,84,29.5,139303.0,131
174,175,175,Ian Poulter,59,29.9,75333.0,70
175,176,176,Brian Gay,79,30.7,75240.0,68
176,177,177,David Lynn,70,31.3,80080.0,71
177,178,178,James Driscoll,76,31.4,111896.0,99
178,179,179,Justin Bolli,59,32.3,57013.0,49
179,180,180,Richard Lee,81,32.6,111516.0,95
