,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
45,46,46,Trevor Immelman,73,71.42,797,1116,-125.0
46,47,47,Pat Perez,69,71.35,822,1152,-211.0
47,48,48,Chris Kirk,89,71.33,1040,1458,-306.0
48,49,49,Tiger Woods,61,71.32,552,774,-193.0
49,50,50,Ryan Palmer,79,71.26,885,1242,-261.0
50,51,51,Jerry Kelly,75,71.18,820,1152,-196.0
51,52,52,Brandt Jobe,62,71.07,678,954,-159.0
52,53,53,Harris English,95,71.0,1048,1476,-289.0
53,54,54,Cameron Tringale,80,70.96,958,1350,-221.0
54,T55,T55,Matt Jones,83,70.95,894,1260,-224.0
55,T55,T55,Gary Woodland,94,70.95,1060,1494,-290.0
56,57,57,Kevin Streelman,86,70.92,868,1224,-224.0
57,58,58,William McGirt,75,70.89,906,1278,-214.0
58,59,59,John Senden,79,70.86,778,1098,-160.0
59,60,60,Chez Reavie,72,70.81,854,1206,-201.0
60,61,61,Jeff Overton,78,70.8,943,1332,-236.0
61,62,62,Robert Garrigus,69,70.75,624,882,-178.0
62,63,63,Ben Kohles,75,70.7,789,1116,-155.0
63,64,64,Jason Kokrak,78,70.68,916,1296,-240.0
64,T65,T65,Martin Laird,68,70.65,674,954,-148.0
65,T65,T65,Steve LeBrun,66,70.65,674,954,-143.0
66,T65,T65,Charl Schwartzel,69,70.65,686,971,-214.0
67,68,68,Rory McIlroy,56,70.6,521,738,-158.0
68,69,69,Cameron Percy,68,70.57,724,1026,-149.0
69,70,70,Matt Every,89,70.56,1016,1440,-278.0
70,71,71,Brandt Snedeker,79,70.5,736,1044,-216.0
71,72,72,Russell Henley,80,70.45,837,1188,-227.0
72,73,73,Charley Hoffman,84,70.32,924,1314,-261.0
73,74,74,George McNeill,68,70.31,810,1152,-188.0
74,75,75,Richard Lee,81,70.29,911,1296,-202.0
75,76,76,D.H. Lee,65,70.21,733,1044,-164.0
76,T77,T77,Ryo Ishikawa,72,70.2,695,990,-137.0
77,T77,T77,Brendan Steele,86,70.2,973,1386,-224.0
78,T79,T79,Phil Mickelson,78,70.18,720,1026,-244.0
79,T79,T79,Ryan Moore,72,70.18,720,1026,-182.0
80,T81,T81,Henrik Norlander,70,70.15,745,1062,-171.0
81,T81,T81,Jimmy Walker,84,70.15,947,1350,-263.0
82,83,83,Greg Owen,73,70.12,833,1188,-171.0
83,84,84,Martin Kaymer,61,70.11,530,756,-123.0
84,T85,T85,Carl Pettersson,82,70.05,807,1152,-205.0
85,T85,T85,Camilo Villegas,79,70.05,807,1152,-207.0
86,87,87,Daniel Summerhays,83,70.01,983,1404,-270.0
87,88,88,Ernie Els,63,69.91,604,864,-145.0
88,89,89,Bob Estes,66,69.89,780,1116,-188.0
89,90,90,Bo Van Pelt,72,69.86,679,972,-162.0
90,T91,T91,Ken Duke,87,69.85,943,1350,-216.0
91,T91,T91,Brad Fritsch,81,69.85,855,1224,-209.0
92,93,93,Andrew Svoboda,46,69.84,440,630,-102.0
93,94,94,Stuart Appleby,88,69.76,992,1422,-217.0
94,95,95,Eric Meierdierks,48,69.67,464,666,-74.0
95,96,96,Brian Stuard,78,69.66,790,1134,-168.0
96,97,97,James Hahn,78,69.65,840,1206,-232.0
97,98,98,Josh Teater,86,69.49,763,1098,-212.0
98,99,99,Luke Donald,60,69.44,575,828,-172.0
99,100,100,David Hearn,88,69.41,912,1314,-247.0
100,101,101,Rickie Fowler,75,69.4,737,1062,-206.0
101,102,102,Chris Stroud,88,69.37,974,1404,-244.0
102,T103,T103,Bud Cauley,67,69.35,699,1008,-166.0
103,T103,T103,Will Claxton,67,69.35,699,1008,-129.0
104,105,105,Jason Day,86,69.31,761,1098,-199.0
105,106,106,Martin Flores,83,69.3,948,1368,-235.0
106,107,107,Troy Matteson,68,69.21,735,1062,-164.0
107,108,108,Ben Crane,62,69.19,685,990,-144.0
108,109,109,Marc Leishman,77,69.18,797,1152,-190.0
109,110,110,Jin Park,52,69.12,535,774,-101.0
110,111,111,David Toms,49,69.1,398,576,-86.0
111,112,112,"Ted Potter, Jr.",65,69.09,684,990,-171.0
112,113,113,Tag Ridings,69,69.06,721,1044,-173.0
113,114,114,Seung-Yul Noh,71,69.0,770,1116,-175.0
114,T115,T115,Graeme McDowell,53,68.77,458,666,-105.0
115,T115,T115,Scott Stallings,79,68.77,817,1188,-205.0
116,117,117,Michael Bradley,56,68.73,532,774,-94.0
117,118,118,Erik Compton,74,68.72,804,1170,-173.0
118,119,119,Ángel Cabrera,73,68.71,705,1026,-169.0
119,120,120,Charlie Beljan,62,68.69,680,990,-154.0
120,121,121,Sangmoon Bae,83,68.67,890,1296,-238.0
121,122,122,Ian Poulter,59,68.66,482,702,-121.0
122,123,123,Fabián Gómez,65,68.65,692,1008,-164.0
123,124,124,Dicky Pride,71,68.64,729,1062,-155.0
124,125,125,Brian Davis,91,68.61,1025,1494,-282.0
125,126,126,Robert Streb,75,68.46,764,1116,-174.0
126,127,127,Morgan Hoffmann,64,68.45,653,954,-191.0
127,128,128,Scott Langley,79,68.14,785,1152,-178.0
128,129,129,Luke Guthrie,82,68.12,797,1170,-185.0
129,130,130,Jason Bohn,70,68.1,809,1188,-217.0
130,131,131,D.A. Points,87,68.06,833,1224,-202.0
131,132,132,Bryce Molder,82,68.0,869,1278,-226.0
132,133,133,Scott Brown,65,67.98,673,990,-158.0
133,134,134,David Lynn,70,67.96,685,1008,-164.0
134,135,135,Scott Piercy,78,67.92,758,1116,-210.0
135,136,136,Y.E. Yang,56,67.89,501,738,-120.0
136,137,137,Ben Curtis,59,67.87,562,828,-113.0
137,138,138,David Mathis,71,67.83,757,1116,-160.0
138,T139,T139,James Driscoll,76,67.72,768,1134,-201.0
139,T139,T139,Robert Karlsson,56,67.72,451,666,-95.0
140,141,141,Greg Chalmers,77,67.62,852,1260,-231.0
141,142,142,Patrick Reed,83,67.49,899,1332,-232.0
142,143,143,David Lingmerth,68,67.45,692,1026,-181.0
143,144,144,Johnson Wagner,64,67.41,631,936,-115.0
144,145,145,Tim Clark,64,67.31,521,774,-132.0
145,146,146,Freddie Jacobson,63,67.27,557,828,-150.0
146,147,147,Brian Harman,89,67.11,918,1368,-225.0
147,T148,T148,Scott Gardiner,61,67.09,628,936,-144.0
148,T148,T148,Michael Thompson,66,67.09,640,954,-136.0
149,150,150,Steven Bowditch,67,67.05,700,1044,-171.0
150,151,151,Doug LaBelle II,72,67.04,712,1062,-179.0
151,152,152,Vaughn Taylor,50,66.94,482,720,-123.0
152,153,153,Alistair Presnell,59,66.91,554,828,-120.0
153,154,154,Robert Allenby,58,66.77,625,936,-126.0
154,T155,T155,Justin Leonard,86,66.67,900,1350,-238.0
155,T155,T155,Geoff Ogilvy,57,66.67,504,756,-94.0
156,T155,T155,Rod Pampling,46,66.67,420,630,-98.0
157,T155,T155,Andres Romero,63,66.67,624,936,-156.0
158,T155,T155,Lee Williams,62,66.67,612,918,-116.0
159,160,160,Derek Ernst,58,66.55,587,882,-124.0
160,161,161,Shawn Stefani,63,66.44,598,900,-145.0
161,162,162,Aaron Watkins,46,66.19,417,630,-104.0
162,163,163,Casey Wittenberg,72,66.12,726,1098,-145.0
163,164,164,Jonas Blixt,76,66.09,797,1206,-188.0
164,165,165,Tommy Gainey,84,66.0,891,1350,-223.0
165,166,166,Tim Herron,45,65.91,522,792,-122.0
166,167,167,Sean O'Hair,56,65.8,604,918,-128.0
167,168,168,Darron Stiles,51,65.74,497,756,-106.0
168,169,169,Colt Knost,69,65.61,685,1044,-150.0
169,T170,T170,Padraig Harrington,52,65.56,413,630,-106.0
170,T170,T170,Luke List,65,65.56,613,935,-147.0
171,172,172,Bobby Gates,49,65.5,448,684,-86.0
172,173,173,Charlie Wi,75,65.07,773,1188,-209.0
173,174,174,Peter Hanson,45,64.98,386,594,-111.0
174,175,175,Tom Gillis,69,64.81,700,1080,-147.0
175,176,176,Stephen Ames,49,64.77,513,792,-128.0
176,177,177,Justin Bolli,59,63.16,523,828,-108.0
177,178,178,Brian Gay,79,63.07,806,1278,-216.0
178,179,179,Mike Weir,60,61.58,521,846,-131.0
179,180,180,Aaron Baddeley,68,61.21,650,1062,-194.0
