,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
105,T104,T104,Brian Harman,89,174.0,1560103.0,249
106,T104,T104,Matt Jones,83,174.0,1628779.0,260
107,108,108,D.A. Points,87,174.1,1554215.0,248
108,109,109,Luke List,65,174.2,1116483.0,178
109,T110,T110,Geoff Ogilvy,57,174.3,828284.0,132
110,T110,T110,Pat Perez,69,174.3,1481221.0,236
111,112,112,Marc Leishman,77,174.4,1381405.0,220
112,113,113,Aaron Baddeley,68,174.5,1312637.0,209
113,T114,T114,Shawn Stefani,63,174.9,1045093.0,166
114,T114,T114,Jimmy Walker,84,174.9,1819571.0,289
115,116,116,George McNeill,68,175.0,1373244.0,218
116,T117,T117,Stewart Cink,71,175.1,1266788.0,201
117,T117,T117,Peter Hanson,45,175.1,769129.0,122
118,T117,T117,Hunter Mahan,91,175.1,1664357.0,264
119,T117,T117,Josh Teater,86,175.1,1506276.0,239
120,T117,T117,Michael Thompson,66,175.1,1008474.0,160
121,T122,T122,Jason Kokrak,78,175.5,1718015.0,272
122,T122,T122,Kevin Stadler,83,175.5,1692941.0,268
123,T124,T124,Derek Ernst,58,175.9,956400.0,151
124,T124,T124,James Hahn,78,175.9,1583544.0,250
125,T124,T124,Graeme McDowell,53,175.9,766135.0,121
126,127,127,Scott Stallings,79,176.0,1520346.0,240
127,128,128,Eric Meierdierks,48,176.1,703601.0,111
128,T129,T129,Scott Piercy,78,176.2,1497030.0,236
129,T129,T129,Gary Woodland,94,176.2,2029918.0,320
130,131,131,Vijay Singh,61,176.4,882619.0,139
131,T132,T132,Jason Day,86,176.6,1417655.0,223
132,T132,T132,Seung-Yul Noh,71,176.6,1341674.0,211
133,T132,T132,Tag Ridings,69,176.6,1226692.0,193
134,T132,T132,Daniel Summerhays,83,176.6,1882065.0,296
135,T132,T132,Boo Weekley,100,176.6,1888580.0,297
136,137,137,Johnson Wagner,64,176.7,928730.0,146
137,T138,T138,Rickie Fowler,75,176.8,1419545.0,223
138,T138,T138,Phil Mickelson,78,176.8,1661492.0,261
139,140,140,Rory McIlroy,56,176.9,1120836.0,176
140,T141,T141,Charles Howell III,87,177.3,1908607.0,299
141,T141,T141,Cameron Percy,68,177.3,1174295.0,184
142,143,143,Charley Hoffman,84,177.8,1869447.0,292
143,T144,T144,Jonas Blixt,76,177.9,1363849.0,213
144,T144,T144,Martin Flores,83,177.9,1742429.0,272
145,T146,T146,Sean O'Hair,56,178.0,986826.0,154
146,T146,T146,Brendan Steele,86,178.0,1679075.0,262
147,148,148,Ryan Moore,72,178.3,1347722.0,210
148,149,149,Dustin Johnson,71,178.7,1351253.0,210
149,150,150,Charl Schwartzel,69,178.8,1480826.0,230
150,151,151,Rod Pampling,46,178.9,746923.0,116
151,152,152,John Huh,88,179.1,1721326.0,267
152,153,153,Greg Owen,73,179.4,1433868.0,222
153,154,154,Kevin Streelman,86,179.5,1570471.0,243
154,155,155,Ernie Els,63,179.6,1060393.0,164
155,T156,T156,Brendon de Jonge,110,179.9,2280126.0,352
156,T156,T156,Martin Laird,68,179.9,1146215.0,177
157,T158,T158,Scott Brown,65,180.9,1139878.0,175
158,T158,T158,Ángel Cabrera,73,180.9,1328330.0,204
159,160,160,D.H. Lee,65,181.2,1278691.0,196
160,161,161,Andrew Svoboda,46,181.6,732053.0,112
161,T162,T162,Lucas Glover,65,181.8,1184648.0,181
162,T162,T162,Henrik Norlander,70,181.8,1348399.0,206
163,T162,T162,Bubba Watson,76,181.8,1577435.0,241
164,165,165,Tiger Woods,61,181.9,1289901.0,197
165,166,166,Adam Scott,61,182.0,1133729.0,173
166,167,167,Charlie Beljan,62,182.1,1245858.0,190
167,168,168,John Senden,79,182.2,1311559.0,200
168,169,169,Robert Garrigus,69,182.9,1271115.0,193
169,T170,T170,Steven Bowditch,67,183.2,1378133.0,209
170,T170,T170,Sergio Garcia,65,183.2,1233481.0,187
171,172,172,Kyle Stanley,71,183.7,1348900.0,204
172,173,173,Harris English,95,183.8,2163611.0,327
173,174,174,Andres Romero,63,184.3,1254182.0,189
174,175,175,Padraig Harrington,52,184.5,797105.0,120
175,176,176,Jim Herman,59,184.6,1036806.0,156
176,177,177,Martin Kaymer,61,186.5,953536.0,142
177,178,178,Lee Westwood,70,188.5,1235044.0,182
178,179,179,Keegan Bradley,88,190.0,2018114.0,295
179,180,180,Henrik Stenson,65,193.1,1237111.0,178
