,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
151,T151,T151,Spike McRoy,103,95.89,1193,1144
152,153,153,J.L. Lewis,99,95.87,1018,976
153,154,154,Notah Begay III,92,95.84,1082,1037
154,T155,T155,Harrison Frazar,88,95.83,1031,988
155,T155,T155,Mathew Goggin,90,95.83,1032,989
156,T155,T155,Akio Sadakata,83,95.83,911,873
157,T158,T158,Brian Gay,100,95.81,1099,1053
158,T158,T158,Billy Mayfair,105,95.81,1145,1097
159,T158,T158,Brent Schwarzrock,60,95.81,692,663
160,161,161,Duffy Waldorf,90,95.77,945,905
161,162,162,Patrick Sheehan,101,95.76,1227,1175
162,163,163,Joe Durant,96,95.73,1124,1076
163,T164,T164,John Maginnes,87,95.66,968,926
164,T164,T164,Craig Perks,82,95.66,852,815
165,166,166,Mike Heinen,89,95.63,1076,1029
166,167,167,Steve Stricker,59,95.56,721,689
167,168,168,Rory Sabbatini,95,95.48,973,929
168,169,169,Doug Barron,90,95.43,1050,1002
169,170,170,Cameron Beckman,86,95.39,1020,973
170,T171,T171,John Morgan,81,95.38,953,909
171,T171,T171,Mark Wilson,82,95.38,996,950
172,173,173,John Huston,76,95.32,855,815
173,174,174,David Gossett,92,95.29,1147,1093
174,T175,T175,Jonathan Byrd,101,95.25,1031,982
175,T175,T175,Mark O'Meara,69,95.25,611,582
176,177,177,Jeff Klein,60,95.2,708,674
177,178,178,David Sutherland,77,95.19,894,851
178,179,179,Woody Austin,107,95.15,1176,1119
179,180,180,Anthony Painter,87,95.07,994,945
180,181,181,John Daly,56,95.03,604,574
181,182,182,Robert Allenby,87,94.99,818,777
182,183,183,Gene Sauers,87,94.96,1051,998
183,184,184,Gavin Coles,69,94.91,786,746
184,185,185,Pat Perez,95,94.89,978,928
185,186,186,Lee Janzen,83,94.78,805,763
186,187,187,Tom Gillis,71,94.56,845,799
187,188,188,Todd Barranger,78,94.46,920,869
188,189,189,Steve Lowery,86,94.26,889,838
189,190,190,Sergio Garcia,62,94.07,523,492
