,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
69,70,70,Per-Ulrik Johansson,96,30.33,340,1121
70,71,71,Brett Quigley,92,30.29,312,1030
71,72,72,Carl Paulson,101,30.28,364,1202
72,73,73,Frank Lickliter II,94,30.25,317,1048
73,74,74,Kirk Triplett,92,30.22,333,1102
74,75,75,Tom Lehman,87,30.21,310,1026
75,76,76,Jeff Maggert,81,30.17,286,948
76,77,77,David Toms,90,30.16,298,988
77,78,78,Brad Faxon,97,30.15,319,1058
78,79,79,Darron Stiles,93,30.09,312,1037
79,80,80,Ty Tryon,52,30.04,155,516
80,81,81,Steve Stricker,59,30.02,181,603
81,T82,T82,Brian Gay,100,29.91,326,1090
82,T82,T82,Dean Wilson,82,29.91,277,926
83,84,84,Dicky Pride,73,29.86,252,844
84,85,85,Craig Perks,82,29.8,267,896
85,86,86,Luke Donald,88,29.79,308,1034
86,87,87,"Dave Stockton, Jr.",79,29.78,254,853
87,88,88,Charles Howell III,120,29.74,417,1402
88,89,89,Alex Cejka,98,29.72,324,1090
89,90,90,Rich Beem,80,29.7,259,872
90,91,91,Peter Jacobsen,75,29.65,268,904
91,92,92,Nick Price,65,29.63,208,702
92,93,93,Mike Sposa,72,29.62,234,790
93,94,94,David Gossett,92,29.6,330,1115
94,95,95,Jonathan Kaye,91,29.59,316,1068
95,96,96,J.L. Lewis,99,29.53,339,1148
96,97,97,Kenichi Kuboya,91,29.5,298,1010
97,98,98,Tommy Armour III,66,29.49,220,746
98,99,99,Sergio Garcia,62,29.46,198,672
99,100,100,Briny Baird,113,29.39,415,1412
100,101,101,John Morgan,81,29.38,260,885
101,102,102,Cliff Kresge,102,29.36,347,1182
102,103,103,K.J. Choi,112,29.33,366,1248
103,T104,T104,Michael Clark II,54,29.32,185,631
104,T104,T104,Kenny Perry,98,29.32,348,1187
105,106,106,Bob Tway,89,29.3,312,1065
106,T107,T107,Pat Perez,95,29.28,303,1035
107,T107,T107,Kevin Sutherland,97,29.28,332,1134
108,109,109,David Sutherland,77,29.27,264,902
109,110,110,Jeff Brehaut,110,29.26,386,1319
110,111,111,Peter Lonard,96,29.23,304,1040
111,112,112,Lee Janzen,83,29.2,271,928
112,T113,T113,Brian Henninger,56,29.16,184,631
113,T113,T113,John Senden,111,29.16,389,1334
114,115,115,Brian Bateman,70,29.09,233,801
115,116,116,Jesper Parnevik,102,29.02,336,1158
116,117,117,Rocco Mediate,80,28.91,266,920
117,118,118,José Coceres,62,28.87,194,672
118,T119,T119,Marco Dawson,86,28.85,294,1019
119,T119,T119,Jeff Sluman,106,28.85,371,1286
120,121,121,Doug Barron,90,28.82,287,996
121,T122,T122,Olin Browne,113,28.81,374,1298
122,T122,T122,Tim Clark,79,28.81,259,899
123,T124,T124,Heath Slocum,101,28.8,341,1184
124,T124,T124,Hidemichi Tanaka,112,28.8,396,1375
125,126,126,Adam Scott,52,28.79,148,514
126,127,127,Aaron Barber,94,28.77,317,1102
127,128,128,Arron Oberholser,80,28.74,269,936
128,T129,T129,Andrew Magee,91,28.72,309,1076
129,T129,T129,Shigeki Maruyama,87,28.72,284,989
130,131,131,Shaun Micheel,97,28.68,333,1161
131,132,132,Neal Lancaster,110,28.66,366,1277
132,T133,T133,Anthony Painter,87,28.65,261,911
133,T133,T133,Loren Roberts,87,28.65,277,967
134,135,135,Carlos Franco,99,28.62,340,1188
135,136,136,Joe Durant,96,28.59,360,1259
136,137,137,Brandt Jobe,77,28.57,268,938
137,138,138,Billy Mayfair,105,28.51,357,1252
138,139,139,Paul Gow,62,28.49,202,709
139,140,140,Mark Brooks,90,28.48,272,955
140,141,141,Esteban Toledo,109,28.45,357,1255
141,142,142,Vance Veazey,66,28.38,210,740
142,143,143,Chris Smith,92,28.27,322,1139
143,144,144,Akio Sadakata,83,28.23,269,953
144,145,145,Jay Don Blake,77,28.22,241,854
145,146,146,John Riegger,55,28.21,176,624
146,147,147,Dudley Hart,66,28.13,211,750
147,148,148,Chris Anderson,96,28.07,306,1090
148,149,149,Fred Funk,112,28.04,369,1316
149,T150,T150,Notah Begay III,92,28.02,288,1028
150,T150,T150,Mark O'Meara,69,28.02,202,721
151,152,152,Hal Sutton,81,28.01,277,989
152,153,153,Richard Johnson,89,27.99,283,1011
153,154,154,Tom Byrum,97,27.86,302,1084
154,T155,T155,Jason Caron,74,27.66,218,788
155,T155,T155,David Peoples,96,27.66,327,1182
156,157,157,Donnie Hammond,92,27.62,295,1068
157,158,158,Tom Gillis,71,27.55,227,824
158,159,159,Len Mattiace,94,27.49,282,1026
159,160,160,Pat Bates,111,27.48,360,1310
160,161,161,Matt Kuchar,63,27.43,189,689
161,162,162,Ian Leggatt,71,27.42,227,828
162,163,163,Mathew Goggin,90,27.41,284,1036
163,164,164,John Maginnes,87,27.4,268,978
164,165,165,Jason Buha,61,27.35,183,669
165,166,166,Mike Grob,83,27.34,266,973
166,167,167,Dan Forsman,98,27.33,346,1266
167,168,168,Kaname Yokoo,56,27.15,155,571
168,169,169,Bob Burns,88,26.99,258,956
169,170,170,Paul Azinger,73,26.97,226,838
170,171,171,Spike McRoy,103,26.93,335,1244
171,172,172,Robert Damron,96,26.9,294,1093
172,173,173,Jim Carter,95,26.85,280,1043
173,174,174,Steve Allan,53,26.77,144,538
174,175,175,J.J. Henry,100,26.67,316,1185
175,176,176,Corey Pavin,88,26.65,250,938
176,177,177,Mark Wilson,82,26.64,244,916
177,178,178,Ben Curtis,69,26.62,210,789
178,179,179,Bernhard Langer,65,26.5,190,717
179,180,180,Gene Sauers,87,26.28,256,974
180,181,181,Joel Edwards,60,26.26,182,693
181,182,182,Joey Sindelar,93,26.24,297,1132
182,183,183,Glen Hnatiuk,92,26.01,276,1061
183,184,184,Thomas Levet,85,25.97,262,1009
184,185,185,Jay Williamson,93,25.83,272,1053
185,186,186,Brad Elder,51,25.04,140,559
186,187,187,Steven Alker,87,25.0,232,928
187,188,188,Kenneth Staton,59,24.85,166,668
188,189,189,Jeff Klein,60,23.8,144,605
189,190,190,Gavin Coles,69,21.83,155,710
