,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
32,T32,T32,Vijay Singh,106,1.578,2898,1836
33,T34,T34,Mark Brooks,90,1.58,2475,1566
34,T34,T34,Scott McCarron,86,1.58,2304,1458
35,T36,T36,Hank Kuehne,73,1.5819999999999999,2022,1278
36,T36,T36,Brett Quigley,92,1.5819999999999999,2506,1584
37,T38,T38,Glen Day,103,1.5830000000000002,2878,1818
38,T38,T38,Arron Oberholser,80,1.5830000000000002,2279,1440
39,40,40,Anthony Painter,87,1.584,2423,1530
40,T41,T41,Richard Johnson,89,1.585,2539,1602
41,T41,T41,Nick Price,65,1.585,1769,1116
42,T43,T43,Steven Alker,87,1.5859999999999999,2427,1530
43,T43,T43,Tom Byrum,97,1.5859999999999999,2770,1746
44,T43,T43,Chris DiMarco,98,1.5859999999999999,2655,1674
45,T43,T43,Brian Gay,100,1.5859999999999999,2769,1746
46,T43,T43,Paul Gow,62,1.5859999999999999,1770,1116
47,T43,T43,Dudley Hart,66,1.5859999999999999,1884,1188
48,T43,T43,Brian Henninger,56,1.5859999999999999,1599,1008
49,T43,T43,Pat Perez,95,1.5859999999999999,2655,1674
50,T51,T51,Stuart Appleby,90,1.587,2428,1530
51,T51,T51,Scott Verplank,97,1.587,2743,1728
52,T51,T51,Cameron Yancey,58,1.587,1600,1008
53,T54,T54,Ben Crane,94,1.588,2629,1656
54,T54,T54,Todd Fischer,97,1.588,2715,1710
55,T54,T54,Len Mattiace,94,1.588,2659,1674
56,T54,T54,Ty Tryon,52,1.588,1429,900
57,58,58,Frank Lickliter II,94,1.589,2602,1638
58,T59,T59,Tim Clark,79,1.59,2233,1404
59,T59,T59,Davis Love III,85,1.59,2261,1422
60,T61,T61,John Maginnes,87,1.591,2491,1566
61,T61,T61,Tiger Woods,74,1.591,1947,1224
62,63,63,Steve Allan,53,1.5919999999999999,1404,882
63,T64,T64,Rocco Mediate,80,1.5930000000000002,2236,1404
64,T64,T64,John Riegger,55,1.5930000000000002,1491,936
65,T66,T66,Olin Browne,113,1.594,3156,1980
66,T66,T66,Brent Geiberger,51,1.594,1463,918
67,T66,T66,Geoff Ogilvy,86,1.594,2353,1476
68,T69,T69,Tommy Armour III,66,1.595,1838,1152
69,T69,T69,Fred Couples,71,1.595,1924,1206
70,T69,T69,Jim Furyk,104,1.595,2900,1818
71,T69,T69,John Huston,76,1.595,2153,1350
72,T69,T69,Matt Kuchar,63,1.595,1751,1098
73,T69,T69,Carl Pettersson,80,1.595,2268,1422
74,75,75,Jonathan Byrd,101,1.5959999999999999,2902,1818
75,T76,T76,Stephen Ames,91,1.597,2558,1602
76,T76,T76,Woody Austin,107,1.597,2990,1872
77,T76,T76,Jason Gore,83,1.597,2386,1494
78,T76,T76,Kenichi Kuboya,91,1.597,2559,1602
79,T80,T80,Jerry Kelly,108,1.598,2992,1872
80,T80,T80,Andrew Magee,91,1.598,2560,1602
81,T82,T82,Todd Barranger,78,1.599,2158,1350
82,T82,T82,Kent Jones,74,1.599,2015,1260
83,T84,T84,Andy Miller,75,1.6,2160,1350
84,T84,T84,"Dave Stockton, Jr.",79,1.6,2218,1386
85,T86,T86,Chris Anderson,96,1.601,2767,1728
86,T86,T86,Aaron Barber,94,1.601,2709,1692
87,T86,T86,J.P. Hayes,79,1.601,2276,1422
88,T86,T86,Darron Stiles,93,1.601,2593,1620
89,T90,T90,John Daly,56,1.6019999999999999,1615,1008
90,T90,T90,Per-Ulrik Johansson,96,1.6019999999999999,2769,1728
91,T90,T90,David Peoples,96,1.6019999999999999,2769,1728
92,T90,T90,Kaname Yokoo,56,1.6019999999999999,1557,972
93,T94,T94,Bob Estes,92,1.6030000000000002,2625,1638
94,T94,T94,Donnie Hammond,92,1.6030000000000002,2655,1656
95,T94,T94,Shigeki Maruyama,87,1.6030000000000002,2453,1530
96,T94,T94,Brenden Pappas,105,1.6030000000000002,2972,1854
97,T94,T94,Kevin Sutherland,97,1.6030000000000002,2713,1692
98,99,99,Jay Williamson,93,1.604,2656,1656
99,T100,T100,Jim Carter,95,1.605,2687,1674
100,T100,T100,K.J. Choi,112,1.605,3062,1908
101,T100,T100,Neal Lancaster,110,1.605,3091,1926
102,T103,T103,Jay Don Blake,77,1.607,2169,1350
103,T103,T103,Robert Damron,96,1.607,2777,1728
104,T103,T103,Luke Donald,88,1.607,2545,1584
105,T103,T103,Bernhard Langer,65,1.607,1851,1152
106,T103,T103,Mark O'Meara,69,1.607,1938,1206
107,T108,T108,Doug Barron,90,1.61,2551,1584
108,T108,T108,Hal Sutton,81,1.61,2347,1458
109,110,110,Lee Janzen,83,1.611,2320,1440
110,T111,T111,Pat Bates,111,1.6119999999999999,3134,1944
111,T111,T111,David Gossett,92,1.6119999999999999,2670,1656
112,T111,T111,Jeff Maggert,81,1.6119999999999999,2351,1458
113,T111,T111,Brent Schwarzrock,60,1.6119999999999999,1683,1044
114,T111,T111,Kirk Triplett,92,1.6119999999999999,2612,1620
115,116,116,Fred Funk,112,1.6130000000000002,3165,1962
116,117,117,Carl Paulson,101,1.614,2935,1818
117,T118,T118,Notah Begay III,92,1.615,2617,1620
118,T118,T118,Darren Clarke,61,1.615,1570,972
119,T120,T120,Ben Curtis,69,1.6159999999999999,2007,1242
120,T120,T120,Jesper Parnevik,102,1.6159999999999999,2909,1800
121,122,122,Gavin Coles,69,1.618,1922,1188
122,T123,T123,Kenny Perry,98,1.619,2826,1746
123,T123,T123,Paul Stankowski,67,1.619,1952,1206
124,T125,T125,Jason Caron,74,1.62,2070,1278
125,T125,T125,Michael Clark II,54,1.62,1575,972
126,T125,T125,Hidemichi Tanaka,112,1.62,3265,2016
127,T128,T128,Brad Elder,51,1.621,1430,882
128,T128,T128,Cliff Kresge,102,1.621,2917,1800
129,T128,T128,Adam Scott,52,1.621,1342,828
130,T131,T131,Cameron Beckman,86,1.6219999999999999,2423,1494
131,T131,T131,Charles Howell III,120,1.6219999999999999,3358,2070
132,T131,T131,Billy Mayfair,105,1.6219999999999999,3066,1890
133,T134,T134,Jeff Klein,60,1.6230000000000002,1694,1044
134,T134,T134,David Toms,90,1.6230000000000002,2366,1458
135,T136,T136,Brian Bateman,70,1.624,1959,1206
136,T136,T136,Rory Sabbatini,95,1.624,2718,1674
137,T136,T136,Mark Wilson,82,1.624,2338,1440
138,T139,T139,Marco Dawson,86,1.625,2457,1512
139,T139,T139,Harrison Frazar,88,1.625,2487,1530
140,T139,T139,John Morgan,81,1.625,2311,1422
141,T142,T142,Brandt Jobe,77,1.626,2253,1386
142,T142,T142,Akio Sadakata,83,1.626,2370,1458
143,T142,T142,Esteban Toledo,109,1.626,3103,1908
144,T145,T145,Craig Barlow,95,1.6269999999999998,2724,1674
145,T145,T145,Ernie Els,65,1.6269999999999998,1757,1080
146,T145,T145,Steve Lowery,86,1.6269999999999998,2343,1440
147,T145,T145,Craig Perks,82,1.6269999999999998,2313,1422
148,149,149,José Coceres,62,1.6280000000000001,1817,1116
149,150,150,Jeff Brehaut,110,1.629,3138,1926
150,151,151,Vance Veazey,66,1.63,1936,1188
151,T152,T152,Alex Cejka,98,1.631,2671,1638
152,T152,T152,Jeff Sluman,106,1.631,3053,1872
153,154,154,Duffy Waldorf,90,1.632,2526,1548
154,T155,T155,Paul Azinger,73,1.633,2146,1314
155,T155,T155,Peter Lonard,96,1.633,2646,1620
156,157,157,Peter Jacobsen,75,1.6340000000000001,2206,1350
157,T158,T158,Joel Edwards,60,1.635,1766,1080
158,T158,T158,Retief Goosen,69,1.635,1883,1152
159,T160,T160,Bob Burns,88,1.636,2474,1512
160,T160,T160,Mike Heinen,89,1.636,2591,1584
161,162,162,J.L. Lewis,99,1.6369999999999998,2858,1746
162,163,163,Heath Slocum,101,1.6380000000000001,2889,1764
163,164,164,Dan Forsman,98,1.639,2892,1764
164,T165,T165,Robert Allenby,87,1.64,2361,1440
165,T165,T165,Glen Hnatiuk,92,1.64,2627,1602
166,T165,T165,Jonathan Kaye,91,1.64,2598,1584
167,T165,T165,John Senden,111,1.64,3158,1926
168,T169,T169,Jason Buha,61,1.641,1713,1044
169,T169,T169,Bob Tway,89,1.641,2511,1530
170,171,171,Rich Beem,80,1.642,2276,1386
171,T172,T172,Carlos Franco,99,1.643,2868,1746
172,T172,T172,Gene Sauers,87,1.643,2514,1530
173,174,174,Tom Lehman,87,1.6440000000000001,2426,1476
174,175,175,Spike McRoy,103,1.646,2993,1818
175,176,176,Tom Gillis,71,1.6480000000000001,2017,1224
176,177,177,Joey Sindelar,93,1.65,2703,1638
177,178,178,David Sutherland,77,1.651,2170,1314
178,179,179,Chad Campbell,105,1.652,3033,1836
179,T180,T180,Briny Baird,113,1.655,3247,1962
180,T180,T180,Mathew Goggin,90,1.655,2562,1548
181,182,182,Shaun Micheel,97,1.656,2802,1692
182,183,183,Mike Grob,83,1.6569999999999998,2416,1458
183,184,184,Thomas Levet,85,1.661,2481,1494
184,T185,T185,J.J. Henry,100,1.6640000000000001,2875,1728
185,T185,T185,Ian Leggatt,71,1.6640000000000001,2037,1224
186,187,187,Sergio Garcia,62,1.6680000000000001,1711,1026
187,188,188,Joe Durant,96,1.6740000000000002,2892,1728
188,189,189,Kenneth Staton,59,1.681,1725,1026
189,190,190,Chris Smith,92,1.6840000000000002,2788,1656
