,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
45,46,46,Mark Brooks,90,7.91,22,278,92.0
46,47,47,Kent Jones,74,7.94,22,277,92.0
47,48,48,Glen Day,103,8.0,28,350,92.0
48,49,49,Joey Sindelar,93,8.02,28,349,91.9
49,50,50,Arron Oberholser,80,8.03,24,299,91.9
50,51,51,Dudley Hart,66,8.07,18,223,91.9
51,T52,T52,Bernhard Langer,65,8.08,16,198,91.9
52,T52,T52,"Dave Stockton, Jr.",79,8.08,21,260,91.9
53,T54,T54,Harrison Frazar,88,8.13,27,332,91.8
54,T54,T54,Tom Gillis,71,8.13,20,246,91.8
55,56,56,Ernie Els,65,8.24,15,182,91.7
56,57,57,Steve Allan,53,8.25,16,194,91.7
57,T58,T58,Jay Don Blake,77,8.3,22,265,91.7
58,T58,T58,Tim Clark,79,8.3,20,241,91.7
59,60,60,Chad Campbell,105,8.31,27,325,91.6
60,61,61,Jason Buha,61,8.37,20,239,91.6
61,T62,T62,Charles Howell III,120,8.39,35,417,91.6
62,T62,T62,Shigeki Maruyama,87,8.39,23,274,91.6
63,T64,T64,Rod Pampling,87,8.4,21,250,91.6
64,T64,T64,Patrick Sheehan,101,8.4,30,357,91.6
65,66,66,Hidemichi Tanaka,112,8.41,35,416,91.5
66,67,67,Shaun Micheel,97,8.42,34,404,91.5
67,68,68,Steve Flesch,110,8.45,36,426,91.5
68,69,69,Tom Byrum,97,8.47,30,354,91.5
69,70,70,Tommy Armour III,66,8.59,22,256,91.4
70,71,71,Paul Azinger,73,8.71,23,264,91.2
71,72,72,Michael Clark II,54,8.76,19,217,91.2
72,T73,T73,Darren Clarke,61,8.79,16,182,91.2
73,T73,T73,J.J. Henry,100,8.79,40,455,91.2
74,75,75,David Toms,90,8.86,24,271,91.1
75,76,76,Briny Baird,113,8.87,43,485,91.1
76,77,77,Hal Sutton,81,8.88,27,304,91.1
77,78,78,Tom Pernice Jr.,105,8.89,33,371,91.1
78,79,79,Chris Anderson,96,8.91,31,348,91.0
79,T80,T80,Robert Damron,96,9.06,31,342,90.9
80,T80,T80,Duffy Waldorf,90,9.06,27,298,90.9
81,82,82,Brian Bateman,70,9.12,25,274,90.8
82,83,83,Mike Grob,83,9.17,32,349,90.8
83,T84,T84,Brad Faxon,97,9.18,28,305,90.8
84,T84,T84,Nick Price,65,9.18,19,207,90.8
85,T84,T84,Tiger Woods,74,9.18,19,207,90.8
86,87,87,Carl Pettersson,80,9.22,26,282,90.7
87,88,88,Dean Wilson,82,9.25,27,292,90.7
88,89,89,Frank Lickliter II,94,9.32,29,311,90.6
89,90,90,Spike McRoy,103,9.36,41,438,90.6
90,91,91,Pat Bates,111,9.41,38,404,90.5
91,92,92,Rocco Mediate,80,9.43,23,244,90.5
92,93,93,Jonathan Kaye,91,9.45,31,328,90.5
93,94,94,Jay Williamson,93,9.46,30,317,90.5
94,95,95,Stephen Ames,91,9.47,32,338,90.5
95,96,96,Phil Mickelson,87,9.48,20,211,90.5
96,T97,T97,Retief Goosen,69,9.5,17,179,90.5
97,T97,T97,John Riegger,55,9.5,17,179,90.5
98,T99,T99,Stuart Appleby,90,9.51,25,263,90.4
99,T99,T99,Dan Forsman,98,9.51,39,410,90.4
100,T99,T99,Kevin Sutherland,97,9.51,27,284,90.4
101,102,102,Pat Perez,95,9.52,30,315,90.4
102,103,103,Kenichi Kuboya,91,9.55,30,314,90.4
103,104,104,Ben Curtis,69,9.62,25,260,90.3
104,105,105,Paul Gow,62,9.64,24,249,90.3
105,106,106,Steven Alker,87,9.7,29,299,90.3
106,107,107,Kaname Yokoo,56,9.74,19,195,90.2
107,108,108,Matt Gogel,77,9.79,28,286,90.2
108,109,109,Andrew Magee,91,9.86,34,345,90.1
109,T110,T110,Fred Funk,112,9.89,36,364,90.1
110,T110,T110,Jeff Maggert,81,9.89,26,263,90.1
111,112,112,Jonathan Byrd,101,9.94,32,322,90.0
112,113,113,Esteban Toledo,109,9.95,41,412,90.0
113,114,114,Vijay Singh,106,10.0,32,320,90.0
114,115,115,Heath Slocum,101,10.05,43,428,89.9
115,116,116,Brandt Jobe,77,10.12,33,326,89.8
116,117,117,Kenny Perry,98,10.13,32,316,89.8
117,118,118,John Rollins,89,10.21,24,235,89.7
118,T119,T119,John Daly,56,10.24,17,166,89.7
119,T119,T119,Brad Elder,51,10.24,21,205,89.7
120,T121,T121,Jeff Brehaut,110,10.26,47,458,89.7
121,T121,T121,David Peoples,96,10.26,40,390,89.7
122,123,123,K.J. Choi,112,10.31,40,388,89.6
123,T124,T124,Brian Gay,100,10.32,35,339,89.6
124,T124,T124,Mark Wilson,82,10.32,32,310,89.6
125,126,126,John Maginnes,87,10.38,30,289,89.6
126,127,127,Carl Paulson,101,10.44,38,364,89.5
127,128,128,Andy Miller,75,10.49,28,267,89.5
128,129,129,Kirk Triplett,92,10.53,34,323,89.4
129,130,130,Chris Smith,92,10.54,37,351,89.4
130,131,131,Cameron Yancey,58,10.55,21,199,89.4
131,132,132,Notah Begay III,92,10.64,35,329,89.3
132,133,133,Paul Stankowski,67,10.68,25,234,89.3
133,T134,T134,Robert Gamez,114,10.71,39,364,89.2
134,T134,T134,Per-Ulrik Johansson,96,10.71,39,364,89.2
135,136,136,Cameron Beckman,86,10.83,34,314,89.1
136,137,137,Glen Hnatiuk,92,10.85,37,341,89.1
137,138,138,Mike Sposa,72,10.91,30,275,89.0
138,T139,T139,Mark Calcavecchia,84,10.93,27,247,89.0
139,T139,T139,Jason Gore,83,10.93,34,311,89.0
140,T141,T141,Carlos Franco,99,10.97,42,383,89.0
141,T141,T141,Sergio Garcia,62,10.97,17,155,89.0
142,143,143,Billy Andrade,100,11.01,38,345,88.9
143,144,144,John Senden,111,11.06,51,461,88.9
144,T145,T145,Woody Austin,107,11.11,38,342,88.8
145,T145,T145,Craig Barlow,95,11.11,40,360,88.8
146,T145,T145,Craig Perks,82,11.11,28,252,88.8
147,T148,T148,Kenneth Staton,59,11.16,28,251,88.8
148,T148,T148,Vance Veazey,66,11.16,26,233,88.8
149,150,150,Chris Riley,96,11.25,27,240,88.7
150,151,151,Mathew Goggin,90,11.31,37,327,88.6
151,152,152,Gavin Coles,69,11.32,24,212,88.6
152,153,153,Matt Kuchar,63,11.34,28,247,88.6
153,154,154,Alex Cejka,98,11.36,35,308,88.6
154,155,155,Paul Goydos,86,11.39,32,281,88.6
155,156,156,Marco Dawson,86,11.42,33,289,88.5
156,157,157,Jason Caron,74,11.49,34,296,88.5
157,158,158,Tom Lehman,87,11.61,31,267,88.3
158,159,159,Jerry Kelly,108,11.62,43,370,88.3
159,160,160,Adam Scott,52,11.72,15,128,88.2
160,161,161,Steve Lowery,86,11.74,31,264,88.2
161,T162,T162,Jim Carter,95,11.81,43,364,88.1
162,T162,T162,Mike Heinen,89,11.81,43,364,88.1
163,164,164,Jeff Sluman,106,11.93,42,352,88.0
164,165,165,Bob Burns,88,11.99,32,267,88.0
165,166,166,Thomas Levet,85,12.11,39,322,87.8
166,167,167,Anthony Painter,87,12.12,36,297,87.8
167,168,168,Steve Stricker,59,12.18,24,197,87.8
168,169,169,Robert Allenby,87,12.2,31,254,87.8
169,170,170,John Morgan,81,12.24,36,294,87.7
170,171,171,Gene Sauers,87,12.5,40,320,87.5
171,172,172,Ian Leggatt,71,12.65,32,253,87.3
172,173,173,Hank Kuehne,73,12.68,35,276,87.3
173,174,174,Mike Weir,80,12.93,30,232,87.0
174,175,175,Garrett Willis,97,13.09,47,359,86.9
175,176,176,José Coceres,62,13.37,27,202,86.6
176,177,177,Rich Beem,80,13.58,33,243,86.4
177,178,178,Jeff Klein,60,13.88,29,209,86.1
178,179,179,Rory Sabbatini,95,13.92,38,273,86.0
179,180,180,David Sutherland,77,13.99,41,293,86.0
180,181,181,David Gossett,92,14.21,51,359,85.7
181,182,182,Doug Barron,90,14.24,43,302,85.7
182,183,183,Joe Durant,96,14.51,47,324,85.4
183,184,184,J.L. Lewis,99,14.55,47,323,85.4
184,185,185,Todd Barranger,78,14.58,35,240,85.4
185,186,186,Akio Sadakata,83,14.65,40,273,85.3
186,187,187,Mark O'Meara,69,14.86,26,175,85.1
187,188,188,Brent Schwarzrock,60,14.93,33,221,85.0
188,189,189,Ty Tryon,52,15.38,26,169,84.6
189,190,190,Darron Stiles,93,15.44,44,285,84.5
