,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
79,80,,Chris Riley,96,2.96,48,1620
80,T81,,Pat Bates,111,2.98,58,1944
81,T81,,Brad Faxon,97,2.98,51,1710
82,83,,Paul Stankowski,67,2.99,36,1206
83,84,,J.J. Henry,100,3.01,52,1728
84,T85,,Robert Gamez,114,3.02,62,2052
85,T85,,Brenden Pappas,105,3.02,56,1854
86,T85,,Jay Williamson,93,3.02,50,1656
87,88,,Steve Flesch,110,3.03,59,1944
88,T89,,Tommy Armour III,66,3.04,35,1152
89,T89,,Matt Gogel,77,3.04,40,1314
90,T91,,Ben Curtis,69,3.06,38,1242
91,T91,,Brad Elder,51,3.06,27,882
92,T91,,Neal Lancaster,110,3.06,59,1926
93,T94,,Tom Byrum,97,3.09,54,1746
94,T94,,Peter Lonard,96,3.09,50,1620
95,T96,,Bernhard Langer,65,3.13,36,1152
96,T96,,Rocco Mediate,80,3.13,44,1404
97,98,,Spike McRoy,103,3.14,57,1818
98,T99,,Chad Campbell,105,3.16,58,1836
99,T99,,Vijay Singh,106,3.16,58,1836
100,T101,,Kent Jones,74,3.17,40,1260
101,T101,,"Dave Stockton, Jr.",79,3.17,44,1386
102,103,,David Peoples,96,3.18,55,1728
103,104,,Paul Gow,62,3.23,36,1116
104,T105,,K.J. Choi,112,3.25,62,1908
105,T105,,Glen Hnatiuk,92,3.25,52,1602
106,T105,,Kenichi Kuboya,91,3.25,52,1602
107,T105,,Shaun Micheel,97,3.25,55,1692
108,T105,,Mike Sposa,72,3.25,41,1260
109,T110,,Jay Don Blake,77,3.26,44,1350
110,T110,,Andy Miller,75,3.26,44,1350
111,T112,,Stuart Appleby,90,3.27,50,1530
112,T112,,Steve Stricker,59,3.27,33,1008
113,114,,Gavin Coles,69,3.28,39,1188
114,T115,,Jim Carter,95,3.29,55,1674
115,T115,,Darren Clarke,61,3.29,32,972
116,T117,,Chris Anderson,96,3.3,57,1728
117,T117,,Esteban Toledo,109,3.3,63,1908
118,T119,,Notah Begay III,92,3.33,54,1620
119,T119,,Kirk Triplett,92,3.33,54,1620
120,121,,Dan Forsman,98,3.34,59,1764
121,T122,,Briny Baird,113,3.36,66,1962
122,T122,,Jonathan Byrd,101,3.36,61,1818
123,T122,,Carl Paulson,101,3.36,61,1818
124,125,,Vance Veazey,66,3.37,40,1188
125,126,,John Maginnes,87,3.38,53,1566
126,127,,Mark Wilson,82,3.4,49,1440
127,128,,Billy Mayfair,105,3.44,65,1890
128,T129,,Craig Barlow,95,3.46,58,1674
129,T129,,Geoff Ogilvy,86,3.46,51,1476
130,131,,Jerry Kelly,108,3.47,65,1872
131,132,,Brian Bateman,70,3.48,42,1206
132,133,,Kenny Perry,98,3.49,61,1746
133,134,,Michael Clark II,54,3.5,34,972
134,135,,Tom Gillis,71,3.51,43,1224
135,136,,Hank Kuehne,73,3.52,45,1278
136,T137,,Jeff Brehaut,110,3.53,68,1926
137,T137,,Jeff Sluman,106,3.53,66,1872
138,139,,Cameron Yancey,58,3.57,36,1008
139,140,,Per-Ulrik Johansson,96,3.59,62,1728
140,T141,,Marco Dawson,86,3.61,54,1494
141,T141,,Jason Gore,83,3.61,54,1494
142,143,,Heath Slocum,101,3.63,64,1764
143,T144,,Mark Calcavecchia,84,3.64,55,1512
144,T144,,Matt Kuchar,63,3.64,40,1098
145,T144,,David Toms,90,3.64,53,1458
146,T147,,Tom Lehman,87,3.66,54,1476
147,T147,,Anthony Painter,87,3.66,56,1530
148,T149,,Cameron Beckman,86,3.68,55,1494
149,T149,,Brandt Jobe,77,3.68,51,1386
150,T149,,Ian Leggatt,71,3.68,45,1224
151,T152,,Bob Burns,88,3.7,56,1512
152,T152,,Jeff Maggert,81,3.7,54,1458
153,154,,Jonathan Kaye,91,3.72,59,1584
154,155,,Jason Buha,61,3.74,39,1044
155,156,,Pat Perez,95,3.76,63,1674
156,157,,Carlos Franco,99,3.78,66,1746
157,158,,Garrett Willis,97,3.88,67,1728
158,T159,,Doug Barron,90,3.91,62,1584
159,T159,,Jason Caron,74,3.91,50,1278
160,161,,Gene Sauers,87,3.92,60,1530
161,162,,Thomas Levet,85,3.95,59,1494
162,163,,Steve Lowery,86,3.96,57,1440
163,164,,John Daly,56,3.97,40,1008
164,165,,Joe Durant,96,3.99,69,1728
165,166,,Woody Austin,107,4.01,75,1872
166,167,,Alex Cejka,98,4.03,66,1638
167,168,,Mark O'Meara,69,4.06,49,1206
168,169,,John Senden,111,4.15,80,1926
169,T170,,Mike Heinen,89,4.17,66,1584
170,T170,,Chris Smith,92,4.17,69,1656
171,172,,J.L. Lewis,99,4.18,73,1746
172,173,,Mathew Goggin,90,4.2,65,1548
173,174,,John Morgan,81,4.22,60,1422
174,175,,Adam Scott,52,4.23,35,828
175,176,,Craig Perks,82,4.29,61,1422
176,T177,,José Coceres,62,4.3,48,1116
177,T177,,Rory Sabbatini,95,4.3,72,1674
178,179,,Jeff Klein,60,4.31,45,1044
179,180,,Rich Beem,80,4.4,61,1386
180,181,,Robert Allenby,87,4.44,64,1440
181,182,,Kenneth Staton,59,4.58,47,1026
182,183,,David Gossett,92,4.59,76,1656
183,184,,Akio Sadakata,83,4.73,69,1458
184,T185,,Sergio Garcia,62,4.78,49,1026
185,T185,,Ty Tryon,52,4.78,43,900
186,187,,Brent Schwarzrock,60,4.79,50,1044
187,188,,Darron Stiles,93,4.81,78,1620
188,189,,David Sutherland,77,5.25,69,1314
189,190,,Todd Barranger,78,5.26,71,1350
