,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
43,T44,T44,Robert Allenby,87,0.5,119,6.0
44,T44,T44,Jeff Brehaut,110,0.5,258,13.0
45,T44,T44,Mark Brooks,90,0.5,121,6.0
46,T44,T44,Alex Cejka,98,0.5,141,7.0
47,T44,T44,Rory Sabbatini,95,0.5,140,7.0
48,49,49,Jeff Klein,60,0.49,103,5.0
49,T50,T50,K.J. Choi,112,0.48,189,9.0
50,T50,T50,Brian Gay,100,0.48,146,7.0
51,T50,T50,Matt Kuchar,63,0.48,126,6.0
52,T50,T50,Corey Pavin,88,0.48,124,6.0
53,T50,T50,Akio Sadakata,83,0.48,125,6.0
54,T55,T55,Ben Crane,94,0.47,172,8.0
55,T55,T55,Todd Fischer,97,0.47,169,8.0
56,T55,T55,Spike McRoy,103,0.47,215,10.0
57,T55,T55,Brenden Pappas,105,0.47,172,8.0
58,T59,T59,Chris Anderson,96,0.46,153,7.0
59,T59,T59,Paul Goydos,86,0.46,131,6.0
60,T59,T59,Richard Johnson,89,0.46,151,7.0
61,T59,T59,Jesper Parnevik,102,0.46,196,9.0
62,T63,T63,John Huston,76,0.45,110,5.0
63,T63,T63,J.L. Lewis,99,0.45,155,7.0
64,T65,T65,Rich Beem,80,0.44,113,5.0
65,T65,T65,David Sutherland,77,0.44,158,7.0
66,67,67,Jason Caron,74,0.43,141,6.0
67,T68,T68,Chad Campbell,105,0.42,144,6.0
68,T68,T68,Robert Damron,96,0.42,144,6.0
69,T68,T68,Heath Slocum,101,0.42,216,9.0
70,T71,T71,Joel Edwards,60,0.41,98,4.0
71,T71,T71,Bob Estes,92,0.41,146,6.0
72,T71,T71,Donnie Hammond,92,0.41,170,7.0
73,T71,T71,Frank Lickliter II,94,0.41,145,6.0
74,T71,T71,Billy Mayfair,105,0.41,220,9.0
75,T76,T76,Cameron Beckman,86,0.4,149,6.0
76,T76,T76,José Coceres,62,0.4,99,4.0
77,T76,T76,Steve Flesch,110,0.4,199,8.0
78,T76,T76,J.P. Hayes,79,0.4,101,4.0
79,T76,T76,J.J. Henry,100,0.4,224,9.0
80,T76,T76,Phil Mickelson,87,0.4,99,4.0
81,T76,T76,Geoff Ogilvy,86,0.4,150,6.0
82,T76,T76,Hidemichi Tanaka,112,0.4,199,8.0
83,T84,T84,Paul Azinger,73,0.39,128,5.0
84,T84,T84,Jason Buha,61,0.39,127,5.0
85,T84,T84,Justin Leonard,80,0.39,129,5.0
86,T84,T84,Patrick Sheehan,101,0.39,152,6.0
87,T84,T84,Hal Sutton,81,0.39,154,6.0
88,T89,T89,Steven Alker,87,0.38,158,6.0
89,T89,T89,Briny Baird,113,0.38,240,9.0
90,T89,T89,Jim Carter,95,0.38,183,7.0
91,T89,T89,Duffy Waldorf,90,0.38,156,6.0
92,T93,T93,Michael Clark II,54,0.37,107,4.0
93,T93,T93,Retief Goosen,69,0.37,81,3.0
94,T93,T93,David Gossett,92,0.37,188,7.0
95,T93,T93,Kent Jones,74,0.37,135,5.0
96,T93,T93,Andy Miller,75,0.37,134,5.0
97,T93,T93,Joey Sindelar,93,0.37,162,6.0
98,T93,T93,Kirk Triplett,92,0.37,164,6.0
99,T100,T100,Woody Austin,107,0.36,167,6.0
100,T100,T100,Chris DiMarco,98,0.36,138,5.0
101,T100,T100,Mathew Goggin,90,0.36,165,6.0
102,T100,T100,Dudley Hart,66,0.36,112,4.0
103,T100,T100,Jerry Kelly,108,0.36,194,7.0
104,T100,T100,Shaun Micheel,97,0.36,194,7.0
105,T100,T100,Mark O'Meara,69,0.36,83,3.0
106,T100,T100,Vijay Singh,106,0.36,167,6.0
107,T100,T100,Kaname Yokoo,56,0.36,83,3.0
108,T109,T109,Tommy Armour III,66,0.35,113,4.0
109,T109,T109,Jonathan Byrd,101,0.35,171,6.0
110,T109,T109,Mike Grob,83,0.35,172,6.0
111,T112,T112,Pat Perez,95,0.34,148,5.0
112,T112,T112,Tim Petrovic,108,0.34,178,6.0
113,T112,T112,Jeff Sluman,106,0.34,175,6.0
114,T115,T115,Aaron Barber,94,0.33,151,5.0
115,T115,T115,Dan Forsman,98,0.33,209,7.0
116,T115,T115,Carlos Franco,99,0.33,181,6.0
117,T115,T115,Brian Henninger,56,0.33,92,3.0
118,T115,T115,Rocco Mediate,80,0.33,120,4.0
119,T115,T115,Craig Perks,82,0.33,123,4.0
120,T121,T121,Jason Gore,83,0.32,158,5.0
121,T121,T121,Paul Stankowski,67,0.32,124,4.0
122,T123,T123,Stuart Appleby,90,0.31,130,4.0
123,T123,T123,Chris Smith,92,0.31,162,5.0
124,T123,T123,Scott Verplank,97,0.31,129,4.0
125,T123,T123,Mark Wilson,82,0.31,161,5.0
126,T127,T127,Notah Begay III,92,0.3,167,5.0
127,T127,T127,Tom Byrum,97,0.3,168,5.0
128,T127,T127,Jay Haas,89,0.3,135,4.0
129,T127,T127,Brandt Jobe,77,0.3,166,5.0
130,T127,T127,Steve Stricker,59,0.3,100,3.0
131,T132,T132,Olin Browne,113,0.29,209,6.0
132,T132,T132,Peter Lonard,96,0.29,136,4.0
133,T132,T132,Mike Sposa,72,0.29,137,4.0
134,T135,T135,Doug Barron,90,0.28,145,4.0
135,T135,T135,Brian Bateman,70,0.28,141,4.0
136,T135,T135,Hank Kuehne,73,0.28,142,4.0
137,T135,T135,Neal Lancaster,110,0.28,218,6.0
138,T135,T135,Arron Oberholser,80,0.28,145,4.0
139,T140,T140,Scott Laycock,71,0.27,110,3.0
140,T140,T140,Jeff Maggert,81,0.27,112,3.0
141,T140,T140,Tom Pernice Jr.,105,0.27,185,5.0
142,T143,T143,Todd Barranger,78,0.26,114,3.0
143,T143,T143,Pat Bates,111,0.26,196,5.0
144,T143,T143,Brent Schwarzrock,60,0.26,117,3.0
145,T146,T146,Stewart Cink,104,0.25,157,4.0
146,T146,T146,Lee Janzen,83,0.25,119,3.0
147,T146,T146,"Dave Stockton, Jr.",79,0.25,121,3.0
148,T149,T149,Bob Burns,88,0.24,126,3.0
149,T149,T149,Steve Lowery,86,0.24,125,3.0
150,T149,T149,Kenneth Staton,59,0.24,127,3.0
151,T152,T152,Tim Herron,102,0.23,177,4.0
152,T152,T152,Andrew Magee,91,0.23,175,4.0
153,T152,T152,Len Mattiace,94,0.23,175,4.0
154,T155,T155,Fred Couples,71,0.22,89,2.0
155,T155,T155,Ernie Els,65,0.22,91,2.0
156,T155,T155,Bernhard Langer,65,0.22,89,2.0
157,T155,T155,Scott McCarron,86,0.22,134,3.0
158,T159,T159,Carl Pettersson,80,0.21,141,3.0
159,T159,T159,Kevin Sutherland,97,0.21,140,3.0
160,T161,T161,Thomas Levet,85,0.2,148,3.0
161,T161,T161,Darron Stiles,93,0.2,147,3.0
162,T163,T163,Tom Gillis,71,0.19,106,2.0
163,T163,T163,Rod Pampling,87,0.19,104,2.0
164,T163,T163,Kenny Perry,98,0.19,154,3.0
165,T163,T163,John Senden,111,0.19,266,5.0
166,T163,T163,Tiger Woods,74,0.19,106,2.0
167,168,168,Mike Weir,80,0.18,111,2.0
168,T169,T169,Ian Leggatt,71,0.15,133,2.0
169,T169,T169,Tom Lehman,87,0.15,135,2.0
170,T171,T171,Cliff Kresge,102,0.14,138,2.0
171,T171,T171,Esteban Toledo,109,0.14,216,3.0
172,T173,T173,John Daly,56,0.13,77,1.0
173,T173,T173,Harrison Frazar,88,0.13,153,2.0
174,T173,T173,Glen Hnatiuk,92,0.13,151,2.0
175,T173,T173,Jay Williamson,93,0.13,157,2.0
176,T177,T177,Per-Ulrik Johansson,96,0.12,163,2.0
177,T177,T177,John Riegger,55,0.12,85,1.0
178,179,179,Steve Allan,53,0.11,87,1.0
179,180,180,Gavin Coles,69,0.1,96,1.0
180,T181,T181,Tim Clark,79,0.09,113,1.0
181,T181,T181,Vance Veazey,66,0.09,108,1.0
182,T183,T183,Ben Curtis,69,0.08,123,1.0
183,T183,T183,Shigeki Maruyama,87,0.08,120,1.0
184,185,185,David Peoples,96,0.05,193,1.0
185,T186,T186,Mark Calcavecchia,84,0.0,103,
186,T186,T186,Darren Clarke,61,0.0,91,
187,T186,T186,Brent Geiberger,51,0.0,105,
188,T186,T186,Jonathan Kaye,91,0.0,158,
189,T186,T186,Davis Love III,85,0.0,124,
