,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
48,T40,T40,Dean Wilson,82,"10' 5""",2429.083,234,56,"6"""
49,T50,T50,Luke Donald,88,"10' 4""",2605.667,253,61,"3"""
50,T50,T50,Jim Furyk,104,"10' 4""",2954.417,287,61,"5"""
51,T50,T50,Charles Howell III,120,"10' 4""",3212.75,312,47,"3"""
52,T50,T50,Kenichi Kuboya,91,"10' 4""",2618.333,253,75,"3"""
53,T50,T50,Geoff Ogilvy,86,"10' 4""",2690.083,261,46,"3"""
54,T50,T50,David Peoples,96,"10' 4""",2732.583,264,35,"6"""
55,T50,T50,Hal Sutton,81,"10' 4""",2328.583,225,53,"4"""
56,T50,T50,Kirk Triplett,92,"10' 4""",2845.083,276,64,"5"""
57,T50,T50,Duffy Waldorf,90,"10' 4""",2638.417,256,56,"7"""
58,T59,T59,Glen Day,103,"10' 3""",3397.917,331,64,"1"""
59,T59,T59,Mike Heinen,89,"10' 3""",2977.167,290,53,"3"""
60,T59,T59,Len Mattiace,94,"10' 3""",2173.083,212,45,"9"""
61,T62,T62,Notah Begay III,92,"10' 2""",2439.5,239,86,"9"""
62,T62,T62,Olin Browne,113,"10' 2""",3175.417,312,52,"4"""
63,T62,T62,Mike Grob,83,"10' 2""",2324.0,228,68,"6"""
64,T62,T62,Dudley Hart,66,"10' 2""",1681.3329999999999,165,45,"7"""
65,T62,T62,Scott Laycock,71,"10' 2""",1871.4170000000001,184,70,"7"""
66,T62,T62,Rocco Mediate,80,"10' 2""",2047.1670000000001,202,45,"4"""
67,T62,T62,Shaun Micheel,97,"10' 2""",2774.917,273,45,"5"""
68,T62,T62,Mark O'Meara,69,"10' 2""",1300.167,128,58,1
69,T62,T62,Hidemichi Tanaka,112,"10' 2""",3438.583,338,54,"3"""
70,T62,T62,Cameron Yancey,58,"10' 2""",1471.5829999999999,145,53,"3"""
71,T72,T72,Doug Barron,90,"10' 1""",2378.083,236,47,"5"""
72,T72,T72,Jason Buha,61,"10' 1""",1522.8329999999999,151,47,"6"""
73,T72,T72,Greg Chalmers,98,"10' 1""",2917.25,290,57,"4"""
74,T72,T72,Marco Dawson,86,"10' 1""",2280.5,226,57,"1"""
75,T72,T72,Donnie Hammond,92,"10' 1""",2436.25,241,64,"3"""
76,T72,T72,David Toms,90,"10' 1""",2290.25,227,67,"6"""
77,T72,T72,Kaname Yokoo,56,"10' 1""",1295.5,129,49,"3"""
78,T79,T79,Aaron Baddeley,71,"10' 0""",2004.4170000000001,200,61,"5"""
79,T79,T79,Mark Brooks,90,"10' 0""",2120.25,212,50,"3"""
80,T79,T79,Bob Burns,88,"10' 0""",1942.75,195,53,"6"""
81,T79,T79,Jim Carter,95,"10' 0""",2447.083,245,55,"1"""
82,T79,T79,Fred Couples,71,"10' 0""",1674.8329999999999,167,62,"1"""
83,T79,T79,Joe Durant,96,"10' 0""",2835.75,283,59,"1"""
84,T79,T79,Skip Kendall,110,"10' 0""",3144.75,315,47,"1"""
85,T79,T79,Matt Kuchar,63,"10' 0""",1629.5,163,43,"7"""
86,T79,T79,Justin Leonard,80,"10' 0""",2264.833,226,61,"5"""
87,T79,T79,John Rollins,89,"10' 0""",2236.917,223,48,"9"""
88,T89,T89,Stephen Ames,91,"9' 11""",2969.167,300,62,"3"""
89,T89,T89,Tim Clark,79,"9' 11""",1931.8329999999999,195,46,"5"""
90,T89,T89,Jeff Maggert,81,"9' 11""",2296.25,231,54,"7"""
91,T89,T89,Shigeki Maruyama,87,"9' 11""",2253.917,228,45,"10"""
92,T89,T89,Carl Paulson,101,"9' 11""",3124.917,314,49,"1"""
93,T89,T89,Dicky Pride,73,"9' 11""",1984.1670000000001,200,52,"6"""
94,T95,T95,Jason Caron,74,"9' 10""",1692.9170000000001,172,80,"1"""
95,T95,T95,Chris DiMarco,98,"9' 10""",2791.5,283,51,"5"""
96,T95,T95,Fred Funk,112,"9' 10""",2907.0,295,52,"5"""
97,T95,T95,Brian Henninger,56,"9' 10""",1577.5829999999999,160,57,"8"""
98,T95,T95,Tim Herron,102,"9' 10""",2978.0,304,44,"1"""
99,T95,T95,Brandt Jobe,77,"9' 10""",2165.0,221,46,"3"""
100,T95,T95,Kent Jones,74,"9' 10""",2268.0,231,52,"4"""
101,T95,T95,Jerry Kelly,108,"9' 10""",2910.0,296,60,"3"""
102,T95,T95,Kenny Perry,98,"9' 10""",2583.083,263,40,"6"""
103,T95,T95,Patrick Sheehan,101,"9' 10""",2983.25,303,67,"1"""
104,T95,T95,Jeff Sluman,106,"9' 10""",2760.5,280,56,"6"""
105,T106,T106,Aaron Barber,94,"9' 9""",2523.167,258,78,"6"""
106,T106,T106,Craig Barlow,95,"9' 9""",2908.917,299,76,"5"""
107,T106,T106,Pat Bates,111,"9' 9""",2973.75,304,52,"6"""
108,T106,T106,Jeff Brehaut,110,"9' 9""",3168.833,325,85,"4"""
109,T106,T106,Gavin Coles,69,"9' 9""",1189.667,122,50,"4"""
110,T106,T106,Brent Geiberger,51,"9' 9""",1437.75,147,34,"1"""
111,T106,T106,Tom Gillis,71,"9' 9""",1897.0,194,47,"1"""
112,T106,T106,Frank Lickliter II,94,"9' 9""",2395.5,245,60,"4"""
113,T106,T106,John Morgan,81,"9' 9""",2070.667,213,48,"4"""
114,T106,T106,Brenden Pappas,105,"9' 9""",3267.583,334,55,"1"""
115,T106,T106,Pat Perez,95,"9' 9""",2173.5,222,76,"3"""
116,T106,T106,Tom Pernice Jr.,105,"9' 9""",2882.5,296,50,"5"""
117,T106,T106,Ty Tryon,52,"9' 9""",1285.333,132,74,"4"""
118,T119,T119,Stuart Appleby,90,"9' 8""",2395.417,248,70,"4"""
119,T119,T119,David Gossett,92,"9' 8""",2686.667,278,49,"4"""
120,T119,T119,Jay Haas,89,"9' 8""",2331.083,242,48,"1"""
121,T119,T119,Tom Lehman,87,"9' 8""",2046.3329999999999,211,54,"1"""
122,T119,T119,Scott McCarron,86,"9' 8""",2146.75,222,56,"6"""
123,T119,T119,Carl Pettersson,80,"9' 8""",2394.417,247,49,"1"""
124,T119,T119,Rory Sabbatini,95,"9' 8""",2417.25,249,80,"4"""
125,T119,T119,Esteban Toledo,109,"9' 8""",2970.417,308,48,"7"""
126,T119,T119,Mike Weir,80,"9' 8""",1970.1670000000001,203,37,"4"""
127,T119,T119,Mark Wilson,82,"9' 8""",1963.75,203,67,"1"""
128,T129,T129,Chad Campbell,105,"9' 7""",2905.833,302,72,"4"""
129,T129,T129,Alex Cejka,98,"9' 7""",2288.5,239,51,"5"""
130,T129,T129,Steve Flesch,110,"9' 7""",3254.25,341,59,"8"""
131,T129,T129,Glen Hnatiuk,92,"9' 7""",2276.667,237,41,"4"""
132,T129,T129,Lee Janzen,83,"9' 7""",1847.3329999999999,193,51,"5"""
133,T129,T129,Deane Pappas,75,"9' 7""",2250.333,235,62,"9"""
134,T129,T129,Kevin Sutherland,97,"9' 7""",2167.167,227,58,"8"""
135,T136,T136,Tommy Armour III,66,"9' 6""",1726.3329999999999,181,54,"7"""
136,T136,T136,Woody Austin,107,"9' 6""",3094.5,327,48,"1"""
137,T136,T136,Stewart Cink,104,"9' 6""",3011.667,318,52,"2"""
138,T136,T136,Robert Gamez,114,"9' 6""",3317.083,348,49,"4"""
139,T136,T136,Sergio Garcia,62,"9' 6""",1201.667,127,52,"4"""
140,T136,T136,"Dave Stockton, Jr.",79,"9' 6""",1824.3329999999999,192,51,"3"""
141,T136,T136,Jay Williamson,93,"9' 6""",2263.333,239,54,"7"""
142,T143,T143,Brian Bateman,70,"9' 5""",1887.75,201,57,"2"""
143,T143,T143,John Huston,76,"9' 5""",2422.75,258,40,"8"""
144,T143,T143,Steve Lowery,86,"9' 5""",2084.667,221,54,"5"""
145,T143,T143,John Senden,111,"9' 5""",3065.0,326,46,"3"""
146,T143,T143,Scott Verplank,97,"9' 5""",2713.25,289,43,"1"""
147,T143,T143,Garrett Willis,97,"9' 5""",2799.667,297,69,"5"""
148,T149,T149,Bob Estes,92,"9' 4""",2431.167,260,39,"1"""
149,T149,T149,Mathew Goggin,90,"9' 4""",2140.0,229,57,"1"""
150,T149,T149,Arron Oberholser,80,"9' 4""",2219.083,237,83,"6"""
151,T149,T149,Vance Veazey,66,"9' 4""",1555.4170000000001,166,42,"5"""
152,T153,T153,Robert Allenby,87,"9' 3""",2237.5,242,60,"3"""
153,T153,T153,Rich Beem,80,"9' 3""",1692.5,183,47,"6"""
154,T153,T153,K.J. Choi,112,"9' 3""",2659.25,288,53,"5"""
155,T153,T153,J.L. Lewis,99,"9' 3""",2318.25,251,43,"6"""
156,T153,T153,Kenneth Staton,59,"9' 3""",1335.0829999999999,144,56,"5"""
157,T153,T153,David Sutherland,77,"9' 3""",2117.75,228,55,"4"""
158,T159,T159,Steve Allan,53,"9' 2""",1247.417,136,49,"11"""
159,T159,T159,Ernie Els,65,"9' 2""",1325.4170000000001,145,47,"7"""
160,T159,T159,Neal Lancaster,110,"9' 2""",2789.333,305,70,"5"""
161,T159,T159,Adam Scott,52,"9' 2""",1043.5,114,37,"5"""
162,T163,T163,Jonathan Byrd,101,"9' 1""",2529.333,279,47,"5"""
163,T163,T163,Peter Lonard,96,"9' 1""",2251.917,247,45,"6"""
164,T163,T163,Davis Love III,85,"9' 1""",1975.9170000000001,218,33,"6"""
165,T163,T163,Phil Mickelson,87,"9' 1""",1847.1670000000001,203,48,"5"""
166,T163,T163,Craig Perks,82,"9' 1""",1930.75,212,41,"1"""
167,T163,T163,John Riegger,55,"9' 1""",1361.5829999999999,150,33,"6"""
168,T163,T163,Joey Sindelar,93,"9' 1""",2305.5,254,50,"6"""
169,T163,T163,Chris Smith,92,"9' 1""",2408.583,264,47,"3"""
170,T163,T163,Paul Stankowski,67,"9' 1""",1898.8329999999999,209,52,"4"""
171,T172,T172,Hank Kuehne,73,"9' 0""",2217.5,247,65,"1"""
172,T172,T172,Andy Miller,75,"9' 0""",1873.6670000000001,209,47,"4"""
173,T172,T172,Brent Schwarzrock,60,"9' 0""",1626.75,180,41,"5"""
174,175,175,Steve Stricker,59,"8' 11""",1453.6670000000001,163,61,"4"""
175,T176,T176,Harrison Frazar,88,"8' 10""",2273.083,258,44,"7"""
176,T176,T176,Per-Ulrik Johansson,96,"8' 10""",2469.583,280,60,"4"""
177,T176,T176,Jonathan Kaye,91,"8' 10""",2116.5,240,39,"6"""
178,T176,T176,Vijay Singh,106,"8' 10""",2919.0,332,43,"1"""
179,T180,T180,Mark Calcavecchia,84,"8' 9""",2322.5,265,33,"1"""
180,T180,T180,John Daly,56,"8' 9""",1310.0,150,68,"6"""
181,T180,T180,Rod Pampling,87,"8' 9""",2187.583,250,36,"3"""
182,T183,T183,Darren Clarke,61,"8' 8""",1217.75,140,33,"5"""
183,T183,T183,José Coceres,62,"8' 8""",1397.9170000000001,161,44,"6"""
184,T183,T183,Darron Stiles,93,"8' 8""",2156.417,249,45,"5"""
185,T183,T183,Tiger Woods,74,"8' 8""",1997.5,231,47,"5"""
186,187,187,Cliff Kresge,102,"8' 7""",2255.833,264,40,"6"""
187,188,188,Todd Barranger,78,"8' 6""",1804.0829999999999,212,45,"7"""
188,189,189,Retief Goosen,69,"8' 5""",1517.0829999999999,180,57,"1"""
189,190,190,Ian Leggatt,71,"7' 10""",1426.0,183,42,"6"""
