,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
64,65,65,Mike Heinen,89,59.94,312,187
65,66,66,Richard Johnson,89,59.88,329,197
66,67,67,Jeff Brehaut,110,59.87,446,267
67,68,68,Dicky Pride,73,59.86,284,170
68,T69,T69,Loren Roberts,87,59.85,274,164
69,T69,T69,Hidemichi Tanaka,112,59.85,411,246
70,T69,T69,Duffy Waldorf,90,59.85,269,161
71,72,72,Jim Carter,95,59.84,371,222
72,73,73,Cliff Kresge,102,59.8,408,244
73,T74,T74,Bernhard Langer,65,59.79,194,116
74,T74,T74,Patrick Sheehan,101,59.79,373,223
75,76,76,Rod Pampling,87,59.73,298,178
76,T77,T77,Woody Austin,107,59.69,382,228
77,T77,T77,Brenden Pappas,105,59.69,387,231
78,T77,T77,Mike Sposa,72,59.69,258,154
79,80,80,Kenichi Kuboya,91,59.6,354,211
80,81,81,Billy Mayfair,105,59.54,346,206
81,82,82,Esteban Toledo,109,59.53,383,228
82,83,83,Paul Goydos,86,59.51,326,194
83,84,84,Pat Bates,111,59.45,402,239
84,85,85,Nick Price,65,59.18,196,116
85,86,86,Jerry Kelly,108,59.17,338,200
86,87,87,Jonathan Byrd,101,59.04,332,196
87,88,88,Glen Hnatiuk,92,58.98,334,197
88,89,89,J.L. Lewis,99,58.96,385,227
89,90,90,Luke Donald,88,58.94,341,201
90,91,91,Mark Brooks,90,58.92,314,185
91,92,92,Spike McRoy,103,58.78,376,221
92,93,93,Garrett Willis,97,58.75,383,225
93,T94,T94,Todd Fischer,97,58.7,339,199
94,T94,T94,Dudley Hart,66,58.7,247,145
95,96,96,Fred Funk,112,58.68,380,223
96,97,97,Stewart Cink,104,58.53,340,199
97,98,98,Gavin Coles,69,58.52,229,134
98,99,99,Darron Stiles,93,58.48,395,231
99,100,100,Paul Azinger,73,58.44,243,142
100,101,101,Neal Lancaster,110,58.4,375,219
101,102,102,Lee Janzen,83,58.37,233,136
102,103,103,Notah Begay III,92,58.36,341,199
103,104,104,Chris Anderson,96,58.28,338,197
104,105,105,Tim Petrovic,108,58.26,333,194
105,106,106,Robert Gamez,114,58.25,400,233
106,107,107,Briny Baird,113,58.23,419,244
107,108,108,Steve Allan,53,58.2,189,110
108,109,109,Kenny Perry,98,58.19,299,174
109,T110,T110,Brian Gay,100,58.08,334,194
110,T110,T110,Scott Verplank,97,58.08,334,194
111,112,112,Carl Pettersson,80,57.93,328,190
112,113,113,J.J. Henry,100,57.91,373,216
113,114,114,Alex Cejka,98,57.89,323,187
114,115,115,K.J. Choi,112,57.86,337,195
115,116,116,Anthony Painter,87,57.78,334,193
116,117,117,Jason Gore,83,57.73,317,183
117,118,118,Jesper Parnevik,102,57.68,345,199
118,119,119,Jason Caron,74,57.62,269,155
119,120,120,Aaron Barber,94,57.53,332,191
120,121,121,Tim Clark,79,57.48,294,169
121,122,122,Jay Don Blake,77,57.47,221,127
122,123,123,Robert Damron,96,57.41,378,217
123,124,124,Brent Geiberger,51,57.36,197,113
124,T125,T125,Craig Barlow,95,57.22,374,214
125,T125,T125,Kaname Yokoo,56,57.22,194,111
126,T127,T127,Doug Barron,90,57.14,392,224
127,T127,T127,Jim Furyk,104,57.14,301,172
128,T127,T127,Jeff Maggert,81,57.14,308,176
129,130,130,Frank Lickliter II,94,57.1,310,177
130,131,131,Chris Smith,92,57.0,307,175
131,132,132,Tiger Woods,74,56.8,206,117
132,133,133,Vijay Singh,106,56.77,347,197
133,134,134,Brian Bateman,70,56.76,222,126
134,135,135,Ty Tryon,52,56.67,180,102
135,136,136,Thomas Levet,85,56.66,293,166
136,137,137,Cameron Beckman,86,56.65,346,196
137,138,138,John Morgan,81,56.63,309,175
138,139,139,Cameron Yancey,58,56.47,232,131
139,140,140,Davis Love III,85,56.37,259,146
140,141,141,Corey Pavin,88,56.31,293,165
141,142,142,Robert Allenby,87,56.3,254,143
142,143,143,John Maginnes,87,56.27,295,166
143,T144,T144,David Gossett,92,56.15,358,201
144,T144,T144,Rory Sabbatini,95,56.15,358,201
145,146,146,"Dave Stockton, Jr.",79,55.94,261,146
146,147,147,Steve Lowery,86,55.86,290,162
147,148,148,Andrew Magee,91,55.75,287,160
148,149,149,Akio Sadakata,83,55.59,313,174
149,150,150,Jay Williamson,93,55.52,353,196
150,151,151,Retief Goosen,69,55.38,186,103
151,T152,T152,Tom Gillis,71,55.34,253,140
152,T152,T152,Per-Ulrik Johansson,96,55.34,356,197
153,154,154,Joel Edwards,60,55.33,244,135
154,155,155,Bob Tway,89,55.2,279,154
155,156,156,Rocco Mediate,80,55.09,265,146
156,157,157,Michael Clark II,54,55.02,229,126
157,158,158,Carl Paulson,101,54.81,385,211
158,159,159,José Coceres,62,54.78,230,126
159,160,160,Rich Beem,80,54.62,238,130
160,161,161,Todd Barranger,78,54.61,271,148
161,162,162,Paul Gow,62,54.47,257,140
162,163,163,Mark Wilson,82,54.26,282,153
163,164,164,Shaun Micheel,97,54.25,365,198
164,165,165,Tommy Armour III,66,54.15,205,111
165,T166,T166,Marco Dawson,86,53.91,256,138
166,T166,T166,Mike Weir,80,53.91,243,131
167,168,168,Mike Grob,83,53.9,308,166
168,169,169,Joey Sindelar,93,53.85,351,189
169,170,170,Glen Day,103,53.8,368,198
170,171,171,Mathew Goggin,90,53.75,307,165
171,172,172,John Daly,56,53.68,190,102
172,173,173,Brent Schwarzrock,60,53.66,246,132
173,174,174,Chad Campbell,105,53.54,353,189
174,175,175,Peter Jacobsen,75,53.2,250,133
175,176,176,John Riegger,55,53.14,175,93
176,177,177,Sergio Garcia,62,52.99,134,71
177,178,178,Ian Leggatt,71,52.89,242,128
178,179,179,Gene Sauers,87,52.81,303,160
179,180,180,Bob Burns,88,52.8,322,170
180,181,181,Vance Veazey,66,52.7,222,117
181,182,182,Carlos Franco,99,52.56,352,185
182,183,183,Bob Estes,92,52.33,279,146
183,184,184,Joe Durant,96,52.12,330,172
184,185,185,David Sutherland,77,51.95,256,133
185,186,186,Kenneth Staton,59,51.57,223,115
186,187,187,Mark O'Meara,69,51.3,193,99
187,188,188,Adam Scott,52,50.97,155,79
188,189,189,Jeff Klein,60,50.66,227,115
189,190,190,Tom Lehman,87,49.58,236,117
