,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
32,T33,T33,Tom Pernice Jr.,105,1.7480000000000002,2057,1177,31.54,123
33,T33,T33,Loren Roberts,87,1.7480000000000002,1690,967,28.65,T152
34,35,35,Brenden Pappas,105,1.749,2158,1234,32.98,58
35,36,36,Ben Crane,94,1.75,1859,1062,31.86,122
36,T37,T37,Stuart Appleby,90,1.7519999999999998,1752,1000,32.43,95
37,T37,T37,Luke Donald,88,1.7519999999999998,1817,1037,29.79,94
38,T37,T37,Davis Love III,85,1.7519999999999998,1684,961,32.64,30
39,T37,T37,Geoff Ogilvy,86,1.7519999999999998,1677,957,33.79,T108
40,T37,T37,John Rollins,89,1.7519999999999998,1638,935,33.19,169
41,42,42,Brian Gay,100,1.7530000000000001,1912,1091,29.91,163
42,T43,T43,Bob Estes,92,1.754,1928,1099,30.45,60
43,T43,T43,Paul Stankowski,67,1.754,1466,836,32.01,14
44,45,45,Dicky Pride,73,1.755,1483,845,29.86,99
45,46,46,Steve Flesch,110,1.756,2223,1266,32.04,70
46,T47,T47,Brad Faxon,97,1.757,1862,1060,30.15,160
47,T47,T47,Scott Laycock,71,1.757,1362,775,30.71,149
48,49,49,Brian Henninger,56,1.758,1109,631,29.16,161
49,50,50,Hank Kuehne,73,1.7590000000000001,1441,819,34.23,T102
50,T51,T51,Cameron Beckman,86,1.761,1772,1006,31.31,55
51,T51,T51,Matt Gogel,77,1.761,1449,823,30.37,145
52,T51,T51,Garrett Willis,97,1.761,1925,1093,31.46,T128
53,T54,T54,Craig Barlow,95,1.7619999999999998,1972,1119,32.5,65
54,T54,T54,Mark Brooks,90,1.7619999999999998,1683,955,28.48,172
55,T54,T54,Patrick Sheehan,101,1.7619999999999998,2017,1145,31.17,105
56,T57,T57,Woody Austin,107,1.7630000000000001,2211,1254,32.05,48
57,T57,T57,Jason Gore,83,1.7630000000000001,1597,906,32.74,181
58,T59,T59,Aaron Barber,94,1.764,1948,1104,28.77,81
59,T59,T59,Frank Lickliter II,94,1.764,1857,1053,30.25,T102
60,T61,T61,Ernie Els,65,1.765,1306,740,30.53,28
61,T61,T61,Kent Jones,74,1.765,1490,844,31.24,41
62,T63,T63,Jerry Kelly,108,1.766,2234,1265,30.98,T34
63,T63,T63,Kevin Sutherland,97,1.766,2006,1136,29.28,44
64,T63,T63,Dean Wilson,82,1.766,1639,928,29.91,141
65,T66,T66,Jeff Maggert,81,1.767,1680,951,30.17,97
66,T66,T66,Len Mattiace,94,1.767,1818,1029,27.49,177
67,T66,T66,Brett Quigley,92,1.767,1822,1031,30.29,86
68,T69,T69,Olin Browne,113,1.768,2297,1299,28.81,76
69,T69,T69,Chad Campbell,105,1.768,2330,1318,30.6,4
70,T69,T69,Andy Miller,75,1.768,1473,833,31.37,171
71,T69,T69,Carl Paulson,101,1.768,2132,1206,30.28,71
72,T73,T73,Darren Clarke,61,1.7690000000000001,1095,619,32.9,T139
73,T73,T73,Richard Johnson,89,1.7690000000000001,1790,1012,27.99,T130
74,T73,T73,Hidemichi Tanaka,112,1.7690000000000001,2434,1376,28.8,33
75,T76,T76,Tim Clark,79,1.77,1595,901,28.81,101
76,T76,T76,Harrison Frazar,88,1.77,1828,1033,30.49,51
77,T76,T76,Retief Goosen,69,1.77,1423,804,32.88,9
78,79,79,Pat Perez,95,1.771,1844,1041,29.28,159
79,T80,T80,Jonathan Byrd,101,1.7719999999999998,2054,1159,32.44,136
80,T80,T80,Lee Janzen,83,1.7719999999999998,1650,931,29.2,112
81,T80,T80,Mike Sposa,72,1.7719999999999998,1409,795,29.62,104
82,T80,T80,"Dave Stockton, Jr.",79,1.7719999999999998,1515,855,29.78,162
83,T84,T84,Donnie Hammond,92,1.7730000000000001,1895,1069,27.62,96
84,T84,T84,Peter Jacobsen,75,1.7730000000000001,1605,905,29.65,62
85,T84,T84,Steve Lowery,86,1.7730000000000001,1654,933,31.18,110
86,T84,T84,John Riegger,55,1.7730000000000001,1108,625,28.21,38
87,T84,T84,David Toms,90,1.7730000000000001,1757,991,30.16,40
88,T84,T84,Duffy Waldorf,90,1.7730000000000001,1871,1055,30.39,36
89,T90,T90,Robert Allenby,87,1.774,1770,998,32.23,15
90,T90,T90,Kenichi Kuboya,91,1.774,1795,1012,29.5,T130
91,T92,T92,Dudley Hart,66,1.775,1333,751,28.13,T120
92,T92,T92,Jesper Parnevik,102,1.775,2061,1161,29.02,113
93,T94,T94,Shigeki Maruyama,87,1.776,1764,993,28.72,106
94,T94,T94,Kirk Triplett,92,1.776,1961,1104,30.22,19
95,T94,T94,Bob Tway,89,1.776,1895,1067,29.3,11
96,T97,T97,Tommy Armour III,66,1.777,1331,749,29.49,80
97,T97,T97,Michael Clark II,54,1.777,1121,631,29.32,77
98,T97,T97,Charles Howell III,120,1.777,2496,1405,29.74,43
99,T97,T97,Rocco Mediate,80,1.777,1637,921,28.91,56
100,T97,T97,Nick Price,65,1.777,1253,705,29.63,154
101,T102,T102,Fred Funk,112,1.778,2345,1319,28.04,57
102,T102,T102,Arron Oberholser,80,1.778,1664,936,28.74,T87
103,104,104,John Maginnes,87,1.7790000000000001,1745,981,27.4,147
104,105,105,Esteban Toledo,109,1.78,2238,1257,28.45,84
105,T106,T106,Briny Baird,113,1.781,2522,1416,29.39,2
106,T106,T106,Hal Sutton,81,1.781,1763,990,28.01,T24
107,T108,T108,Tom Byrum,97,1.7819999999999998,1944,1091,27.86,156
108,T108,T108,Alex Cejka,98,1.7819999999999998,1948,1093,29.72,66
109,T108,T108,Paul Gow,62,1.7819999999999998,1269,712,28.49,107
110,T108,T108,Tom Lehman,87,1.7819999999999998,1832,1028,30.21,5
111,T112,T112,Mike Heinen,89,1.7830000000000001,1951,1094,31.32,8
112,T112,T112,Cliff Kresge,102,1.7830000000000001,2109,1183,29.36,T90
113,T112,T112,Andrew Magee,91,1.7830000000000001,1920,1077,28.72,39
114,T112,T112,Billy Mayfair,105,1.7830000000000001,2239,1256,28.51,69
115,T112,T112,Heath Slocum,101,1.7830000000000001,2113,1185,28.8,59
116,T112,T112,Steve Stricker,59,1.7830000000000001,1077,604,30.02,186
117,118,118,Jay Don Blake,77,1.784,1525,855,28.22,T120
118,T119,T119,John Daly,56,1.785,1128,632,31.11,132
119,T119,T119,Peter Lonard,96,1.785,1858,1041,29.23,119
120,T121,T121,David Gossett,92,1.787,2001,1120,29.6,31
121,T121,T121,Anthony Painter,87,1.787,1637,916,28.65,182
122,T121,T121,Jeff Sluman,106,1.787,2300,1287,28.85,T24
123,T124,T124,Paul Azinger,73,1.788,1498,838,26.97,135
124,T124,T124,Joel Edwards,60,1.788,1243,695,26.26,118
125,T124,T124,Tom Gillis,71,1.788,1479,827,27.55,50
126,T124,T124,David Peoples,96,1.788,2121,1186,27.66,13
127,T124,T124,Rory Sabbatini,95,1.788,1908,1067,30.98,137
128,T124,T124,Akio Sadakata,83,1.788,1706,954,28.23,75
129,130,130,Kaname Yokoo,56,1.7890000000000001,1025,573,27.15,185
130,T131,T131,José Coceres,62,1.79,1208,675,28.87,184
131,T131,T131,Dan Forsman,98,1.79,2270,1268,27.33,3
132,T131,T131,Neal Lancaster,110,1.79,2287,1278,28.66,63
133,T131,T131,Bernhard Langer,65,1.79,1285,718,26.5,166
134,T131,T131,Corey Pavin,88,1.79,1683,940,26.65,178
135,T131,T131,Kenny Perry,98,1.79,2128,1189,29.32,T20
136,T131,T131,Cameron Yancey,58,1.79,1038,580,30.4,190
137,T138,T138,J.L. Lewis,99,1.791,2061,1151,29.53,82
138,T138,T138,Mark Wilson,82,1.791,1642,917,26.64,T139
139,T140,T140,Chris Anderson,96,1.7919999999999998,1955,1091,28.07,T133
140,T140,T140,Robert Damron,96,1.7919999999999998,1960,1094,26.9,150
141,T140,T140,Mark O'Meara,69,1.7919999999999998,1292,721,28.02,179
142,T140,T140,Craig Perks,82,1.7919999999999998,1609,898,29.8,155
143,T144,T144,Doug Barron,90,1.7930000000000001,1789,998,28.82,158
144,T144,T144,Marco Dawson,86,1.7930000000000001,1831,1021,28.85,32
145,T144,T144,Mike Grob,83,1.7930000000000001,1750,976,27.34,64
146,T144,T144,Per-Ulrik Johansson,96,1.7930000000000001,2010,1121,30.33,93
147,T148,T148,Notah Begay III,92,1.794,1846,1029,28.02,143
148,T148,T148,Joe Durant,96,1.794,2259,1259,28.59,1
149,T148,T148,Shaun Micheel,97,1.794,2088,1164,28.68,23
150,T151,T151,Ben Curtis,69,1.795,1416,789,26.62,T114
151,T151,T151,Vance Veazey,66,1.795,1330,741,28.38,165
152,T153,T153,Pat Bates,111,1.796,2356,1312,27.48,37
153,T153,T153,Jonathan Kaye,91,1.796,1920,1069,29.59,52
154,T153,T153,Adam Scott,52,1.796,923,514,28.79,168
155,T156,T156,Brian Bateman,70,1.797,1439,801,29.09,T53
156,T156,T156,Rich Beem,80,1.797,1574,876,29.7,T152
157,T156,T156,Glen Hnatiuk,92,1.797,1908,1062,26.01,73
158,T156,T156,Darron Stiles,93,1.797,1871,1041,30.09,T90
159,T156,T156,Ty Tryon,52,1.797,929,517,30.04,189
160,161,161,Brandt Jobe,77,1.798,1688,939,28.57,47
161,162,162,Jim Carter,95,1.7990000000000002,1880,1045,26.85,157
162,T163,T163,Carlos Franco,99,1.8,2153,1196,28.62,29
163,T163,T163,Spike McRoy,103,1.8,2243,1246,26.93,27
164,T165,T165,Bob Burns,88,1.801,1731,961,26.99,142
165,T165,T165,K.J. Choi,112,1.801,2248,1248,29.33,T67
166,167,167,Jeff Brehaut,110,1.8019999999999998,2382,1322,29.26,16
167,168,168,Jason Buha,61,1.8030000000000002,1206,669,27.35,125
168,T169,T169,Brent Schwarzrock,60,1.804,1227,680,30.88,74
169,T169,T169,John Senden,111,1.804,2408,1335,29.16,7
170,T171,T171,Todd Barranger,78,1.806,1459,808,31.35,180
171,T171,T171,Matt Kuchar,63,1.806,1244,689,27.43,T133
172,T173,T173,Steve Allan,53,1.807,972,538,26.77,167
173,T173,T173,Joey Sindelar,93,1.807,2047,1133,26.24,17
174,T175,T175,Steven Alker,87,1.808,1683,931,25.0,175
175,T175,T175,Sergio Garcia,62,1.808,1226,678,29.46,78
176,T175,T175,Jay Williamson,93,1.808,1907,1055,25.83,116
177,T178,T178,Brad Elder,51,1.8090000000000002,1011,559,25.04,146
178,T178,T178,Chris Smith,92,1.8090000000000002,2066,1142,28.27,18
179,180,180,Jason Caron,74,1.81,1426,788,27.66,173
180,181,181,John Morgan,81,1.811,1608,888,29.38,164
181,182,182,J.J. Henry,100,1.8119999999999998,2155,1189,26.67,T20
182,183,183,David Sutherland,77,1.814,1640,904,29.27,10
183,184,184,Ian Leggatt,71,1.815,1508,831,27.42,42
184,185,185,Gene Sauers,87,1.8159999999999998,1771,975,26.28,138
185,186,186,Thomas Levet,85,1.817,1835,1010,25.97,49
186,187,187,Mathew Goggin,90,1.8230000000000002,1892,1038,27.41,45
187,188,188,Gavin Coles,69,1.8330000000000002,1303,711,21.83,187
188,T189,T189,Jeff Klein,60,1.837,1115,607,23.8,188
189,T189,T189,Kenneth Staton,59,1.837,1240,675,24.85,89
