,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
65,66,66,Bob Burns,88,86.11,36,31
66,T67,T67,Jim Furyk,104,85.71,42,36
67,T67,T67,Jason Gore,83,85.71,35,30
68,T67,T67,J.P. Hayes,79,85.71,35,30
69,T67,T67,Brett Quigley,92,85.71,42,36
70,T67,T67,Chris Riley,96,85.71,49,42
71,T67,T67,Mike Weir,80,85.71,28,24
72,73,73,John Senden,111,85.45,55,47
73,T74,T74,Mike Heinen,89,85.42,48,41
74,T74,T74,Thomas Levet,85,85.42,48,41
75,76,76,Stuart Appleby,90,85.37,41,35
76,77,77,Hidemichi Tanaka,112,85.25,61,52
77,T78,T78,Notah Begay III,92,85.0,40,34
78,T78,T78,Rocco Mediate,80,85.0,40,34
79,T80,T80,Ben Curtis,69,84.85,33,28
80,T80,T80,Brad Faxon,97,84.85,33,28
81,T82,T82,Craig Barlow,95,84.75,59,50
82,T82,T82,Neal Lancaster,110,84.75,59,50
83,T84,T84,Skip Kendall,110,84.62,65,55
84,T84,T84,Davis Love III,85,84.62,26,22
85,86,86,Heath Slocum,101,84.38,64,54
86,87,87,Akio Sadakata,83,84.09,44,37
87,T88,T88,Fred Couples,71,84.0,25,21
88,T88,T88,Ty Tryon,52,84.0,25,21
89,T90,T90,Mike Grob,83,83.78,37,31
90,T90,T90,Peter Lonard,96,83.78,37,31
91,T92,T92,Harrison Frazar,88,83.72,43,36
92,T92,T92,Kirk Triplett,92,83.72,43,36
93,T92,T92,Bob Tway,89,83.72,43,36
94,T92,T92,Jay Williamson,93,83.72,43,36
95,96,96,Todd Fischer,97,83.64,55,46
96,T97,T97,Rich Beem,80,83.33,36,30
97,T97,T97,Tom Byrum,97,83.33,24,20
98,T97,T97,José Coceres,62,83.33,24,20
99,T97,T97,Jeff Sluman,106,83.33,42,35
100,101,101,Geoff Ogilvy,86,83.02,53,44
101,102,102,Robert Allenby,87,82.98,47,39
102,103,103,"Dave Stockton, Jr.",79,82.93,41,34
103,104,104,Brent Schwarzrock,60,82.86,35,29
104,105,105,Paul Gow,62,82.76,29,24
105,T106,T106,Tim Herron,102,82.61,46,38
106,T106,T106,Scott Laycock,71,82.61,23,19
107,T106,T106,Shaun Micheel,97,82.61,46,38
108,109,109,Charles Howell III,120,82.46,57,47
109,T110,T110,Steve Allan,53,82.35,17,14
110,T110,T110,Mathew Goggin,90,82.35,51,42
111,T110,T110,Jeff Klein,60,82.35,17,14
112,113,113,Mark Wilson,82,82.22,45,37
113,114,114,Jonathan Byrd,101,82.14,56,46
114,115,115,Glen Hnatiuk,92,82.05,39,32
115,T116,T116,Andrew Magee,91,82.0,50,41
116,T116,T116,David Sutherland,77,82.0,50,41
117,T118,T118,Todd Barranger,78,81.82,44,36
118,T118,T118,John Daly,56,81.82,22,18
119,T118,T118,Robert Gamez,114,81.82,55,45
120,T118,T118,Donnie Hammond,92,81.82,33,27
121,T118,T118,Billy Mayfair,105,81.82,44,36
122,T123,T123,Per-Ulrik Johansson,96,81.63,49,40
123,T123,T123,J.L. Lewis,99,81.63,49,40
124,T123,T123,Tim Petrovic,108,81.63,49,40
125,126,126,Tom Lehman,87,81.58,38,31
126,127,127,Pat Bates,111,81.25,48,39
127,128,128,Loren Roberts,87,80.95,21,17
128,129,129,Chris Anderson,96,80.49,41,33
129,T130,T130,K.J. Choi,112,80.0,50,40
130,T130,T130,Chris DiMarco,98,80.0,40,32
131,T130,T130,Carlos Franco,99,80.0,50,40
132,T130,T130,J.J. Henry,100,80.0,35,28
133,T130,T130,Kenichi Kuboya,91,80.0,50,40
134,T130,T130,Anthony Painter,87,80.0,30,24
135,T130,T130,Carl Paulson,101,80.0,60,48
136,137,137,Jerry Kelly,108,79.66,59,47
137,T138,T138,Paul Azinger,73,79.41,34,27
138,T138,T138,Lee Janzen,83,79.41,34,27
139,T138,T138,Dean Wilson,82,79.41,34,27
140,T141,T141,Brian Bateman,70,79.31,29,23
141,T141,T141,Jay Don Blake,77,79.31,29,23
142,T141,T141,Spike McRoy,103,79.31,29,23
143,T144,T144,Richard Johnson,89,79.07,43,34
144,T144,T144,Chris Smith,92,79.07,43,34
145,146,146,Shigeki Maruyama,87,78.95,38,30
146,147,147,John Huston,76,78.72,47,37
147,148,148,Fred Funk,112,78.69,61,48
148,T149,T149,Jeff Brehaut,110,78.57,56,44
149,T149,T149,Dudley Hart,66,78.57,28,22
150,151,151,Woody Austin,107,78.43,51,40
151,T152,T152,Bernhard Langer,65,78.26,23,18
152,T152,T152,Nick Price,65,78.26,23,18
153,154,154,Steve Stricker,59,78.05,41,32
154,T155,T155,Robert Damron,96,77.78,45,35
155,T155,T155,Gene Sauers,87,77.78,45,35
156,T155,T155,Paul Stankowski,67,77.78,36,28
157,T155,T155,Duffy Waldorf,90,77.78,36,28
158,T155,T155,Kaname Yokoo,56,77.78,18,14
159,160,160,Vance Veazey,66,77.42,31,24
160,161,161,Kenny Perry,98,76.92,39,30
161,T162,T162,Tom Gillis,71,76.74,43,33
162,T162,T162,Ian Leggatt,71,76.74,43,33
163,164,164,Aaron Baddeley,71,76.67,30,23
164,165,165,Steven Alker,87,76.47,34,26
165,166,166,David Toms,90,76.32,38,29
166,167,167,Jason Buha,61,76.19,21,16
167,168,168,Rory Sabbatini,95,76.09,46,35
168,169,169,Doug Barron,90,75.86,29,22
169,170,170,John Riegger,55,75.76,33,25
170,171,171,Deane Pappas,75,75.68,37,28
171,T172,T172,Cameron Beckman,86,75.0,36,27
172,T172,T172,Brad Elder,51,75.0,16,12
173,T172,T172,Steve Lowery,86,75.0,36,27
174,175,175,David Gossett,92,74.51,51,38
175,176,176,John Maginnes,87,74.36,39,29
176,T177,T177,Jason Caron,74,74.19,31,23
177,T177,T177,Corey Pavin,88,74.19,31,23
178,179,179,Gavin Coles,69,73.91,23,17
179,180,180,Brian Gay,100,73.81,42,31
180,181,181,Joey Sindelar,93,73.17,41,30
181,T182,T182,Joe Durant,96,71.43,49,35
182,T182,T182,John Morgan,81,71.43,35,25
183,T182,T182,Kenneth Staton,59,71.43,28,20
184,T185,T185,Michael Clark II,54,70.83,24,17
185,T185,T185,Pat Perez,95,70.83,48,34
186,187,187,Craig Perks,82,70.59,34,24
187,188,188,Sergio Garcia,62,70.0,20,14
188,189,189,Scott McCarron,86,69.7,33,23
189,190,190,Mike Sposa,72,68.57,35,24
