,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
133,134,134,"Dave Stockton, Jr.",79,36.85,199,540
134,T135,T135,Steve Flesch,110,36.81,212,576
135,T135,T135,Duffy Waldorf,90,36.81,159,432
136,137,137,Mark Wilson,82,36.78,192,522
137,138,138,Mike Grob,83,36.75,172,468
138,139,139,David Gossett,92,36.71,185,504
139,T140,T140,Stuart Appleby,90,36.67,165,450
140,T140,T140,Woody Austin,107,36.67,198,540
141,T140,T140,J.P. Hayes,79,36.67,165,450
142,T140,T140,Steve Stricker,59,36.67,132,360
143,144,144,Robert Gamez,114,36.56,204,558
144,145,145,Jonathan Kaye,91,36.54,171,468
145,146,146,Mark O'Meara,69,36.47,151,414
146,147,147,Hank Kuehne,73,36.36,144,396
147,T148,T148,Jay Don Blake,77,36.32,170,468
148,T148,T148,Adam Scott,52,36.32,85,234
149,150,150,Briny Baird,113,36.28,209,576
150,151,151,John Maginnes,87,36.02,188,522
151,152,152,Bob Burns,88,36.01,175,486
152,153,153,Ian Leggatt,71,35.88,155,432
153,154,154,Tommy Armour III,66,35.86,142,396
154,155,155,Dan Forsman,98,35.8,174,486
155,156,156,Vance Veazey,66,35.68,167,468
156,157,157,Steve Allan,53,35.62,109,306
157,158,158,Ernie Els,65,35.56,96,270
158,T159,T159,Paul Stankowski,67,35.45,134,378
159,T159,T159,Kenneth Staton,59,35.45,134,378
160,161,161,Aaron Barber,94,35.24,203,576
161,162,162,Sergio Garcia,62,35.19,114,324
162,163,163,Carlos Franco,99,35.06,183,522
163,164,164,Ben Curtis,69,34.92,132,378
164,T165,T165,Chad Campbell,105,34.83,163,468
165,T165,T165,Alex Cejka,98,34.83,163,468
166,T167,T167,Tom Gillis,71,34.72,150,432
167,T167,T167,Jeff Klein,60,34.72,150,432
168,T169,T169,Robert Allenby,87,34.6,137,396
169,T169,T169,Peter Jacobsen,75,34.6,137,396
170,171,171,Shaun Micheel,97,34.57,168,486
171,172,172,Joe Durant,96,34.52,174,504
172,173,173,Jeff Brehaut,110,34.41,192,558
173,174,174,Dudley Hart,66,34.39,130,378
174,175,175,J.J. Henry,100,34.26,185,540
175,176,176,Kenny Perry,98,34.22,154,450
176,177,177,Brent Schwarzrock,60,34.21,117,342
177,178,178,Hal Sutton,81,34.03,147,432
178,179,179,Jason Buha,61,33.8,146,432
179,T180,T180,Thomas Levet,85,33.56,151,450
180,T180,T180,Peter Lonard,96,33.56,151,450
181,182,182,Mike Heinen,89,33.13,167,504
182,183,183,Michael Clark II,54,33.07,125,378
183,184,184,Kent Jones,74,32.83,130,396
184,185,185,Chris Smith,92,32.59,176,540
185,186,186,Kaname Yokoo,56,32.54,123,378
186,187,187,David Sutherland,77,32.41,140,432
187,188,188,Tom Lehman,87,32.37,134,414
188,189,189,Mathew Goggin,90,31.48,153,486
189,190,190,John Riegger,55,30.21,87,288
