,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
45,46,46,Rod Pampling,98,54.64,106,194,45.0
46,47,47,J.P. Hayes,78,54.62,65,119,44.0
47,48,48,Matt Kuchar,82,54.55,84,154,49.0
48,49,49,Tom Byrum,77,54.46,55,101,28.0
49,T50,T50,Justin Leonard,97,54.41,74,136,47.0
50,T50,T50,Kevin Sutherland,96,54.41,74,136,31.0
51,52,52,David Frost,90,54.39,93,171,69.0
52,53,53,Donnie Hammond,60,54.35,50,92,28.0
53,54,54,Dan Forsman,83,54.31,63,116,30.0
54,55,55,Tim Clark,76,54.26,51,94,35.0
55,56,56,Jesper Parnevik,85,54.25,83,153,41.0
56,57,57,Scott Simpson,61,54.21,58,107,31.0
57,58,58,Dennis Paulson,89,54.2,71,131,29.0
58,59,59,Chris DiMarco,111,54.17,78,144,33.0
59,60,60,Robert Allenby,96,53.91,69,128,31.0
60,61,61,Bob Burns,99,53.9,76,141,55.0
61,62,62,Billy Mayfair,99,53.85,77,143,46.0
62,63,63,Mike Weir,94,53.8,85,158,44.0
63,64,64,Chris Riley,104,53.5,84,157,38.0
64,65,65,Tim Herron,102,53.48,100,187,47.0
65,66,66,David Duval,78,53.39,63,118,36.0
66,67,67,Tom Pernice Jr.,101,53.33,88,165,60.0
67,68,68,Esteban Toledo,106,53.3,97,182,65.0
68,T69,T69,Jonathan Byrd,96,53.13,85,160,41.0
69,T69,T69,Scott Hoch,71,53.13,51,96,28.0
70,71,71,David Toms,106,53.1,77,145,28.0
71,72,72,Jerry Kelly,99,52.91,91,172,37.0
72,73,73,Sergio Garcia,79,52.55,72,137,40.0
73,74,74,Vijay Singh,102,52.5,84,160,34.0
74,75,75,Mike Sposa,111,52.38,99,189,52.0
75,76,76,Peter Lonard,93,52.29,80,153,36.0
76,77,77,Neal Lancaster,101,52.15,85,163,55.0
77,78,78,Gary Nicklaus,66,52.1,62,119,44.0
78,79,79,Jim Furyk,88,51.89,55,106,28.0
79,80,80,Craig Stadler,72,51.75,74,143,40.0
80,T81,T81,Stewart Cink,92,51.59,65,126,49.0
81,T81,T81,Grant Waite,98,51.59,81,157,42.0
82,83,83,John Cook,85,51.54,67,130,49.0
83,T84,T84,Bob Heintz,68,51.52,68,132,51.0
84,T84,T84,Pete Jordan,78,51.52,68,132,58.0
85,86,86,Bob May,91,51.43,72,140,39.0
86,87,87,Kenny Perry,98,51.39,74,144,29.0
87,88,88,Olin Browne,107,51.12,91,178,73.0
88,89,89,Brian Henninger,66,51.06,48,94,20.0
89,90,90,Bob Estes,93,50.88,58,114,41.0
90,T91,T91,Franklin Langham,72,50.77,66,130,49.0
91,T91,T91,Scott Verplank,93,50.77,66,130,51.0
92,93,93,Jim Carter,98,50.68,75,148,55.0
93,94,94,Hidemichi Tanaka,104,50.65,78,154,45.0
94,95,95,Michael Muehr,73,50.47,54,107,45.0
95,96,96,Mark O'Meara,68,50.45,56,111,42.0
96,97,97,Paul Goydos,66,50.43,58,115,52.0
97,98,98,Tommy Armour III,82,50.42,60,119,27.0
98,99,99,Kenneth Staton,104,50.34,75,149,39.0
99,100,100,Jay Williamson,91,50.32,78,155,56.0
100,101,101,Paul Gow,99,50.3,84,167,48.0
101,102,102,Fred Couples,64,50.0,51,102,29.0
102,103,103,Tom Scherrer,98,49.7,82,165,57.0
103,104,104,Heath Slocum,96,49.68,77,155,75.0
104,105,105,Kaname Yokoo,74,49.63,67,135,56.0
105,106,106,Tim Petrovic,92,49.62,65,131,46.0
106,107,107,Edward Fryatt,94,49.45,90,182,59.0
107,108,108,Chad Campbell,111,49.4,82,166,54.0
108,109,109,David Gossett,95,49.35,76,154,55.0
109,110,110,Michael Allen,76,49.24,65,132,45.0
110,111,111,Stephen Ames,89,49.22,63,128,48.0
111,T112,T112,Steve Allan,93,49.07,79,161,50.0
112,T112,T112,Steve Lowery,98,49.07,79,161,53.0
113,114,114,Brenden Pappas,62,49.02,50,102,42.0
114,115,115,Pat Bates,94,48.95,70,143,46.0
115,116,116,Brandel Chamblee,85,48.92,68,139,47.0
116,117,117,Per-Ulrik Johansson,87,48.91,67,137,47.0
117,T118,T118,Robert Gamez,69,48.57,51,105,44.0
118,T118,T118,Greg Kraft,86,48.57,68,140,74.0
119,120,120,J.L. Lewis,98,48.45,78,161,46.0
120,121,121,Notah Begay III,76,48.25,55,114,34.0
121,T122,T122,Luke Donald,106,48.15,65,135,45.0
122,T122,T122,Carlos Franco,107,48.15,91,189,49.0
123,124,124,Stuart Appleby,97,48.09,88,183,52.0
124,125,125,Ben Crane,91,48.0,84,175,77.0
125,126,126,Andrew Magee,91,47.93,81,169,62.0
126,127,127,"David Berganio, Jr.",80,47.86,67,140,46.0
127,128,128,Paul Stankowski,100,47.8,76,159,57.0
128,129,129,Glen Day,107,47.74,74,155,55.0
129,130,130,John Rollins,124,47.62,90,189,67.0
130,131,131,Craig Barlow,62,47.56,39,82,22.0
131,T132,T132,Lee Janzen,101,47.53,77,162,57.0
132,T132,T132,Ian Leggatt,97,47.53,77,162,58.0
133,134,134,Corey Pavin,78,47.52,67,141,61.0
134,135,135,Russ Cochran,68,47.33,62,131,53.0
135,136,136,Loren Roberts,93,47.24,60,127,57.0
136,137,137,Frank Nobilo,94,47.16,83,176,69.0
137,T138,T138,Jeff Brehaut,87,46.97,62,132,34.0
138,T138,T138,Phil Tataurangi,88,46.97,62,132,48.0
139,140,140,Shaun Micheel,100,46.92,61,130,41.0
140,141,141,Mark Brooks,97,46.86,82,175,78.0
141,142,142,Brett Wetterich,89,46.82,81,173,63.0
142,T143,T143,Glen Hnatiuk,95,46.72,64,137,33.0
143,T143,T143,Steve Stricker,68,46.72,57,122,48.0
144,145,145,Briny Baird,110,46.63,76,163,59.0
145,146,146,Mike Hulbert,55,46.58,34,73,26.0
146,T147,T147,Harrison Frazar,88,46.5,73,157,53.0
147,T147,T147,Brent Geiberger,95,46.5,73,157,70.0
148,T149,T149,Michael Clark II,97,46.34,76,164,55.0
149,T149,T149,Jess Daley,76,46.34,57,123,53.0
150,151,151,Brandt Jobe,94,46.3,75,162,59.0
151,152,152,Duffy Waldorf,90,46.22,55,119,43.0
152,153,153,Lee Porter,91,46.2,73,158,70.0
153,154,154,Rocco Mediate,79,46.09,53,115,36.0
154,155,155,J.J. Henry,112,45.96,74,161,56.0
155,156,156,John Senden,96,45.83,66,144,21.0
156,157,157,Michael Long,71,45.63,47,103,34.0
157,158,158,Jay Don Blake,107,45.55,87,191,92.0
158,159,159,Carl Paulson,84,45.22,71,157,70.0
159,160,160,Scott Dunlap,74,45.0,63,140,52.0
160,161,161,Paul Claxton,83,44.62,58,130,50.0
161,162,162,Bradley Hughes,60,44.55,45,101,53.0
162,163,163,Hal Sutton,74,44.35,55,124,47.0
163,164,164,Fulton Allem,64,44.34,47,106,49.0
164,165,165,Kent Jones,105,44.31,74,167,66.0
165,166,166,Robert Damron,85,44.12,75,170,79.0
166,167,167,Jonathan Kaye,83,44.09,56,127,42.0
167,168,168,Stephen Gangluff,75,44.0,44,100,47.0
168,169,169,John Daly,62,43.97,51,116,47.0
169,170,170,Garrett Willis,80,43.51,67,154,77.0
170,171,171,Joe Durant,87,43.48,50,115,54.0
171,172,172,Jeff Gove,89,43.07,59,137,47.0
172,173,173,David Morland IV,58,43.01,40,93,44.0
173,174,174,Bob Tway,103,42.77,68,159,50.0
174,175,175,Steve Pate,64,42.7,38,89,37.0
175,176,176,Jeff Maggert,83,42.47,62,146,77.0
176,177,177,Robin Freeman,79,42.31,55,130,45.0
177,178,178,Eduardo Herrera,59,42.27,41,97,46.0
178,179,179,Bart Bryant,69,41.67,40,96,38.0
179,180,180,Jerry Smith,91,41.61,67,161,67.0
180,181,181,Brad Elder,76,41.46,51,123,60.0
181,182,182,Boo Weekley,57,41.43,29,70,41.0
182,183,183,Brian Bateman,94,41.36,67,162,70.0
183,184,184,Tommy Tolles,64,41.32,50,121,42.0
184,185,185,Tom Lehman,78,41.05,39,95,39.0
185,186,186,Peter Jacobsen,67,41.03,48,117,50.0
186,187,187,Blaine McCallister,75,40.68,48,118,46.0
187,188,188,Mathew Goggin,64,40.63,39,96,44.0
188,189,189,Frank Lickliter II,94,40.28,58,144,66.0
189,190,190,Deane Pappas,90,40.25,64,159,71.0
190,T191,T191,Spike McRoy,69,40.0,34,85,36.0
191,T191,T191,Joe Ogilvie,50,40.0,30,75,35.0
192,193,193,Charles Howell III,118,39.56,72,182,77.0
193,194,194,Rich Beem,99,39.55,70,177,69.0
194,195,195,Joey Sindelar,104,38.79,64,165,72.0
195,196,196,Steve Jones,71,38.53,42,109,55.0
196,197,197,Dicky Pride,51,36.23,25,69,25.0
197,198,198,Brad Lardon,59,35.85,38,106,50.0
198,199,199,Bo Van Pelt,78,35.67,56,157,71.0
199,200,200,Matt Peterson,80,33.33,39,117,55.0
200,201,201,Jason Hill,59,31.11,28,90,53.0
201,202,202,Chris Smith,103,29.68,46,155,75.0
