,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
66,T65,T65,Rocco Mediate,79,"9' 5""",330.417,35,58
67,T65,T65,Scott Simpson,61,"9' 5""",283.5,30,117
68,T65,T65,Paul Stankowski,100,"9' 5""",412.75,44,174
69,T70,T70,Tom Byrum,77,"9' 6""",303.83299999999997,32,3
70,T70,T70,Fred Funk,106,"9' 6""",494.25,52,21
71,T70,T70,Paul Gow,99,"9' 6""",539.4169999999999,57,167
72,T70,T70,Garrett Willis,80,"9' 6""",399.167,42,193
73,74,74,Peter Lonard,93,"9' 7""",479.667,50,10
74,T75,T75,Woody Austin,102,"9' 8""",589.4169999999999,61,118
75,T75,T75,Jim Carter,98,"9' 8""",356.583,37,15
76,T75,T75,Glen Day,107,"9' 8""",472.25,49,34
77,T78,T78,Jay Don Blake,107,"9' 9""",486.583,50,79
78,T78,T78,Joel Edwards,101,"9' 9""",466.917,48,5
79,T78,T78,Kevin Sutherland,96,"9' 9""",330.917,34,110
80,T81,T81,Notah Begay III,76,"9' 10""",343.083,35,150
81,T81,T81,José Coceres,51,"9' 10""",335.417,34,53
82,T81,T81,Ben Crane,91,"9' 10""",531.8330000000001,54,111
83,T81,T81,Jeff Gove,89,"9' 10""",373.833,38,133
84,T81,T81,David Toms,106,"9' 10""",501.5,51,51
85,T86,T86,Brian Gay,117,"9' 11""",555.5830000000001,56,33
86,T86,T86,Bob May,91,"9' 11""",405.417,41,56
87,T86,T86,Carl Paulson,84,"9' 11""",614.5830000000001,62,186
88,T86,T86,Jerry Smith,91,"9' 11""",465.667,47,165
89,T86,T86,Richard Zokol,53,"9' 11""",179.167,18,139
90,T91,T91,Robert Damron,85,"10' 0""",460.667,46,141
91,T91,T91,Mark O'Meara,68,"10' 0""",199.917,20,82
92,T91,T91,Rod Pampling,98,"10' 0""",450.25,45,11
93,T91,T91,Grant Waite,98,"10' 0""",491.583,49,18
94,T95,T95,Jim Furyk,88,"10' 1""",281.58299999999997,28,7
95,T95,T95,Retief Goosen,56,"10' 1""",343.083,34,58
96,T95,T95,J.L. Lewis,98,"10' 1""",546.1669999999999,54,71
97,T95,T95,Jesper Parnevik,85,"10' 1""",302.66700000000003,30,131
98,T95,T95,Mike Sposa,111,"10' 1""",593.6669999999999,59,13
99,T95,T95,Esteban Toledo,106,"10' 1""",533.3330000000001,53,14
100,T95,T95,Brett Wetterich,89,"10' 1""",555.4169999999999,55,197
101,T102,T102,Jonathan Byrd,96,"10' 2""",438.833,43,93
102,T102,T102,Edward Fryatt,94,"10' 2""",508.833,50,179
103,T102,T102,Paul Goydos,66,"10' 2""",365.167,36,138
104,T102,T102,Michael Long,71,"10' 2""",306.16700000000003,30,175
105,T102,T102,Scott McCarron,106,"10' 2""",600.9169999999999,59,159
106,T102,T102,Steve Pate,64,"10' 2""",182.75,18,183
107,T102,T102,Loren Roberts,93,"10' 2""",486.667,48,12
108,T109,T109,David Frost,90,"10' 3""",411.0,40,88
109,T109,T109,Jason Hill,59,"10' 3""",234.917,23,200
110,T111,T111,Stephen Ames,89,"10' 4""",268.08299999999997,26,21
111,T111,T111,Billy Andrade,100,"10' 4""",546.6669999999999,53,75
112,T111,T111,Tim Clark,76,"10' 4""",289.16700000000003,28,66
113,T111,T111,Luke Donald,106,"10' 4""",444.167,43,80
114,T111,T111,Craig Parry,69,"10' 4""",556.0830000000001,54,119
115,T116,T116,Chad Campbell,111,"10' 5""",501.083,48,88
116,T116,T116,Blaine McCallister,75,"10' 5""",259.91700000000003,25,181
117,T116,T116,Chris Riley,104,"10' 5""",520.5830000000001,50,2
118,T116,T116,Kenneth Staton,104,"10' 5""",509.5,49,157
119,T116,T116,Kirk Triplett,84,"10' 5""",366.0,35,48
120,T121,T121,Steve Allan,93,"10' 6""",502.25,48,177
121,T121,T121,Harrison Frazar,88,"10' 6""",514.25,49,107
122,T121,T121,Stephen Gangluff,75,"10' 6""",314.58299999999997,30,100
123,T121,T121,Lee Janzen,101,"10' 6""",400.417,38,180
124,T121,T121,Frank Lickliter II,94,"10' 6""",388.583,37,171
125,T121,T121,David Morland IV,58,"10' 6""",376.583,36,100
126,T121,T121,Lee Porter,91,"10' 6""",481.667,46,73
127,T128,T128,Rich Beem,99,"10' 7""",518.3330000000001,49,136
128,T128,T128,Bob Estes,93,"10' 7""",433.583,41,97
129,T128,T128,Steve Jones,71,"10' 7""",297.08299999999997,28,157
130,T128,T128,Jeff Maggert,83,"10' 7""",412.083,39,74
131,T128,T128,Boo Weekley,57,"10' 7""",223.0,21,191
132,T133,T133,Carlos Franco,107,"10' 8""",619.3330000000001,58,65
133,T133,T133,Donnie Hammond,60,"10' 8""",255.75,24,142
134,T133,T133,Andrew Magee,91,"10' 8""",425.417,40,62
135,T133,T133,Shaun Micheel,100,"10' 8""",460.25,43,72
136,T133,T133,Kenny Perry,98,"10' 8""",480.0,45,99
137,T138,T138,Brian Bateman,94,"10' 9""",601.3330000000001,56,149
138,T138,T138,Joe Durant,87,"10' 9""",289.5,27,86
139,T138,T138,Matt Gogel,79,"10' 9""",364.167,34,69
140,T138,T138,John Rollins,124,"10' 9""",665.1669999999999,62,44
141,T138,T138,Jay Williamson,91,"10' 9""",493.333,46,103
142,T138,T138,Kaname Yokoo,74,"10' 9""",334.167,31,162
143,T144,T144,Tripp Isenhour,68,"10' 10""",303.25,28,134
144,T144,T144,Tom Scherrer,98,"10' 10""",401.833,37,130
145,T144,T144,Tiger Woods,69,"10' 10""",248.833,23,1
146,147,147,Brenden Pappas,62,"10' 11""",361.333,33,199
147,T148,T148,Stewart Cink,92,"11' 0""",340.0,31,78
148,T148,T148,Bob Heintz,68,"11' 0""",373.333,34,194
149,T148,T148,Miguel Angel Jiménez,60,"11' 0""",252.917,23,106
150,T148,T148,Deane Pappas,90,"11' 0""",540.75,49,191
151,T152,T152,Fred Couples,64,"11' 1""",254.833,23,60
152,T152,T152,Charles Howell III,118,"11' 1""",532.25,48,81
153,T152,T152,Greg Kraft,86,"11' 1""",433.333,39,63
154,T155,T155,Kent Jones,105,"11' 2""",683.5830000000001,61,123
155,T155,T155,Hal Sutton,74,"11' 2""",290.5,26,122
156,T155,T155,Bo Van Pelt,78,"11' 2""",568.3330000000001,51,202
157,T158,T158,Olin Browne,107,"11' 3""",484.583,43,41
158,T158,T158,Corey Pavin,78,"11' 3""",493.5,44,115
159,T160,T160,Fulton Allem,64,"11' 4""",362.833,32,166
160,T160,T160,Pat Bates,94,"11' 4""",522.0,46,68
161,T160,T160,John Daly,62,"11' 4""",238.75,21,189
162,T160,T160,Robin Freeman,79,"11' 4""",485.917,43,195
163,T160,T160,Scott Hoch,71,"11' 4""",283.58299999999997,25,28
164,T160,T160,Pete Jordan,78,"11' 4""",485.583,43,173
165,T160,T160,Duffy Waldorf,90,"11' 4""",384.417,34,77
166,T167,T167,Eduardo Herrera,59,"11' 5""",332.167,29,187
167,T167,T167,Hidemichi Tanaka,104,"11' 5""",490.833,43,124
168,T167,T167,Bob Tway,103,"11' 5""",421.417,37,31
169,T170,T170,Brandt Jobe,94,"11' 7""",533.5830000000001,46,161
170,T170,T170,Phil Tataurangi,88,"11' 7""",451.833,39,131
171,T172,T172,Mark Calcavecchia,84,"11' 8""",383.833,33,176
172,T172,T172,Jonathan Kaye,83,"11' 8""",430.833,37,27
173,T174,T174,Russ Cochran,68,"11' 9""",410.417,35,108
174,T174,T174,David Duval,78,"11' 9""",412.667,35,147
175,T174,T174,Gary Nicklaus,66,"11' 9""",447.083,38,185
176,T177,T177,Briny Baird,110,"11' 10""",604.6669999999999,51,90
177,T177,T177,Brandel Chamblee,85,"11' 10""",449.25,38,55
178,T177,T177,Bradley Hughes,60,"11' 10""",343.417,29,190
179,T180,T180,Paul Claxton,83,"11' 11""",511.333,43,146
180,T180,T180,Mathew Goggin,64,"11' 11""",285.5,24,109
181,182,182,Tommy Tolles,64,"12' 0""",419.5,35,178
182,183,183,Bernhard Langer,55,"12' 1""",241.75,20,40
183,T184,T184,Mike Hulbert,55,"12' 3""",270.0,22,164
184,T184,T184,Per-Ulrik Johansson,87,"12' 3""",440.75,36,43
185,186,186,Brad Elder,76,"12' 4""",430.833,35,168
186,T187,T187,Frank Nobilo,94,"12' 5""",634.1669999999999,51,127
187,T187,T187,John Senden,96,"12' 5""",507.833,41,97
188,189,189,Brent Geiberger,95,"12' 6""",588.5,47,128
189,190,190,Peter Jacobsen,67,"12' 7""",315.58299999999997,25,26
190,191,191,J.J. Henry,112,"12' 9""",625.0,49,156
191,192,192,Joey Sindelar,104,"12' 11""",542.75,42,188
192,193,193,Bart Bryant,69,"13' 3""",318.0,24,94
193,194,194,Matt Peterson,80,"13' 8""",599.6669999999999,44,76
194,195,195,Craig Stadler,72,"14' 2""",523.4169999999999,37,137
195,196,196,Jeff Brehaut,87,"14' 11""",536.4169999999999,36,140
196,197,197,Spike McRoy,69,"15' 1""",211.167,14,160
197,198,198,Tim Petrovic,92,"15' 4""",613.0,40,38
198,199,199,Joe Ogilvie,50,"16' 3""",260.0,16,172
199,200,200,Dicky Pride,51,"16' 4""",392.25,24,196
200,201,201,Chris Smith,103,"16' 7""",562.5830000000001,34,182
201,202,202,Brad Lardon,59,"17' 3""",431.667,25,201
