,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
70,T70,T70,Scott Hoch,71,"11' 10""",130.5,11,28
71,T72,T72,Stephen Ames,89,"11' 11""",142.5,12,21
72,T72,T72,Tim Clark,76,"11' 11""",119.083,10,66
73,T72,T72,Lee Janzen,101,"11' 11""",167.167,14,180
74,T72,T72,Nick Price,69,"11' 11""",83.417,7,4
75,T76,T76,Cameron Beckman,87,"12' 0""",143.917,12,36
76,T76,T76,Brad Elder,76,"12' 0""",143.917,12,168
77,T78,T78,Jay Don Blake,107,"12' 1""",242.0,20,79
78,T78,T78,Jonathan Kaye,83,"12' 1""",302.0,25,27
79,T78,T78,Deane Pappas,90,"12' 1""",156.75,13,191
80,81,81,David Duval,78,"12' 3""",122.5,10,147
81,82,82,Craig Parry,69,"12' 4""",184.75,15,119
82,T83,T83,Andrew Magee,91,"12' 5""",272.5,22,62
83,T83,T83,Mike Weir,94,"12' 5""",223.167,18,152
84,85,85,Gary Nicklaus,66,"12' 6""",112.167,9,185
85,86,86,Paul Claxton,83,"12' 8""",292.0,23,146
86,87,87,Hal Sutton,74,"12' 9""",166.083,13,122
87,88,88,Craig Stadler,72,"12' 10""",153.917,12,137
88,T89,T89,Pat Perez,89,"12' 11""",232.917,18,46
89,T89,T89,Kaname Yokoo,74,"12' 11""",167.5,13,162
90,T91,T91,Shigeki Maruyama,87,"13' 0""",194.667,15,85
91,T91,T91,Rocco Mediate,79,"13' 0""",129.917,10,58
92,T91,T91,Jay Williamson,91,"13' 0""",234.333,18,103
93,T94,T94,Davis Love III,92,"13' 2""",105.5,8,31
94,T94,T94,Kenneth Staton,104,"13' 2""",289.0,22,157
95,T94,T94,Tiger Woods,69,"13' 2""",118.583,9,1
96,97,97,Len Mattiace,106,"13' 3""",278.08299999999997,21,9
97,T98,T98,José Coceres,51,"13' 4""",173.75,13,53
98,T98,T98,Donnie Hammond,60,"13' 4""",133.25,10,142
99,T100,T100,Fulton Allem,64,"13' 5""",201.167,15,166
100,T100,T100,Jesper Parnevik,85,"13' 5""",174.083,13,131
101,T100,T100,Heath Slocum,96,"13' 5""",174.833,13,116
102,T103,T103,Peter Lonard,93,"13' 6""",311.41700000000003,23,10
103,T103,T103,Scott McCarron,106,"13' 6""",337.25,25,159
104,T103,T103,Michael Muehr,73,"13' 6""",134.75,10,163
105,T106,T106,Jeff Brehaut,87,"13' 7""",217.667,16,140
106,T106,T106,Hidemichi Tanaka,104,"13' 7""",217.417,16,124
107,T108,T108,Jim Carter,98,"13' 8""",136.583,10,15
108,T108,T108,Greg Chalmers,94,"13' 8""",341.25,25,170
109,T108,T108,Brad Lardon,59,"13' 8""",164.0,12,201
110,T111,T111,Stephen Gangluff,75,"13' 9""",165.333,12,100
111,T111,T111,Brandt Jobe,94,"13' 9""",206.583,15,161
112,T113,T113,Briny Baird,110,"13' 10""",179.833,13,90
113,T113,T113,J.L. Lewis,98,"13' 10""",386.917,28,71
114,T113,T113,Joey Sindelar,104,"13' 10""",276.58299999999997,20,188
115,T116,T116,Stewart Cink,92,"14' 0""",168.0,12,78
116,T116,T116,Edward Fryatt,94,"14' 0""",308.58299999999997,22,179
117,T116,T116,Eduardo Herrera,59,"14' 0""",196.167,14,187
118,T116,T116,Brett Quigley,93,"14' 0""",406.167,29,125
119,120,120,Bernhard Langer,55,"14' 1""",126.667,9,40
120,121,121,Shaun Micheel,100,"14' 3""",256.58299999999997,18,72
121,T122,T122,Notah Begay III,76,"14' 4""",272.91700000000003,19,150
122,T122,T122,Harrison Frazar,88,"14' 4""",114.417,8,107
123,T122,T122,J.J. Henry,112,"14' 4""",243.5,17,156
124,T122,T122,Steve Jones,71,"14' 4""",186.833,13,157
125,T122,T122,Brett Wetterich,89,"14' 4""",258.0,18,197
126,127,127,Steve Allan,93,"14' 5""",129.583,9,177
127,T128,T128,John Daly,62,"14' 6""",144.917,10,189
128,T128,T128,Steve Elkington,82,"14' 6""",216.917,15,52
129,130,130,Spike McRoy,69,"14' 7""",219.25,15,160
130,131,131,Fred Funk,106,"14' 8""",190.333,13,21
131,132,132,Esteban Toledo,106,"14' 9""",192.083,13,14
132,T133,T133,"David Berganio, Jr.",80,"14' 11""",208.5,14,143
133,T133,T133,José María Olazábal,71,"14' 11""",224.25,15,23
134,T133,T133,Jerry Smith,91,"14' 11""",193.417,13,165
135,136,136,Neal Lancaster,101,"15' 0""",255.0,17,38
136,T137,T137,Carlos Franco,107,"15' 1""",436.833,29,65
137,T137,T137,Dudley Hart,88,"15' 1""",120.583,8,87
138,T137,T137,John Riegger,88,"15' 1""",241.75,16,49
139,T137,T137,Vijay Singh,102,"15' 1""",211.167,14,25
140,T141,T141,Robert Allenby,96,"15' 4""",413.583,27,104
141,T141,T141,Brad Faxon,93,"15' 4""",199.667,13,50
142,T141,T141,Richard Zokol,53,"15' 4""",184.333,12,139
143,144,144,Brian Henninger,66,"15' 5""",107.667,7,154
144,T145,T145,Brent Geiberger,95,"15' 6""",310.58299999999997,20,128
145,T145,T145,Scott Verplank,93,"15' 6""",216.917,14,61
146,147,147,Charles Howell III,118,"15' 8""",313.5,20,81
147,T148,T148,Glen Day,107,"15' 9""",314.91700000000003,20,34
148,T148,T148,Craig Perks,91,"15' 9""",284.16700000000003,18,70
149,T150,T150,Dan Forsman,83,"15' 10""",174.583,11,24
150,T150,T150,Brenden Pappas,62,"15' 10""",205.917,13,199
151,T152,T152,Bob Estes,93,"15' 11""",143.333,9,97
152,T152,T152,Matt Gogel,79,"15' 11""",159.083,10,69
153,154,154,Boo Weekley,57,"16' 1""",161.167,10,191
154,T155,T155,Brandel Chamblee,85,"16' 2""",210.333,13,55
155,T155,T155,Bob Heintz,68,"16' 2""",339.25,21,194
156,157,157,Greg Kraft,86,"16' 4""",309.58299999999997,19,63
157,T158,T158,J.P. Hayes,78,"16' 5""",147.833,9,64
158,T158,T158,Blaine McCallister,75,"16' 5""",180.417,11,181
159,160,160,Phil Mickelson,97,"16' 6""",280.16700000000003,17,47
160,T161,T161,Robert Damron,85,"16' 8""",316.0,19,141
161,T161,T161,Kent Jones,105,"16' 8""",332.583,20,123
162,T163,T163,Justin Leonard,97,"16' 9""",217.333,13,37
163,T163,T163,Frank Nobilo,94,"16' 9""",368.583,22,127
164,T165,T165,Billy Andrade,100,"16' 11""",253.833,15,75
165,T165,T165,Tommy Armour III,82,"16' 11""",236.833,14,184
166,T167,T167,Rich Beem,99,"17' 0""",407.417,24,136
167,T167,T167,Tom Pernice Jr.,101,"17' 0""",237.833,14,105
168,169,169,John Cook,85,"17' 3""",137.833,8,102
169,170,170,Mathew Goggin,64,"17' 4""",312.16700000000003,18,109
170,T171,T171,Mike Hulbert,55,"17' 6""",140.25,8,164
171,T171,T171,Tom Lehman,78,"17' 6""",87.5,5,169
172,173,173,Kevin Sutherland,96,"17' 7""",176.0,10,110
173,174,174,John Rollins,124,"17' 8""",370.167,21,44
174,T175,T175,Ben Crane,91,"17' 9""",301.25,17,111
175,T175,T175,Loren Roberts,93,"17' 9""",248.417,14,12
176,177,177,Per-Ulrik Johansson,87,"17' 10""",267.5,15,43
177,178,178,Grant Waite,98,"18' 5""",331.5,18,18
178,179,179,Chris Smith,103,"18' 6""",333.167,18,182
179,180,180,Robin Freeman,79,"18' 8""",223.5,12,195
180,181,181,Brian Watts,58,"18' 10""",225.833,12,83
181,182,182,Russ Cochran,68,"19' 3""",250.667,13,108
182,T183,T183,Bradley Hughes,60,"19' 4""",174.25,9,190
183,T183,T183,Dicky Pride,51,"19' 4""",251.667,13,196
184,T185,T185,Bob Burns,99,"19' 6""",292.5,15,19
185,T185,T185,Robert Gamez,69,"19' 6""",272.58299999999997,14,121
186,187,187,Brian Bateman,94,"19' 8""",235.667,12,149
187,188,188,K.J. Choi,93,"19' 10""",277.5,14,90
188,189,189,Bo Van Pelt,78,"20' 1""",442.333,22,202
189,190,190,Steve Pate,64,"20' 5""",163.25,8,183
190,191,191,Tim Petrovic,92,"20' 6""",306.91700000000003,15,38
191,192,192,Tommy Tolles,64,"20' 8""",330.417,16,178
192,193,193,Joe Ogilvie,50,"20' 10""",312.58299999999997,15,172
193,194,194,Joel Edwards,101,"20' 11""",334.917,16,5
194,195,195,Bryce Molder,65,"21' 0""",462.5,22,151
195,196,196,John Senden,96,"22' 4""",267.83299999999997,12,97
196,197,197,Olin Browne,107,"22' 5""",314.16700000000003,14,41
197,198,198,Matt Peterson,80,"22' 10""",433.75,19,76
198,199,199,Pete Jordan,78,"23' 1""",230.667,10,173
199,200,200,Jeff Maggert,83,"24' 3""",267.0,11,74
200,201,201,David Gossett,95,"25' 1""",150.25,6,67
201,202,202,Paul Goydos,66,"30' 3""",181.25,6,138
