,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
86,87,87,Mark Calcavecchia,84,+.087,103,+9.00
87,T88,T88,Jerry Smith,91,+.089,168,+15.00
88,T88,T88,Richard Zokol,53,+.089,101,+9.00
89,90,90,Billy Mayfair,99,+.090,133,+12.00
90,91,91,Charles Howell III,118,+.091,164,+15.00
91,92,92,Tripp Isenhour,68,+.092,98,+9.00
92,93,93,Jim Furyk,88,+.093,118,+11.00
93,T94,T94,Jess Daley,76,+.094,117,+11.00
94,T94,T94,Matt Peterson,80,+.094,139,+13.00
95,T96,T96,Billy Andrade,100,+.095,148,+14.00
96,T96,T96,Neal Lancaster,101,+.095,158,+15.00
97,T98,T98,Bradley Hughes,60,+.096,94,+9.00
98,T98,T98,Shaun Micheel,100,+.096,166,+16.00
99,T98,T98,Tom Pernice Jr.,101,+.096,157,+15.00
100,T101,T101,David Peoples,105,+.097,154,+15.00
101,T101,T101,Tom Scherrer,98,+.097,155,+15.00
102,T101,T101,Jeff Sluman,118,+.097,185,+18.00
103,104,104,Mike Weir,94,+.098,102,+10.00
104,T105,T105,Rory Sabbatini,69,+.099,91,+9.00
105,T105,T105,Brian Watts,58,+.099,91,+9.00
106,107,107,Peter Lonard,93,+.100,140,+14.00
107,T108,T108,Tim Herron,102,+.101,148,+15.00
108,T108,T108,Heath Slocum,96,+.101,139,+14.00
109,T110,T110,Woody Austin,102,+.102,176,+18.00
110,T110,T110,Sergio Garcia,79,+.102,88,+9.00
111,T110,T110,John Senden,96,+.102,137,+14.00
112,T113,T113,Luke Donald,106,+.103,165,+17.00
113,T113,T113,Robert Gamez,69,+.103,116,+12.00
114,T113,T113,Mike Hulbert,55,+.103,107,+11.00
115,T116,T116,John Cook,85,+.104,96,+10.00
116,T116,T116,J.P. Hayes,78,+.104,125,+13.00
117,T116,T116,Steve Jones,71,+.104,115,+12.00
118,T116,T116,Jeff Maggert,83,+.104,134,+14.00
119,120,120,Spike McRoy,69,+.105,105,+11.00
120,T121,T121,David Gossett,95,+.106,142,+15.00
121,T121,T121,John Huston,99,+.106,151,+16.00
122,T121,T121,David Toms,106,+.106,151,+16.00
123,T124,T124,Joe Durant,87,+.107,122,+13.00
124,T124,T124,Mathew Goggin,64,+.107,103,+11.00
125,T124,T124,Vijay Singh,102,+.107,122,+13.00
126,127,127,Chris Smith,103,+.108,148,+16.00
127,T128,T128,Brian Bateman,94,+.110,155,+17.00
128,T128,T128,Jonathan Byrd,96,+.110,154,+17.00
129,T128,T128,Peter Jacobsen,67,+.110,136,+15.00
130,T128,T128,Brenden Pappas,62,+.110,91,+10.00
131,T132,T132,K.J. Choi,93,+.111,153,+17.00
132,T132,T132,Joey Sindelar,104,+.111,144,+16.00
133,T134,T134,Carlos Franco,107,+.112,161,+18.00
134,T134,T134,Bob Heintz,68,+.112,107,+12.00
135,T134,T134,Deane Pappas,90,+.112,125,+14.00
136,T134,T134,Duffy Waldorf,90,+.112,143,+16.00
137,138,138,Fred Funk,106,+.113,142,+16.00
138,T139,T139,Tim Petrovic,92,+.114,140,+16.00
139,T139,T139,Dicky Pride,51,+.114,79,+9.00
140,141,141,David Duval,78,+.115,104,+12.00
141,T142,T142,Bob Estes,93,+.117,103,+12.00
142,T142,T142,Dennis Paulson,89,+.117,180,+21.00
143,T142,T142,Craig Perks,91,+.117,137,+16.00
144,T145,T145,Jeff Brehaut,87,+.118,153,+18.00
145,T145,T145,Brent Geiberger,95,+.118,144,+17.00
146,T145,T145,Paul Goydos,66,+.118,110,+13.00
147,T145,T145,Rocco Mediate,79,+.118,93,+11.00
148,149,149,Phil Tataurangi,88,+.120,142,+17.00
149,150,150,Kenny Perry,98,+.121,124,+15.00
150,T151,T151,Craig Parry,69,+.122,82,+10.00
151,T151,T151,Craig Stadler,72,+.122,90,+11.00
152,T153,T153,Briny Baird,110,+.124,170,+21.00
153,T153,T153,Michael Long,71,+.124,113,+14.00
154,155,155,John Rollins,124,+.125,176,+22.00
155,156,156,Scott Simpson,61,+.126,103,+13.00
156,T157,T157,Kent Jones,105,+.128,164,+21.00
157,T157,T157,Hidemichi Tanaka,104,+.128,156,+20.00
158,T159,T159,Steve Allan,93,+.129,147,+19.00
159,T159,T159,Lee Janzen,101,+.129,116,+15.00
160,T161,T161,Pete Jordan,78,+.130,138,+18.00
161,T161,T161,Steve Lowery,98,+.130,115,+15.00
162,163,163,Mark O'Meara,68,+.131,99,+13.00
163,164,164,Kenneth Staton,104,+.132,167,+22.00
164,T165,T165,John Daly,62,+.133,98,+13.00
165,T165,T165,J.J. Henry,112,+.133,165,+22.00
166,167,167,Michael Clark II,97,+.134,172,+23.00
167,168,168,Dudley Hart,88,+.137,139,+19.00
168,169,169,Steve Flesch,110,+.140,136,+19.00
169,170,170,Kaname Yokoo,74,+.143,119,+17.00
170,T171,T171,Greg Chalmers,94,+.144,132,+19.00
171,T171,T171,Steve Elkington,82,+.144,139,+20.00
172,173,173,Brian Henninger,66,+.147,109,+16.00
173,174,174,Len Mattiace,106,+.150,160,+24.00
174,175,175,Bob May,91,+.153,118,+18.00
175,T176,T176,Tim Clark,76,+.155,97,+15.00
176,T176,T176,Tom Lehman,78,+.155,84,+13.00
177,178,178,Donnie Hammond,60,+.159,88,+14.00
178,T179,T179,Paul Gow,99,+.162,154,+25.00
179,T179,T179,Brett Quigley,93,+.162,142,+23.00
180,181,181,Gary Nicklaus,66,+.164,116,+19.00
181,182,182,Rich Beem,99,+.166,157,+26.00
182,T183,T183,Stuart Appleby,97,+.172,122,+21.00
183,T183,T183,Robin Freeman,79,+.172,116,+20.00
184,T183,T183,Frank Lickliter II,94,+.172,134,+23.00
185,186,186,"David Berganio, Jr.",80,+.173,127,+22.00
186,187,187,Craig Barlow,62,+.180,89,+16.00
187,188,188,Jason Hill,59,+.183,104,+19.00
188,189,189,Scott Dunlap,74,+.186,113,+21.00
189,190,190,Carl Paulson,84,+.188,101,+19.00
190,191,191,Miguel Angel Jiménez,60,+.189,95,+18.00
191,192,192,Notah Begay III,76,+.191,115,+22.00
192,T193,T193,Fulton Allem,64,+.195,123,+24.00
193,T193,T193,Hal Sutton,74,+.195,123,+24.00
194,T193,T193,Boo Weekley,57,+.195,113,+22.00
195,196,196,José Coceres,51,+.197,71,+14.00
196,T197,T197,Eduardo Herrera,59,+.198,106,+21.00
197,T197,T197,Brad Lardon,59,+.198,91,+18.00
198,199,199,Tommy Armour III,82,+.215,163,+35.00
199,200,200,Brett Wetterich,89,+.217,143,+31.00
200,201,201,Blaine McCallister,75,+.223,139,+31.00
201,202,202,Bo Van Pelt,78,+.237,114,+27.00
