,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
72,73,73,José María Olazábal,71,50.63,40,79
73,74,74,Hal Sutton,74,50.59,43,85
74,75,75,Brandel Chamblee,85,50.56,45,89
75,76,76,David Frost,90,50.41,62,123
76,T77,T77,Woody Austin,102,50.0,47,94
77,T77,T77,Jay Don Blake,107,50.0,48,96
78,T77,T77,John Daly,62,50.0,25,50
79,T77,T77,Harrison Frazar,88,50.0,48,96
80,T77,T77,Donnie Hammond,60,50.0,32,64
81,T77,T77,Andrew Magee,91,50.0,48,96
82,T77,T77,Phil Mickelson,97,50.0,42,84
83,T77,T77,Dennis Paulson,89,50.0,40,80
84,T77,T77,Craig Perks,91,50.0,34,68
85,T77,T77,Jeff Sluman,118,50.0,49,98
86,T77,T77,Bob Tway,103,50.0,37,74
87,88,88,Eduardo Herrera,59,49.45,45,91
88,T89,T89,Ben Crane,91,49.41,42,85
89,T89,T89,J.P. Hayes,78,49.41,42,85
90,91,91,Fred Funk,106,49.38,40,81
91,92,92,Tom Byrum,77,49.3,35,71
92,93,93,Mark O'Meara,68,48.89,22,45
93,94,94,Luke Donald,106,48.86,43,88
94,95,95,Jeff Brehaut,87,48.84,42,86
95,96,96,Dan Forsman,83,48.75,39,80
96,97,97,Mark Brooks,97,48.72,38,78
97,T98,T98,Craig Barlow,62,48.61,35,72
98,T98,T98,Steve Lowery,98,48.61,35,72
99,100,100,Joey Sindelar,104,48.53,33,68
100,101,101,Rory Sabbatini,69,48.48,32,66
101,102,102,Ian Leggatt,97,48.31,43,89
102,103,103,Kenny Perry,98,48.28,28,58
103,104,104,Michael Allen,76,48.24,41,85
104,105,105,Brett Wetterich,89,48.21,54,112
105,106,106,Jerry Smith,91,48.11,51,106
106,107,107,Sergio Garcia,79,47.92,23,48
107,108,108,Brett Quigley,93,47.9,57,119
108,109,109,Matt Peterson,80,47.83,44,92
109,110,110,Russ Cochran,68,47.76,32,67
110,111,111,Scott Simpson,61,47.52,48,101
111,T112,T112,Fred Couples,64,47.37,18,38
112,T112,T112,Bernhard Langer,55,47.37,18,38
113,114,114,Deane Pappas,90,47.25,43,91
114,115,115,Fulton Allem,64,47.22,34,72
115,116,116,Brandt Jobe,94,47.19,42,89
116,T117,T117,Notah Begay III,76,47.14,33,70
117,T117,T117,Shaun Micheel,100,47.14,33,70
118,119,119,Glen Day,107,47.12,49,104
119,120,120,Kirk Triplett,84,47.06,32,68
120,121,121,Steve Flesch,110,46.99,39,83
121,122,122,Greg Kraft,86,46.88,45,96
122,123,123,Lee Janzen,101,46.75,36,77
123,124,124,Stephen Gangluff,75,46.59,41,88
124,125,125,Miguel Angel Jiménez,60,46.58,34,73
125,T126,T126,Davis Love III,92,46.55,27,58
126,T126,T126,Craig Parry,69,46.55,27,58
127,128,128,Pete Jordan,78,46.53,47,101
128,129,129,Matt Kuchar,82,46.48,33,71
129,130,130,Jesper Parnevik,85,46.43,39,84
130,131,131,Kenneth Staton,104,46.25,37,80
131,T132,T132,Rich Beem,99,46.15,30,65
132,T132,T132,Bradley Hughes,60,46.15,24,52
133,134,134,Jonathan Kaye,83,45.95,34,74
134,135,135,Brad Lardon,59,45.9,28,61
135,136,136,John Riegger,88,45.68,37,81
136,137,137,J.L. Lewis,98,45.63,47,103
137,138,138,Kent Jones,105,45.36,44,97
138,139,139,"David Berganio, Jr.",80,45.31,29,64
139,140,140,Olin Browne,107,45.16,42,93
140,141,141,Garrett Willis,80,44.95,49,109
141,142,142,Kevin Sutherland,96,44.87,35,78
142,143,143,Brian Gay,117,44.63,54,121
143,144,144,Michael Clark II,97,44.55,49,110
144,T145,T145,Spike McRoy,69,44.44,24,54
145,T145,T145,David Peoples,105,44.44,36,81
146,147,147,Brad Faxon,93,44.3,35,79
147,148,148,Hidemichi Tanaka,104,44.23,46,104
148,149,149,Brent Geiberger,95,44.12,45,102
149,150,150,Brian Bateman,94,44.09,41,93
150,T151,T151,Michael Muehr,73,44.0,44,100
151,T151,T151,Craig Stadler,72,44.0,22,50
152,153,153,Stewart Cink,92,43.9,36,82
153,154,154,Paul Claxton,83,43.68,38,87
154,155,155,Gary Nicklaus,66,43.42,33,76
155,156,156,Chris Smith,103,43.24,32,74
156,T157,T157,John Huston,99,43.21,35,81
157,T157,T157,Duffy Waldorf,90,43.21,35,81
158,159,159,Carlos Franco,107,43.16,41,95
159,160,160,Cameron Beckman,87,43.06,31,72
160,T161,T161,Dudley Hart,88,42.86,30,70
161,T161,T161,Richard Zokol,53,42.86,33,77
162,163,163,Robert Gamez,69,42.67,32,75
163,164,164,Corey Pavin,78,42.5,34,80
164,165,165,Steve Allan,93,42.31,44,104
165,166,166,David Morland IV,58,42.03,29,69
166,167,167,Paul Stankowski,100,41.98,34,81
167,T168,T168,Geoff Ogilvy,90,41.94,39,93
168,T168,T168,Brian Watts,58,41.94,26,62
169,170,170,Brian Henninger,66,41.25,33,80
170,171,171,Tom Scherrer,98,41.23,47,114
171,172,172,Tommy Tolles,64,41.18,28,68
172,173,173,K.J. Choi,93,40.91,27,66
173,174,174,Stephen Ames,89,40.74,22,54
174,T175,T175,Scott McCarron,106,40.7,35,86
175,T175,T175,Kaname Yokoo,74,40.7,35,86
176,177,177,Michael Long,71,40.54,30,74
177,178,178,Bob Heintz,68,40.38,42,104
178,179,179,Paul Goydos,66,40.3,27,67
179,T180,T180,Mark Calcavecchia,84,40.0,20,50
180,T180,T180,Robin Freeman,79,40.0,30,75
181,T180,T180,Frank Nobilo,94,40.0,40,100
182,183,183,Chad Campbell,111,39.77,35,88
183,184,184,Bo Van Pelt,78,39.76,33,83
184,185,185,Dicky Pride,51,39.29,22,56
185,186,186,Brad Elder,76,38.74,43,111
186,187,187,Edward Fryatt,94,38.55,32,83
187,188,188,Bryce Molder,65,38.46,30,78
188,189,189,Scott Dunlap,74,38.03,27,71
189,190,190,Boo Weekley,57,38.0,19,50
190,191,191,J.J. Henry,112,37.72,43,114
191,192,192,Joe Ogilvie,50,37.5,21,56
192,193,193,Tom Pernice Jr.,101,37.35,31,83
193,194,194,Jay Haas,83,37.14,26,70
194,195,195,Jason Hill,59,36.51,23,63
195,196,196,Blaine McCallister,75,36.49,27,74
196,197,197,Scott Hoch,71,35.42,17,48
197,198,198,Mike Hulbert,55,34.94,29,83
198,199,199,Brenden Pappas,62,34.78,24,69
199,200,200,Tommy Armour III,82,34.44,31,90
200,201,201,Jay Williamson,91,34.41,32,93
201,202,202,Steve Pate,64,33.33,16,48
