,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
155,T156,T156,Jeff Brehaut,87,"4' 10""",277.0,57,140
156,T156,T156,Tim Clark,76,"4' 10""",219.0,45,66
157,T156,T156,Chris DiMarco,111,"4' 10""",269.75,56,20
158,T156,T156,Bob Heintz,68,"4' 10""",300.66700000000003,62,194
159,T156,T156,Corey Pavin,78,"4' 10""",214.333,44,115
160,T156,T156,Craig Perks,91,"4' 10""",231.25,48,70
161,T162,T162,Jonathan Byrd,96,"4' 11""",312.08299999999997,64,93
162,T162,T162,Russ Cochran,68,"4' 11""",195.0,40,108
163,T162,T162,Matt Gogel,79,"4' 11""",165.917,34,69
164,T162,T162,Esteban Toledo,106,"4' 11""",303.75,62,14
165,T162,T162,Tiger Woods,69,"4' 11""",153.083,31,1
166,T167,T167,Paul Azinger,69,"5' 0""",124.75,25,125
167,T167,T167,Dan Forsman,83,"5' 0""",205.917,41,24
168,T167,T167,Pete Jordan,78,"5' 0""",314.91700000000003,63,173
169,T167,T167,Mark O'Meara,68,"5' 0""",144.5,29,82
170,T171,T171,Stephen Ames,89,"5' 1""",254.417,50,21
171,T171,T171,Matt Peterson,80,"5' 1""",242.917,48,76
172,T173,T173,K.J. Choi,93,"5' 2""",278.33299999999997,54,90
173,T173,T173,Jason Hill,59,"5' 2""",220.583,43,200
174,T173,T173,Scott Simpson,61,"5' 2""",165.5,32,117
175,176,176,Jeff Maggert,83,"5' 3""",243.0,46,74
176,T177,T177,Fulton Allem,64,"5' 4""",251.75,47,166
177,T177,T177,Billy Andrade,100,"5' 4""",286.5,54,75
178,T177,T177,Gary Nicklaus,66,"5' 4""",275.5,52,185
179,T177,T177,Pat Perez,89,"5' 4""",262.25,49,46
180,T177,T177,Dicky Pride,51,"5' 4""",180.0,34,196
181,T182,T182,Cameron Beckman,87,"5' 5""",292.91700000000003,54,36
182,T182,T182,Paul Gow,99,"5' 5""",324.66700000000003,60,167
183,T184,T184,Mark Calcavecchia,84,"5' 6""",171.5,31,176
184,T184,T184,Joe Durant,87,"5' 6""",260.0,47,86
185,T184,T184,Brad Elder,76,"5' 6""",215.167,39,168
186,T184,T184,Scott Verplank,93,"5' 6""",181.0,33,61
187,T188,T188,Steve Allan,93,"5' 7""",308.5,55,177
188,T188,T188,Stephen Gangluff,75,"5' 7""",327.917,59,100
189,T188,T188,Brenden Pappas,62,"5' 7""",207.083,37,199
190,T188,T188,Craig Parry,69,"5' 7""",218.333,39,119
191,T188,T188,John Rollins,124,"5' 7""",428.833,77,44
192,193,193,Peter Lonard,93,"5' 8""",255.75,45,10
193,T194,T194,John Daly,62,"5' 10""",169.25,29,189
194,T194,T194,Brad Lardon,59,"5' 10""",221.167,38,201
195,T194,T194,Frank Lickliter II,94,"5' 10""",239.5,41,171
196,T194,T194,Geoff Ogilvy,90,"5' 10""",398.417,68,155
197,T198,T198,Robin Freeman,79,"6' 1""",321.41700000000003,53,195
198,T198,T198,Tom Lehman,78,"6' 1""",145.917,24,169
199,200,200,Retief Goosen,56,"6' 2""",209.667,34,58
200,201,201,José Coceres,51,"6' 6""",142.667,22,53
201,202,202,Rory Sabbatini,69,"6' 10""",206.083,30,83
