,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
26,T23,T23,Mike Sposa,111,"7' 8""",553.5,72,13
27,T23,T23,Kaname Yokoo,74,"7' 8""",484.5,63,162
28,T29,T29,Fred Funk,106,"7' 9""",494.75,64,21
29,T29,T29,Donnie Hammond,60,"7' 9""",335.0,43,142
30,T31,T31,Jeff Brehaut,87,"7' 10""",429.25,55,140
31,T31,T31,Steve Elkington,82,"7' 10""",376.5,48,52
32,T31,T31,Brian Henninger,66,"7' 10""",548.5830000000001,70,154
33,T31,T31,Rocco Mediate,79,"7' 10""",321.91700000000003,41,58
34,T35,T35,Bob Estes,93,"7' 11""",338.917,43,97
35,T35,T35,Tim Herron,102,"7' 11""",504.083,64,45
36,T35,T35,J.L. Lewis,98,"7' 11""",640.25,81,71
37,T35,T35,Lee Porter,91,"7' 11""",671.3330000000001,85,73
38,T35,T35,Bob Tway,103,"7' 11""",379.75,48,31
39,T40,T40,Duffy Waldorf,90,"8' 0""",594.25,74,77
40,T40,T40,Boo Weekley,57,"8' 0""",366.833,46,191
41,T40,T40,Garrett Willis,80,"8' 0""",553.8330000000001,69,193
42,T43,T43,Fulton Allem,64,"8' 1""",307.33299999999997,38,166
43,T43,T43,Stuart Appleby,97,"8' 1""",555.4169999999999,69,129
44,T43,T43,Paul Azinger,69,"8' 1""",274.83299999999997,34,125
45,T43,T43,Tim Clark,76,"8' 1""",467.5,58,66
46,T43,T43,Paul Claxton,83,"8' 1""",566.5830000000001,70,146
47,T43,T43,Russ Cochran,68,"8' 1""",446.083,55,108
48,T43,T43,Harrison Frazar,88,"8' 1""",485.833,60,107
49,T43,T43,Greg Kraft,86,"8' 1""",542.25,67,63
50,T43,T43,Joey Sindelar,104,"8' 1""",711.8330000000001,88,188
51,T52,T52,Lee Janzen,101,"8' 2""",545.0830000000001,67,180
52,T52,T52,Steve Pate,64,"8' 2""",320.0,39,183
53,T52,T52,Dennis Paulson,89,"8' 2""",498.333,61,112
54,T55,T55,Robert Allenby,96,"8' 3""",657.6669999999999,80,104
55,T55,T55,Jim Carter,98,"8' 3""",427.417,52,15
56,T55,T55,Matt Kuchar,82,"8' 3""",505.167,61,54
57,T55,T55,Frank Lickliter II,94,"8' 3""",406.25,49,171
58,T55,T55,Steve Lowery,98,"8' 3""",654.8330000000001,79,144
59,T60,T60,Bart Bryant,69,"8' 4""",400.333,48,94
60,T60,T60,Michael Clark II,97,"8' 4""",608.25,73,113
61,T60,T60,Ernie Els,68,"8' 4""",433.917,52,29
62,T60,T60,Brad Faxon,93,"8' 4""",497.75,60,50
63,T60,T60,Ian Leggatt,97,"8' 4""",466.833,56,153
64,T60,T60,Phil Mickelson,97,"8' 4""",633.25,76,47
65,T66,T66,Bob Burns,99,"8' 5""",520.8330000000001,62,19
66,T66,T66,Steve Jones,71,"8' 5""",344.25,41,157
67,T66,T66,Michael Long,71,"8' 5""",570.75,68,175
68,T66,T66,Blaine McCallister,75,"8' 5""",388.25,46,181
69,T66,T66,John Senden,96,"8' 5""",486.667,58,97
70,T66,T66,Jerry Smith,91,"8' 5""",481.167,57,165
71,T72,T72,Sergio Garcia,79,"8' 6""",401.0,47,134
72,T72,T72,Jason Hill,59,"8' 6""",444.083,52,200
73,T72,T72,Glen Hnatiuk,95,"8' 6""",477.083,56,8
74,T72,T72,Peter Jacobsen,67,"8' 6""",262.91700000000003,31,26
75,T76,T76,Stephen Ames,89,"8' 7""",474.333,55,21
76,T76,T76,Grant Waite,98,"8' 7""",585.75,68,18
77,T78,T78,Brian Gay,117,"8' 8""",529.1669999999999,61,33
78,T78,T78,Eduardo Herrera,59,"8' 8""",528.75,61,187
79,T78,T78,Miguel Angel Jiménez,60,"8' 8""",287.16700000000003,33,106
80,T78,T78,Davis Love III,92,"8' 8""",631.3330000000001,73,31
81,T82,T82,John Cook,85,"8' 9""",420.667,48,102
82,T82,T82,Peter Lonard,93,"8' 9""",471.167,54,10
83,T82,T82,Heath Slocum,96,"8' 9""",499.0,57,116
84,T85,T85,Steve Flesch,110,"8' 10""",594.0830000000001,67,119
85,T85,T85,Len Mattiace,106,"8' 10""",768.5,87,9
86,T85,T85,Hidemichi Tanaka,104,"8' 10""",654.0,74,124
87,T88,T88,Tommy Armour III,82,"8' 11""",515.5,58,184
88,T88,T88,"David Berganio, Jr.",80,"8' 11""",577.6669999999999,65,143
89,T88,T88,Mark Calcavecchia,84,"8' 11""",428.333,48,176
90,T88,T88,Brandt Jobe,94,"8' 11""",587.4169999999999,66,161
91,T88,T88,José María Olazábal,71,"8' 11""",409.083,46,23
92,T88,T88,Corey Pavin,78,"8' 11""",417.75,47,115
93,T88,T88,Vijay Singh,102,"8' 11""",596.0830000000001,67,25
94,T88,T88,Kirk Triplett,84,"8' 11""",385.167,43,48
95,T88,T88,Mike Weir,94,"8' 11""",392.25,44,152
96,T97,T97,Woody Austin,102,"9' 0""",728.1669999999999,81,118
97,T97,T97,Jay Don Blake,107,"9' 0""",703.1669999999999,78,79
98,T97,T97,David Duval,78,"9' 0""",394.75,44,147
99,T97,T97,Paul Goydos,66,"9' 0""",387.75,43,138
100,T97,T97,Bob May,91,"9' 0""",629.3330000000001,70,56
101,T97,T97,Scott McCarron,106,"9' 0""",647.8330000000001,72,159
102,T97,T97,John Rollins,124,"9' 0""",819.75,91,44
103,T97,T97,Craig Stadler,72,"9' 0""",305.5,34,137
104,T97,T97,Hal Sutton,74,"9' 0""",324.08299999999997,36,122
105,T106,T106,Joel Edwards,101,"9' 1""",655.5830000000001,72,5
106,T106,T106,Carlos Franco,107,"9' 1""",726.0,80,65
107,T106,T106,Jay Williamson,91,"9' 1""",533.8330000000001,59,103
108,T109,T109,Jonathan Byrd,96,"9' 2""",840.4169999999999,92,93
109,T109,T109,Geoff Ogilvy,90,"9' 2""",612.75,67,155
110,T109,T109,Chris Riley,104,"9' 2""",799.1669999999999,87,2
111,T109,T109,Rory Sabbatini,69,"9' 2""",423.417,46,83
112,T109,T109,Esteban Toledo,106,"9' 2""",567.1669999999999,62,14
113,T109,T109,Tiger Woods,69,"9' 2""",386.0,42,1
114,T115,T115,Stewart Cink,92,"9' 3""",470.333,51,78
115,T115,T115,John Daly,62,"9' 3""",212.083,23,189
116,T115,T115,Luke Donald,106,"9' 3""",608.6669999999999,66,80
117,T115,T115,David Morland IV,58,"9' 3""",526.1669999999999,57,100
118,T115,T115,Michael Muehr,73,"9' 3""",305.0,33,163
119,120,120,Brett Wetterich,89,"9' 4""",616.1669999999999,66,197
120,T121,T121,Mark Brooks,97,"9' 5""",593.25,63,96
121,T121,T121,Robert Damron,85,"9' 5""",699.5,74,141
122,T121,T121,Paul Gow,99,"9' 5""",850.25,90,167
123,T121,T121,J.P. Hayes,78,"9' 5""",519.3330000000001,55,64
124,T121,T121,Kent Jones,105,"9' 5""",771.25,82,123
125,T126,T126,Chris DiMarco,111,"9' 6""",636.75,67,20
126,T126,T126,Mike Hulbert,55,"9' 6""",340.917,36,164
127,T126,T126,David Peoples,105,"9' 6""",738.8330000000001,78,42
128,T126,T126,John Riegger,88,"9' 6""",693.5830000000001,73,49
129,T126,T126,Tommy Tolles,64,"9' 6""",561.3330000000001,59,178
130,T131,T131,Brandel Chamblee,85,"9' 7""",525.6669999999999,55,55
131,T131,T131,Bob Heintz,68,"9' 7""",614.6669999999999,64,194
132,T133,T133,Michael Allen,76,"9' 8""",591.9169999999999,61,145
133,T133,T133,Justin Leonard,97,"9' 8""",618.8330000000001,64,37
134,T133,T133,Brian Watts,58,"9' 8""",414.083,43,83
135,T136,T136,Cameron Beckman,87,"9' 9""",664.25,68,36
136,T136,T136,Dan Forsman,83,"9' 9""",440.417,45,24
137,T136,T136,Kenneth Staton,104,"9' 9""",917.4169999999999,94,157
138,T139,T139,Notah Begay III,76,"9' 10""",670.25,68,150
139,T139,T139,Robin Freeman,79,"9' 10""",519.4169999999999,53,195
140,T139,T139,Retief Goosen,56,"9' 10""",334.833,34,58
141,T139,T139,Charles Howell III,118,"9' 10""",766.3330000000001,78,81
142,T139,T139,Frank Nobilo,94,"9' 10""",797.9169999999999,81,127
143,T139,T139,Paul Stankowski,100,"9' 10""",793.1669999999999,81,174
144,T145,T145,David Gossett,95,"9' 11""",696.1669999999999,70,67
145,T145,T145,J.J. Henry,112,"9' 11""",763.9169999999999,77,156
146,T147,T147,Stephen Gangluff,75,"10' 0""",660.5,66,100
147,T147,T147,Pete Jordan,78,"10' 0""",490.167,49,173
148,T147,T147,Tom Pernice Jr.,101,"10' 0""",743.0,74,105
149,T147,T147,Kenny Perry,98,"10' 0""",797.9169999999999,80,99
150,T151,T151,Steve Allan,93,"10' 1""",745.5830000000001,74,177
151,T151,T151,Rich Beem,99,"10' 1""",773.8330000000001,77,136
152,T151,T151,Fred Couples,64,"10' 1""",343.5,34,60
153,T151,T151,Jess Daley,76,"10' 1""",636.5,63,94
154,T151,T151,Skip Kendall,103,"10' 1""",759.25,75,16
155,T156,T156,Chad Campbell,111,"10' 2""",702.1669999999999,69,88
156,T156,T156,Edward Fryatt,94,"10' 2""",790.8330000000001,78,179
157,T156,T156,Spike McRoy,69,"10' 2""",577.6669999999999,57,160
158,T156,T156,Loren Roberts,93,"10' 2""",741.9169999999999,73,12
159,T160,T160,Joe Durant,87,"10' 3""",359.583,35,86
160,T160,T160,Scott Simpson,61,"10' 3""",513.5830000000001,50,117
161,T162,T162,Billy Andrade,100,"10' 4""",782.3330000000001,76,75
162,T162,T162,Billy Mayfair,99,"10' 4""",648.9169999999999,63,57
163,T162,T162,Kevin Sutherland,96,"10' 4""",506.667,49,110
164,T165,T165,Brad Elder,76,"10' 5""",533.25,51,168
165,T165,T165,Bernhard Langer,55,"10' 5""",364.75,35,40
166,T167,T167,Neal Lancaster,101,"10' 7""",867.9169999999999,82,38
167,T167,T167,Brad Lardon,59,"10' 7""",497.333,47,201
168,T167,T167,Tom Lehman,78,"10' 7""",285.83299999999997,27,169
169,T167,T167,Craig Perks,91,"10' 7""",647.75,61,70
170,T167,T167,Bo Van Pelt,78,"10' 7""",931.6669999999999,88,202
171,172,172,Greg Chalmers,94,"10' 8""",907.4169999999999,85,170
172,T173,T173,Mathew Goggin,64,"10' 9""",720.6669999999999,67,109
173,T173,T173,Joe Ogilvie,50,"10' 9""",700.9169999999999,65,172
174,T175,T175,K.J. Choi,93,"10' 10""",713.3330000000001,66,90
175,T175,T175,Tripp Isenhour,68,"10' 10""",680.3330000000001,63,134
176,T175,T175,Jeff Maggert,83,"10' 10""",542.9169999999999,50,74
177,T178,T178,Robert Gamez,69,"10' 11""",624.4169999999999,57,121
178,T178,T178,Bryce Molder,65,"10' 11""",815.8330000000001,75,151
179,T178,T178,Pat Perez,89,"10' 11""",764.5,70,46
180,T181,T181,Ben Crane,91,"11' 0""",871.6669999999999,79,111
181,T181,T181,Shigeki Maruyama,87,"11' 0""",614.0830000000001,56,85
182,T181,T181,Scott Verplank,93,"11' 0""",493.167,45,61
183,T184,T184,Jay Haas,83,"11' 1""",654.5830000000001,59,17
184,T184,T184,Bradley Hughes,60,"11' 1""",511.583,46,190
185,T184,T184,Jesper Parnevik,85,"11' 1""",442.75,40,131
186,T187,T187,Scott Dunlap,74,"11' 2""",592.1669999999999,53,198
187,T187,T187,Chris Smith,103,"11' 2""",815.75,73,182
188,T189,T189,Dudley Hart,88,"11' 3""",461.667,41,87
189,T189,T189,Per-Ulrik Johansson,87,"11' 3""",766.6669999999999,68,43
190,191,191,Brian Bateman,94,"11' 4""",817.0,72,149
191,T192,T192,Brent Geiberger,95,"11' 5""",797.5,70,128
192,T192,T192,Matt Peterson,80,"11' 5""",686.4169999999999,60,76
193,T192,T192,Brett Quigley,93,"11' 5""",939.4169999999999,82,125
194,195,195,Dicky Pride,51,"11' 6""",481.583,42,196
195,T196,T196,Franklin Langham,72,"11' 7""",773.3330000000001,67,147
196,T196,T196,Brenden Pappas,62,"11' 7""",696.8330000000001,60,199
197,198,198,Jeff Gove,89,"11' 9""",834.8330000000001,71,133
198,199,199,Deane Pappas,90,"11' 10""",1091.833,92,191
199,200,200,José Coceres,51,"12' 0""",432.333,36,53
200,201,201,Richard Zokol,53,"12' 7""",301.33299999999997,24,139
201,202,202,Gary Nicklaus,66,"12' 9""",445.25,35,185
